,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,average_model,optimal_clustering
0,0.45760394540882343,0.5838277301691935,0.6106838545862936,0.6111721477575136,0.5853902683170976,0.5890036377841256,0.5894431016382236,0.5761615273810395,0.5383676359286116,0.45760394540882343,0.45760394540882343,0.45760394540882343,0.45760394540882343,0.45760394540882343,0.45760394540882343,0.45760394540882343,0.45760394540882343,0.45760394540882343,0.5561415073610195,0.5988671598427696,0.6116116116116116,0.5776264068946996,0.5773334309919675,0.5694719109353256,0.5764545032837716,0.45760394540882343,0.6065333626309236,0.6088283405356576,0.6119534168314656,0.5675675675675675,0.5712297663517175,0.5755755755755756,0.5848043165116336,0.45760394540882343,0.45760394540882343,0.5161991259552235,0.5103884372177055,0.5176640054688835,0.5131717082936595,0.5101442906320955,0.5145389291730755,0.5159061500524915,0.5296959109063897,0.6119534168314656
1,0.47369320540052245,0.5504040625991845,0.5211064723259845,0.5475719622061086,0.5473278156204986,0.5395151248809785,0.5392221489782465,0.5301398959935545,0.5031861129422105,0.47369320540052245,0.47369320540052245,0.47369320540052245,0.47369320540052245,0.47369320540052245,0.47369320540052245,0.47369320540052245,0.47369320540052245,0.47369320540052245,0.5607070485119265,0.5293586269196026,0.5467418638150345,0.5119265607070486,0.5478649381088405,0.5353646329256085,0.5360970726824386,0.47369320540052245,0.5273566249176005,0.5142215386117825,0.5155887594911985,0.5490856710368905,0.5479137674259625,0.5230108156937425,0.5307746771161406,0.47369320540052245,0.47369320540052245,0.5085573378256305,0.5063600185551405,0.5041138699675285,0.5030884543079664,0.5068971410434825,0.5049927976757245,0.5042115286017725,0.5063238486906056,0.5504040625991845
2,0.46028955785053344,0.6094631216582436,0.6375399790033937,0.6327547059254376,0.6168363485436656,0.6143460533704436,0.6127346859054176,0.5726458165482555,0.5268927464049415,0.46028955785053344,0.46028955785053344,0.46028955785053344,0.46028955785053344,0.46028955785053344,0.46028955785053344,0.46028955785053344,0.46028955785053344,0.46028955785053344,0.5988671598427696,0.6373934910520276,0.6320222661686077,0.6163480553724456,0.6146390292731756,0.5644424912717596,0.5855855855855856,0.46028955785053344,0.6119534168314656,0.6381259308088576,0.6346590492931956,0.6040918967748236,0.5925681779340316,0.5938865694963256,0.5760150394296736,0.46028955785053344,0.46028955785053344,0.5041382846260895,0.5063356038965795,0.5151737102956615,0.5110232183402915,0.5224492785468395,0.5140506360018555,0.5087282404355575,0.5406662308197989,0.6381259308088576
3,0.46058253375326547,0.5716692302058156,0.5687883004956176,0.6168363485436656,0.6169828364950316,0.6037989208720916,0.6032617983837496,0.5974511096462316,0.5173222002490295,0.46058253375326547,0.46058253375326547,0.46058253375326547,0.46058253375326547,0.46058253375326547,0.46058253375326547,0.46058253375326547,0.46058253375326547,0.46058253375326547,0.5783100173344076,0.5629776117580996,0.6168363485436656,0.6165433726409336,0.6035059449693596,0.6006738445762836,0.5990624771112576,0.46058253375326547,0.5280646500158696,0.5646866378573696,0.6162503967382016,0.6007226738934056,0.6005761859420397,0.5882711980272955,0.5261603066481115,0.46058253375326547,0.46058253375326547,0.5069703850191655,0.5121951219512195,0.5092653629238995,0.5096071681437535,0.5118533167313655,0.5113161942430235,0.5138064894162455,0.5276975258908413,0.6169828364950316
4,0.4762079152323055,0.5755755755755756,0.5838277301691935,0.6043360433604336,0.6058009228740936,0.5692765936668376,0.5640030274176616,0.5499890134036476,0.5217168387900095,0.4762079152323055,0.4762079152323055,0.4762079152323055,0.4762079152323055,0.4762079152323055,0.4762079152323055,0.4762079152323055,0.4762079152323055,0.4762079152323055,0.5548231157987256,0.5933494470079836,0.6066310212651677,0.6011621377475036,0.5795307502624576,0.5521863326741375,0.5493542322810615,0.4762079152323055,0.5859273908054395,0.5945701799360336,0.6070704851192656,0.5778217241631876,0.5131717082936595,0.4961302766180815,0.5528699431138455,0.4762079152323055,0.4762079152323055,0.4987670597426695,0.5062379452623355,0.5126345858053175,0.5021851119412095,0.5029663810151616,0.5026734051124295,0.4997924754022315,0.526540090225727,0.6070704851192656
5,0.45484508899143045,0.5271124783319905,0.5744769159403306,0.5797993115066286,0.5738909641348666,0.5704240826192045,0.5625625625625625,0.5723284259869625,0.5231573036451085,0.45484508899143045,0.45484508899143045,0.45484508899143045,0.45484508899143045,0.45484508899143045,0.45484508899143045,0.45484508899143045,0.45484508899143045,0.45484508899143045,0.5504040625991845,0.5858541468297566,0.5784809199443346,0.5629531970995386,0.5760394540882345,0.5769183817964306,0.5634903195878805,0.45484508899143045,0.4976195707903025,0.5811665323860445,0.5795063356038965,0.5570936790448986,0.5662735906638345,0.5684709099343246,0.5738909641348666,0.45484508899143045,0.45484508899143045,0.5120242193412925,0.5139285627090505,0.5099733880221685,0.5121218779755365,0.5154911008569545,0.5071901169462145,0.5122683659269025,0.5135523961178884,0.5811665323860445
6,0.45740862814033545,0.6014062843331136,0.5431529090065675,0.6026758465782857,0.6030176517981396,0.5962303767181816,0.5954491076442296,0.5863180253424156,0.5282599672843575,0.45740862814033545,0.45740862814033545,0.45740862814033545,0.45740862814033545,0.45740862814033545,0.45740862814033545,0.45740862814033545,0.45740862814033545,0.45740862814033545,0.6000878927708196,0.5460338387167656,0.6035547742864816,0.6025781879440416,0.5905661759320295,0.5894919309553456,0.5893942723211016,0.45740862814033545,0.5688859591298616,0.5412485656388095,0.6017480895529675,0.5905173466149076,0.5903708586635416,0.5811909470446056,0.5520398447227716,0.45740862814033545,0.45740862814033545,0.5163456139065895,0.5134646841963915,0.5080934593129716,0.5122927805854635,0.5074098488732635,0.5105349251690715,0.5129763910251716,0.5248672339909919,0.6030176517981396
7,0.46441563514734246,0.5993310383554286,0.6328767792182426,0.6277008716033107,0.6194487170096926,0.6214507190116946,0.5794086769696526,0.5777973095046266,0.5386850264899046,0.46441563514734246,0.46441563514734246,0.46441563514734246,0.46441563514734246,0.46441563514734246,0.46441563514734246,0.46441563514734246,0.46441563514734246,0.46441563514734246,0.6027490905539686,0.6308259478991186,0.6299958495080447,0.6184721306672526,0.6164701286652506,0.6142239800776386,0.5792133597011646,0.46441563514734246,0.5729632071095486,0.6328279499011207,0.6282379940916526,0.5997216728924046,0.5932273737151786,0.5432749822993725,0.5818013135086306,0.46441563514734246,0.46441563514734246,0.5011352816230865,0.5075319221660685,0.5086549964598746,0.5028931370394785,0.5062623599208965,0.5051881149442125,0.5020142093312825,0.5378422686462434,0.6328767792182426
8,0.45504040625991843,0.5990868917698186,0.6363436607339046,0.6378573695646866,0.6311189238018506,0.6333650723894626,0.5955711809370346,0.5925925925925926,0.5290168216997485,0.45504040625991843,0.45504040625991843,0.45504040625991843,0.45504040625991843,0.45504040625991843,0.45504040625991843,0.45504040625991843,0.45504040625991843,0.45504040625991843,0.6027490905539686,0.6349764398544886,0.6392734197612246,0.6328767792182426,0.6286286286286287,0.6257965282355527,0.5956688395712786,0.45504040625991843,0.5699846187651065,0.6385898093215167,0.6384433213701506,0.6220366708171586,0.6121731487585146,0.5896628335652726,0.5824360946312166,0.45504040625991843,0.45504040625991843,0.5101198759735345,0.5189579823726165,0.5131961229522205,0.5132937815864645,0.5222783759369125,0.5145145145145145,0.5088014844112405,0.5395838476235947,0.6385898093215167
9,0.46465978173295247,0.5965965965965966,0.5099733880221685,0.6205717913034986,0.6208159378891086,0.6065089479723627,0.5994286969896726,0.5937156668863985,0.5203252032520326,0.46465978173295247,0.46465978173295247,0.46465978173295247,0.46465978173295247,0.46465978173295247,0.46465978173295247,0.46465978173295247,0.46465978173295247,0.46465978173295247,0.5874655142947826,0.5834126809736566,0.6207671085719866,0.6198393515466686,0.6124172953441246,0.6005029419663566,0.5951317170829366,0.46465978173295247,0.5917624942015186,0.5830708757538026,0.6206694499377426,0.6104641226592447,0.6023584560169926,0.5850240484386826,0.5318000927757025,0.46465978173295247,0.46465978173295247,0.5112917795844625,0.5015747454771845,0.5062623599208965,0.5049927976757245,0.5139285627090505,0.5083131912400205,0.5101687052906565,0.5321853018329984,0.6208159378891086
