,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,average_model,optimal_clustering
0,0.30438127632005185,0.5690800129575639,0.6337868480725624,0.6721736313573048,0.6859815354713313,0.6802721088435374,0.6943229672821509,0.6944849368318756,0.527089407191448,0.47756721736313573,0.3385163589245222,0.3161645610625202,0.31393747975380626,0.30851149983803045,0.30851149983803045,0.30851149983803045,0.30632491091674763,0.30438127632005185,0.5601716877227081,0.6171849692257856,0.6636297376093294,0.6865484288953677,0.6897068351149984,0.6930677032717849,0.6952137998056366,0.30438127632005185,0.5738986070618723,0.6384839650145773,0.666990605766116,0.6731049562682215,0.6854956268221575,0.6576368642695173,0.6895043731778425,0.30438127632005185,0.4872448979591837,0.6736313573048267,0.6773161645610625,0.6758584386135407,0.6767492711370262,0.6777615808228054,0.6777615808228054,0.6772351797862002,0.6764658244250081,0.6746841593780369,0.6754940071266602,0.6753320375769355,0.6762228701004211,0.6771541950113379,0.6782879818594104,0.6751295756397797,0.6777615808228054,0.6770327178490444,0.6768302559118886,0.675453514739229,0.6752915451895044,0.6777615808228054,0.6733074182053774,0.5945407263434475,0.6952137998056366
1,0.2916261742792355,0.5679057337220602,0.5828879170715905,0.6786524133462909,0.6692986718496923,0.7001133786848073,0.7002753482345319,0.703757693553612,0.5366051182377714,0.4441609977324263,0.3395286686103013,0.31094104308390025,0.30434078393262065,0.296728215095562,0.296728215095562,0.296728215095562,0.29365079365079366,0.2916261742792355,0.5669339164237124,0.6486070618723679,0.6523728539034661,0.6782069970845481,0.6988581146744413,0.699546485260771,0.7039601554907677,0.2916261742792355,0.5753968253968254,0.6180353093618399,0.6848477486232588,0.6992225461613216,0.7001943634596696,0.6996274700356333,0.7002753482345319,0.2916261742792355,0.4889860706187237,0.6895043731778425,0.6886540330417882,0.6909620991253644,0.6870748299319728,0.6895853579527049,0.6872772918691286,0.6892614188532555,0.6905166828636217,0.6881681243926142,0.6895853579527049,0.6890184645286687,0.6882491091674765,0.6899497894395854,0.6895043731778425,0.6895043731778425,0.6892614188532555,0.68662941367023,0.6908811143505021,0.687641723356009,0.6891804340783932,0.6895853579527049,0.6892614188532555,0.5970767495710807,0.7039601554907677
2,0.28781988986070617,0.5713880790411403,0.6390913508260447,0.6806365403304179,0.6959831551668286,0.6916504697116942,0.7061872367994817,0.7075639779721412,0.6953757693553612,0.47712180110139296,0.3284337544541626,0.30195173307418205,0.2989957887917072,0.2926789763524457,0.2926789763524457,0.2926789763524457,0.29008746355685133,0.28781988986070617,0.5619938451571105,0.6227324263038548,0.6711208292840946,0.6971169420149012,0.7008422416585682,0.705012957563978,0.7073210236475542,0.28781988986070617,0.5741820537738905,0.6452461937155815,0.6741577583414318,0.6805960479429867,0.6955782312925171,0.6666666666666666,0.7007207644962747,0.28781988986070617,0.6972384191771946,0.6912860382248137,0.6943229672821509,0.6939990281827016,0.6917719468739877,0.6908811143505021,0.6936750890832524,0.6926222870100421,0.6939180434078394,0.6915694849368319,0.6938775510204082,0.6951328150307742,0.6918934240362812,0.6925413022351797,0.6911240686750891,0.6932701652089407,0.6909620991253644,0.6930677032717849,0.6932296728215096,0.6930677032717849,0.6932296728215096,0.6929867184969226,0.6922983479105929,0.6125808348030571,0.7075639779721412
3,0.307904114026563,0.4963961775186265,0.6074667962423065,0.6202623906705539,0.6051587301587301,0.6345562034337544,0.6388888888888888,0.658284742468416,0.5099611273080661,0.483843537414966,0.3583171363783609,0.3267330741820538,0.32061872367994815,0.3137350178166505,0.3137350178166505,0.3137350178166505,0.3107385811467444,0.307904114026563,0.48983641075477813,0.5319484936831875,0.6198979591836735,0.6224084872044056,0.6175898931000972,0.638160025915128,0.6471088435374149,0.307904114026563,0.5063168124392614,0.5839407191448007,0.5998137350178167,0.6130547457078069,0.6294541626174279,0.6622125040492387,0.6644800777453839,0.307904114026563,0.4824263038548753,0.6722546161321672,0.670229996760609,0.6722951085195983,0.672214123744736,0.6675574991901523,0.6733074182053774,0.6689342403628118,0.6712827988338192,0.6731454486556527,0.6737528344671202,0.6720116618075802,0.6715257531584062,0.6731454486556527,0.6730644638807904,0.6712827988338192,0.673226433430515,0.6718901846452867,0.673226433430515,0.67270003239391,0.6742387431162942,0.6733074182053774,0.6731049562682215,0.5522681735833663,0.6644800777453839
4,0.29693067703271786,0.5677032717849044,0.5983155166828636,0.6459750566893424,0.655085843861354,0.6612001943634597,0.6631438289601554,0.6562196307094267,0.6856575963718821,0.4712504049238743,0.3534175574991901,0.31810819565921605,0.3111839974084872,0.30308551992225463,0.30308551992225463,0.30308551992225463,0.2998461289277616,0.29693067703271786,0.5678652413346291,0.5857628765792031,0.6425332037576935,0.6562196307094267,0.6444363459669582,0.6686103012633625,0.6546809199870425,0.29693067703271786,0.5649092970521542,0.5907839326206673,0.6613216715257532,0.5948736637512148,0.6209102688694526,0.6824182053773891,0.6852526724975705,0.29693067703271786,0.49161807580174927,0.6836734693877551,0.6852121801101393,0.6854551344347263,0.68314706835115,0.6837139617751863,0.6827016520894071,0.6837949465500486,0.6837949465500486,0.6805555555555556,0.6840379008746356,0.6842808551992225,0.6799076773566569,0.6853336572724328,0.6813249109167476,0.6830255911888565,0.6825801749271136,0.6839569160997733,0.6827016520894071,0.6839569160997733,0.6852121801101393,0.6839569160997733,0.6829446064139941,0.5790081464684639,0.6856575963718821
5,0.28364917395529643,0.583495302883058,0.6382410106899903,0.672942986718497,0.6963880790411403,0.7044865565273729,0.7007207644962747,0.6988581146744413,0.5356737933268545,0.7001538710722384,0.3385163589245222,0.304421768707483,0.2986313573048267,0.29004697116942013,0.29004697116942013,0.29004697116942013,0.28705053449951407,0.28364917395529643,0.5883543893747976,0.6332199546485261,0.6854956268221575,0.6855361192095886,0.7048104956268222,0.7069160997732427,0.701530612244898,0.28364917395529643,0.5676627793974732,0.664763524457402,0.6922578555231617,0.7083333333333334,0.7095885973436994,0.7104794298671849,0.710236475542598,0.28364917395529643,0.4989067055393586,0.6959831551668286,0.6976433430515063,0.6964690638160026,0.6968334953028831,0.6949708454810496,0.699060576611597,0.6986961451247166,0.6964690638160026,0.6984936831875608,0.6961451247165533,0.6984936831875608,0.6964690638160026,0.6959831551668286,0.6969954648526077,0.6968334953028831,0.6984936831875608,0.6969549724651766,0.6954567541302236,0.6941205053449951,0.6965095562034338,0.6943634596695821,0.6974408811143505,0.6049442704771503,0.7104794298671849
6,0.26733074182053773,0.5822400388726919,0.6411969549724652,0.6780045351473923,0.7096290897311306,0.7131114350502106,0.7116537091026887,0.7187803692905733,0.717444120505345,0.7210074505992873,0.32746193715581473,0.28972303206997085,0.2836896663427276,0.2741334629089731,0.2741334629089731,0.2741334629089731,0.27105604146420476,0.26733074182053773,0.5878279883381924,0.6373906705539358,0.6931486880466472,0.701287657920311,0.7211289277615808,0.7232345319080012,0.717444120505345,0.26733074182053773,0.5643019112406867,0.6715257531584062,0.703798185941043,0.7217363135730482,0.7219387755102041,0.7250161969549724,0.7250971817298348,0.26733074182053773,0.7210074505992873,0.7127874959507613,0.7106818918043408,0.7110463232912213,0.7120586329770003,0.7121396177518626,0.713475866537091,0.7140427599611273,0.7136378360868156,0.7141237447359896,0.7129089731130548,0.7125850340136054,0.7127065111758989,0.7148121153223194,0.7143666990605766,0.7129899578879171,0.713475866537091,0.7129494655004859,0.7138807904114026,0.7148121153223194,0.7142857142857143,0.7108033689666343,0.7106009070294784,0.6250839842109683,0.7250971817298348
7,0.2542517006802721,0.5310171687722708,0.6812034337544541,0.6486070618723679,0.7351392938127632,0.7316569484936832,0.7383381924198251,0.7383381924198251,0.7284175574991901,0.735098801425332,0.29640427599611274,0.26886945254292194,0.26316002591512794,0.2598396501457726,0.2598396501457726,0.2598396501457726,0.2576530612244898,0.2542517006802721,0.5308551992225462,0.690354713313897,0.7088597343699384,0.7331551668286362,0.7343699384515711,0.7353012633624878,0.7380142533203757,0.2542517006802721,0.5066812439261419,0.627227081308714,0.6646420472951086,0.7351392938127632,0.7333981211532232,0.7376093294460642,0.7380547457078069,0.2542517006802721,0.7356252024619372,0.7252996436669906,0.7228296080336897,0.7236799481697441,0.7283365727243278,0.7278911564625851,0.7246112730806609,0.7268383543893748,0.7241253644314869,0.7268788467768059,0.724651765468092,0.7256235827664399,0.728377065111759,0.7244493035309362,0.7259070294784581,0.7250971817298348,0.7268788467768059,0.7260689990281827,0.7278911564625851,0.7235989633948817,0.7242873339812115,0.719914156138646,0.7244493035309362,0.6258893328054326,0.7383381924198251
8,0.296971169420149,0.5629656624554584,0.6296971169420149,0.6680839002267573,0.6806770327178491,0.6774781341107872,0.6877227081308714,0.6575153871072238,0.6854146420472951,0.4819808875931325,0.3372610949141561,0.31142695173307416,0.3082280531260123,0.3019112406867509,0.3019112406867509,0.3019112406867509,0.29931972789115646,0.296971169420149,0.5536524133462909,0.6134191771946874,0.6591350826044704,0.6779235503725299,0.6810009718172984,0.6295756397797214,0.6903142209264658,0.296971169420149,0.5719954648526077,0.6346371882086168,0.6624149659863946,0.6635082604470359,0.6793002915451894,0.6614836410754779,0.6612001943634597,0.296971169420149,0.48380304502753485,0.6851716877227081,0.6844833171363783,0.6827421444768383,0.6840379008746356,0.6838354389374798,0.6839569160997733,0.6851716877227081,0.683390022675737,0.6833090379008746,0.6818108195659216,0.6830660835762876,0.6839164237123421,0.6839164237123421,0.6840379008746356,0.6842808551992225,0.6839164237123421,0.684402332361516,0.684402332361516,0.6840783932620668,0.6815678652413346,0.6821347586653709,0.6850097181729835,0.5911408655172828,0.6903142209264658
9,0.3051911240686751,0.489067055393586,0.5685131195335277,0.6182377712989958,0.6318837058632977,0.6356494978943958,0.6420068027210885,0.6677599611273081,0.6777615808228054,0.4950599287333981,0.3577097505668934,0.32369614512471656,0.3189585357952705,0.31094104308390025,0.31094104308390025,0.31094104308390025,0.30818756073858117,0.3051911240686751,0.49692257855523164,0.5441367022999676,0.5968172983479106,0.6084386135406543,0.6437884677680596,0.6514820213799806,0.6480401684483317,0.3051911240686751,0.519638807904114,0.5712666018788468,0.6047942986718496,0.6051587301587301,0.6244735989633948,0.6352040816326531,0.6721736313573048,0.3051911240686751,0.4901603498542274,0.6742387431162942,0.6758584386135407,0.672983479105928,0.6751700680272109,0.6747651441528992,0.675939423388403,0.6765873015873016,0.6767492711370262,0.6756154842889537,0.6755749919015225,0.673226433430515,0.6769517330741821,0.67618237771299,0.675939423388403,0.6757369614512472,0.6764253320375769,0.6766682863621639,0.675939423388403,0.6758584386135407,0.6763848396501457,0.67618237771299,0.6756559766763849,0.5579311089515171,0.6777615808228054
