,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,average_model,optimal_clustering
0,0.4870704037370704,0.5940940940940941,0.6123623623623624,0.6095539984428874,0.5737126014903793,0.5783283283283284,0.5772161049938828,0.562451340229118,0.510427093760427,0.4870704037370704,0.4870704037370704,0.4870704037370704,0.4870704037370704,0.4870704037370704,0.4870704037370704,0.4870704037370704,0.4870704037370704,0.4870704037370704,0.5629518407296185,0.5981815148481815,0.6102213324435547,0.5657045934823712,0.5635079523968413,0.5538038038038038,0.560449338227116,0.4870704037370704,0.6182571460349238,0.6097486375264153,0.6110554999443888,0.5521632743854966,0.5541374708041374,0.5619786453119786,0.5727950172394617,0.4870704037370704,0.4870704037370704,0.498998998998999,0.4943554665776888,0.5386343133256714,0.6182571460349238
1,0.503197642086531,0.5579468357246135,0.5139584028472918,0.5354799243688133,0.5357023690357023,0.5199644088532978,0.5232454676899121,0.5099265932599266,0.47069291513735956,0.503197642086531,0.503197642086531,0.503197642086531,0.503197642086531,0.503197642086531,0.503197642086531,0.503197642086531,0.503197642086531,0.503197642086531,0.5704037370704037,0.5227727727727728,0.5348960071182294,0.4925759092425759,0.531225670114559,0.5169614058502947,0.5168223779334891,0.503197642086531,0.531225670114559,0.5081748415081748,0.5055055055055055,0.545045045045045,0.5415693471249027,0.5130408185963742,0.5113446780113446,0.503197642086531,0.503197642086531,0.4907129351573796,0.48993437882326774,0.5133775751059702,0.5579468357246135
2,0.48996218440662886,0.6236236236236237,0.6433377822266712,0.6341341341341341,0.6088588588588588,0.6051885218551886,0.6038538538538538,0.556250695139584,0.49666332999666335,0.48996218440662886,0.48996218440662886,0.48996218440662886,0.48996218440662886,0.48996218440662886,0.48996218440662886,0.48996218440662886,0.48996218440662886,0.48996218440662886,0.6123345567790012,0.642503614725837,0.6333555778000223,0.6084417751084418,0.6060783005227449,0.5473251028806584,0.569235902569236,0.48996218440662886,0.6249304860415972,0.6435602268935602,0.6372483594705817,0.5939828717606496,0.5779946613279947,0.573656990323657,0.5620064508953397,0.48996218440662886,0.48996218440662886,0.48754309865420975,0.4889333778222667,0.5505495207141297,0.6435602268935602
3,0.4903514625736848,0.5810254699143588,0.5693471249026805,0.6133355577800023,0.6133355577800023,0.5930930930930931,0.5902569235902569,0.5842787231676121,0.48467912356801246,0.4903514625736848,0.4903514625736848,0.4903514625736848,0.4903514625736848,0.4903514625736848,0.4903514625736848,0.4903514625736848,0.4903514625736848,0.4903514625736848,0.5893115337559782,0.5636747858970081,0.6132521410299188,0.6119730841953064,0.5931487042598154,0.5885885885885885,0.5865587810032254,0.4903514625736848,0.5299466132799466,0.566844622400178,0.6113613613613613,0.5888110332554777,0.5878100322544767,0.5709876543209876,0.5072294516738961,0.4903514625736848,0.4903514625736848,0.4907129351573796,0.49452230007785564,0.536168884934317,0.6133355577800023
4,0.5066455344233122,0.5866421977533088,0.5861973084195307,0.6028250472694917,0.6025469914358803,0.5561672783895006,0.5507173840507174,0.5318373929485041,0.4936603269936603,0.5066455344233122,0.5066455344233122,0.5066455344233122,0.5066455344233122,0.5066455344233122,0.5066455344233122,0.5066455344233122,0.5066455344233122,0.5066455344233122,0.561839617395173,0.5979312645979312,0.6036592147703259,0.5967912356801246,0.5689300411522634,0.5349516182849516,0.5310866421977533,0.5066455344233122,0.5997386275164053,0.6003781559337115,0.6045767990212435,0.5672339005672339,0.5018629740851963,0.4790623957290624,0.5366477588699811,0.5066455344233122,0.5066455344233122,0.4796463129796463,0.49151929707485265,0.5362904056319694,0.6045767990212435
5,0.48150928706484264,0.530808586364142,0.5723501279056835,0.5750194639083528,0.5628128128128128,0.5590312534756979,0.5500222444666889,0.5552218885552219,0.49346568791013234,0.48150928706484264,0.48150928706484264,0.48150928706484264,0.48150928706484264,0.48150928706484264,0.48150928706484264,0.48150928706484264,0.48150928706484264,0.48150928706484264,0.556834612390168,0.5846401957513069,0.573267712156601,0.5515793571349127,0.5635079523968413,0.5634245356467579,0.5473251028806584,0.48150928706484264,0.49602380157935716,0.5775219664108553,0.57446335224113,0.5431264597931265,0.5507451896340785,0.5531920809698587,0.562451340229118,0.48150928706484264,0.48150928706484264,0.49744188633077524,0.49955511066622177,0.5197913963346061,0.5775219664108553
6,0.4857079301523746,0.615699032365699,0.5377599822044267,0.599071293515738,0.5987932376821266,0.5858914470025581,0.58227672116561,0.5729618507396285,0.4987765543321099,0.4857079301523746,0.4857079301523746,0.4857079301523746,0.4857079301523746,0.4857079301523746,0.4857079301523746,0.4857079301523746,0.4857079301523746,0.4857079301523746,0.6149204760315872,0.5404293182070959,0.5993771549327105,0.5972639305972639,0.579662996329663,0.5772161049938828,0.5766321877432988,0.4857079301523746,0.5767434100767435,0.5353687020353687,0.5960960960960962,0.5783283283283284,0.5775497719942164,0.5641196752307863,0.5365643421198977,0.4857079301523746,0.4857079301523746,0.500194639083528,0.4990546101657213,0.5327590965451047,0.615699032365699
7,0.49396618841063283,0.61450339228117,0.6388610833055277,0.6305750194639084,0.6163663663663663,0.6190078967856746,0.566066066066066,0.5618118118118118,0.5130408185963742,0.49396618841063283,0.49396618841063283,0.49396618841063283,0.49396618841063283,0.49396618841063283,0.49396618841063283,0.49396618841063283,0.49396618841063283,0.49396618841063283,0.6176176176176176,0.6355244133021911,0.6318818818818819,0.6153931709487265,0.6122511400289178,0.6091369146924702,0.5654265376487598,0.49396618841063283,0.5855577800022245,0.6361917473028584,0.6297408519630742,0.5917862306751196,0.5817762206651096,0.5330608386163942,0.5706817929040151,0.49396618841063283,0.49396618841063283,0.48331664998331664,0.4904348793237682,0.5487637843604921,0.6388610833055277
8,0.48467912356801246,0.6131131131131131,0.6408630853075298,0.6401957513068625,0.6274329885440997,0.6305750194639084,0.5811644978311645,0.5816093871649427,0.49808141474808143,0.48467912356801246,0.48467912356801246,0.48467912356801246,0.48467912356801246,0.48467912356801246,0.48467912356801246,0.48467912356801246,0.48467912356801246,0.48467912356801246,0.6166166166166166,0.639305972639306,0.6410577243910577,0.6299632966299633,0.6239294850405962,0.6202035368702036,0.5817206094983873,0.48467912356801246,0.5811644978311645,0.6416972528083639,0.6398064731398064,0.6163107551996441,0.6013513513513513,0.5751028806584362,0.5646201757312869,0.48467912356801246,0.48467912356801246,0.4914914914914915,0.5024746969191414,0.5499717824820706,0.6416972528083639
9,0.49571794016238463,0.6093037481926371,0.5010288065843621,0.6140306973640307,0.6135301968635302,0.5910076743410076,0.5826103881659437,0.49755310866421976,0.4877099321543766,0.49571794016238463,0.49571794016238463,0.49571794016238463,0.49571794016238463,0.49571794016238463,0.49571794016238463,0.49571794016238463,0.49571794016238463,0.49571794016238463,0.5975697920142364,0.5814425536647759,0.6135301968635302,0.6112779446112779,0.599265932599266,0.583055277499722,0.5752141029918808,0.49571794016238463,0.6065509954398843,0.58227672116561,0.6141697252808364,0.5969580691802914,0.5867256145033923,0.5634245356467579,0.5166555444333222,0.49571794016238463,0.49571794016238463,0.4965799132465799,0.48490156823490155,0.5374870755529192,0.6141697252808364
