,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,average_model,optimal_clustering
0,0.42178234019058525,0.5754774855834117,0.5694245634125393,0.6069690401210585,0.608359576295448,0.5998527667580058,0.602388450370128,0.5911005684839066,0.5737597644268128,0.5697517483947487,0.570078933376958,0.570078933376958,0.570078933376958,0.42178234019058525,0.42178234019058525,0.42178234019058525,0.42178234019058525,0.42178234019058525,0.5739233569179175,0.5780131691955339,0.6101590936975992,0.6132673510285878,0.6114678336264365,0.603370005316756,0.5912641609750112,0.42178234019058525,0.570078933376958,0.6166209970962333,0.6120404073453029,0.6120404073453029,0.6120404073453029,0.5915913459572205,0.6039425790356223,0.5538014805120445,0.5665616948182078,0.49024579771788473,0.4981800335364607,0.503742178234019,0.5107766553515194,0.5117582102981473,0.5168295775223917,0.5149482638746882,0.5008793096396875,0.5033331970062574,0.5153572451024498,0.505459899390618,0.5059506768639319,0.5021062533229724,0.5019426608318678,0.48910065028015215,0.5509901132575051,0.6166209970962333
1,0.4534783853421128,0.5470532902539773,0.5841069894891825,0.586969858083514,0.5436178479407795,0.5773179011083391,0.5755183837061879,0.5720829413929901,0.5418183305386283,0.5887693754856652,0.5887693754856652,0.5887693754856652,0.5887693754856652,0.4534783853421128,0.4534783853421128,0.4534783853421128,0.4534783853421128,0.4534783853421128,0.5532698049159543,0.5917140403255491,0.5872152468201709,0.5778904748272055,0.6010388123185145,0.5755183837061879,0.5964582225675842,0.4534783853421128,0.5887693754856652,0.5887693754856652,0.5887693754856652,0.6075007157171486,0.5886875792401128,0.5798535847204613,0.5798535847204613,0.5648848717843851,0.5127806633675515,0.5133532370864178,0.4996114678336264,0.5025561326735103,0.4994478753425218,0.5044374463212139,0.5014109852357777,0.4862786798085968,0.4926587869616785,0.488568974684062,0.494785489346039,0.4956852480471146,0.5032922988834813,0.5000204490613881,0.4863604760541491,0.49347674941720177,0.5483074993524464,0.6075007157171486
2,0.4452578626641037,0.5695063596580917,0.5960901394625987,0.5927364933949532,0.582021185227598,0.5785857429144002,0.577277002985563,0.5614085313484111,0.5766226330211444,0.5893828473273077,0.5893828473273077,0.5893828473273077,0.5893828473273077,0.4452578626641037,0.4452578626641037,0.4452578626641037,0.4452578626641037,0.4452578626641037,0.5736779681812605,0.6009161179501861,0.5985440268291685,0.5937998445871334,0.608359576295448,0.5793219091243712,0.5974806756369883,0.4452578626641037,0.5893828473273077,0.5893828473273077,0.5893828473273077,0.6046787452455932,0.5749867081100978,0.5800580753343422,0.5800580753343422,0.5786675391599525,0.5453764672201546,0.5113492290703857,0.49801644104535603,0.5000613471841643,0.5019426608318678,0.49286327757555926,0.4968712936076234,0.512412580262566,0.4952353686965768,0.5071776205472169,0.4973620710809374,0.49507177620547216,0.49588973866099545,0.5009611058852399,0.491554537646722,0.4914727414011697,0.5516778076182599,0.6046787452455932
3,0.45490981963927857,0.5757228743200687,0.5928182896405055,0.5896282360639646,0.5736779681812605,0.5687701934481207,0.5716330620424522,0.582021185227598,0.550693223181056,0.5848840538219295,0.5848840538219295,0.5848840538219295,0.5848840538219295,0.45490981963927857,0.45490981963927857,0.45490981963927857,0.45490981963927857,0.45490981963927857,0.5729418019712895,0.5879105149073658,0.5752320968467547,0.5487301132878001,0.58349351764754,0.5943724183059997,0.5739233569179175,0.45490981963927857,0.5848840538219295,0.5848840538219295,0.5848840538219295,0.5747413193734408,0.5803034640709991,0.5808760377898654,0.5808760377898654,0.5600179951740215,0.5124943765081182,0.50447834444399,0.4971166823442804,0.5069322318105599,0.4973620710809374,0.49588973866099545,0.5085681567216065,0.5136395239458509,0.4970348860987281,0.4912273526645127,0.4952353686965768,0.5015336796041062,0.49760745981759436,0.5022698458140772,0.49760745981759436,0.5048055294261994,0.5488119095333523,0.5928182896405055
4,0.4528649135004703,0.5732689869534988,0.5931454746227148,0.5906915872561449,0.5710604883235859,0.5662345098359985,0.5694245634125393,0.5826755551920166,0.5280356631630608,0.5858656087685575,0.5858656087685575,0.5858656087685575,0.5858656087685575,0.4528649135004703,0.4528649135004703,0.4528649135004703,0.4528649135004703,0.4528649135004703,0.5692609709214347,0.5870925524518424,0.5788311316510573,0.5611631426117542,0.5825937589464644,0.5969081019181219,0.5734325794446035,0.4528649135004703,0.5858656087685575,0.5858656087685575,0.5858656087685575,0.577277002985563,0.5839842951208539,0.5850476463130342,0.5850476463130342,0.5548648317042247,0.5144574864013742,0.505214510653961,0.5005521246574782,0.5068504355650075,0.5021062533229724,0.5042329557073331,0.48779191035131486,0.5102040816326531,0.4978528485542514,0.5091407304404728,0.49646231237986177,0.5070958243016646,0.4978528485542514,0.5021062533229724,0.5007157171485829,0.5041511594617807,0.5479060918511248,0.5931454746227148
5,0.4332338145679113,0.5473395771134105,0.590446198519488,0.5972352869003312,0.562144697558382,0.5915095497116682,0.5893010510817553,0.5675432497648358,0.5443131160279743,0.5607541613839925,0.5608359576295449,0.5608359576295449,0.5608359576295449,0.4332338145679113,0.4332338145679113,0.4332338145679113,0.4332338145679113,0.4332338145679113,0.5528199255654166,0.5884012923806797,0.5926546971494009,0.5813668152631795,0.5968263056725697,0.5945360107971044,0.5753956893378593,0.4332338145679113,0.5608359576295449,0.5740051531634698,0.5865199787329761,0.5865199787329761,0.5865199787329761,0.5893010510817553,0.5888102736084414,0.5674614535192835,0.5150300601202404,0.49638051613430945,0.4883644840701812,0.4957261461698908,0.5060324731094843,0.5039057707251238,0.49212711136558834,0.5066050468283506,0.5027606232873911,0.49368124003108255,0.5029242157784958,0.5014518833585538,0.5090589341949204,0.5066868430739029,0.5055416956361704,0.4937630362766349,0.5402778345807262,0.5972352869003312
6,0.4464030101018363,0.5776041879677722,0.5686883972025684,0.5724510244979756,0.5574823115618993,0.5767044292666966,0.5722056357613186,0.5792401128788188,0.582511962700912,0.5803852603165515,0.5803852603165515,0.5803852603165515,0.5803852603165515,0.4464030101018363,0.4464030101018363,0.4464030101018363,0.4464030101018363,0.4464030101018363,0.5802216678254468,0.568115823483702,0.5583820702629749,0.5581366815263179,0.5907733835016973,0.5876651261707088,0.5789129278966095,0.4464030101018363,0.5803852603165515,0.5803852603165515,0.5803852603165515,0.5796490941065805,0.5951085845159707,0.5990348043024826,0.5990348043024826,0.5783403541777432,0.5466034109034396,0.5088953417038158,0.4996523659564026,0.5078319905116355,0.49646231237986177,0.49556255367878616,0.503006012024048,0.48272054312707047,0.49024579771788473,0.48967322399901847,0.4970348860987281,0.5075048055294262,0.4934358512944256,0.49777105230869906,0.49253609259334996,0.5108584515970717,0.5491027406286496,0.5990348043024826
7,0.4528240153776942,0.5274221913214183,0.5501615475849658,0.5548239335814487,0.5653756492576991,0.5608768557523209,0.561122244488978,0.5617766144533965,0.5600588932967977,0.5913050590977874,0.5913050590977874,0.5913050590977874,0.5913050590977874,0.4528240153776942,0.4528240153776942,0.4528240153776942,0.4528240153776942,0.4528240153776942,0.5205513066950227,0.5179338268373481,0.5612040407345303,0.5672569629054026,0.5697108502719725,0.5801807697026706,0.5741278475317982,0.4528240153776942,0.5913050590977874,0.5913050590977874,0.5913050590977874,0.5994846836530203,0.5958856488487179,0.5938407427099096,0.5938407427099096,0.4841519774242362,0.5249683039548485,0.5116355159298188,0.49993865281583577,0.507954684879964,0.49903889411476016,0.5034558913745859,0.489305140894033,0.5028833176557196,0.5025561326735103,0.4879146047196434,0.5005930227802544,0.5003476340435974,0.5019017627090917,0.4975665616948182,0.5082818698621733,0.5005930227802544,0.5440692420366053,0.5994846836530203
8,0.4253404768721116,0.5548239335814487,0.5666843891865363,0.6049650321050264,0.6021839597562472,0.6027565334751135,0.5901599116600548,0.5980941474786308,0.5651302605210421,0.5689746840620016,0.5681567216064782,0.5681567216064782,0.5681567216064782,0.4253404768721116,0.4253404768721116,0.4253404768721116,0.4253404768721116,0.4253404768721116,0.555151118563658,0.5612858369800826,0.5982577399697354,0.5917958365711014,0.6093002331192998,0.5944951126743282,0.5987485174430494,0.4253404768721116,0.5681567216064782,0.573064496339618,0.6157621365179339,0.6157621365179339,0.6157621365179339,0.5960492413398225,0.6007116273363052,0.5618584106989489,0.5617766144533965,0.5047646313034232,0.5023925401824056,0.501002004008016,0.49887530162365545,0.49519447057380067,0.5001022453069404,0.5038648726023476,0.508936239826592,0.4992842828514171,0.49683039548484725,0.49085926955952724,0.5030469101468242,0.49822093165923687,0.49290417569833544,0.513189644595313,0.5488588666372807,0.6157621365179339
9,0.4245225144165883,0.5487710114105763,0.5649666680299374,0.6047196433683694,0.6007934235818576,0.6011206085640669,0.591959429062206,0.5958038526031655,0.566357204204327,0.5687292953253446,0.5684839065886875,0.5684839065886875,0.5684839065886875,0.4245225144165883,0.4245225144165883,0.4245225144165883,0.4245225144165883,0.4245225144165883,0.5492617888838902,0.560631467015664,0.5970307962864505,0.5930227802543864,0.611099750521451,0.5965400188131365,0.6015295897918286,0.4245225144165883,0.5684839065886875,0.5745368287595599,0.617070876446771,0.617070876446771,0.617070876446771,0.5940861314465666,0.6021839597562472,0.5561326735102858,0.5624309844178152,0.4948672855915913,0.49797554292257984,0.4996114678336264,0.49903889411476016,0.495276266819353,0.5028833176557196,0.4927405832072308,0.5073821111610977,0.500511226534702,0.49175902826060286,0.5062369637233651,0.49543985931045764,0.49805733916813216,0.4956034518015623,0.5145801807697027,0.5483287057864785,0.617070876446771
