,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17,random_n18,random_n19,random_n20,random_n21,random_n22,random_n23,random_n24,random_n25,average_model,optimal_clustering
0,0.4404741686763357,0.599232363031147,0.6619340375666587,0.6647192690465678,0.6647192690465678,0.6649909989470466,0.6639720118202507,0.6637002819197717,0.6580618864848341,0.6615264427159404,0.4504602425189362,0.44488977955911824,0.4419686831289698,0.4419686831289698,0.4404741686763357,0.4404741686763357,0.4404741686763357,0.4404741686763357,0.5952922794742026,0.6605753880642641,0.6638361468700112,0.6641758092456098,0.6647872015216875,0.6639720118202507,0.6605074555891444,0.4404741686763357,0.612615060629734,0.663904079345131,0.663904079345131,0.5744370096124453,0.605821813117761,0.5712441832818179,0.5712441832818179,0.661866105091539,0.6352365748446045,0.518188920213308,0.5207024217927381,0.5046024251893618,0.5156074861587582,0.5200230970415407,0.514384701606603,0.5163547433850753,0.5177133928874699,0.5153357562582793,0.5114636051764546,0.51261845725349,0.5290581162324649,0.5240311130736048,0.5069121293434327,0.5156074861587582,0.5261370198023165,0.5329302673142896,0.5018171937094528,0.5192758398152236,0.5177133928874699,0.5267484120783941,0.5149281614075609,0.5210420841683366,0.5105804829998981,0.5029720457864882,0.6183767409269261,0.6649909989470466
1,0.4404741686763357,0.5990285656057879,0.6620019700417785,0.6649230664719269,0.6649230664719269,0.6651268638972861,0.6658061886484834,0.6655344587480044,0.6589450086613906,0.6635644169695323,0.45039231004381647,0.4443463197581604,0.4415610882782514,0.4415610882782514,0.4404741686763357,0.4404741686763357,0.4404741686763357,0.4404741686763357,0.5958357392751605,0.6611867803403417,0.6643116741958494,0.6643116741958494,0.6654665262728847,0.6653306613226453,0.6613905777657009,0.4404741686763357,0.6135661152814103,0.6654665262728847,0.6654665262728847,0.5700213987296627,0.6024931218368941,0.6022893244115349,0.6022893244115349,0.6632926870690533,0.6372745490981964,0.5188682449645052,0.5025644509357698,0.5049420875649604,0.514384701606603,0.5226724635712102,0.5118032675520533,0.509833225773581,0.5203627594171394,0.5109880778506165,0.5124825923032506,0.5132977820046873,0.5167623382357937,0.5254576950511192,0.5141809041812438,0.5174416629869909,0.5048741550898407,0.5230800584219286,0.5263408172276757,0.5141809041812438,0.5219931388200129,0.5123467273530111,0.5105804829998981,0.509833225773581,0.5069121293434327,0.5162188784348358,0.6210261074565956,0.6658061886484834
2,0.3816446452226487,0.5314357528616556,0.6348969124690058,0.6276281376311946,0.6268129479297578,0.628035732481913,0.6206310926938623,0.6166910091369179,0.6057538806426412,0.6283074623823919,0.3874189056078258,0.3844978091776774,0.3818484426480079,0.3818484426480079,0.3816446452226487,0.3816446452226487,0.3816446452226487,0.3816446452226487,0.5328623348391699,0.6302775041608641,0.6014741347100981,0.6164872117115587,0.6215821473455385,0.6198159029924255,0.627288475255596,0.3816446452226487,0.5319112801874937,0.6325192758398153,0.6332665330661322,0.6329948031656534,0.6312285588125404,0.6312285588125404,0.6312285588125404,0.630820963961822,0.6279678000067932,0.5437315308583268,0.5385007302741075,0.5296695085085426,0.5382969328487484,0.5323868075133318,0.531299887911416,0.5349003090927618,0.5384327977989878,0.5421690839305731,0.5279711966305493,0.5354437688937197,0.5321150776128528,0.5349003090927618,0.5438673958085662,0.5359872286946775,0.5325906049386909,0.5279032641554295,0.5344247817669237,0.5387045276994668,0.5317074827621344,0.5355117013688394,0.5336775245406067,0.5364627560205156,0.5266125471281546,0.5367344859209945,0.5877693868590916,0.6348969124690058
3,0.44084779728949425,0.5954621106620019,0.6582317176726334,0.6608131517271831,0.6608131517271831,0.6605414218267043,0.6598620970755069,0.6589110424238307,0.6521177949118576,0.6561937434190415,0.44940728915458034,0.4449916782717978,0.4424781766923678,0.4424781766923678,0.44084779728949425,0.44084779728949425,0.44084779728949425,0.44084779728949425,0.5921334193811352,0.6574844604463164,0.6602017594511056,0.6601338269759859,0.6606772867769437,0.6605414218267043,0.6561937434190415,0.44084779728949425,0.6096599979620257,0.65911483984919,0.65911483984919,0.5689005128901872,0.6002853163955029,0.5682211881389898,0.5682211881389898,0.6582317176726334,0.5127203559661696,0.5215515777317347,0.5052477837029992,0.5227743622838898,0.515913182296797,0.5045684589518019,0.5165245745728746,0.5241330117862845,0.52019292822934,0.5260351210896369,0.5259671886145172,0.5145545327944023,0.5162528446723956,0.5061988383546755,0.5162528446723956,0.514622465269522,0.516932169423593,0.5296355422709826,0.5230460921843687,0.5188342787269454,0.5163207771475153,0.5268503107910737,0.5081688801331476,0.5235895519853266,0.5160490472470365,0.5176114941747902,0.6104122872235368,0.6608131517271831
4,0.40922523012125944,0.645698176013043,0.6507931116470228,0.6573825617336367,0.6475323528412757,0.6476002853163955,0.6471247579905574,0.6476002853163955,0.6510648415475018,0.6560239122312421,0.41533915288203527,0.41099147447437245,0.41146700180021056,0.41146700180021056,0.40922523012125944,0.40922523012125944,0.40922523012125944,0.40922523012125944,0.6492985971943888,0.6544614653034884,0.6564315070819605,0.6553445874800449,0.6580618864848341,0.6494344621446282,0.6581298189599538,0.40922523012125944,0.6287150572331103,0.6501137868958256,0.6450188512618458,0.6448150538364865,0.6450188512618458,0.6450188512618458,0.6295302469345471,0.6545973302537278,0.6391087259264291,0.5271560069291125,0.5221290037702524,0.5200230970415407,0.5288543188071058,0.5239631805984851,0.523487653272647,0.5243028429740838,0.534832376617642,0.5229441934716892,0.5342209843415645,0.536123093644917,0.5444108556095242,0.5265446146530349,0.5262049522774362,0.5281749940559084,0.5245745728745627,0.5208382867429775,0.5275636017798309,0.5410142318535376,0.5336775245406067,0.5401990421521008,0.5281070615807887,0.5276994667300703,0.5236914506980062,0.5207703542678578,0.6216878200846138,0.6581298189599538
5,0.3834788220508814,0.5046703576644815,0.611867803403417,0.6223973370469753,0.6257939608029619,0.6175061988383547,0.6182534560646717,0.607316327570395,0.6010665398593797,0.6208348901192214,0.3919703814408478,0.38748683808294554,0.3852450664039944,0.3852450664039944,0.3834788220508814,0.3834788220508814,0.3834788220508814,0.3834788220508814,0.5056214123161578,0.6140416426072484,0.6242994463503277,0.627764002581434,0.6235521891240108,0.6069766651947964,0.6148568323086852,0.3834788220508814,0.4937332291702048,0.6111205461771,0.5533100098502088,0.577765700893312,0.6198159029924255,0.6198159029924255,0.6215821473455385,0.6154682245847627,0.6193403756665874,0.5321150776128528,0.5251180326755205,0.5274956693047111,0.5382969328487484,0.5346965116674026,0.528039129105669,0.5267484120783941,0.5363948235453959,0.5303488332597398,0.5340171869162053,0.5249821677252811,0.5424408138310519,0.5336095920654869,0.5387045276994668,0.5274956693047111,0.5225365986209708,0.5281749940559084,0.5370741482965932,0.5293977786080636,0.5321830100879725,0.5243707754492035,0.5309602255358173,0.5286505213817465,0.5281749940559084,0.5353758364185999,0.5743841732429077,0.627764002581434
6,0.44016847253829694,0.5962773003634387,0.6578920552970348,0.660609354301824,0.660609354301824,0.6605414218267043,0.6598620970755069,0.6594545022247885,0.6536123093644917,0.6576882578716755,0.44961108657993953,0.44458408342107947,0.44193471689140995,0.44193471689140995,0.44016847253829694,0.44016847253829694,0.44016847253829694,0.44016847253829694,0.5928127441323324,0.657076865595598,0.6599300295506266,0.6602017594511056,0.6606772867769437,0.6601338269759859,0.6562616758941612,0.44016847253829694,0.6091165381610679,0.6598620970755069,0.6598620970755069,0.5708026221935396,0.6008287761964607,0.5691043103155463,0.5691043103155463,0.6577561903467953,0.6313304575252199,0.505315716178119,0.5051119187527597,0.5049081213274006,0.5137393430929655,0.5210760504058966,0.5155735199211984,0.5165925070479943,0.5097992595360212,0.5128562209164091,0.5100030569613804,0.5202608607044598,0.5023266872728508,0.5135355456676064,0.5090520023097042,0.51767942664991,0.5279372303929893,0.4937671954077647,0.5029380795489283,0.5197853333786217,0.5095275296355423,0.526238918514996,0.5144186678441629,0.5233857545599674,0.5109541116130566,0.5249482014877213,0.6149713111093499,0.6606772867769437
7,0.35508304745083386,0.6134981828062905,0.6170986039876363,0.618185523589552,0.6276281376311946,0.6217180122957779,0.6281715974321525,0.6287150572331103,0.5943412248225264,0.619951767942665,0.6288509221833497,0.6292585170340681,0.35664549437858767,0.35664549437858767,0.35508304745083386,0.35508304745083386,0.35508304745083386,0.35508304745083386,0.6162834142861995,0.6175741313134744,0.617166536462756,0.6217859447708978,0.6261336231785605,0.628035732481913,0.6212424849699398,0.35508304745083386,0.6004551475833022,0.6168948065622771,0.5937298325464488,0.6264732855541592,0.5963112666009986,0.5963112666009986,0.62878298970823,0.6176420637885941,0.5624808939913726,0.5417614890798547,0.5478074793655107,0.5482150742162291,0.5476716144152712,0.541421826704256,0.5515437654970959,0.5444787880846439,0.5516796304473354,0.5374138106721918,0.5414897591793757,0.5485547365918277,0.5531062124248497,0.5501851159947012,0.5551441866784417,0.5412180292788967,0.5568424985564349,0.5378214055229102,0.541150096803777,0.5526306850990116,0.5458374375870385,0.5310960904860569,0.5427804762066506,0.5497775211439829,0.5503889134200605,0.5397914473013824,0.5852558852796617,0.62878298970823
8,0.41235012397676707,0.6456302435379233,0.6496382595699874,0.6531707482762135,0.6138378451818892,0.6124112632043749,0.6120716008287762,0.6124112632043749,0.6446112564111274,0.651268638972861,0.41948303386433883,0.4141163683298801,0.4145918956557182,0.4145918956557182,0.41235012397676707,0.41235012397676707,0.41235012397676707,0.41235012397676707,0.6490947997690296,0.653034883325974,0.6534424781766923,0.6337420603919703,0.6526272884752556,0.6048707584660847,0.6425732821575354,0.41235012397676707,0.6279678000067932,0.649230664719269,0.5794640127713053,0.6141095750823681,0.6149926972589246,0.6149926972589246,0.5958357392751605,0.6520838286742977,0.6312964912876601,0.5198192996161816,0.529533643558303,0.5321830100879725,0.5297374409836623,0.5267484120783941,0.5290581162324649,0.5192758398152236,0.5351720389932407,0.5156754186338779,0.5204986243673788,0.5284467239563874,0.5174416629869909,0.5255256275262389,0.518460650113787,0.5264766821779151,0.5201589619917801,0.5251180326755205,0.5253897625759995,0.5230800584219286,0.5268842770286335,0.509833225773581,0.5219252063448931,0.531571617811895,0.5200230970415407,0.528039129105669,0.6055626633052671,0.6534424781766923
9,0.40694949220474846,0.6346591488060868,0.63887096226351,0.6398899493903061,0.6387350973132706,0.6396861519649468,0.639414422064468,0.6387350973132706,0.6270507115926769,0.6371726503855168,0.413131347440644,0.4089874664583404,0.40885160150810096,0.40885160150810096,0.40694949220474846,0.40694949220474846,0.40694949220474846,0.40694949220474846,0.6377161101864747,0.6419958561190177,0.6413165313678204,0.6106789850888217,0.6383954349376719,0.6278659012941137,0.6006249787711015,0.40694949220474846,0.6187629496280697,0.6383954349376719,0.609592065486906,0.6413844638429401,0.6415882612682993,0.6415882612682993,0.6228388981352535,0.6409768689922217,0.5478414456030706,0.5233857545599674,0.5299072721714616,0.531809381474814,0.5350022078054414,0.5311979891987365,0.5284127577188275,0.5273937705920315,0.5317414489996943,0.5193777385279033,0.5239971468360449,0.5302469345470602,0.5236574844604464,0.536632587208315,0.5206005230800584,0.5208043205054176,0.5236574844604464,0.5212798478312557,0.5196494684283822,0.5181549539757481,0.5280730953432289,0.5241330117862845,0.5233178220848477,0.5354098026561598,0.5191060086274243,0.5258313236642778,0.6044241653426125,0.6419958561190177
