,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,average_model,optimal_clustering
0,0.4166715735343186,0.5509627274333156,0.5920233959449646,0.6015230917191702,0.6065084692535673,0.6066654890184302,0.6059589000765472,0.6013268170130915,0.5753007909870655,0.4166715735343186,0.4166715735343186,0.4166715735343186,0.4166715735343186,0.4166715735343186,0.4166715735343186,0.4166715735343186,0.4166715735343186,0.4166715735343186,0.5279200769396848,0.5826414649944062,0.6017193664252488,0.5950852813597912,0.6022296806610532,0.5975975975975976,0.6012090521894443,0.4166715735343186,0.5844471922903296,0.6085104712555693,0.5895503346483739,0.5669002335669002,0.561640071443993,0.5977546173624605,0.6006202280712085,0.4166715735343186,0.4166715735343186,0.5336512983571807,0.5314137667078843,0.5349467114172997,0.5359673398889085,0.539186245068598,0.5380085968321262,0.5404031482462855,0.538911460480088,0.5437398182496221,0.5341223576517694,0.5343578872990637,0.5318455710612573,0.5397358142456181,0.535614045417967,0.5320811007085516,0.5366346738895759,0.5338475730632594,0.5570908599231039,0.6085104712555693
1,0.4218139708335787,0.5465661740171545,0.545467035663114,0.591395316885513,0.5923374354746904,0.5786767159316178,0.5821311507586018,0.5707472178060413,0.5595595595595596,0.4218139708335787,0.4218139708335787,0.4218139708335787,0.4218139708335787,0.4218139708335787,0.4218139708335787,0.4218139708335787,0.4218139708335787,0.4218139708335787,0.5568509686156745,0.5353392608294569,0.5910812773557872,0.5362813794186343,0.5791085202849908,0.5686274509803921,0.5714930616891402,0.4218139708335787,0.5095487644507253,0.5919056311213174,0.5919056311213174,0.5890400204125694,0.5682741565094507,0.574790476751261,0.5624644252095232,0.4218139708335787,0.4218139708335787,0.5315315315315315,0.5289799603525094,0.5315707864727472,0.5273705077626646,0.5308249425896485,0.5318063161200416,0.53632063435985,0.5311389821193743,0.5329839643565134,0.5296865492943924,0.534043847769338,0.53117823706059,0.5283911362342735,0.5317278062376102,0.5320811007085516,0.5341223576517694,0.529608039411961,0.5408393142597936,0.5923374354746904
2,0.4197923413609688,0.5836424659954071,0.6250956839192133,0.6303558460421206,0.6249779190955661,0.6249779190955661,0.6239180356827415,0.6054682133113506,0.5684900586861371,0.4197923413609688,0.4197923413609688,0.4197923413609688,0.4197923413609688,0.4197923413609688,0.4197923413609688,0.4197923413609688,0.4197923413609688,0.4197923413609688,0.5757129678698306,0.626862156273921,0.629727766982669,0.6257237629786649,0.6245461147421931,0.587528705175764,0.6051541737816247,0.4197923413609688,0.5828573671710927,0.6216412490922295,0.6342813401636931,0.6338887907515358,0.6122200632004554,0.584388309878506,0.5965180867141652,0.4197923413609688,0.4197923413609688,0.5303342558244519,0.5358692025358692,0.5377926946554398,0.5391666175979901,0.539912461481089,0.533906455475083,0.5277434297042141,0.5345345345345346,0.5300202162947261,0.5313941392372765,0.5339849653575144,0.5377141847730083,0.5326110424149639,0.5375571650081454,0.5310800997075507,0.5238571905238572,0.5338672005338672,0.5750718038299737,0.6342813401636931
3,0.41877171288935994,0.5521207481991796,0.5785393236373628,0.6287856483934915,0.62843235392255,0.620699130503052,0.619717756972659,0.6215234842685823,0.5629551119747198,0.41877171288935994,0.41877171288935994,0.41877171288935994,0.41877171288935994,0.41877171288935994,0.41877171288935994,0.41877171288935994,0.41877171288935994,0.41877171288935994,0.5589511079707158,0.5716304539833952,0.6285501187461972,0.6284716088637657,0.6230544269759956,0.6216412490922295,0.6209346601503464,0.41877171288935994,0.5469783508999195,0.6275687452158041,0.6283930989813343,0.6276080001570198,0.6203065810908949,0.6200317965023847,0.6174017154409311,0.41877171288935994,0.41877171288935994,0.5349663388879076,0.5289995878231173,0.5370468507723409,0.5337886906514357,0.5318651985318652,0.5332783764156314,0.5325717874737482,0.5328073171210426,0.5260947221731536,0.5353588883000647,0.5282144889988027,0.5344167697108874,0.5272723704096253,0.5344560246521031,0.5335531610041414,0.5299417064122947,0.5225225225225225,0.5721538531996048,0.6287856483934915
4,0.4288602327818014,0.5717089638658266,0.5880390194115684,0.6225441127401912,0.6216019941510138,0.6036232310742115,0.6046046046046046,0.5805020706981491,0.5658992325658992,0.4288602327818014,0.4288602327818014,0.4288602327818014,0.4288602327818014,0.4288602327818014,0.4288602327818014,0.4288602327818014,0.4288602327818014,0.4288602327818014,0.5550256138491433,0.5941627902412216,0.6230151720347799,0.6208168953266993,0.6071561757836268,0.5806983454042277,0.5793636774028931,0.4288602327818014,0.5699032365699033,0.5747708492806533,0.6212094447388565,0.6176372450882255,0.6037017409566429,0.613986535555163,0.580384305874502,0.4288602327818014,0.4288602327818014,0.5251133486427604,0.5298631965298632,0.526173232055585,0.5280967241751555,0.5283322538224499,0.533042846768337,0.5242104849947987,0.5278219395866455,0.5308053151190406,0.5285285285285285,0.5305697854717463,0.525309623348839,0.5288033131170387,0.5262124869968007,0.5305697854717463,0.5321007281791595,0.5264087617028793,0.5646169044861855,0.6230151720347799
5,0.41457143417927733,0.5187540481658128,0.5791674026968144,0.58839231388251,0.5968321262438909,0.59840232389252,0.5923963178865139,0.596400321890518,0.5674301752733125,0.41457143417927733,0.41457143417927733,0.41457143417927733,0.41457143417927733,0.41457143417927733,0.41457143417927733,0.41457143417927733,0.41457143417927733,0.41457143417927733,0.5408153251290506,0.5911401597676107,0.5876072150581955,0.5876464699994112,0.6017389938958566,0.6032699366032699,0.5945945945945946,0.41457143417927733,0.5535731810241614,0.5465858014877623,0.5974994602445582,0.6045653496633889,0.5947123594182417,0.6040942903688001,0.6029951520147598,0.41457143417927733,0.41457143417927733,0.536615046418968,0.5381459891263812,0.5350841037115547,0.5296276668825688,0.5370861057135566,0.5368898310074781,0.5456829378398006,0.5348485740642603,0.5357121827710063,0.536615046418968,0.5323755127676696,0.5357906926534377,0.5367720661838309,0.5355944179473591,0.5378319495966555,0.5402657559520304,0.5339849653575144,0.5526470551888126,0.6045653496633889
6,0.4171230053582995,0.5702565310408447,0.5242497399360144,0.624428349918546,0.6240358005063887,0.6189326581483444,0.6182653241476771,0.6182653241476771,0.5703350409232762,0.4171230053582995,0.4171230053582995,0.4171230053582995,0.4171230053582995,0.4171230053582995,0.4171230053582995,0.4171230053582995,0.4171230053582995,0.4171230053582995,0.5728081022198669,0.529470647117706,0.6243890949773303,0.6245461147421931,0.6187363834422658,0.6177550099118727,0.6176765000294412,0.4171230053582995,0.5255058980549177,0.6225833676814069,0.6236432510942315,0.6243105850948988,0.6176765000294412,0.6172839506172839,0.6155174782625763,0.4171230053582995,0.4171230053582995,0.5397161867750103,0.5293921372352745,0.5306482953541777,0.5333568862980628,0.533042846768337,0.5360654772419479,0.5305305305305306,0.5355944179473591,0.5363402618304579,0.5297061767650003,0.5320614732379438,0.5325717874737482,0.5391666175979901,0.5299417064122947,0.5355159080649277,0.5402657559520304,0.5441127401911716,0.5668995066235444,0.6245461147421931
7,0.42436554201260085,0.578951500520128,0.6186775010304422,0.614712751967654,0.6172250682054604,0.6171465583230289,0.6036036036036037,0.603839133250898,0.5756148305167913,0.42436554201260085,0.42436554201260085,0.42436554201260085,0.42436554201260085,0.42436554201260085,0.42436554201260085,0.42436554201260085,0.42436554201260085,0.42436554201260085,0.5821311507586018,0.6151445563210269,0.6161651847926358,0.6134565938487507,0.6147520069088697,0.6137706333784765,0.6016016016016016,0.42436554201260085,0.5053092307994269,0.5882941765294707,0.6074113329015289,0.6022689356022689,0.6017193664252488,0.6014838367779545,0.6043101925454867,0.42436554201260085,0.42436554201260085,0.5226206598755618,0.5238375630532494,0.530471648118707,0.525878819996467,0.5293725097646667,0.525878819996467,0.5346719268287896,0.534043847769338,0.5245834069363481,0.5305894129423541,0.5228954444640719,0.5281163516457634,0.5206579128147756,0.529176235058588,0.5288621955288622,0.5334157687098864,0.5285089010579207,0.5673858317286059,0.6186775010304422
8,0.4198708512434003,0.5702565310408447,0.6201888162672476,0.6267443914502738,0.6241928202712517,0.6236432510942315,0.6090404129619816,0.6076664900194312,0.5664095468017036,0.4198708512434003,0.4198708512434003,0.4198708512434003,0.4198708512434003,0.4198708512434003,0.4198708512434003,0.4198708512434003,0.4198708512434003,0.4198708512434003,0.5780682643427741,0.6228581522699169,0.6270976859212153,0.6248994092131347,0.6221123083868182,0.6200317965023847,0.6087263734322558,0.4198708512434003,0.5262124869968007,0.5773616754008911,0.6215234842685823,0.6040550354275844,0.6056644880174292,0.6022493081316611,0.6007183654242477,0.4198708512434003,0.4198708512434003,0.529470647117706,0.5320614732379438,0.5353588883000647,0.5328465720622584,0.5342204950048087,0.529038842764333,0.5352018685352019,0.5342597499460244,0.5299417064122947,0.5316689238257866,0.5427780721898369,0.5313548842960608,0.5368505760662623,0.529470647117706,0.5319437084142966,0.5333568862980628,0.5233076213468371,0.5699657536985061,0.6270976859212153
9,0.4229523641288347,0.5788729906376965,0.5453492708394669,0.6106302380812185,0.61098353255216,0.6081179218434121,0.6031325443090149,0.5990892853637951,0.563799093210858,0.4229523641288347,0.4229523641288347,0.4229523641288347,0.4229523641288347,0.4229523641288347,0.4229523641288347,0.4229523641288347,0.4229523641288347,0.4229523641288347,0.5736128285147893,0.5610905022669729,0.6099236491393354,0.610276943610277,0.608981530550158,0.6042316826630552,0.5996388545408153,0.4229523641288347,0.5562228895562229,0.5899036291193154,0.6105909831400027,0.5763606743998901,0.5768317336944788,0.5772635380478518,0.5669787434493316,0.4229523641288347,0.4229523641288347,0.5360065948301242,0.5274097627038804,0.5288621955288622,0.5276845472923904,0.5322773754146303,0.5285481559991364,0.5345149070639267,0.5284303911754892,0.5313745117666686,0.5321988655321989,0.5285874109403521,0.5287836856464307,0.5321596105909832,0.5315707864727472,0.5323558852970618,0.5333372588274549,0.5331017291801605,0.5576535140805293,0.61098353255216
