,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,average_model,optimal_clustering
0,0.5063937398606737,0.6782135699971371,0.7376180933295162,0.7389063841969653,0.7389063841969653,0.7383815249546712,0.732608073289436,0.7303177784139708,0.7178165855520565,0.725641759709896,0.5152686325031014,0.5112129019944651,0.5081114610172727,0.5081114610172727,0.5063937398606737,0.5063937398606737,0.5063937398606737,0.5063937398606737,0.6748258421605114,0.7378089512358049,0.7390972421032541,0.7391926710563985,0.7368546617043611,0.734850653688329,0.7272163374367783,0.5063937398606737,0.6734898368164901,0.7362343735089226,0.7373795209466553,0.739049527626682,0.7374749498997996,0.7376180933295162,0.7339917931100296,0.7352323695009065,0.664758087603779,0.4887393835289627,0.5102108979864491,0.5095428953144384,0.506441454337246,0.4962305563507968,0.5079206031109839,0.4964214142570856,0.4833953621528772,0.6521596985858843,0.739049527626682
1,0.5090657505487165,0.674205553965073,0.7332283614848745,0.7341349365397462,0.7341349365397462,0.7333237904380189,0.7278366256322168,0.7258326176161848,0.7130451378948373,0.7210611699589655,0.5185132169100105,0.5138849126825079,0.5107834717053154,0.5107834717053154,0.5090657505487165,0.5090657505487165,0.5090657505487165,0.5090657505487165,0.6713903998473136,0.7333237904380189,0.734325794446035,0.7342303654928906,0.7320832140471419,0.7304609218436874,0.7226357476858479,0.5090657505487165,0.6700543945032923,0.7320354995705697,0.732608073289436,0.734087222063174,0.7327989311957248,0.7320832140471419,0.729602061265388,0.7305563507968318,0.6608455005248592,0.4854947991220536,0.48778509399751885,0.49117282183414446,0.5048191621337914,0.4840633648248879,0.46550243343830516,0.4965645576868022,0.4768107643859147,0.6500284519656597,0.7341349365397462
2,0.3972707319400706,0.5482870502910583,0.6532111842733085,0.6143716003435442,0.6143716003435442,0.6364156885198969,0.6156121767344213,0.6100295829754747,0.5869357763145339,0.6465311575532017,0.4052867640041989,0.40113560454241814,0.39832045042465886,0.39832045042465886,0.3972707319400706,0.3972707319400706,0.3972707319400706,0.3972707319400706,0.5521519228934059,0.649346311670961,0.6139421700543946,0.6311670960969559,0.6337436778318541,0.6156121767344213,0.6277793682603302,0.3972707319400706,0.5517702070808284,0.6502528867258326,0.6392785571142284,0.6305468079015173,0.6299265197060788,0.6288290867449184,0.612081305468079,0.6533066132264529,0.6486783089989503,0.5312529821547858,0.5214237999809143,0.5278652543181601,0.5229506632312243,0.5311098387250692,0.5371218627731654,0.5297738333810478,0.5299169768107644,0.5466612236819317,0.6533066132264529
3,0.5122626204790534,0.6727264051913351,0.724401183319019,0.7256894741864681,0.7256894741864681,0.7250691859910297,0.7189140185132169,0.7166237236377517,0.7026910964786717,0.7116614180742438,0.5197060788243153,0.5166046378471228,0.5137894837293635,0.5137894837293635,0.5122626204790534,0.5122626204790534,0.5122626204790534,0.5122626204790534,0.6701975379330088,0.7255463307567516,0.7261666189521901,0.7260711899990457,0.7236377516938639,0.7214428857715431,0.7136177116137036,0.5122626204790534,0.6690523904952763,0.723399179311003,0.7251169004676019,0.7258326176161848,0.7251169004676019,0.7237331806470083,0.7207748830995324,0.7227788911155645,0.47924420269109647,0.4892642427712568,0.47323217864300027,0.49122053631071666,0.48592422941120333,0.49036167573241723,0.5078728886344117,0.4944651207176257,0.4798167764099628,0.6393969597042408,0.7258326176161848
4,0.4583929764290486,0.7106594140662277,0.715192289340586,0.7195343067086554,0.6420459967554156,0.6429525718102872,0.6429525718102872,0.6429525718102872,0.6967267869071476,0.7136654260902758,0.46325985303941214,0.45920412253077586,0.4606832713045138,0.4606832713045138,0.4583929764290486,0.4583929764290486,0.4583929764290486,0.4583929764290486,0.714237999809142,0.7188663040366448,0.7196297356617998,0.683414447943506,0.7178165855520565,0.656312625250501,0.6989693673060406,0.4583929764290486,0.7149060024811528,0.71571714858288,0.7193434488023667,0.7193434488023667,0.7177211565989121,0.7168622960206127,0.6506823170149824,0.7188185895600725,0.6633743677831854,0.5036263002194866,0.4983777077965455,0.4941311193816204,0.504723733180647,0.5034831567897701,0.5280083977478767,0.5219486592232083,0.49246111270159365,0.6147868930100059,0.7195343067086554
5,0.39836816490123106,0.5401278747972135,0.6421891401851322,0.633695963355282,0.6353659700353087,0.6342685370741483,0.6109838725069185,0.6085504342017368,0.5808760377898654,0.6446702929668862,0.40733848649680315,0.402328466456723,0.39960874129210805,0.39960874129210805,0.39836816490123106,0.39836816490123106,0.39836816490123106,0.39836816490123106,0.5446607500715717,0.6454814390686134,0.6361294016604638,0.6446702929668862,0.6391354136845119,0.6109838725069185,0.6136558831949613,0.39836816490123106,0.5451378948372936,0.638181124153068,0.6491554537646722,0.645863154881191,0.6071667143811432,0.6242007825174157,0.6209084836339346,0.6489645958583834,0.6474854470846455,0.5356904284759996,0.522616661895219,0.527817539841588,0.5331615612176734,0.5134554823933581,0.5250023857238286,0.527817539841588,0.5284378280370264,0.5466117420025236,0.6491554537646722
6,0.5063937398606737,0.6772592804656933,0.7338009352037408,0.7354709418837675,0.7354709418837675,0.7346597957820403,0.7297452046951045,0.7274549098196392,0.7141902853325699,0.722397175302987,0.5152686325031014,0.5112129019944651,0.5082068899704171,0.5082068899704171,0.5063937398606737,0.5063937398606737,0.5063937398606737,0.5063937398606737,0.673966981582212,0.7344689378757515,0.7354709418837675,0.7357572287432007,0.7336100772974521,0.7321786430002862,0.7249260425613131,0.5063937398606737,0.6725355472850463,0.7317492127111366,0.7349937971180456,0.7356140853134842,0.7342303654928906,0.7326557877660083,0.7306517797499762,0.7324649298597194,0.6636129401660463,0.4871170913255082,0.4777650539173585,0.47533161561217674,0.5073003149155454,0.4944174062410535,0.5008111461017273,0.4947991220536311,0.48167764099627824,0.6501415529471642,0.7356140853134842
7,0.3688806183796164,0.6612272163374368,0.6653783757992174,0.662276934822025,0.6445271495371696,0.6018226930050578,0.608359576295448,0.6111270159366352,0.579253745586411,0.6021089798644909,0.6087890065845978,0.6096001526863251,0.3711709132550816,0.3711709132550816,0.3688806183796164,0.3688806183796164,0.3688806183796164,0.3688806183796164,0.6649012310334955,0.6638992270254795,0.6621815058688806,0.654308617234469,0.6102204408817635,0.6108884435537743,0.657553201641378,0.3688806183796164,0.664519515220918,0.6656169481820784,0.6621815058688806,0.6621815058688806,0.5880809237522664,0.5993892546998759,0.646388014123485,0.664519515220918,0.5625059643095716,0.541988739383529,0.5478099055253364,0.5547285046283043,0.5386487260234756,0.5396507300314916,0.5260521042084169,0.5440881763527055,0.5499093424945128,0.5613555152633309,0.6656169481820784
8,0.45615039603015556,0.7106116995896555,0.7151445748640137,0.719677450138372,0.6402805611222445,0.6407099914113942,0.6407099914113942,0.6407099914113942,0.6963927855711423,0.7130451378948373,0.46034926996850845,0.45686611317873843,0.45853611985876513,0.45853611985876513,0.45615039603015556,0.45615039603015556,0.45615039603015556,0.45615039603015556,0.7142857142857143,0.7187231606069281,0.7197728790915163,0.6805038648726024,0.7175780131691956,0.5850271972516462,0.6982536501574578,0.45615039603015556,0.7151445748640137,0.7158602920125966,0.7192003053726501,0.7192003053726501,0.71767344212234,0.7168145815440404,0.6498711709132551,0.7187708750835003,0.6653306613226453,0.502242580398893,0.5130260521042084,0.5053917358526577,0.5040080160320641,0.4970417024525241,0.5266246779272832,0.5173680694722779,0.5130260521042084,0.6137106664828775,0.719677450138372
9,0.4493749403569043,0.6984922225403187,0.7024525240958107,0.7018322359003721,0.6447657219200306,0.6430480007634316,0.6422845691382766,0.6422845691382766,0.6709132550815917,0.6931959156408054,0.45271495371695775,0.4511403759900754,0.45176066418551386,0.45176066418551386,0.4493749403569043,0.4493749403569043,0.4493749403569043,0.4493749403569043,0.7018799503769444,0.7049813913541368,0.7034545281038267,0.5938543754175016,0.6974425040557305,0.624248496993988,0.5721920030537265,0.4493749403569043,0.702547953048955,0.7030728122912492,0.6998282278843401,0.6998282278843401,0.7004008016032064,0.7024048096192385,0.6329802462066991,0.7051245347838534,0.5322072716862296,0.5140757705887966,0.5042465884149251,0.530823551865636,0.5038171581257753,0.5089703215955721,0.5290104017558928,0.5149823456436683,0.5173203549957057,0.5989598244107263,0.7051245347838534
