,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,average_model,optimal_clustering
0,0.597034127843987,0.4681405742145179,0.43922670639219935,0.41000812567713973,0.40922941495124593,0.41051598049837484,0.4095002708559047,0.40780742145178767,0.597034127843987,0.597034127843987,0.597034127843987,0.597034127843987,0.597034127843987,0.597034127843987,0.597034127843987,0.597034127843987,0.597034127843987,0.597034127843987,0.5235644637053087,0.4749796858071506,0.48337621885157095,0.46566901408450706,0.4165086673889491,0.4106852654387866,0.45876218851570966,0.597034127843987,0.5966955579631636,0.5967971289274107,0.5970002708559047,0.5970002708559047,0.5970002708559047,0.5970002708559047,0.596830985915493,0.3976841820151679,0.5940885698808234,0.4968851570964247,0.4979347237269772,0.5064328277356447,0.4992212892741062,0.5022007042253521,0.5029455579631636,0.5044014084507042,0.5002369989165764,0.5046722643553629,0.49840872156013,0.5029117009750813,0.49729144095341277,0.49996614301191766,0.5026069880823402,0.4943458829902492,0.5054509750812568,0.5002708559046587,0.5071099674972914,0.5441444966092853,0.597034127843987
1,0.6053629469122427,0.4864233477789816,0.4503317984832069,0.4513136511375948,0.45588434452871074,0.44630281690140844,0.44816495124593714,0.4419691224268689,0.6053629469122427,0.6053629469122427,0.6053629469122427,0.6053629469122427,0.6053629469122427,0.6053629469122427,0.6053629469122427,0.6053629469122427,0.6053629469122427,0.6053629469122427,0.4943458829902492,0.45497020585048753,0.43831256771397614,0.4127505417118093,0.4132245395449621,0.40838299024918745,0.4052342903575298,0.6053629469122427,0.6056338028169014,0.6058708017334777,0.6063447995666306,0.6063447995666306,0.6063447995666306,0.6063447995666306,0.6059046587215602,0.5785143553629469,0.5964585590465872,0.4987134344528711,0.5054848320693391,0.5059588299024919,0.4980701516793066,0.49085861321776814,0.49817172264355364,0.4991535752979415,0.503385698808234,0.507854821235103,0.49305931744312026,0.5001354279523293,0.49837486457204766,0.5037581256771397,0.4993228602383532,0.5053494041170098,0.4941088840736728,0.5046722643553629,0.49278846153846156,0.5650794009068657,0.6063447995666306
2,0.5926327193932828,0.4973252979414951,0.46306202600216684,0.46072589382448537,0.4642131635969664,0.4560536294691224,0.45784804983748645,0.45253250270855905,0.5926327193932828,0.5926327193932828,0.5926327193932828,0.5926327193932828,0.5926327193932828,0.5926327193932828,0.5926327193932828,0.5926327193932828,0.5926327193932828,0.5926327193932828,0.5005755687973997,0.4711877031419285,0.4370260021668472,0.43705985915492956,0.419284940411701,0.4221289274106175,0.4177613759479957,0.5926327193932828,0.5930390032502708,0.5929374322860238,0.5924634344528711,0.5924634344528711,0.5924634344528711,0.5924634344528711,0.5922941495124594,0.39751489707475623,0.585082611050921,0.5011849945828819,0.4999322860238353,0.4963773022751896,0.49796858071505956,0.5065343986998917,0.49539544962080173,0.4969528710725894,0.49658044420368364,0.5062973997833152,0.5012188515709642,0.5001692849404117,0.5009818526543879,0.5038258396533044,0.49404117009750814,0.49380417118093173,0.5036904117009751,0.5039274106175514,0.5053494041170098,0.5519052706552707,0.5930390032502708
3,0.590465872156013,0.4758599674972914,0.449045232936078,0.44433911159263273,0.4282231852654388,0.4007651679306609,0.43103331527627303,0.41664409534127844,0.590465872156013,0.590465872156013,0.590465872156013,0.590465872156013,0.590465872156013,0.590465872156013,0.590465872156013,0.590465872156013,0.590465872156013,0.590465872156013,0.5144230769230769,0.45686619718309857,0.46996885157096424,0.43441901408450706,0.42453277356446373,0.4211470747562297,0.41931879739978334,0.590465872156013,0.5905335861321777,0.5902965872156013,0.5897548754062839,0.5897548754062839,0.5897548754062839,0.5897548754062839,0.5895855904658721,0.39206392199349943,0.5875880281690141,0.5020652762730228,0.49854414951245934,0.4949553087757313,0.5081933911159263,0.5007787107258939,0.49840872156013,0.4988150054171181,0.5039612676056338,0.49109561213434455,0.4963773022751896,0.5077871072589383,0.4961403033586132,0.4992212892741062,0.4950568797399783,0.5020314192849404,0.5059249729144095,0.5009141386782232,0.49590330444203684,0.5425971068576702,0.5905335861321777
4,0.609967497291441,0.48723591549295775,0.4466752437703142,0.44670910075839654,0.4514829360780065,0.4412242686890574,0.4434926868905742,0.4374322860238353,0.609967497291441,0.609967497291441,0.609967497291441,0.609967497291441,0.609967497291441,0.609967497291441,0.609967497291441,0.609967497291441,0.609967497291441,0.609967497291441,0.4948875947995666,0.4516522210184182,0.43912513542795234,0.4248036294691224,0.41369853737811485,0.4116671180931744,0.409534127843987,0.609967497291441,0.6098320693391116,0.6099336403033586,0.6098659263271939,0.6098659263271939,0.6098659263271939,0.6098659263271939,0.6094257854821236,0.5781080715059588,0.6001828277356447,0.4989165763813651,0.4948875947995666,0.5010157096424702,0.5008802816901409,0.49011375947995667,0.5011849945828819,0.5012865655471289,0.49895043336944744,0.5071776814734561,0.5042659804983749,0.5046722643553629,0.4975622968580715,0.5040966955579632,0.5005755687973997,0.5014219934994583,0.5022007042253521,0.4921113217768147,0.5056879739978332,0.5670681854660728,0.609967497291441
5,0.6018756771397616,0.4807015167930661,0.44562567713976164,0.43821099674972913,0.421079360780065,0.43147345612134347,0.4278169014084507,0.4099742686890574,0.6018756771397616,0.6018756771397616,0.6018756771397616,0.6018756771397616,0.6018756771397616,0.6018756771397616,0.6018756771397616,0.6018756771397616,0.6018756771397616,0.6018756771397616,0.4861186348862405,0.4563244853737812,0.43794014084507044,0.41755823401950165,0.417592091007584,0.41617009750812567,0.41234425785482126,0.6018756771397616,0.602214247020585,0.6022481040086674,0.601909534127844,0.601909534127844,0.601909534127844,0.601909534127844,0.6014016793066089,0.5733342361863488,0.5976435536294691,0.5009818526543879,0.5004401408450704,0.5082949620801733,0.49573401950162516,0.48926733477789813,0.4940073131094258,0.5023361321776815,0.49854414951245934,0.5120192307692307,0.4943797399783315,0.5005755687973997,0.49817172264355364,0.5029117009750813,0.5043336944745396,0.4962757313109426,0.5075162513542795,0.5020652762730228,0.4958694474539545,0.5577775771437743,0.6022481040086674
6,0.588671451787649,0.4911294691224269,0.46079360780065004,0.46191088840736727,0.46485644637053086,0.45744176598049835,0.4593716143011918,0.4536497833152763,0.588671451787649,0.588671451787649,0.588671451787649,0.588671451787649,0.588671451787649,0.588671451787649,0.588671451787649,0.588671451787649,0.588671451787649,0.588671451787649,0.498307150595883,0.4739978331527627,0.4514152221018418,0.43980227518959913,0.4321167388949079,0.42101164680390035,0.4248036294691224,0.588671451787649,0.5889423076923077,0.58897616468039,0.58897616468039,0.58897616468039,0.58897616468039,0.58897616468039,0.5885360238353196,0.5650731310942578,0.40117145178764896,0.49840872156013,0.4922128927410618,0.5038258396533044,0.49691901408450706,0.489944474539545,0.4959710184182015,0.4990181473456121,0.49955985915492956,0.49167118093174433,0.4956663055254605,0.5015235644637053,0.5016589924160346,0.5051462621885157,0.496715872156013,0.4934994582881907,0.49333017334777896,0.49363488624052004,0.5059926868905742,0.548634936399021,0.58897616468039
7,0.6041102383531961,0.4814463705308776,0.44345882990249186,0.4366535752979415,0.41850622968580714,0.4274783315276273,0.42531148429035753,0.40767199349945826,0.6041102383531961,0.6041102383531961,0.6041102383531961,0.6041102383531961,0.6041102383531961,0.6041102383531961,0.6041102383531961,0.6041102383531961,0.6041102383531961,0.6041102383531961,0.4893689057421452,0.4589653304442037,0.43638271939328277,0.4361118634886241,0.41799837486457203,0.4140032502708559,0.4060807150595883,0.6041102383531961,0.6048550920910076,0.605092091007584,0.6044826652221018,0.6044826652221018,0.6044826652221018,0.6044826652221018,0.6042456663055255,0.5725216684723727,0.5994041170097508,0.5024715601300108,0.50159127843987,0.48977518959913324,0.4950568797399783,0.5056202600216685,0.5027762730227519,0.5024038461538461,0.49986457204767065,0.508159534127844,0.5058572589382448,0.4941088840736728,0.49759615384615385,0.4980701516793066,0.49333017334777896,0.5017267063921993,0.5040628385698809,0.5029455579631636,0.5020652762730228,0.5588810641627543,0.605092091007584
8,0.6038393824485374,0.47541982665222104,0.43892199349945826,0.43340330444203684,0.41633938244853735,0.4242957746478873,0.4213163596966414,0.40536971830985913,0.6038393824485374,0.6038393824485374,0.6038393824485374,0.6038393824485374,0.6038393824485374,0.6038393824485374,0.6038393824485374,0.6038393824485374,0.6038393824485374,0.6038393824485374,0.4853060671722644,0.4748781148429036,0.42710590465872156,0.4508057963163597,0.4198943661971831,0.4038122968580715,0.4044894366197183,0.6038393824485374,0.6044488082340195,0.6042795232936078,0.603602383531961,0.603602383531961,0.603602383531961,0.603602383531961,0.6031622426868906,0.5712351029252438,0.5995395449620802,0.4991535752979415,0.49383802816901406,0.49363488624052004,0.4972237269772481,0.49238217768147347,0.503588840736728,0.4989165763813651,0.49272074756229683,0.4930931744312026,0.4947860238353196,0.504976977248104,0.5010157096424702,0.5022345612134345,0.4955647345612134,0.5057895449620802,0.5062973997833152,0.5004739978331527,0.5044352654387866,0.557569419365194,0.6044488082340195
9,0.5887391657638137,0.48347778981581796,0.4502302275189599,0.4449823943661972,0.4304916034669556,0.43655200433369445,0.43458829902491874,0.4209439328277356,0.5887391657638137,0.5887391657638137,0.5887391657638137,0.5887391657638137,0.5887391657638137,0.5887391657638137,0.5887391657638137,0.5887391657638137,0.5887391657638137,0.5887391657638137,0.48706663055254606,0.47460725893824485,0.44444068255687974,0.4251760563380282,0.4448131094257855,0.4192510834236186,0.4235170639219935,0.5887391657638137,0.5890777356446371,0.5888407367280607,0.5887053087757314,0.5887053087757314,0.5887053087757314,0.5887053087757314,0.5884683098591549,0.39436619718309857,0.5847101841820151,0.49905200433369445,0.5009818526543879,0.4950568797399783,0.5032164138678223,0.49522616468039005,0.5058234019501625,0.4964450162513543,0.5045368364030336,0.49153575297941493,0.49532773564463706,0.5036904117009751,0.4993228602383532,0.5029117009750813,0.491840465872156,0.5056541170097508,0.49441359696641385,0.5001692849404117,0.5059926868905742,0.5436178323502266,0.5890777356446371
