,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,average_model,optimal_clustering
0,0.3323647294589178,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.7920340681362725,0.7920340681362725,0.7920340681362725,0.7920340681362725,0.8491983967935872,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.3323647294589178,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.3323647294589178,0.8529058116232465,0.8529058116232465,0.8529058116232465,0.7920340681362725,0.7920340681362725,0.7920340681362725,0.755060120240481,0.8529058116232465,0.8529058116232465,0.5457915831663327,0.5642284569138276,0.5460921843687375,0.5585671342685371,0.5442384769539078,0.5598196392785572,0.7948044236621388,0.8529058116232465
1,0.3872745490981964,0.6443887775551103,0.7593687374749499,0.7228957915831663,0.7174849699398798,0.7253006012024048,0.7220440881763527,0.6476452905811623,0.7530561122244489,0.7593687374749499,0.7593687374749499,0.7593687374749499,0.6443887775551103,0.6443887775551103,0.6443887775551103,0.6443887775551103,0.6443887775551103,0.3872745490981964,0.6443887775551103,0.7593687374749499,0.7208917835671342,0.725501002004008,0.6936372745490982,0.6866733466933868,0.7166332665330661,0.3872745490981964,0.6443887775551103,0.7593687374749499,0.7302104208416834,0.7261523046092184,0.7162324649298597,0.6981963927855711,0.6981963927855711,0.7593687374749499,0.7593687374749499,0.5443887775551102,0.5508016032064128,0.5218937875751503,0.5349198396793587,0.5312625250501002,0.5220941883767535,0.6836395012246717,0.7593687374749499
2,0.38517034068136274,0.6433867735470942,0.7583667334669338,0.7260020040080161,0.7212925851703407,0.7282064128256514,0.7260521042084168,0.6857214428857715,0.7510521042084168,0.7583667334669338,0.7583667334669338,0.7583667334669338,0.6433867735470942,0.6433867735470942,0.6433867735470942,0.6433867735470942,0.6433867735470942,0.38517034068136274,0.6433867735470942,0.7583667334669338,0.7238977955911824,0.7289078156312625,0.6923346693386774,0.6854709418837676,0.7191382765531062,0.38517034068136274,0.6433867735470942,0.7583667334669338,0.7317134268537074,0.7285571142284569,0.7197394789579158,0.7033066132264529,0.7033066132264529,0.7583667334669338,0.7583667334669338,0.5429859719438878,0.5216432865731463,0.5302104208416833,0.51312625250501,0.5354208416833668,0.5414328657314629,0.685465375194834,0.7583667334669338
3,0.39529058116232463,0.6508016032064128,0.770190380761523,0.770190380761523,0.770190380761523,0.6625751503006012,0.6710420841683367,0.6579659318637274,0.7678857715430861,0.7693386773547094,0.770190380761523,0.770190380761523,0.6508016032064128,0.6508016032064128,0.6508016032064128,0.6508016032064128,0.6508016032064128,0.39529058116232463,0.6508016032064128,0.770190380761523,0.770190380761523,0.6457414829659318,0.6665831663326653,0.6981462925851704,0.7675350701402806,0.39529058116232463,0.6508016032064128,0.770190380761523,0.7674348697394789,0.7683867735470942,0.6486472945891784,0.6762024048096192,0.6762024048096192,0.770190380761523,0.770190380761523,0.5533066132264529,0.5023046092184369,0.5190881763527054,0.5379759519038076,0.5259018036072144,0.5169338677354709,0.6879035849476731,0.770190380761523
4,0.41117234468937874,0.6675851703406813,0.7638276553106212,0.7638276553106212,0.7638276553106212,0.6998496993987976,0.6399799599198397,0.6582665330661323,0.7628256513026052,0.7635771543086173,0.7638276553106212,0.7638276553106212,0.6675851703406813,0.6675851703406813,0.6675851703406813,0.6675851703406813,0.6675851703406813,0.41117234468937874,0.6675851703406813,0.7638276553106212,0.7638276553106212,0.7202905811623247,0.61062124248497,0.7084168336673347,0.7594689378757515,0.41117234468937874,0.6675851703406813,0.7638276553106212,0.7624749498997996,0.7630260521042084,0.7207915831663326,0.6109719438877755,0.6109719438877755,0.7638276553106212,0.7638276553106212,0.5453406813627254,0.5018537074148297,0.5134268537074148,0.5213426853707415,0.5324649298597195,0.5226452905811623,0.6888443553774215,0.7638276553106212
5,0.3996492985971944,0.6554609218436874,0.7538076152304609,0.7538076152304609,0.7538076152304609,0.656312625250501,0.6342184368737475,0.6342184368737475,0.7521042084168337,0.7529559118236473,0.7538076152304609,0.7538076152304609,0.6554609218436874,0.6554609218436874,0.6554609218436874,0.6554609218436874,0.6554609218436874,0.3996492985971944,0.6554609218436874,0.7538076152304609,0.7538076152304609,0.6338677354709419,0.5907815631262525,0.6222945891783567,0.7506513026052104,0.3996492985971944,0.6554609218436874,0.7538076152304609,0.7508517034068136,0.7519038076152305,0.6976452905811623,0.6170841683366733,0.6170841683366733,0.7538076152304609,0.7538076152304609,0.5125751503006012,0.5377254509018036,0.5150300601202404,0.5202404809619239,0.5198897795591182,0.5121743486973948,0.6771246196095896,0.7538076152304609
6,0.37895791583166333,0.6370741482965931,0.7543587174348697,0.7288076152304609,0.7243987975951904,0.7307114228456913,0.7286573146292585,0.6901302605210421,0.7468436873747495,0.7543587174348697,0.7543587174348697,0.7543587174348697,0.6370741482965931,0.6370741482965931,0.6370741482965931,0.6370741482965931,0.6370741482965931,0.37895791583166333,0.6370741482965931,0.7543587174348697,0.7263026052104209,0.7312124248496994,0.6875250501002004,0.6061623246492986,0.717434869739479,0.37895791583166333,0.6370741482965931,0.7543587174348697,0.7339178356713427,0.7311623246492986,0.7226452905811623,0.7066132264529058,0.7066132264529058,0.7543587174348697,0.7543587174348697,0.5465931863727455,0.5248496993987976,0.5348196392785571,0.5382264529058116,0.5306112224448898,0.5442384769539078,0.6832758108810212,0.7543587174348697
7,0.4086172344689379,0.6670340681362725,0.7743987975951904,0.7743987975951904,0.7743987975951904,0.7109218436873748,0.6623246492985972,0.6657314629258517,0.7731963927855712,0.7740480961923848,0.7743987975951904,0.7743987975951904,0.6670340681362725,0.6670340681362725,0.6670340681362725,0.6670340681362725,0.6670340681362725,0.4086172344689379,0.6670340681362725,0.7743987975951904,0.7743987975951904,0.7294589178356713,0.6004509018036072,0.7184869739478958,0.7706412825651303,0.4086172344689379,0.6670340681362725,0.7743987975951904,0.7729458917835671,0.7736973947895791,0.7273547094188377,0.6883266533066132,0.6883266533066132,0.7743987975951904,0.7743987975951904,0.5498997995991984,0.5339679358717435,0.5205911823647295,0.5299599198396794,0.5327154308617235,0.5089178356713426,0.7006865583017886,0.7743987975951904
8,0.38517034068136274,0.6440881763527054,0.7599699398797595,0.7281062124248497,0.723496993987976,0.7302104208416834,0.727755511022044,0.6872244488977955,0.7527555110220441,0.7599699398797595,0.7599699398797595,0.7599699398797595,0.6440881763527054,0.6440881763527054,0.6440881763527054,0.6440881763527054,0.6440881763527054,0.38517034068136274,0.6440881763527054,0.7599699398797595,0.7263026052104209,0.7309118236472946,0.6930360721442885,0.6849699398797595,0.7209418837675351,0.38517034068136274,0.6440881763527054,0.7599699398797595,0.7339178356713427,0.730561122244489,0.7219438877755511,0.7051102204408818,0.7051102204408818,0.7599699398797595,0.7599699398797595,0.543687374749499,0.5504008016032064,0.5422845691382766,0.5353206412825652,0.5350200400801604,0.5239979959919839,0.6868496251762786,0.7599699398797595
9,0.37089178356713426,0.6282064128256513,0.7433867735470941,0.7065631262525051,0.7106713426853707,0.704559118236473,0.7072144288577155,0.6706412825651302,0.7360721442885771,0.7433867735470941,0.7433867735470941,0.7433867735470941,0.6282064128256513,0.6282064128256513,0.6282064128256513,0.6282064128256513,0.6282064128256513,0.37089178356713426,0.6282064128256513,0.7433867735470941,0.7050601202404809,0.6988476953907815,0.6777555110220441,0.7225951903807615,0.7015531062124248,0.37089178356713426,0.6282064128256513,0.7433867735470941,0.6938877755511023,0.7003006012024048,0.7107214428857715,0.6851202404809619,0.6851202404809619,0.7433867735470941,0.7433867735470941,0.5275050100200401,0.5394288577154308,0.5317635270541082,0.5447895791583166,0.5278557114228457,0.5245490981963928,0.6686595413048319,0.7433867735470941
