,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,average_model,optimal_clustering
0,0.3430930930930931,0.5478692978692978,0.6117546117546118,0.6275382525382526,0.6491670241670242,0.6511869011869011,0.6524917774917774,0.6517946517946518,0.6445731445731445,0.3430930930930931,0.3430930930930931,0.3430930930930931,0.3430930930930931,0.3430930930930931,0.3430930930930931,0.3430930930930931,0.3430930930930931,0.3430930930930931,0.5252931502931503,0.6048191048191048,0.6273237523237524,0.6393178893178894,0.649989274989275,0.6475761475761476,0.6537072787072787,0.3430930930930931,0.5813134563134563,0.6273416273416274,0.6211032461032461,0.6094129844129844,0.6092699842699842,0.6460388960388961,0.647969397969398,0.3430930930930931,0.641981266981267,0.6004218504218504,0.6013513513513513,0.6045509795509796,0.6072679822679823,0.6033354783354783,0.602942227942228,0.6008508508508509,0.6049442299442299,0.6076612326612326,0.6023166023166023,0.592056342056342,0.5997783497783498,0.6017982267982268,0.6003503503503503,0.5938617188617189,0.5926283426283426,0.5965608465608465,0.6051587301587301,0.598008723008723,0.6026383526383526,0.6001537251537251,0.6026919776919777,0.5109196498085388,0.6524917774917774
1,0.3543722293722294,0.5413091663091663,0.564993564993565,0.6234448734448734,0.6237666237666237,0.622050622050622,0.624946374946375,0.6193157443157443,0.6283068783068783,0.3543722293722294,0.3543722293722294,0.3543722293722294,0.3543722293722294,0.3543722293722294,0.3543722293722294,0.3543722293722294,0.3543722293722294,0.3543722293722294,0.5487987987987988,0.5557521807521808,0.6231052481052481,0.5794187044187045,0.6237487487487487,0.6125411125411125,0.6158837408837409,0.3543722293722294,0.5065422565422566,0.6224617474617474,0.623087373087373,0.6242671242671243,0.5987058487058488,0.6087873587873588,0.6147576147576148,0.3543722293722294,0.510939510939511,0.5927534677534677,0.590965965965966,0.5930930930930931,0.5885528385528386,0.5963105963105964,0.5926819676819677,0.5903224653224654,0.587015587015587,0.588910338910339,0.5878914628914629,0.5874445874445875,0.5948627198627199,0.5947018447018447,0.5888209638209638,0.5994744744744744,0.5968289718289719,0.5965965965965966,0.6009223509223509,0.5891248391248392,0.5965965965965966,0.5952023452023452,0.5971149721149721,0.49836211873248915,0.6283068783068783
2,0.34448734448734447,0.5803660803660804,0.6426426426426426,0.6543150293150293,0.6663091663091663,0.665951665951666,0.6656120406120406,0.6472722722722722,0.6418025168025168,0.34448734448734447,0.34448734448734447,0.34448734448734447,0.34448734448734447,0.34448734448734447,0.34448734448734447,0.34448734448734447,0.34448734448734447,0.34448734448734447,0.5698019448019448,0.6460388960388961,0.6532067782067782,0.6658622908622909,0.6658086658086658,0.6424817674817674,0.6563170313170313,0.34448734448734447,0.5807772057772058,0.6411053911053911,0.6623230373230373,0.661965536965537,0.6586765336765337,0.6281817531817532,0.6497568997568998,0.34448734448734447,0.6391748891748892,0.5986879736879737,0.5972937222937222,0.6026919776919777,0.6028349778349779,0.6037287287287287,0.6012798512798513,0.597025597025597,0.6056949806949807,0.600975975975976,0.5927355927355927,0.6033712283712284,0.6018876018876019,0.6016552266552266,0.5964535964535964,0.6022987272987272,0.6061418561418561,0.6011011011011012,0.6050872300872301,0.6034784784784785,0.5984734734734735,0.5966502216502216,0.6034963534963534,0.5213182759479056,0.6663091663091663
3,0.35347847847847846,0.5516409266409267,0.5920920920920921,0.6598384098384098,0.6596954096954097,0.6636279136279136,0.6637887887887888,0.6636815386815387,0.6298977548977549,0.35347847847847846,0.35347847847847846,0.35347847847847846,0.35347847847847846,0.35347847847847846,0.35347847847847846,0.35347847847847846,0.35347847847847846,0.35347847847847846,0.556056056056056,0.5825468325468326,0.6599277849277849,0.6607142857142857,0.6627699127699128,0.6645574145574146,0.6646825396825397,0.35347847847847846,0.5388960388960389,0.6571750321750321,0.6586586586586587,0.6619119119119119,0.6639496639496639,0.6637351637351637,0.6625911625911626,0.35347847847847846,0.5072215072215073,0.5936114686114686,0.5948627198627199,0.5980265980265981,0.5954704704704705,0.5933075933075933,0.5997783497783498,0.5902509652509652,0.5893214643214644,0.5934863434863434,0.5858000858000858,0.58998283998284,0.5975260975260975,0.5926462176462176,0.5933969683969684,0.5883562133562134,0.5910732160732161,0.5861397111397112,0.5912698412698413,0.6007436007436008,0.5977405977405977,0.5971328471328471,0.5940940940940941,0.5180246383950088,0.6639496639496639
4,0.3615043615043615,0.5633490633490633,0.6005112255112255,0.649024024024024,0.6496317746317747,0.6393357643357643,0.6406763906763907,0.6237308737308738,0.6274667524667524,0.3615043615043615,0.3615043615043615,0.3615043615043615,0.3615043615043615,0.3615043615043615,0.3615043615043615,0.3615043615043615,0.3615043615043615,0.3615043615043615,0.5491026741026741,0.6030494780494781,0.6494530244530244,0.6493636493636493,0.6435006435006435,0.6264478764478765,0.6264300014300014,0.3615043615043615,0.5572894322894323,0.5747533247533247,0.6492027742027742,0.6502574002574003,0.6438402688402688,0.6483805233805234,0.6231052481052481,0.3615043615043615,0.5112433862433863,0.5914307164307164,0.5869083369083369,0.5905727155727156,0.5856213356213357,0.5924674674674675,0.5875875875875876,0.5874088374088374,0.582064207064207,0.5858894608894609,0.5837087087087087,0.5859073359073359,0.5899292149292149,0.5868189618189619,0.5879093379093379,0.5942370942370943,0.584048334048334,0.5932539682539683,0.585960960960961,0.5871049621049621,0.5870334620334621,0.5871049621049621,0.5848705848705849,0.5121609704943038,0.6502574002574003
5,0.3503861003861004,0.5175175175175175,0.601047476047476,0.6172779922779923,0.6399792649792649,0.6371013871013871,0.6336872586872587,0.6448233948233948,0.6329186329186329,0.3503861003861004,0.3503861003861004,0.3503861003861004,0.3503861003861004,0.3503861003861004,0.3503861003861004,0.3503861003861004,0.3503861003861004,0.3503861003861004,0.5389496639496639,0.612987987987988,0.6161876161876162,0.6287001287001287,0.6447340197340198,0.6469683969683969,0.6410517660517661,0.3503861003861004,0.5537501787501787,0.5678535678535679,0.6202809952809952,0.6387995137995138,0.6332582582582582,0.6455741455741456,0.6445373945373946,0.3503861003861004,0.5031638781638782,0.6043364793364794,0.5959888459888459,0.5938080938080939,0.5907693407693407,0.5972400972400972,0.5967038467038467,0.5940762190762191,0.5945945945945946,0.5922887172887172,0.598991848991849,0.5961318461318461,0.6012798512798513,0.5967753467753468,0.5940940940940941,0.5975260975260975,0.6004397254397255,0.5997247247247247,0.6012441012441012,0.5956492206492207,0.5931109681109681,0.591949091949092,0.5994565994565995,0.5031784429932578,0.6455741455741456
6,0.34277134277134275,0.5640640640640641,0.5492277992277992,0.6572822822822822,0.6573180323180323,0.6664342914342914,0.6665236665236666,0.6657014157014157,0.6435006435006435,0.34277134277134275,0.34277134277134275,0.34277134277134275,0.34277134277134275,0.34277134277134275,0.34277134277134275,0.34277134277134275,0.34277134277134275,0.34277134277134275,0.56493993993994,0.5556270556270556,0.6574431574431574,0.6588016588016588,0.6626805376805377,0.6664342914342914,0.667024167024167,0.34277134277134275,0.5155333905333905,0.6534749034749034,0.6557450307450308,0.6609287859287859,0.6666130416130416,0.6663985413985414,0.6662197912197912,0.34277134277134275,0.6425175175175175,0.5995102245102245,0.6023881023881024,0.6009938509938509,0.5975618475618476,0.6024596024596025,0.6057664807664808,0.5989382239382239,0.5984377234377234,0.597937222937223,0.594040469040469,0.5994208494208494,0.600975975975976,0.6002073502073502,0.6019233519233519,0.5928249678249679,0.6052659802659802,0.6053196053196053,0.5998140998140998,0.5967932217932218,0.5980444730444731,0.6037823537823538,0.6052838552838553,0.5173321469617767,0.6666130416130416
7,0.35590948090948094,0.5718396968396968,0.6401758901758902,0.6428928928928929,0.6531889031889032,0.6523309023309023,0.6514014014014013,0.6513656513656514,0.6387280137280137,0.35590948090948094,0.35590948090948094,0.35590948090948094,0.35590948090948094,0.35590948090948094,0.35590948090948094,0.35590948090948094,0.35590948090948094,0.35590948090948094,0.5772915772915773,0.637065637065637,0.6443407693407693,0.6493636493636493,0.6527420277420277,0.6526347776347776,0.6492027742027742,0.35590948090948094,0.49896324896324895,0.5896074646074646,0.6307378807378807,0.6481481481481481,0.648040898040898,0.6479336479336479,0.6517767767767768,0.35590948090948094,0.512905762905763,0.5948805948805949,0.591001716001716,0.5897504647504648,0.5973294723294723,0.5899292149292149,0.5924674674674675,0.5933433433433434,0.5941477191477191,0.583976833976834,0.5873730873730874,0.5917524667524667,0.5892142142142142,0.592985842985843,0.5898577148577149,0.5924138424138424,0.592056342056342,0.5920920920920921,0.5915558415558415,0.5942192192192193,0.5939332189332189,0.5891784641784642,0.5897683397683398,0.5127793137052397,0.6531889031889032
8,0.35344272844272845,0.561901186901187,0.637029887029887,0.6516159016159017,0.6566924066924067,0.657014157014157,0.6564957814957815,0.6565136565136566,0.6325075075075075,0.35344272844272845,0.35344272844272845,0.35344272844272845,0.35344272844272845,0.35344272844272845,0.35344272844272845,0.35344272844272845,0.35344272844272845,0.35344272844272845,0.5713928213928214,0.6406048906048906,0.652027027027027,0.6578006578006578,0.6567817817817818,0.6558880308880309,0.6563170313170313,0.35344272844272845,0.5312812812812813,0.5773094523094523,0.6419633919633919,0.6402831402831403,0.6452523952523953,0.6543507793507793,0.6539039039039038,0.35344272844272845,0.506971256971257,0.5964714714714715,0.5919669669669669,0.5916809666809667,0.5973473473473474,0.5920384670384671,0.5947912197912197,0.5898577148577149,0.592056342056342,0.586979836979837,0.5946660946660947,0.5948269698269698,0.5973652223652224,0.5874267124267124,0.5971864721864721,0.5935042185042185,0.588034463034463,0.5906442156442157,0.6012441012441012,0.5955419705419706,0.5928249678249679,0.5876769626769627,0.5902509652509652,0.5129242999613369,0.657014157014157
9,0.3477048477048477,0.56999856999857,0.5728406978406978,0.64509152009152,0.6451987701987701,0.6541005291005291,0.652009152009152,0.6513120263120263,0.6381381381381381,0.3477048477048477,0.3477048477048477,0.3477048477048477,0.3477048477048477,0.3477048477048477,0.3477048477048477,0.3477048477048477,0.3477048477048477,0.3477048477048477,0.5683361933361933,0.5750572000572001,0.6444122694122694,0.6467538967538967,0.6534391534391535,0.6537787787787788,0.6518125268125268,0.3477048477048477,0.5444551694551695,0.58994708994709,0.6463070213070213,0.626966251966252,0.6279315029315029,0.6284320034320034,0.6208351208351208,0.3477048477048477,0.6377270127270127,0.5909838409838409,0.6021736021736022,0.596954096954097,0.5980265980265981,0.6028707278707278,0.5970970970970971,0.5988488488488488,0.6039611039611039,0.6034963534963534,0.5942728442728443,0.5957028457028457,0.6049263549263549,0.5947197197197197,0.5906263406263407,0.5994744744744744,0.596024596024596,0.5997068497068497,0.5960782210782211,0.6025132275132276,0.594952094952095,0.5979193479193479,0.5997962247962247,0.5102238481868111,0.6541005291005291
