,abilities
kmeans_n_clusters_1,0.51621914
kmeans_n_clusters_2,0.5464263
kmeans_n_clusters_3,0.5402794
kmeans_n_clusters_4,0.5398555
kmeans_n_clusters_5,0.4945937
kmeans_n_clusters_6,0.49490014
kmeans_n_clusters_7,0.46482107
kmeans_n_clusters_8,0.4708694
dbscan_eps_0_1_min_samples_2,0.51621914
dbscan_eps_0_2_min_samples_2,0.51621914
dbscan_eps_0_3_min_samples_2,0.51621914
dbscan_eps_0_4_min_samples_2,0.51621914
dbscan_eps_0_5_min_samples_2,0.51621914
dbscan_eps_0_6_min_samples_2,0.51621914
dbscan_eps_0_7_min_samples_2,0.51621914
dbscan_eps_0_8_min_samples_2,0.51621914
dbscan_eps_0_9_min_samples_2,0.51621914
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.51621914
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.48651063
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4446086
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.454263
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.43644413
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.42572242
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.42401287
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.43065295
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.51621914
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.547802
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5322255
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.49489415
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4777794
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4644848
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.45564786
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.44291803
mean_shift_,0.52516305
optics_,0.51744205
random_model_n1,0.45853087
random_model_n2,0.45835757
average_model,0.4939613
optimal_clustering,0.5491812
