,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,average_model,optimal_clustering
0,0.6460749792874897,0.4497203811101906,0.40990057995029,0.36593827671913837,0.3650579950289975,0.3650579950289975,0.36593827671913837,0.3662489643744822,0.6460749792874897,0.6460749792874897,0.6460749792874897,0.6460749792874897,0.6460749792874897,0.6460749792874897,0.6460749792874897,0.6460749792874897,0.6460749792874897,0.6460749792874897,0.5376449875724938,0.4621996685998343,0.47700911350455677,0.4485811930405965,0.3734983429991715,0.3666632145816073,0.439364125932063,0.6460749792874897,0.6451429163214581,0.6451946975973488,0.64529826014913,0.64529826014913,0.64529826014913,0.64529826014913,0.6444179784589892,0.34740057995029,0.6414664457332229,0.56664825554635,0.6460749792874897
1,0.6626967688483845,0.4769055509527755,0.4215513670256835,0.4225869925434963,0.4349109362054681,0.41787489643744824,0.4138359569179785,0.415907207953604,0.6626967688483845,0.6626967688483845,0.6626967688483845,0.6626967688483845,0.6626967688483845,0.6626967688483845,0.6626967688483845,0.6626967688483845,0.6626967688483845,0.6626967688483845,0.49373446561723283,0.43019884009942005,0.4076222038111019,0.36728458989229495,0.36904515327257664,0.35749792874896436,0.35568558409279205,0.6626967688483845,0.6631110190555095,0.6632663628831814,0.6633699254349628,0.6633699254349628,0.6633699254349628,0.6633699254349628,0.6626967688483845,0.6189415907207954,0.6485604805302403,0.6001219736720979,0.6633699254349628
2,0.6376346313173157,0.489125932062966,0.44071043910521956,0.431493371996686,0.44257456503728254,0.4275062137531069,0.4243993371996686,0.3639188069594035,0.6376346313173157,0.6376346313173157,0.6376346313173157,0.6376346313173157,0.6376346313173157,0.6376346313173157,0.6376346313173157,0.6376346313173157,0.6376346313173157,0.6376346313173157,0.49746271748135873,0.4586267605633803,0.40782932891466445,0.40425642087821045,0.38048881524440764,0.3847348798674399,0.3777444076222038,0.6376346313173157,0.6378417564208783,0.6378935376967688,0.6377899751449876,0.6377899751449876,0.6377899751449876,0.6377899751449876,0.637013256006628,0.34740057995029,0.6267087821043911,0.5730269416060635,0.6378935376967688
3,0.6396541010770506,0.4608015741507871,0.4209817729908865,0.4125932062966031,0.38380281690140844,0.39384838442419223,0.34734879867439933,0.3951946975973488,0.6396541010770506,0.6396541010770506,0.6396541010770506,0.6396541010770506,0.6396541010770506,0.6396541010770506,0.6396541010770506,0.6396541010770506,0.6396541010770506,0.6396541010770506,0.5250103562551781,0.43014705882352944,0.45619304059652027,0.39757663628831813,0.385149130074565,0.381006628003314,0.3775890637945319,0.6396541010770506,0.6397576636288318,0.6393951946975973,0.6385666942833471,0.6385666942833471,0.6385666942833471,0.6385666942833471,0.6381006628003314,0.33331607290803644,0.6354598177299089,0.5663356500659733,0.6397576636288318
4,0.664043082021541,0.48053024026512015,0.422483429991715,0.4242439933719967,0.4371893123446562,0.41891052195526096,0.41559652029826016,0.4166321458160729,0.664043082021541,0.664043082021541,0.664043082021541,0.664043082021541,0.664043082021541,0.664043082021541,0.664043082021541,0.664043082021541,0.664043082021541,0.664043082021541,0.49570215410107704,0.4299917149958575,0.4085542667771334,0.389446975973488,0.36987365368682684,0.366559652029826,0.3623653686826843,0.664043082021541,0.6644573322286661,0.664612676056338,0.6645091135045568,0.6645091135045568,0.6645091135045568,0.6645091135045568,0.6638359569179785,0.618423777961889,0.6498032311516155,0.6014529442449906,0.664612676056338
5,0.6560169842584921,0.4667046396023198,0.41766777133388566,0.40596520298260147,0.373135874067937,0.38980944490472247,0.3913628831814416,0.3905343827671914,0.6560169842584921,0.6560169842584921,0.6560169842584921,0.6560169842584921,0.6560169842584921,0.6560169842584921,0.6560169842584921,0.6560169842584921,0.6560169842584921,0.6560169842584921,0.48156586578293287,0.43330571665285833,0.40622410936205466,0.3726698425849213,0.3744821872410936,0.37261806130903063,0.3670774647887324,0.6560169842584921,0.6565347970173985,0.6564830157415079,0.655758077879039,0.655758077879039,0.655758077879039,0.655758077879039,0.6552920463960232,0.6092584921292461,0.649026512013256,0.5889257111295222,0.6565347970173985
6,0.6382560066280033,0.4884009942004971,0.4385356255178128,0.44164250207125105,0.452516570008285,0.4373446561723281,0.43413421706710853,0.4351698425849213,0.6382560066280033,0.6382560066280033,0.6382560066280033,0.6382560066280033,0.6382560066280033,0.6382560066280033,0.6382560066280033,0.6382560066280033,0.6382560066280033,0.6382560066280033,0.5016052195526097,0.4618371996685998,0.4270919635459818,0.40663835956917976,0.39322700911350456,0.3772783761391881,0.38256006628003314,0.6382560066280033,0.6388773819386909,0.6390327257663628,0.6392398508699254,0.6392398508699254,0.6392398508699254,0.6392398508699254,0.6387738193869097,0.6006110190555095,0.34693454846727423,0.576657384393507,0.6392398508699254
7,0.6589685169842585,0.4630281690140845,0.4137841756420878,0.40259942004971,0.36987365368682684,0.3858222866611433,0.3871685998342999,0.3863400994200497,0.6589685169842585,0.6589685169842585,0.6589685169842585,0.6589685169842585,0.6589685169842585,0.6589685169842585,0.6589685169842585,0.6589685169842585,0.6589685169842585,0.6589685169842585,0.48058202154101076,0.4336681855840928,0.40234051367025686,0.40265120132560067,0.37287696768848383,0.36894159072079535,0.35672120961060483,0.6589685169842585,0.6594863297431649,0.6594345484672742,0.6587096106048053,0.6587096106048053,0.6587096106048053,0.6587096106048053,0.6581400165700083,0.6120028997514498,0.6515637945318973,0.5901013378747431,0.6594863297431649
8,0.6612468931234465,0.457953603976802,0.4091238608119304,0.3985604805302403,0.36562758906379456,0.38126553438276717,0.3825082850041425,0.38147265948632975,0.6612468931234465,0.6612468931234465,0.6612468931234465,0.6612468931234465,0.6612468931234465,0.6612468931234465,0.6612468931234465,0.6612468931234465,0.6612468931234465,0.6612468931234465,0.4770608947804474,0.45997307373653684,0.38421706710853354,0.41932477216238606,0.3759838442419221,0.3514913007456504,0.3518019884009942,0.6612468931234465,0.6617647058823529,0.6615057995028998,0.6606772990886496,0.6606772990886496,0.6606772990886496,0.6606772990886496,0.6601077050538525,0.6129349627174814,0.6548777961888981,0.590523259382,0.6617647058823529
9,0.6361329743164872,0.47167564208782103,0.4282311516155758,0.41818558409279205,0.3887738193869097,0.4033761391880696,0.40430820215410107,0.4033761391880696,0.6361329743164872,0.6361329743164872,0.6361329743164872,0.6361329743164872,0.6361329743164872,0.6361329743164872,0.6361329743164872,0.6361329743164872,0.6361329743164872,0.6361329743164872,0.48425849212924604,0.4605426677713339,0.41803024026512015,0.3862883181441591,0.4137323943661972,0.3746375310687655,0.3833367854183927,0.6361329743164872,0.636857912178956,0.6365990057995029,0.6361847555923777,0.6361847555923777,0.6361847555923777,0.6361847555923777,0.6358222866611434,0.3385459817729909,0.6302816901408451,0.568082788671024,0.636857912178956
10,0.7111640430820215,0.6170774647887324,0.6037696768848384,0.5965720795360397,0.4773715824357912,0.4751967688483844,0.3670774647887324,0.3595691797845899,0.7111640430820215,0.7111640430820215,0.7111640430820215,0.7111640430820215,0.7111640430820215,0.7111640430820215,0.7111640430820215,0.7111640430820215,0.7111640430820215,0.7111640430820215,0.44153893951946976,0.44557787903893953,0.33999585749792877,0.32938069594034797,0.32031897265948633,0.31990472245236123,0.30763256006628004,0.7111640430820215,0.7120961060480531,0.7123550124275062,0.712251449875725,0.712251449875725,0.712251449875725,0.712251449875725,0.7117854183927091,0.6799399337199669,0.7056234465617233,0.655194237319341,0.7123550124275062
11,0.6728458989229494,0.44739022369511183,0.3867543496271748,0.374430405965203,0.3911039768019884,0.362417149958575,0.3649026512013256,0.3627278376139188,0.6728458989229494,0.6728458989229494,0.6728458989229494,0.6728458989229494,0.6728458989229494,0.6728458989229494,0.6728458989229494,0.6728458989229494,0.6728458989229494,0.6728458989229494,0.533036454018227,0.4323218724109362,0.4136288318144159,0.40793289146644574,0.3470381110190555,0.34408657829328915,0.3633492129246065,0.6728458989229494,0.6729494614747308,0.6727941176470589,0.6722763048881525,0.6722763048881525,0.6722763048881525,0.6722763048881525,0.6720173985086992,0.6320940347970174,0.6659589892294946,0.5961463223787168,0.6729494614747308
12,0.6418289146644574,0.45272369511184757,0.4128003314001657,0.36925227837613916,0.36826843413421706,0.36837199668599835,0.36925227837613916,0.36977009113504555,0.6418289146644574,0.6418289146644574,0.6418289146644574,0.6418289146644574,0.6418289146644574,0.6418289146644574,0.6418289146644574,0.6418289146644574,0.6418289146644574,0.6418289146644574,0.5290492957746479,0.43201118475559236,0.4618889809444905,0.4131628003314002,0.37246271748135873,0.38354391052195524,0.4264188069594035,0.6418289146644574,0.6407932891466446,0.6409486329743165,0.6412593206296603,0.6412593206296603,0.6412593206296603,0.6412593206296603,0.640171913835957,0.33191797845898924,0.6377381938690969,0.5639690539752678,0.6418289146644574
13,0.6995650372825186,0.584248135874068,0.5730115990057995,0.5626035625517812,0.3554784589892295,0.3410314830157415,0.36428127589063797,0.35718724109362054,0.6995650372825186,0.6995650372825186,0.6995650372825186,0.6995650372825186,0.6995650372825186,0.6995650372825186,0.6995650372825186,0.6995650372825186,0.6995650372825186,0.6995650372825186,0.45407000828500416,0.42020505385252693,0.3625724937862469,0.33347141673570835,0.33036454018227007,0.3396851698425849,0.31840306545153274,0.6995650372825186,0.7001864125932062,0.7005488815244407,0.7006524440762221,0.7006524440762221,0.7006524440762221,0.7006524440762221,0.7003935376967688,0.6681338028169014,0.6907104391052196,0.6331718524655559,0.7006524440762221
14,0.642450289975145,0.45572700911350456,0.4204639602319801,0.411039768019884,0.38214581607290804,0.39457332228666114,0.396023198011599,0.39591963545981773,0.642450289975145,0.642450289975145,0.642450289975145,0.642450289975145,0.642450289975145,0.642450289975145,0.642450289975145,0.642450289975145,0.642450289975145,0.642450289975145,0.5308098591549296,0.4503935376967689,0.4277651201325601,0.37872825186412595,0.4274026512013256,0.3772265948632974,0.364125932062966,0.642450289975145,0.6427609776304888,0.6425020712510356,0.6419842584921293,0.6419842584921293,0.6419842584921293,0.6419842584921293,0.641725352112676,0.33150372825186414,0.6387738193869097,0.5699277363527571,0.6427609776304888
