,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,average_model,optimal_clustering
0,0.32539149888143176,0.7177852348993289,0.7177852348993289,0.6935123042505593,0.6994407158836689,0.6935123042505593,0.7044742729306488,0.7044742729306488,0.33344519015659957,0.6665548098434004,0.6947427293064877,0.7158836689038032,0.7192393736017897,0.7201342281879195,0.7201342281879195,0.7201342281879195,0.7201342281879195,0.32539149888143176,0.7177852348993289,0.7177852348993289,0.7177852348993289,0.7177852348993289,0.7114093959731543,0.7034675615212528,0.707158836689038,0.32539149888143176,0.7177852348993289,0.7177852348993289,0.7201342281879195,0.7114093959731543,0.713758389261745,0.713758389261745,0.7089485458612975,0.7177852348993289,0.669351230425056,0.5731543624161074,0.5606263982102908,0.602013422818792,0.5407158836689038,0.5546979865771812,0.5700223713646533,0.5747203579418344,0.5501118568232662,0.5409395973154363,0.5752796420581655,0.5684563758389262,0.5730425055928412,0.5621923937360179,0.5390380313199105,0.5134228187919463,0.5380313199105146,0.55,0.5308724832214765,0.5467561521252796,0.5385906040268457,0.5108501118568233,0.546420581655481,0.5340044742729306,0.5469798657718121,0.5445190156599553,0.5533557046979866,0.6660328113348248,0.7201342281879195
1,0.313758389261745,0.7115212527964205,0.7115212527964205,0.7176733780760627,0.7153243847874721,0.7176733780760627,0.7089485458612975,0.7089485458612975,0.3227069351230425,0.6763982102908277,0.6983221476510068,0.7172259507829978,0.7152125279642059,0.7111856823266219,0.7111856823266219,0.7111856823266219,0.7111856823266219,0.313758389261745,0.7115212527964205,0.7115212527964205,0.7115212527964205,0.7115212527964205,0.7201342281879195,0.7089485458612975,0.7108501118568232,0.313758389261745,0.7115212527964205,0.7115212527964205,0.7111856823266219,0.7201342281879195,0.7197986577181208,0.7197986577181208,0.7089485458612975,0.7115212527964205,0.7006711409395974,0.5389261744966443,0.5637583892617449,0.4843400447427293,0.5391498881431768,0.5893736017897092,0.5655480984340044,0.5446308724832215,0.5931767337807606,0.5360178970917227,0.579082774049217,0.55,0.574496644295302,0.5631991051454138,0.5437360178970917,0.5739373601789709,0.541834451901566,0.5451901565995526,0.5681208053691276,0.5524608501118569,0.5782997762863534,0.5897091722595078,0.5467561521252796,0.560738255033557,0.5315436241610738,0.5463087248322148,0.5395973154362416,0.6669939514458529,0.7201342281879195
2,0.31588366890380315,0.7167785234899329,0.7167785234899329,0.7151006711409396,0.7120805369127516,0.7151006711409396,0.7041387024608501,0.7041387024608501,0.32416107382550335,0.6721476510067114,0.6957494407158836,0.7193512304250559,0.7189038031319911,0.7164429530201343,0.7164429530201343,0.7164429530201343,0.7164429530201343,0.31588366890380315,0.7167785234899329,0.7167785234899329,0.7167785234899329,0.7167785234899329,0.7193512304250559,0.7041387024608501,0.7053691275167785,0.31588366890380315,0.7167785234899329,0.7167785234899329,0.7164429530201343,0.7193512304250559,0.7190156599552573,0.7190156599552573,0.7041387024608501,0.7167785234899329,0.6978747203579418,0.5345637583892617,0.5768456375838926,0.578076062639821,0.5794183445190156,0.5628635346756152,0.5451901565995526,0.56834451901566,0.5906040268456376,0.5448545861297539,0.538255033557047,0.5665548098434005,0.5696868008948546,0.5725950782997763,0.5592841163310962,0.5108501118568233,0.5470917225950783,0.5470917225950783,0.5696868008948546,0.5421700223713647,0.5270693512304251,0.5931767337807606,0.5497762863534675,0.569910514541387,0.5680089485458613,0.5508948545861297,0.5390380313199105,0.6680793769160659,0.7193512304250559
3,0.32874720357941833,0.7104026845637584,0.7104026845637584,0.7064876957494407,0.7023489932885906,0.7064876957494407,0.6959731543624161,0.6959731543624161,0.33635346756152124,0.34116331096196867,0.6851230425055929,0.7131991051454138,0.7123042505592841,0.7100671140939597,0.7100671140939597,0.7100671140939597,0.7100671140939597,0.32874720357941833,0.7104026845637584,0.7104026845637584,0.7104026845637584,0.7104026845637584,0.7167785234899329,0.6959731543624161,0.6972035794183445,0.32874720357941833,0.7104026845637584,0.7104026845637584,0.7100671140939597,0.7167785234899329,0.7164429530201343,0.7164429530201343,0.6959731543624161,0.7104026845637584,0.687248322147651,0.5659955257270693,0.5327740492170022,0.4847874720357942,0.573489932885906,0.5517897091722596,0.5599552572706935,0.5550335570469799,0.5889261744966443,0.5837807606263982,0.5343400447427293,0.556599552572707,0.55917225950783,0.5589485458612975,0.5636465324384787,0.5678970917225951,0.5449664429530201,0.5495525727069351,0.5257270693512305,0.54082774049217,0.5548098434004475,0.5868008948545861,0.5483221476510067,0.5409395973154363,0.5652125279642058,0.5678970917225951,0.5668903803131992,0.6514127102493992,0.7167785234899329
4,0.33165548098434006,0.7070469798657718,0.7070469798657718,0.6825503355704698,0.6904921700223714,0.6825503355704698,0.6961968680089485,0.6961968680089485,0.3390380313199105,0.6558165548098434,0.6893736017897092,0.7040268456375839,0.7067114093959731,0.707158836689038,0.707158836689038,0.707158836689038,0.707158836689038,0.33165548098434006,0.7070469798657718,0.7070469798657718,0.7070469798657718,0.7070469798657718,0.7011185682326622,0.6945190156599552,0.6957494407158836,0.33165548098434006,0.7070469798657718,0.7070469798657718,0.707158836689038,0.7011185682326622,0.7012304250559284,0.7012304250559284,0.7,0.7070469798657718,0.4105145413870246,0.5697986577181208,0.5459731543624161,0.49038031319910513,0.5398210290827741,0.520917225950783,0.5431767337807606,0.5294183445190157,0.532662192393736,0.548993288590604,0.5694630872483222,0.5426174496644295,0.5275167785234899,0.5626398210290827,0.5495525727069351,0.5181208053691275,0.5465324384787472,0.5615212527964206,0.5612975391498881,0.5724832214765101,0.5572706935123043,0.5796420581655481,0.5465324384787472,0.5513422818791947,0.5793064876957494,0.545413870246085,0.5475391498881432,0.6478291490595741,0.707158836689038
5,0.3251677852348993,0.6817673378076062,0.6817673378076062,0.6930648769574944,0.6931767337807606,0.6930648769574944,0.6853467561521253,0.6853467561521253,0.3321029082774049,0.3635346756152125,0.6614093959731544,0.6614093959731544,0.6753914988814318,0.6838926174496645,0.6838926174496645,0.6838926174496645,0.6838926174496645,0.3251677852348993,0.6817673378076062,0.6817673378076062,0.6817673378076062,0.6817673378076062,0.6874720357941835,0.6874720357941835,0.672930648769575,0.3251677852348993,0.6817673378076062,0.6817673378076062,0.6838926174496645,0.6874720357941835,0.6874720357941835,0.6874720357941835,0.6838926174496645,0.6817673378076062,0.4178970917225951,0.5407158836689038,0.5684563758389262,0.4959731543624161,0.5476510067114094,0.5804250559284116,0.5568232662192394,0.5648769574944071,0.5380313199105146,0.5400447427293065,0.5412751677852349,0.5682326621923938,0.532662192393736,0.5697986577181208,0.5652125279642058,0.5131991051454139,0.5737136465324385,0.5450782997762863,0.5395973154362416,0.5722595078299776,0.5376957494407159,0.5695749440715884,0.5630872483221476,0.570917225950783,0.5480984340044742,0.5498881431767337,0.5552572706935123,0.6217292236307896,0.6931767337807606
6,0.3429530201342282,0.7004474272930649,0.7004474272930649,0.675503355704698,0.6684563758389261,0.675503355704698,0.6817673378076062,0.6817673378076062,0.35078299776286354,0.3553691275167785,0.6776286353467561,0.7001118568232663,0.7016778523489933,0.701006711409396,0.701006711409396,0.701006711409396,0.701006711409396,0.3429530201342282,0.7004474272930649,0.7004474272930649,0.7004474272930649,0.7004474272930649,0.6998881431767338,0.6814317673378076,0.6799776286353467,0.3429530201342282,0.7004474272930649,0.7004474272930649,0.701006711409396,0.6998881431767338,0.7004474272930649,0.7004474272930649,0.682662192393736,0.7004474272930649,0.40615212527964206,0.5175615212527964,0.5331096196868009,0.5619686800894854,0.5379194630872484,0.5210290827740492,0.5335570469798657,0.552013422818792,0.5372483221476511,0.5403803131991052,0.569351230425056,0.5399328859060403,0.567337807606264,0.5510067114093959,0.5335570469798657,0.5671140939597316,0.5368008948545862,0.5401565995525727,0.5309843400447427,0.5344519015659955,0.5328859060402684,0.5728187919463087,0.5587248322147651,0.5514541387024608,0.5253914988814318,0.5379194630872484,0.5480984340044742,0.6315311956251554,0.7016778523489933
7,0.32281879194630875,0.7109619686800895,0.7109619686800895,0.6878076062639821,0.6874720357941835,0.6878076062639821,0.6985458612975392,0.6985458612975392,0.33109619686800895,0.6636465324384787,0.6903803131991052,0.7142058165548099,0.7148769574944072,0.7115212527964205,0.7115212527964205,0.7115212527964205,0.7115212527964205,0.32281879194630875,0.7109619686800895,0.7109619686800895,0.7109619686800895,0.7109619686800895,0.711744966442953,0.6975391498881431,0.6992170022371365,0.32281879194630875,0.7109619686800895,0.7109619686800895,0.7115212527964205,0.711744966442953,0.7123042505592841,0.7123042505592841,0.7001118568232663,0.7109619686800895,0.3934004474272931,0.5714765100671141,0.5616331096196868,0.5756152125279642,0.5803131991051454,0.5210290827740492,0.5649888143176733,0.5299776286353468,0.5461968680089485,0.5774049217002237,0.5785234899328859,0.5472035794183445,0.56834451901566,0.5388143176733781,0.5536912751677853,0.5741610738255034,0.5765100671140939,0.5526845637583893,0.5303131991051454,0.5485458612975391,0.5636465324384787,0.5587248322147651,0.5522371364653244,0.5368008948545862,0.5542505592841164,0.5718120805369128,0.5493288590604026,0.6504557129836771,0.7148769574944072
8,0.3347874720357942,0.7001118568232663,0.7001118568232663,0.6939597315436241,0.691834451901566,0.6939597315436241,0.6843400447427294,0.6843400447427294,0.342841163310962,0.35548098434004477,0.6541387024608502,0.7004474272930649,0.7008948545861298,0.6993288590604027,0.6993288590604027,0.6993288590604027,0.6993288590604027,0.3347874720357942,0.7001118568232663,0.7001118568232663,0.7001118568232663,0.7001118568232663,0.7040268456375839,0.6843400447427294,0.6853467561521253,0.3347874720357942,0.7001118568232663,0.7001118568232663,0.6993288590604027,0.7040268456375839,0.7032438478747204,0.7032438478747204,0.6843400447427294,0.7001118568232663,0.39284116331096197,0.5302013422818792,0.5474272930648769,0.5937360178970917,0.5375838926174497,0.5484340044742729,0.5606263982102908,0.5574944071588367,0.5840044742729307,0.581096196868009,0.533668903803132,0.5612975391498881,0.5284116331096197,0.5567114093959732,0.5354586129753915,0.564317673378076,0.5456375838926174,0.5494407158836689,0.5593959731543624,0.5644295302013422,0.5267337807606264,0.5072706935123042,0.5438478747203579,0.5574944071588367,0.5672259507829978,0.5404921700223714,0.5648769574944071,0.6317300521998509,0.7040268456375839
9,0.31029082774049216,0.7165548098434005,0.7165548098434005,0.7195749440715884,0.7161073825503356,0.7195749440715884,0.711744966442953,0.711744966442953,0.3187919463087248,0.6784116331096197,0.7011185682326622,0.720917225950783,0.7175615212527964,0.7153243847874721,0.7153243847874721,0.7153243847874721,0.7153243847874721,0.31029082774049216,0.7165548098434005,0.7165548098434005,0.7165548098434005,0.7165548098434005,0.724496644295302,0.711744966442953,0.7129753914988815,0.31029082774049216,0.7165548098434005,0.7165548098434005,0.7153243847874721,0.724496644295302,0.7232662192393736,0.7232662192393736,0.711744966442953,0.7165548098434005,0.7036912751677852,0.5692393736017897,0.5351230425055928,0.5789709172259507,0.5401565995525727,0.521923937360179,0.5714765100671141,0.5690156599552573,0.5968680089485459,0.546420581655481,0.5868008948545861,0.5510067114093959,0.5692393736017897,0.5708053691275168,0.5666666666666667,0.5803131991051454,0.5809843400447428,0.5636465324384787,0.5684563758389262,0.5554809843400448,0.5813199105145413,0.5694630872483222,0.5506711409395973,0.5435123042505593,0.5587248322147651,0.5385906040268457,0.5766219239373602,0.6697033722760792,0.724496644295302
