,abilities
kmeans_n_clusters_1,0.5196933
kmeans_n_clusters_2,0.53599125
kmeans_n_clusters_3,0.53390026
kmeans_n_clusters_4,0.5316164
kmeans_n_clusters_5,0.5155241
kmeans_n_clusters_6,0.51396847
kmeans_n_clusters_7,0.50416684
kmeans_n_clusters_8,0.503944
dbscan_eps_0_1_min_samples_2,0.5196933
dbscan_eps_0_2_min_samples_2,0.5196933
dbscan_eps_0_3_min_samples_2,0.5196933
dbscan_eps_0_4_min_samples_2,0.5196933
dbscan_eps_0_5_min_samples_2,0.5196933
dbscan_eps_0_6_min_samples_2,0.5196933
dbscan_eps_0_7_min_samples_2,0.5196933
dbscan_eps_0_8_min_samples_2,0.5196933
dbscan_eps_0_9_min_samples_2,0.5196933
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5196933
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5100214
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.49113187
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49646893
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.48812854
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.48333913
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.48271468
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48618564
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5196933
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.53690547
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5311551
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.51568866
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5093767
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5028004
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49883768
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49394047
mean_shift_,0.5237844
optics_,0.52017814
random_model_n1,0.49704367
random_model_n2,0.49708173
random_model_n3,0.49779546
random_model_n4,0.49715433
random_model_n5,0.49723646
random_model_n6,0.49714217
random_model_n7,0.49724934
random_model_n8,0.4971905
random_model_n9,0.49728033
random_model_n10,0.49696717
random_model_n11,0.49720836
random_model_n12,0.4970299
random_model_n13,0.4968811
random_model_n14,0.49711648
random_model_n15,0.4971591
random_model_n16,0.49695686
random_model_n17,0.49719962
random_model_n18,0.49721777
random_model_n19,0.49744263
random_model_n20,0.49697778
random_model_n21,0.4973255
random_model_n22,0.49731424
random_model_n23,0.49724633
random_model_n24,0.49690658
random_model_n25,0.497704
random_model_n26,0.4971602
random_model_n27,0.49715397
random_model_n28,0.49705982
random_model_n29,0.49725452
random_model_n30,0.4971635
random_model_n31,0.4970865
random_model_n32,0.49743733
random_model_n33,0.49707794
random_model_n34,0.49769658
random_model_n35,0.49726453
random_model_n36,0.49719557
random_model_n37,0.4975599
random_model_n38,0.49722663
random_model_n39,0.49705845
random_model_n40,0.49740523
random_model_n41,0.49750906
random_model_n42,0.4970669
random_model_n43,0.4971344
random_model_n44,0.49711797
random_model_n45,0.49717128
random_model_n46,0.49698272
random_model_n47,0.49720722
random_model_n48,0.49723306
random_model_n49,0.49707466
random_model_n50,0.49706268
random_model_n51,0.497073
average_model,0.51273185
optimal_clustering,0.5382714
