,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,average_model,optimal_clustering
0,0.39066935788247265,0.5570324422783439,0.5996652390095013,0.6083952805264281,0.6123008254155795,0.612169546595776,0.6158781732552224,0.6107254795779385,0.6009452075025845,0.39066935788247265,0.39066935788247265,0.39066935788247265,0.39066935788247265,0.39066935788247265,0.39066935788247265,0.39066935788247265,0.39066935788247265,0.39066935788247265,0.5370452419632747,0.5940530694629055,0.6082968214115755,0.6042928174075715,0.6103644628234792,0.6067871149838363,0.6137120727284662,0.39066935788247265,0.575017640591411,0.5998293375342556,0.6070496726234431,0.5967442852688755,0.6088875761006909,0.6102331840036758,0.6122680057106287,0.39066935788247265,0.39066935788247265,0.5534222747337502,0.5505997801079768,0.5538161111931603,0.5509936165673871,0.5491557130901393,0.5498121071891564,0.5509607968624362,0.5508295180426328,0.5473506293178424,0.552339224470372,0.548335220466368,0.5531925367990942,0.5524705032901754,0.5385221286860631,0.5534222747337502,0.5509279771574853,0.5441342982326589,0.5441342982326589,0.5480726628267611,0.5402615730484583,0.5411148853771804,0.5371765207830782,0.5484008598762697,0.554341226472374,0.5463003987594152,0.5450532499712828,0.5506325998129277,0.5079694144660751,0.6158781732552224
1,0.3989071038251366,0.5370780616682256,0.5335663532384843,0.5774134790528234,0.5778073155122335,0.5855855855855856,0.5896552289994913,0.5783324307914471,0.5851589294212245,0.3989071038251366,0.3989071038251366,0.3989071038251366,0.3989071038251366,0.3989071038251366,0.3989071038251366,0.3989071038251366,0.3989071038251366,0.3989071038251366,0.5419025582960009,0.5516171909614532,0.5774462987577742,0.5629728088744482,0.5910992960173288,0.585290208241028,0.5878173255222435,0.3989071038251366,0.5253286072958204,0.5241799176225406,0.547219350498039,0.5621851359556278,0.5685849784210439,0.5536191929634553,0.5757724938052807,0.3989071038251366,0.3989071038251366,0.5502387633535174,0.5466614155138745,0.5388503257355717,0.5456440046603981,0.5437076420682978,0.5422307553455095,0.5418369188860992,0.5470224322683339,0.5440358391178063,0.5486305978109257,0.5428871494445265,0.5443968558722657,0.542099476525706,0.5475475475475475,0.5447250529217742,0.5425261326900671,0.5473178096128916,0.5457096440702998,0.550107484533714,0.5453814470207913,0.5505341406980752,0.5408195080326228,0.5514859121416499,0.5422963947554111,0.5441671179376097,0.5438061011831503,0.5468255140386288,0.489198974323443,0.5896552289994913
2,0.3921626544577364,0.5757889036577561,0.6211129161948834,0.6258061340028553,0.6307947291553849,0.6305978109256798,0.6293834818424983,0.6082147721491984,0.5958089236777762,0.3921626544577364,0.3921626544577364,0.3921626544577364,0.3921626544577364,0.3921626544577364,0.3921626544577364,0.3921626544577364,0.3921626544577364,0.3921626544577364,0.5672886000754853,0.6230820984919345,0.6251497399038383,0.6301383350563678,0.6300726956464662,0.6032589967016196,0.6190124550780288,0.3921626544577364,0.581368253499401,0.6233118364265905,0.6252810187236417,0.6236072137711482,0.6236072137711482,0.6226882620325244,0.6053922775234251,0.3921626544577364,0.3921626544577364,0.5411969346395575,0.5449383810039548,0.5506161899604523,0.5461198903821854,0.5559329821624903,0.5530776678317662,0.5484172697287452,0.5450696598237582,0.5464809071366449,0.5458901524475295,0.5530776678317662,0.5476952362198264,0.5501567140911403,0.5531761269466188,0.5479249741544824,0.5446430036593971,0.5447742824792006,0.5520274372733389,0.545561955398021,0.5388010961781453,0.5558345230476378,0.5457260539227753,0.5452993977584142,0.5449055612990039,0.5444132657247411,0.5471701209406128,0.54976287763173,0.5158783555869166,0.6307947291553849
3,0.39119447316168626,0.5497792874842056,0.5667798946487471,0.6221795566057862,0.6228359507048031,0.6272994305781191,0.6258225438553308,0.6262163803147409,0.5936264132985445,0.39119447316168626,0.39119447316168626,0.39119447316168626,0.39119447316168626,0.39119447316168626,0.39119447316168626,0.39119447316168626,0.39119447316168626,0.39119447316168626,0.55187974860106,0.5602815930684784,0.6230328689345083,0.6245097556572966,0.6255928059206748,0.626872774413758,0.626643036479102,0.39119447316168626,0.5240158190977863,0.5587390669357882,0.6252646088711662,0.6270368729385123,0.626872774413758,0.6229344098196558,0.5723264247854412,0.39119447316168626,0.39119447316168626,0.5448563317415777,0.551682830371355,0.5519125683060109,0.5486634175158766,0.5465301366940711,0.5504685012881734,0.5528971594545365,0.5511577150921413,0.5512233545020431,0.5493198116148936,0.5453486273158404,0.5416728203613449,0.5483024007614171,0.5543740461773249,0.5501731239436157,0.5516171909614532,0.548335220466368,0.5459393820049557,0.555457096440703,0.5422963947554111,0.5454799061356438,0.5476460066624002,0.5454799061356438,0.5479413840069578,0.5453814470207913,0.5485321386960731,0.5511905347970921,0.5068912263812082,0.6272994305781191
4,0.4022875334350744,0.5513874530267973,0.5785621687261031,0.6151561397463037,0.6160094520750259,0.6038333415382595,0.6043584568174732,0.5941187088728073,0.590836738377722,0.4022875334350744,0.4022875334350744,0.4022875334350744,0.4022875334350744,0.4022875334350744,0.4022875334350744,0.4022875334350744,0.4022875334350744,0.4022875334350744,0.5388175060306207,0.5819754180409918,0.6161735505997801,0.614860762401746,0.606852754393738,0.5956284153005464,0.5950048409064802,0.4022875334350744,0.5546366038169317,0.579710858399383,0.6157797141403699,0.6049820312115394,0.5468255140386288,0.5333037955988775,0.592182346280707,0.4022875334350744,0.4022875334350744,0.5413118036068856,0.541443082426689,0.5446265938069217,0.5421979356405586,0.5405897700979668,0.5422963947554111,0.5398020971791464,0.540556950393016,0.5412133444920331,0.5462347593495135,0.5474819081376459,0.5412461641969839,0.5409836065573771,0.5439373800029538,0.5368155040286188,0.536552946389012,0.5444296755772166,0.54610348052971,0.5384893089811122,0.5448563317415777,0.5437076420682978,0.5421322962306568,0.5554899161456539,0.5421979356405586,0.5444624952821674,0.5473506293178424,0.5389487848504242,0.504041989773623,0.6160094520750259
5,0.3873053381250103,0.5167790741561233,0.5830092387469437,0.5949884310540048,0.6070989021808694,0.6107418894304141,0.6043748666699487,0.611398283529431,0.5975483680401713,0.3873053381250103,0.3873053381250103,0.3873053381250103,0.3873053381250103,0.3873053381250103,0.3873053381250103,0.3873053381250103,0.3873053381250103,0.3873053381250103,0.5349611906988956,0.59249413347774,0.5939382004955776,0.5965637768916457,0.6122187761532024,0.614089499335401,0.6082475918541492,0.3873053381250103,0.5056531941777843,0.5927895108222977,0.5947915128242998,0.5916736408539687,0.6090352647729697,0.6091009041828714,0.6077224765749356,0.3873053381250103,0.3873053381250103,0.5503208126158946,0.5505505505505506,0.5416564105088695,0.5482531712039909,0.5495987791069759,0.5443804460197903,0.5502551732059929,0.5525853722575034,0.5459229721524803,0.5491393032376639,0.5495987791069759,0.5541935378000952,0.5503864520257963,0.5547842924892106,0.5533074057664221,0.5533074057664221,0.5455947751029718,0.5459557918574311,0.5481218923841875,0.5519946175683881,0.5482859909089417,0.5545873742595054,0.5429363790019528,0.5557688836377361,0.5490408441228113,0.5517320599287813,0.5542591772099968,0.4994210968710058,0.611398283529431
6,0.3867802228457966,0.5690608641428313,0.5577708856397381,0.6131705475967771,0.6142535978601552,0.6228195408523277,0.6222616058681633,0.6201611447513087,0.6012898144045685,0.3867802228457966,0.3867802228457966,0.3867802228457966,0.3867802228457966,0.3867802228457966,0.3867802228457966,0.3867802228457966,0.3867802228457966,0.3867802228457966,0.5660742709923038,0.5614795122991845,0.6145489752047129,0.6159602225175995,0.6182247821592084,0.6206206206206206,0.621638031474097,0.3867802228457966,0.5512725840594693,0.5576724265248856,0.6162884195671081,0.6212113753097359,0.621638031474097,0.6194391112423899,0.5895075403272124,0.3867802228457966,0.3867802228457966,0.5566550156714091,0.5483844500237943,0.5419517878534272,0.5476295968099246,0.5501567140911403,0.5519289781584864,0.5497300579267792,0.5488111061881553,0.5484172697287452,0.5523228146178966,0.5485813682534993,0.5570160324258685,0.5495331396970741,0.5536027831109799,0.5577708856397381,0.5491393032376639,0.5531104875367171,0.5454634962831684,0.5487126470733028,0.5529792087169136,0.5479577938594332,0.5518305190436338,0.5509443870099607,0.5529463890119628,0.5510428461248134,0.5476952362198264,0.5548171121941614,0.5051548208803824,0.6228195408523277
7,0.3932292948686391,0.5633010059239567,0.6219498186711302,0.6262163803147409,0.6299578266791381,0.6299250069741873,0.6152874185661071,0.6157140747304681,0.602389274520422,0.3932292948686391,0.3932292948686391,0.3932292948686391,0.3932292948686391,0.3932292948686391,0.3932292948686391,0.3932292948686391,0.3932292948686391,0.3932292948686391,0.5670752719933048,0.6208339487028012,0.6275291685127751,0.6284809399563498,0.6295968099246788,0.6292357931702194,0.6146966638769917,0.3932292948686391,0.5429527888544282,0.6258553635602816,0.6265773970692003,0.6193898816849637,0.6207354895879486,0.5662875990744843,0.6119398086611202,0.3932292948686391,0.3932292948686391,0.5438389208881013,0.5452501682009879,0.5476131869574492,0.5426574115098706,0.5435107238385927,0.5439045602980029,0.5418369188860992,0.5420338371158043,0.5459722017099067,0.5464316775792185,0.5457752834802015,0.5407210489177702,0.5467926943336779,0.5441671179376097,0.5485977781059749,0.542985608559379,0.5424276735752146,0.5505341406980752,0.5507310589277803,0.5488931554505325,0.5486305978109257,0.5444624952821674,0.546333218464366,0.5427230509197722,0.5490244342703359,0.5510264362723379,0.5462019396445627,0.512490024936898,0.6299578266791381
8,0.3880766011913553,0.5657296640903198,0.6244441162473949,0.6330428789445183,0.6380314740970479,0.6376376376376376,0.6265773970692003,0.6258881832652324,0.599501140484747,0.3880766011913553,0.3880766011913553,0.3880766011913553,0.3880766011913553,0.3880766011913553,0.3880766011913553,0.3880766011913553,0.3880766011913553,0.3880766011913553,0.5700618651438324,0.6245425753622474,0.6340931095029456,0.6382940317366547,0.6379658346871462,0.6370797026534731,0.6272994305781191,0.3880766011913553,0.5428215100346248,0.6304173025484501,0.6334038956989777,0.6350777006514712,0.6340602897979947,0.6258553635602816,0.6225733930651963,0.3880766011913553,0.3880766011913553,0.5491885327950902,0.5561463102446709,0.550107484533714,0.5503044027634192,0.5601174945437241,0.552339224470372,0.5451845287910861,0.5545053249971282,0.5541114885377181,0.5436420026583961,0.5471865307930882,0.547219350498039,0.5516171909614532,0.5508951574525345,0.5493854510247953,0.5475147278425967,0.556572966409032,0.5541443082426689,0.5477772854822035,0.5442983967574132,0.5455127258405947,0.5518141091911584,0.5406882292128193,0.5480070234168595,0.5470552519732848,0.5533894550287993,0.5474162687277442,0.5159993022773836,0.6380314740970479
9,0.3959533303795599,0.5603144127734292,0.5389159651454734,0.6205713910631944,0.6208011289978503,0.6217857201463759,0.6195867999146688,0.6178145358473227,0.5918213295262476,0.3959533303795599,0.3959533303795599,0.3959533303795599,0.3959533303795599,0.3959533303795599,0.3959533303795599,0.3959533303795599,0.3959533303795599,0.3959533303795599,0.5552929979159488,0.5729828188844582,0.6205385713582435,0.6212606048671623,0.6221139171958844,0.6197180787344722,0.6182411920116838,0.3959533303795599,0.5553258176208996,0.5701603242586849,0.619553980209718,0.6201119151938824,0.5322863847454011,0.6145982047621392,0.5769540031835114,0.3959533303795599,0.3959533303795599,0.5469896125633831,0.5419681977059027,0.5481383022366629,0.5434122647237402,0.5544396855872266,0.5449547908564302,0.5502715830584683,0.5437732814781995,0.5475475475475475,0.5409507868524261,0.5471537110881373,0.55033722246837,0.5437732814781995,0.5437076420682978,0.5404913109831143,0.5488931554505325,0.5476131869574492,0.5501731239436157,0.5518469288961092,0.5430184282643299,0.5499105663040089,0.5476460066624002,0.5493526313198445,0.5451845287910861,0.549221352500041,0.5384893089811122,0.5479413840069578,0.5048904399238341,0.6217857201463759
