,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,average_model,optimal_clustering
0,0.4543870349394441,0.6514333013853795,0.6712119891957828,0.668118846388429,0.6531323516598414,0.6333100984577852,0.6117887949812669,0.6117887949812669,0.5966716040777207,0.6743051320031367,0.6743051320031367,0.6743051320031367,0.6743051320031367,0.4543870349394441,0.4543870349394441,0.4543870349394441,0.4543870349394441,0.4543870349394441,0.6581859370915745,0.6760041822775987,0.6026836281258169,0.661017687549011,0.627646597542912,0.5959745578112747,0.6276901629345648,0.4543870349394441,0.6743051320031367,0.6743051320031367,0.6388429031976998,0.6388429031976998,0.6487758124945543,0.6487758124945543,0.6285179053759693,0.656966106125294,0.6743051320031367,0.5038773198571055,0.503354535157271,0.4966454648427289,0.5088002091138799,0.5090180360721442,0.494946414568267,0.49559989544306005,0.5036594928988412,0.49329092968545785,0.49167901019430166,0.5196044262437919,0.5210420841683366,0.6088064327412589,0.6760041822775987
1,0.45447416572274985,0.6605820336324824,0.6515204321686852,0.6491243356277773,0.6429380500130696,0.6414132613052191,0.6155354186634138,0.6155354186634138,0.583035636490372,0.6753507014028056,0.6753507014028056,0.6753507014028056,0.6753507014028056,0.45447416572274985,0.45447416572274985,0.45447416572274985,0.45447416572274985,0.45447416572274985,0.663413784089919,0.6638058726147948,0.6415003920885248,0.6384508146728239,0.6385379454561296,0.6219395312363858,0.6386686416310883,0.45447416572274985,0.6753507014028056,0.6753507014028056,0.6149690685719265,0.6149690685719265,0.6486015509279428,0.6486015509279428,0.6010717086346606,0.6641979611396707,0.6753507014028056,0.4962098109262002,0.4977781650257036,0.4956870262263658,0.5088002091138799,0.48958787139496385,0.5074932473642938,0.5047486276901629,0.49468502221834976,0.4911997908861201,0.49150474862769017,0.5265748889082513,0.5223490459179227,0.6076339013430587,0.6753507014028056
2,0.43216868519647994,0.4314280735383811,0.56752635706195,0.550622985100636,0.5766750893090529,0.6249891086520868,0.6249891086520868,0.6155789840550666,0.6079114751241613,0.613095756730853,0.6133135836891174,0.6133135836891174,0.6133135836891174,0.43216868519647994,0.43216868519647994,0.43216868519647994,0.43216868519647994,0.43216868519647994,0.5612093752722837,0.5988063082687113,0.6119194911562255,0.6306961749586129,0.6291278208591096,0.6273416398013418,0.5988063082687113,0.43216868519647994,0.6133135836891174,0.6350091487322471,0.6350091487322471,0.6238128430774592,0.6238128430774592,0.6127036682059772,0.6127036682059772,0.5551973512241875,0.6133135836891174,0.49559989544306005,0.4875838633789318,0.49978217304173567,0.5000871307833057,0.4942929336934739,0.5006099154831402,0.4883680404286835,0.4939879759519038,0.49372658360198657,0.49272457959397054,0.5176004182277598,0.5096279515552845,0.5674491840824505,0.6350091487322471
3,0.4516859806569661,0.6453341465539775,0.644506404112573,0.6572274984752113,0.6503006012024048,0.6402369957305916,0.6410211727803433,0.6120066219395313,0.5265313235165984,0.6654613574976039,0.6651563997560338,0.6651563997560338,0.6651563997560338,0.4516859806569661,0.4516859806569661,0.4516859806569661,0.4516859806569661,0.4516859806569661,0.6551363596758735,0.6274287705846475,0.6366646336150562,0.5636926025964973,0.6296506055589439,0.6355319334320816,0.5716650692689728,0.4516859806569661,0.6651563997560338,0.6350962795155528,0.6350962795155528,0.6496906857192646,0.6496906857192646,0.631001132700183,0.631001132700183,0.6500827742441404,0.6651563997560338,0.49394441056025096,0.5011762655746275,0.5055328047399146,0.5105428247799948,0.48584124771281695,0.5056635009148732,0.5055328047399146,0.49276814498562344,0.4988672998170254,0.5113705672213993,0.4785658273067875,0.4758212076326566,0.5991896837152565,0.6654613574976039
4,0.437875751503006,0.6378844645813366,0.614097760738869,0.6247277163021696,0.6422410037466236,0.6368388951816677,0.62154744271151,0.62154744271151,0.615143330138538,0.6435044001045569,0.6435044001045569,0.6435044001045569,0.6435044001045569,0.437875751503006,0.437875751503006,0.437875751503006,0.437875751503006,0.437875751503006,0.6394963840724928,0.571229415352444,0.6541779210595103,0.6448984926374488,0.6368388951816677,0.6316981789666289,0.6368388951816677,0.437875751503006,0.6435044001045569,0.6435044001045569,0.6540472248845517,0.6540472248845517,0.6368388951816677,0.6368388951816677,0.6060817286747407,0.6406290842554675,0.6435044001045569,0.4947721530016555,0.4993900845168598,0.5011327001829746,0.48697394789579157,0.48658185937091575,0.49394441056025096,0.5032238389823125,0.5059684586564434,0.4971682495425634,0.5066219395312364,0.530713601115274,0.5147251023786704,0.5950671529394194,0.6541779210595103
5,0.4512503267404374,0.6577938485666986,0.6628909993900846,0.6351834102988586,0.6355754988237344,0.6324823560163806,0.6337893177659667,0.6077807789492028,0.6159710725799425,0.6663326653306614,0.665766315239174,0.665766315239174,0.665766315239174,0.4512503267404374,0.4512503267404374,0.4512503267404374,0.4512503267404374,0.4512503267404374,0.6655049228892568,0.6653306613226453,0.6125729720310186,0.6465975429119107,0.6322645290581163,0.6322209636664634,0.5846475559815283,0.4512503267404374,0.665766315239174,0.613749237605646,0.613749237605646,0.667116842380413,0.667116842380413,0.6018994510760651,0.6018994510760651,0.6609741221573582,0.665766315239174,0.5057941970898319,0.4998693038250414,0.4969939879759519,0.4936394528186808,0.5127646597542912,0.4906770061862856,0.5018733118410734,0.5081902936307398,0.49747320728413347,0.5131131828875142,0.47534198832447505,0.5191252069356104,0.6028865183783717,0.667116842380413
6,0.431471638930034,0.5763265661758299,0.5482704539513811,0.6029450204757341,0.572928465626906,0.6235950161191949,0.6235950161191949,0.6112224448897795,0.6161017687549011,0.6352269756905115,0.6351834102988586,0.6351834102988586,0.6351834102988586,0.431471638930034,0.431471638930034,0.431471638930034,0.431471638930034,0.431471638930034,0.5906595800296245,0.5886120066219396,0.6281258168510935,0.6327873137579507,0.629302082425721,0.6262960704016729,0.5890912259301211,0.431471638930034,0.6351834102988586,0.6463361505619936,0.6463361505619936,0.6218088350614273,0.6218088350614273,0.6072144288577155,0.6072144288577155,0.5848218175481398,0.6351834102988586,0.5056199355232204,0.5032674043739653,0.5003049577415701,0.5010455693996689,0.5034416659405768,0.4985187766838024,0.4919404025442189,0.5012198309662804,0.5032238389823125,0.5068397664895007,0.47847869652348174,0.4863640324126514,0.5779098569810427,0.6463361505619936
7,0.44458482181754816,0.4893264790450466,0.4936394528186808,0.5596410211727804,0.5605994597891435,0.601638058726148,0.5965844732944149,0.5965844732944149,0.5653480874793064,0.5677006186285615,0.5677006186285615,0.5677006186285615,0.5677006186285615,0.44458482181754816,0.44458482181754816,0.44458482181754816,0.44458482181754816,0.44458482181754816,0.4713339722924109,0.4894571752200052,0.5858238215561558,0.5724056809270716,0.6060381632830879,0.5961052539862334,0.6049490284917661,0.44458482181754816,0.5677006186285615,0.5677006186285615,0.6037727629171387,0.6037727629171387,0.6030321512590399,0.6030321512590399,0.5965844732944149,0.4812668815892655,0.5677006186285615,0.5052278469983446,0.49878016903371963,0.49782173041735645,0.5003920885248758,0.5039208852487583,0.5029188812407424,0.5071447242310708,0.4965583340594232,0.49995643460834716,0.5078417704975168,0.5005663500914873,0.5049664546484273,0.5419123962210134,0.6060381632830879
8,0.44815718393308357,0.6577502831750457,0.6634573494815719,0.6419360460050536,0.6425895268798466,0.640106299555633,0.6408904766053847,0.6096540907902762,0.6226365775028317,0.6675089309052888,0.6670297115971072,0.6670297115971072,0.6670297115971072,0.44815718393308357,0.44815718393308357,0.44815718393308357,0.44815718393308357,0.44815718393308357,0.6657227498475211,0.6653742267142981,0.6090441753071361,0.6511719090354622,0.6395399494641457,0.6391478609392699,0.5992855275768929,0.44815718393308357,0.6670297115971072,0.6105689640149865,0.6105689640149865,0.6696872004879324,0.6696872004879324,0.600287531584909,0.600287531584909,0.661366210682234,0.6670297115971072,0.5060120240480962,0.4968632918009933,0.5041822775986756,0.4898492637448811,0.513156748279167,0.5082338590223926,0.49843164590049666,0.5030931428073538,0.5022218349742964,0.5123725712294154,0.477041038598937,0.523612442275856,0.6043005265188762,0.6696872004879324
9,0.4521651999651477,0.6554848828090964,0.640411257297203,0.6376666376230722,0.6335714908077024,0.6361418489152217,0.614794807005315,0.614794807005315,0.589788272196567,0.6708634660625599,0.6708634660625599,0.6708634660625599,0.6708634660625599,0.4521651999651477,0.4521651999651477,0.4521651999651477,0.4521651999651477,0.4521651999651477,0.6581423716999216,0.655310621242485,0.6440707501960443,0.5772850047921931,0.6336150561993552,0.6193691731288664,0.633658621591008,0.4521651999651477,0.6708634660625599,0.6708634660625599,0.6207632656617583,0.6207632656617583,0.6416746536551363,0.6416746536551363,0.604339113008626,0.6587522871830618,0.6708634660625599,0.5022654003659492,0.491896837152566,0.5047050622985101,0.49019778687810406,0.49180970636926025,0.4922889256774418,0.48597194388777554,0.5054456739566089,0.5053585431733031,0.4908512677528971,0.5267055850832099,0.4767360808573669,0.6026649572436799,0.6708634660625599
