,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,average_model,optimal_clustering
0,0.4494703693100487,0.6660463784712282,0.690857906288768,0.687374749498998,0.6720584025193244,0.6661418074243726,0.6509686038744155,0.6210039125870789,0.6054967077011165,0.688138181124153,0.688138181124153,0.688138181124153,0.688138181124153,0.4494703693100487,0.4494703693100487,0.4494703693100487,0.4494703693100487,0.4494703693100487,0.6721061169958965,0.6951522091802653,0.6077870025765817,0.6787384292394313,0.64562458249833,0.60339727073194,0.6451951522091802,0.4494703693100487,0.688138181124153,0.688138181124153,0.6483443076629449,0.6483443076629449,0.66847981677641,0.66847981677641,0.6400897032159557,0.6708655406050196,0.688138181124153,0.49766199064796257,0.49794827750739573,0.49904571046855617,0.5037694436492032,0.4887870980055349,0.5095906097910106,0.5132169100104972,0.4938925469987594,0.6357547546592303,0.6951522091802653
1,0.45319209848267966,0.6761618475045329,0.6673823838152495,0.6641855138849126,0.6593663517511212,0.6565034831567897,0.65259089607787,0.6230079206031109,0.58598148678309,0.6912873365779177,0.6912873365779177,0.6912873365779177,0.6912873365779177,0.45319209848267966,0.45319209848267966,0.45319209848267966,0.45319209848267966,0.45319209848267966,0.6791678595285809,0.6815058688806184,0.649346311670961,0.6520183223590037,0.6516366065464262,0.6312625250501002,0.6516843210229983,0.45319209848267966,0.6912873365779177,0.6912873365779177,0.6200019085790629,0.6200019085790629,0.663517511212902,0.663517511212902,0.6079301460062984,0.6793587174348698,0.6912873365779177,0.5019562935394599,0.49852085122626205,0.49541941024906955,0.5035785857429144,0.4892642427712568,0.49193625345929953,0.5135031968699303,0.4904571046855616,0.6322062113645281,0.6912873365779177
2,0.4255177020708083,0.4283328561885676,0.5747208703120527,0.5560167954957534,0.5822120431338869,0.6365111174730413,0.6270636511117473,0.6270636511117473,0.6191430480007635,0.6211947704933677,0.621528771829373,0.621528771829373,0.621528771829373,0.4255177020708083,0.4255177020708083,0.4255177020708083,0.4255177020708083,0.4255177020708083,0.5645576868021758,0.6083118618188759,0.6209561981105067,0.6435251455291535,0.6412348506536883,0.6385151254890734,0.6086935776314534,0.4255177020708083,0.621528771829373,0.6465311575532017,0.6465311575532017,0.6356999713713141,0.6356999713713141,0.6239144956579826,0.6239144956579826,0.5576868021757801,0.621528771829373,0.4991888538982727,0.49384483252218725,0.4916022521232942,0.49365397461589844,0.5065368832903903,0.5031968699303369,0.5025288672583261,0.48730794923179693,0.5876461918546086,0.6465311575532017
3,0.4473232178643,0.6617997900563031,0.6609886439545758,0.6705315392690142,0.6626586506346025,0.6501574577726882,0.6249642141425709,0.6251073575722874,0.530060120240481,0.6807901517320355,0.6805515793491745,0.6805515793491745,0.6805515793491745,0.4473232178643,0.4473232178643,0.4473232178643,0.4473232178643,0.4473232178643,0.6713903998473136,0.641425708559977,0.6503006012024048,0.5706651398034164,0.6394694150205172,0.6453382956388969,0.5823551865636034,0.4473232178643,0.6805515793491745,0.6489645958583834,0.6489645958583834,0.6628495085408913,0.6628495085408913,0.6455291535451856,0.6455291535451856,0.6670960969558164,0.6805515793491745,0.5106880427521711,0.4900753888729841,0.49985685657028345,0.4981868498902567,0.5090657505487165,0.5058211661418074,0.5090657505487165,0.48773737952094665,0.6211877016820236,0.6805515793491745
4,0.4319591564080542,0.6513026052104208,0.626491077392881,0.6364156885198969,0.6554060501956294,0.6554060501956294,0.6523523236950091,0.6325508159175494,0.6278270827369024,0.6547857620001909,0.6547857620001909,0.6547857620001909,0.6547857620001909,0.4319591564080542,0.4319591564080542,0.4319591564080542,0.4319591564080542,0.4319591564080542,0.6510640328275599,0.5797308903521329,0.6702929668861533,0.6592709227979769,0.6505391735852658,0.6452905811623246,0.6505391735852658,0.4319591564080542,0.6547857620001909,0.6547857620001909,0.669481820784426,0.669481820784426,0.6505391735852658,0.6505391735852658,0.6158984635938544,0.6524000381715812,0.6547857620001909,0.5009542895314438,0.4871170913255082,0.4892642427712568,0.4999045710468556,0.49427426281133696,0.49685084454623535,0.4969462734993797,0.5105448993224544,0.6227057289181538,0.6702929668861533
5,0.4445080637465407,0.6691955339249929,0.6745872697776505,0.6437637179120145,0.6444794350605973,0.6426662849508541,0.6203836243916404,0.6213856283996565,0.62625250501002,0.6816012978337628,0.681171867544613,0.681171867544613,0.681171867544613,0.4445080637465407,0.4445080637465407,0.4445080637465407,0.4445080637465407,0.4445080637465407,0.678690714762859,0.6771638515125489,0.6256799312911537,0.6601774978528485,0.6412348506536883,0.6406145624582499,0.5955720965741006,0.4445080637465407,0.681171867544613,0.6274453669243248,0.6274453669243248,0.6802652924897414,0.6802652924897414,0.6139898845309667,0.6139898845309667,0.6732512644336291,0.681171867544613,0.4926996850844546,0.5070140280561122,0.5057257371886631,0.4999522855234278,0.49117282183414446,0.5003340013360054,0.491554537646722,0.5092566084550052,0.6249765845624228,0.681171867544613
6,0.4255177020708083,0.5834049050481916,0.5549670770111652,0.6107453001240576,0.5760091611795018,0.6340299646912874,0.6217196297356617,0.6217196297356617,0.6279225116900468,0.6465788720297738,0.6468174444126348,0.6468174444126348,0.6468174444126348,0.4255177020708083,0.4255177020708083,0.4255177020708083,0.4255177020708083,0.4255177020708083,0.6004389731844642,0.5982918217387155,0.6404237045519611,0.64562458249833,0.641425708559977,0.637179120145052,0.5963355281992556,0.4255177020708083,0.6468174444126348,0.6606546426185704,0.6606546426185704,0.6325508159175494,0.6325508159175494,0.6180933295161752,0.6180933295161752,0.5933772306517797,0.6468174444126348,0.501002004008016,0.4923179692718771,0.5082068899704171,0.5070140280561122,0.5025288672583261,0.5035785857429144,0.4947036931004867,0.4874988071380857,0.5991259414773107,0.6606546426185704
7,0.4397366160893215,0.48816680981009636,0.4945128351941979,0.5647008302318923,0.5679931291153736,0.6129401660463785,0.61231987785094,0.6044947036931004,0.5707605687565608,0.572573718866304,0.572573718866304,0.572573718866304,0.572573718866304,0.4397366160893215,0.4397366160893215,0.4397366160893215,0.4397366160893215,0.4397366160893215,0.46807901517320355,0.48945510067754555,0.5946178070426568,0.5790628876801222,0.6173298978910201,0.603874415497662,0.6158507491172822,0.4397366160893215,0.572573718866304,0.572573718866304,0.613321881858956,0.613321881858956,0.6140375990075388,0.6140375990075388,0.6044947036931004,0.4798167764099628,0.572573718866304,0.5101631835098769,0.5132169100104972,0.5076343162515508,0.5152209180265293,0.4992842828514171,0.5012882908674492,0.4983299933199733,0.4934154022330375,0.5577822311289246,0.6173298978910201
8,0.4464643572860006,0.6720106880427522,0.6782612844737094,0.6461971562171963,0.6464357286000573,0.6440500047714477,0.6189044756179025,0.6198110506727741,0.6270636511117473,0.6800267201068805,0.6795018608645863,0.6795018608645863,0.6795018608645863,0.4464643572860006,0.4464643572860006,0.4464643572860006,0.4464643572860006,0.4464643572860006,0.6798835766771638,0.6796927187708751,0.6208607691573623,0.6602252123294208,0.6432865731462926,0.6424754270445653,0.6022521232942074,0.4464643572860006,0.6795018608645863,0.6222444889779559,0.6222444889779559,0.6800267201068805,0.6800267201068805,0.608598148678309,0.608598148678309,0.6757801316919554,0.6795018608645863,0.5108789006584598,0.4916022521232942,0.49384483252218725,0.4974234182651016,0.49723256035881286,0.4982822788434011,0.5101154690333047,0.4891688138181124,0.6250861511382554,0.6800267201068805
9,0.45018608645863156,0.6727741196679072,0.6576009161179502,0.6547857620001909,0.6521614657887203,0.6500620288195439,0.6474854470846455,0.6217196297356617,0.5929000858860578,0.6902853325699017,0.6902853325699017,0.6902853325699017,0.6902853325699017,0.45018608645863156,0.45018608645863156,0.45018608645863156,0.45018608645863156,0.45018608645863156,0.6767344212233992,0.6721061169958965,0.6549289054299074,0.579778604828705,0.6463402996469129,0.6279702261666189,0.6462925851703407,0.45018608645863156,0.6902853325699017,0.6902853325699017,0.6283519419791965,0.6283519419791965,0.6571714858288005,0.6571714858288005,0.610077297452047,0.6763527054108216,0.6902853325699017,0.4992365683748449,0.5009542895314438,0.49489455100677543,0.49513312338963644,0.4948468365302033,0.506202881954385,0.4885485256226739,0.5088271781658555,0.6271308048195154,0.6902853325699017
