,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,average_model,optimal_clustering
0,0.5930269114688129,0.47154803822937624,0.445988430583501,0.44454225352112675,0.41357520120724345,0.4131664989939638,0.4128206740442656,0.4136695171026157,0.5930269114688129,0.5930269114688129,0.5930269114688129,0.5930269114688129,0.5930269114688129,0.5930269114688129,0.5930269114688129,0.5930269114688129,0.5930269114688129,0.5930269114688129,0.521661217303823,0.4765467806841046,0.48358903420523136,0.46582620724346074,0.42055457746478875,0.4156501509054326,0.46016725352112675,0.5930269114688129,0.5927125251509054,0.5928068410462777,0.5931212273641852,0.5931212273641852,0.5915492957746479,0.5931212273641852,0.5931212273641852,0.40250880281690143,0.5897887323943662,0.49713908450704225,0.4976735412474849,0.5065077967806841,0.5005030181086519,0.5032696177062375,0.50295523138833,0.5033639336016097,0.49974849094567403,0.5045586016096579,0.497296277665996,0.5019806338028169,0.4972648390342052,0.4994969818913481,0.502577967806841,0.49415241448692154,0.5044642857142857,0.5005973340040242,0.507262323943662,0.5047157947686117,0.5005344567404426,0.4994341046277666,0.5068221830985915,0.5437206572769954,0.5931212273641852
1,0.5970510563380281,0.48689009054325955,0.4558601609657948,0.4527791750503018,0.4558915995975855,0.44724597585513076,0.4513015593561368,0.4489751006036217,0.5970510563380281,0.5970510563380281,0.5970510563380281,0.5970510563380281,0.5970510563380281,0.5970510563380281,0.5970510563380281,0.5970510563380281,0.5970510563380281,0.5970510563380281,0.4951584507042254,0.45834381287726356,0.44312751509054327,0.4194542253521127,0.4205860160965795,0.41514713279678067,0.41278923541247486,0.5970510563380281,0.5971768108651911,0.5973340040241448,0.5978998993963782,0.5978998993963782,0.5972082494969819,0.5978998993963782,0.5978998993963782,0.5699823943661971,0.5888455734406438,0.49883677062374243,0.504307092555332,0.5056903923541247,0.4967303822937626,0.4928005533199195,0.4973905935613682,0.49893108651911466,0.5031753018108652,0.5077024647887324,0.4936493963782696,0.501603370221328,0.49990568410462777,0.5033953722334004,0.5002829476861167,0.5044957243460765,0.49474974849094566,0.5034896881287726,0.49452967806841047,0.48808475855130784,0.5040870221327968,0.5018863179074446,0.4960387323943662,0.5595797004247708,0.5978998993963782
2,0.5842240945674044,0.4966989436619718,0.46730382293762573,0.46441146881287726,0.46085890342052316,0.4534708249496982,0.4572748993963783,0.41838531187122735,0.5842240945674044,0.5842240945674044,0.5842240945674044,0.5842240945674044,0.5842240945674044,0.5842240945674044,0.5842240945674044,0.5842240945674044,0.5842240945674044,0.5842240945674044,0.5010060362173038,0.4726483903420523,0.44249874245472837,0.4414612676056338,0.4269680583501006,0.42885437625754524,0.4249874245472837,0.5842240945674044,0.5844756036217303,0.5843812877263581,0.5839411468812877,0.5839411468812877,0.5823692152917505,0.5839411468812877,0.5839411468812877,0.4080734406438632,0.5781564386317908,0.5008174044265593,0.49883677062374243,0.4978621730382294,0.4978936116700201,0.5063506036217303,0.4963216800804829,0.4975792253521127,0.4961016096579477,0.5044957243460765,0.5007230885311871,0.5009431589537223,0.5015719315895373,0.503080985915493,0.4955042756539235,0.49346076458752514,0.5046529175050302,0.5037411971830986,0.5043699698189135,0.5095573440643864,0.4994026659959759,0.4996541750503018,0.4927691146881288,0.5451144366197183,0.5844756036217303
3,0.5659268108651911,0.48299170020120724,0.46617203219315895,0.461487676056338,0.4497296277665996,0.42508174044265595,0.4526219818913481,0.45174170020120724,0.5659268108651911,0.5659268108651911,0.5659268108651911,0.5659268108651911,0.5659268108651911,0.5659268108651911,0.5659268108651911,0.5659268108651911,0.5659268108651911,0.5659268108651911,0.5102804325955734,0.4681526659959759,0.4762952716297787,0.4505784708249497,0.442907444668008,0.4408953722334004,0.44001509054325955,0.5659268108651911,0.5658639336016097,0.5657067404426559,0.5652037223340041,0.5652037223340041,0.41781941649899396,0.5652037223340041,0.5652037223340041,0.41759934607645877,0.5642605633802817,0.5010689134808853,0.49955985915492956,0.4977992957746479,0.5080797283702213,0.49981136820925554,0.4984909456740443,0.4984280684104628,0.5035211267605634,0.4932092555331992,0.49748490945674045,0.5066964285714286,0.4969504527162978,0.5,0.495818661971831,0.5006602112676056,0.5045900402414487,0.4999371227364185,0.49685613682092555,0.49713908450704225,0.4994026659959759,0.501729124748491,0.4982394366197183,0.5261883802816902,0.5659268108651911
4,0.6011066398390342,0.4879275653923541,0.4521818410462777,0.4492266096579477,0.4515845070422535,0.44275025150905434,0.4470573440643863,0.4441021126760563,0.6011066398390342,0.6011066398390342,0.6011066398390342,0.6011066398390342,0.6011066398390342,0.6011066398390342,0.6011066398390342,0.6011066398390342,0.6011066398390342,0.6011066398390342,0.4957557847082495,0.4556715291750503,0.4447937625754527,0.430363430583501,0.42024019114688127,0.41866825955734405,0.4168133802816901,0.6011066398390342,0.6008551307847082,0.6009494466800804,0.600886569416499,0.600886569416499,0.5993146378269618,0.600886569416499,0.600886569416499,0.5696994466800804,0.5922723843058351,0.4990568410462777,0.49588153923541245,0.5006287726358148,0.5019491951710262,0.4918888329979879,0.5007230885311871,0.5020120724346077,0.4990882796780684,0.5067278672032193,0.5027665995975855,0.5053445674044266,0.4979250503018109,0.504055583501006,0.4993397887323944,0.5011317907444668,0.5025465291750503,0.492737676056338,0.5044642857142857,0.49346076458752514,0.5001571931589537,0.49572434607645877,0.49355508048289737,0.5612459479096803,0.6011066398390342
5,0.594850352112676,0.4821742957746479,0.4510814889336016,0.44482520120724345,0.4291058853118712,0.44001509054325955,0.43470196177062376,0.4348905935613682,0.594850352112676,0.594850352112676,0.594850352112676,0.594850352112676,0.594850352112676,0.594850352112676,0.594850352112676,0.594850352112676,0.594850352112676,0.594850352112676,0.48843058350100604,0.4586267605633803,0.4435047786720322,0.4235726861167002,0.4228495975855131,0.4220950704225352,0.41816524144869216,0.594850352112676,0.5952904929577465,0.5952590543259557,0.5949446680080482,0.5949446680080482,0.593624245472837,0.5949446680080482,0.5949446680080482,0.5689763581488934,0.5908576458752515,0.5022950201207244,0.5008488430583501,0.5061305331991952,0.49622736418511065,0.489782444668008,0.495692907444668,0.5027980382293763,0.49883677062374243,0.5110978370221329,0.4954728370221328,0.5000314386317908,0.4988053319919517,0.5031438631790744,0.50295523138833,0.4961016096579477,0.5077339034205232,0.5028609154929577,0.49735915492957744,0.5046529175050302,0.5012575452716298,0.5027351609657947,0.49528420523138833,0.5549605503390714,0.5952904929577465
6,0.5813631790744467,0.49176307847082495,0.46526031187122735,0.46230508048289737,0.46434859154929575,0.45802942655935613,0.46177062374245476,0.45894114688128773,0.5813631790744467,0.5813631790744467,0.5813631790744467,0.5813631790744467,0.5813631790744467,0.5813631790744467,0.5813631790744467,0.5813631790744467,0.5813631790744467,0.5813631790744467,0.49827087525150904,0.4753206740442656,0.45598591549295775,0.44425930583501005,0.43787726358148893,0.4279426559356137,0.43152665995975853,0.5813631790744467,0.5813631790744467,0.5814574949698189,0.5814574949698189,0.5814574949698189,0.5804514587525151,0.5814574949698189,0.5814574949698189,0.5575641348088531,0.4086393360160966,0.4982394366197183,0.49386946680080485,0.5028923541247485,0.49805080482897385,0.49113430583501005,0.4957872233400402,0.4996856136820926,0.49981136820925554,0.4930520623742455,0.4963845573440644,0.5016976861167002,0.5018863179074446,0.5049987424547284,0.4975477867203219,0.4939952213279678,0.4933350100603622,0.4936179577464789,0.505533199195171,0.4922032193158954,0.49654175050301813,0.4984280684104628,0.4955042756539235,0.544174770847306,0.5814574949698189
7,0.5972082494969819,0.48000503018108653,0.44727741448692154,0.4410840040241449,0.42530181086519114,0.4341989436619718,0.4300804828973843,0.4296403420523139,0.5972082494969819,0.5972082494969819,0.5972082494969819,0.5972082494969819,0.5972082494969819,0.5972082494969819,0.5972082494969819,0.5972082494969819,0.5972082494969819,0.5972082494969819,0.48902791750503016,0.46230508048289737,0.4397007042253521,0.4402665995975855,0.4234469315895372,0.41866825955734405,0.4119403923541248,0.5972082494969819,0.5978998993963782,0.5981199698189135,0.5976798289738431,0.5976798289738431,0.5961078973843058,0.5976798289738431,0.5976798289738431,0.5686934104627767,0.5927125251509054,0.5020749496981891,0.5016976861167002,0.48902791750503016,0.495567152917505,0.5049358651911469,0.5031753018108652,0.5017605633802817,0.5006602112676056,0.5088028169014085,0.505533199195171,0.492737676056338,0.4983023138832998,0.4981765593561368,0.4927691146881288,0.5008174044265593,0.5027351609657947,0.5019491951710262,0.5012575452716298,0.4896881287726358,0.5008488430583501,0.49531564386317906,0.4994969818913481,0.5555974737312765,0.5981199698189135
8,0.59670523138833,0.47642102615694165,0.4444479376257545,0.4390719315895372,0.4237298792756539,0.433067152917505,0.428760060362173,0.4288229376257545,0.59670523138833,0.59670523138833,0.59670523138833,0.59670523138833,0.59670523138833,0.59670523138833,0.59670523138833,0.59670523138833,0.59670523138833,0.59670523138833,0.48701584507042256,0.475635060362173,0.43133802816901406,0.45422535211267606,0.42451584507042256,0.41090291750503016,0.4104627766599598,0.59670523138833,0.5972711267605634,0.5971139336016097,0.5964851609657947,0.5964851609657947,0.5945988430583501,0.5964851609657947,0.5964851609657947,0.5669957243460765,0.5928382796780685,0.5002515090543259,0.49418385311871227,0.49588153923541245,0.49783073440643866,0.4920774647887324,0.5026722837022133,0.4984595070422535,0.49383802816901406,0.4944982394366197,0.4951898893360161,0.5033953722334004,0.5012889839034205,0.5024836519114688,0.49635311871227367,0.5057218309859155,0.5064449195171026,0.49883677062374243,0.5035840040241448,0.5071994466800804,0.49811368209255535,0.5023264587525151,0.49500125754527163,0.5545495193382517,0.5972711267605634
9,0.5801999496981891,0.48292882293762573,0.454602615694165,0.4495409959758551,0.4384745975855131,0.4111229879275654,0.4402351609657948,0.4400465291750503,0.5801999496981891,0.5801999496981891,0.5801999496981891,0.5801999496981891,0.5801999496981891,0.5801999496981891,0.5801999496981891,0.5801999496981891,0.5801999496981891,0.5801999496981891,0.4879904426559356,0.47648390342052316,0.45004401408450706,0.43140090543259557,0.448943661971831,0.42784834004024147,0.43042630784708247,0.5801999496981891,0.5805143360160966,0.5802313883299799,0.579979879275654,0.579979879275654,0.5780935613682092,0.579979879275654,0.579979879275654,0.4041121730382294,0.5765845070422535,0.49867957746478875,0.5008488430583501,0.49635311871227367,0.5038669517102615,0.4964474346076459,0.5047786720321932,0.4974534708249497,0.5042756539235412,0.4924547283702213,0.4966046277665996,0.5037411971830986,0.49893108651911466,0.5036468812877264,0.4930520623742455,0.5048729879275654,0.4948755030181087,0.5004715794768612,0.5050616197183099,0.4967618209255533,0.5006287726358148,0.501226106639839,0.49899396378269617,0.5384669125866308,0.5805143360160966
