,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,average_model,optimal_clustering
0,0.42817062696822217,0.7122817062696822,0.7193816203836244,0.6938448325221872,0.6938448325221872,0.6930432293157744,0.6930432293157744,0.6930432293157744,0.6888061837961638,0.7173203549957057,0.42943028914972803,0.42943028914972803,0.42943028914972803,0.42817062696822217,0.42817062696822217,0.42817062696822217,0.42817062696822217,0.42817062696822217,0.7176638992270254,0.7206412825651303,0.6955625536787862,0.7193816203836244,0.6930432293157744,0.6930432293157744,0.6048668766103635,0.42817062696822217,0.7206412825651303,0.7198396793587174,0.6970512453478386,0.6860578299456055,0.6797595190380762,0.6048668766103635,0.6048668766103635,0.7153736043515603,0.7162897223017464,0.5235614085313484,0.6615092619100634,0.7206412825651303
1,0.43355281992556544,0.704723733180647,0.7077011165187518,0.6781563126252504,0.6781563126252504,0.6796450042943029,0.6784998568565703,0.6784998568565703,0.6896077870025766,0.7120526767821357,0.434697967363298,0.434697967363298,0.434697967363298,0.43355281992556544,0.43355281992556544,0.43355281992556544,0.43355281992556544,0.43355281992556544,0.7112510735757229,0.7111365588319496,0.6735757228743201,0.693730317778414,0.6784998568565703,0.6784998568565703,0.6623532779845405,0.43355281992556544,0.7111365588319496,0.7122817062696822,0.6101345548239335,0.6823933581448611,0.6844546235327799,0.6725450901803607,0.6691096478671629,0.7072430575436588,0.712167191525909,0.5082164328657315,0.6580059590079631,0.7122817062696822
2,0.4833667334669339,0.6356713426853707,0.6756369882622387,0.6765531062124248,0.6328084740910392,0.6395648439736616,0.6026910964786716,0.6002862868594332,0.638877755511022,0.6697967363298024,0.4826796450042943,0.4826796450042943,0.4826796450042943,0.4833667334669339,0.4833667334669339,0.4833667334669339,0.4833667334669339,0.4833667334669339,0.6313197824219868,0.6772401946750645,0.6632693959347266,0.5881477240194675,0.633610077297452,0.6167764099627827,0.6198683080446608,0.4833667334669339,0.6263956484397366,0.6701402805611223,0.6662467792728314,0.6696822215860292,0.6159748067563698,0.6159748067563698,0.6159748067563698,0.633610077297452,0.6628113369596336,0.5060406527340395,0.6207123241191378,0.6772401946750645
3,0.4220440881763527,0.7039793873461209,0.7108502719725165,0.6924133982250215,0.6924133982250215,0.6917263097623819,0.6917263097623819,0.6917263097623819,0.544231319782422,0.7087890065845978,0.42318923561408534,0.42318923561408534,0.42318923561408534,0.4220440881763527,0.4220440881763527,0.4220440881763527,0.4220440881763527,0.4220440881763527,0.7091325508159175,0.7121099341540224,0.6937875751503007,0.7108502719725165,0.6917263097623819,0.6917263097623819,0.6095047237331807,0.4220440881763527,0.7121099341540224,0.7113083309476095,0.6949327225880332,0.6853134841110793,0.679473232178643,0.6095047237331807,0.6095047237331807,0.7070712854279989,0.7075293444030919,0.5261379902662467,0.6526216454072166,0.7121099341540224
4,0.48371027769825364,0.6150586888061838,0.6612081305468079,0.6637274549098197,0.6158602920125966,0.5824219868308045,0.5824219868308045,0.6091039221299742,0.6427712567993129,0.6744918408245062,0.48451188090466646,0.48451188090466646,0.48451188090466646,0.48371027769825364,0.48371027769825364,0.48371027769825364,0.48371027769825364,0.48371027769825364,0.6238763240767249,0.6649871170913255,0.6612081305468079,0.646779272831377,0.5943315201832235,0.5821929573432579,0.6302891497280275,0.48371027769825364,0.6266246779272832,0.675751503006012,0.6241053535642714,0.6291440022902949,0.6275407958774692,0.6290294875465217,0.6158602920125966,0.6183796163756083,0.6744918408245062,0.4894360148869167,0.6128998738217175,0.675751503006012
5,0.4872029773833381,0.6388204981391354,0.6501574577726882,0.6522187231606069,0.5671342685370742,0.591182364729459,0.5874033781849413,0.5858001717721156,0.6382479244202691,0.6692814199828228,0.48708846263956485,0.48708846263956485,0.48708846263956485,0.4872029773833381,0.4872029773833381,0.4872029773833381,0.4872029773833381,0.4872029773833381,0.6349269968508445,0.6540509590609791,0.6261093615803035,0.5856856570283424,0.5702261666189522,0.5932436301173776,0.5962210134554824,0.4872029773833381,0.6302318923561409,0.6699685084454624,0.6448897795591182,0.6692814199828228,0.583738906384197,0.583738906384197,0.583738906384197,0.6374463212138562,0.6657314629258517,0.5070140280561122,0.6037705039709047,0.6699685084454624
6,0.43435442313197825,0.7159461780704266,0.7233896364156885,0.6954480389350128,0.6954480389350128,0.694188376753507,0.694188376753507,0.694188376753507,0.6964786716289723,0.7217864300028629,0.43549957056971084,0.43549957056971084,0.43549957056971084,0.43435442313197825,0.43435442313197825,0.43435442313197825,0.43435442313197825,0.43435442313197825,0.7214428857715431,0.7246492985971944,0.6984254222731177,0.7232751216719152,0.694188376753507,0.694188376753507,0.6501002004008016,0.43435442313197825,0.7246492985971944,0.7237331806470083,0.7008302318923562,0.6854852562267392,0.6781563126252504,0.6470083023189236,0.6486115087317492,0.7189235614085313,0.7210993415402233,0.503177784139708,0.6691520607352269,0.7246492985971944
7,0.4493558545662754,0.42084168336673344,0.6258230747208703,0.6274262811336959,0.6118522759805325,0.5986830804466075,0.5979959919839679,0.5745204695104494,0.5240194675064415,0.5240194675064415,0.45015745777268823,0.45015745777268823,0.45015745777268823,0.4493558545662754,0.4493558545662754,0.4493558545662754,0.4493558545662754,0.4493558545662754,0.5616948182078443,0.6289149728027483,0.6229602061265388,0.6123103349556256,0.6028056112224449,0.5961637560835957,0.6107071285427998,0.4493558545662754,0.5655883194961351,0.5969653592900086,0.5454337245920412,0.6115087317492127,0.5335241912396221,0.5335241912396221,0.5335241912396221,0.5550529630689951,0.5204695104494703,0.5027197251646149,0.5614954777279425,0.6289149728027483
8,0.4831377039793873,0.598912109934154,0.6637274549098197,0.6659032350415116,0.6364729458917836,0.608989407386201,0.6085313484111079,0.5645576868021758,0.6179215574005154,0.6577726882336101,0.4838247924420269,0.4838247924420269,0.4838247924420269,0.4831377039793873,0.4831377039793873,0.4831377039793873,0.4831377039793873,0.4831377039793873,0.612539364443172,0.6688806183796163,0.6605210420841683,0.653764672201546,0.6197537933008875,0.6060120240480962,0.643687374749499,0.4831377039793873,0.6181505868880618,0.6601774978528485,0.5193243630117378,0.643687374749499,0.6403664471800744,0.6412825651302605,0.6061265387918695,0.6046378471228171,0.6580017177211566,0.5038648726023476,0.6100497290878052,0.6688806183796163
9,0.4723160606928142,0.6200400801603206,0.5770970512453478,0.5768680217578013,0.5819066704838248,0.5993129115373604,0.5993129115373604,0.5665616948182078,0.5883194961351274,0.6176352705410821,0.4725450901803607,0.4725450901803607,0.4725450901803607,0.4723160606928142,0.4723160606928142,0.4723160606928142,0.4723160606928142,0.4723160606928142,0.618436873747495,0.5764099627827083,0.5633552819925566,0.5862582307472087,0.5957629544803893,0.5874033781849413,0.5957629544803893,0.4723160606928142,0.6154594904093902,0.6168336673346694,0.6221013455482394,0.6016032064128256,0.6018322359003722,0.6009161179501861,0.585914686515889,0.6187804179788148,0.616719152590896,0.5006012024048097,0.5825895176596579,0.6221013455482394
