,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,average_model,optimal_clustering
0,0.5014426190896779,0.5983336277453924,0.6132014367308485,0.6084614025790497,0.5668904198315963,0.5712771595124536,0.5662721545074486,0.5506388741682859,0.4969675557910852,0.5014426190896779,0.5014426190896779,0.5014426190896779,0.5014426190896779,0.5014426190896779,0.5014426190896779,0.5014426190896779,0.5014426190896779,0.5014426190896779,0.5659483012424189,0.5976564800094212,0.6091091091091091,0.5583230289112642,0.5562327032915269,0.5459577224283106,0.5519342872284049,0.5014426190896779,0.6237413884472708,0.6099040216687276,0.6102867573455809,0.5451628098686923,0.5465465465465466,0.5529352882294059,0.5652417123005359,0.5014426190896779,0.5014426190896779,0.5423397253462613,0.6237413884472708
1,0.5184596361066949,0.5663015957133605,0.504710592945887,0.5294412059117941,0.5289701466172054,0.5037684743567097,0.5195784019313431,0.5108932461873639,0.4540717187776011,0.5184596361066949,0.5184596361066949,0.5184596361066949,0.5184596361066949,0.5184596361066949,0.5184596361066949,0.5184596361066949,0.5184596361066949,0.5184596361066949,0.5777836660189601,0.5252899958782312,0.528175234057587,0.48460224930813167,0.522169228051581,0.5138373667785433,0.5129246893952776,0.5184596361066949,0.5390095978331273,0.498998998998999,0.5051227698286522,0.5436613083671907,0.5380085968321262,0.5092739798622151,0.4949361125831714,0.5184596361066949,0.5184596361066949,0.5173430511121142,0.5663015957133605
2,0.5038862391803568,0.6318082788671024,0.6479715009126774,0.6363422245775187,0.6058705764588117,0.601689925219337,0.5990402166872755,0.5414237767178943,0.48271801212977683,0.5038862391803568,0.5038862391803568,0.5038862391803568,0.5038862391803568,0.5038862391803568,0.5038862391803568,0.5038862391803568,0.5038862391803568,0.5038862391803568,0.6200906789142083,0.6469116174998528,0.635576753223812,0.6054878407819584,0.6029264558676324,0.5412471294824236,0.561502679149738,0.5038862391803568,0.6328976034858388,0.648030383324501,0.6402284637578756,0.5897662368250604,0.5714243655420126,0.5731908378967202,0.5571159394688806,0.5038862391803568,0.5038862391803568,0.5557834522976135,0.648030383324501
3,0.5045045045045045,0.5862038509097333,0.5702467173055409,0.6126420538185244,0.6121709945239358,0.5877347936171465,0.5790790790790791,0.5791085202849908,0.4691161749985279,0.5045045045045045,0.5045045045045045,0.5045045045045045,0.5045045045045045,0.5045045045045045,0.5045045045045045,0.5045045045045045,0.5045045045045045,0.5045045045045045,0.5962727433315669,0.5642407112995348,0.6121415533180239,0.6104339633751399,0.5890302066772655,0.5827886710239651,0.5805805805805806,0.5045045045045045,0.5314726491197079,0.5680680680680681,0.6096684920214333,0.5827592298180534,0.5831714067008185,0.5658305364187717,0.4984396160866749,0.5045045045045045,0.5045045045045045,0.5403617124750022,0.6126420538185244
4,0.5216392863451687,0.5935052699758582,0.5866160277924983,0.6001001001001001,0.6015132779838662,0.5497556379909321,0.554201260083613,0.5241417888476712,0.47950892068539125,0.5216392863451687,0.5216392863451687,0.5216392863451687,0.5216392863451687,0.5216392863451687,0.5216392863451687,0.5216392863451687,0.5216392863451687,0.5216392863451687,0.5671848318907142,0.6008066890419832,0.6025731613966908,0.5951834187128304,0.564800094211859,0.5268798209974681,0.5222575516693164,0.5216392863451687,0.6077253724312548,0.6037508096331625,0.6037802508390744,0.5627686510039451,0.4949655537890832,0.4735323558852971,0.5285579697344404,0.5216392863451687,0.5216392863451687,0.5416331364043782,0.6077253724312548
5,0.4950538774068186,0.5344167697108874,0.571512689159748,0.5725136901607489,0.5562621444974386,0.551051051051051,0.5417476299829241,0.550903845021492,0.47862568450803744,0.4950538774068186,0.4950538774068186,0.4950538774068186,0.4950538774068186,0.4950538774068186,0.4950538774068186,0.4950538774068186,0.4950538774068186,0.4950538774068186,0.5616793263852088,0.5848789966437026,0.5716010127774833,0.5437496319849261,0.5568509686156745,0.5568804098215863,0.5389507154213037,0.4950538774068186,0.4933462874639345,0.5766354589884002,0.5728081022198669,0.5376258611552729,0.5437496319849261,0.5468998410174881,0.5571453806747925,0.4950538774068186,0.4950538774068186,0.5231811332029197,0.5766354589884002
6,0.4994111758817641,0.6212683271506801,0.5342106812695048,0.5960077724783607,0.596243302125655,0.5804039333451099,0.5716304539833952,0.5683035977153624,0.4844550432785727,0.4994111758817641,0.4994111758817641,0.4994111758817641,0.4994111758817641,0.4994111758817641,0.4994111758817641,0.4994111758817641,0.4994111758817641,0.4994111758817641,0.6209739150915622,0.5370370370370371,0.5967438026261556,0.5943296237413884,0.5748689866336926,0.5711005122769829,0.5704822469528352,0.4994111758817641,0.5795501383736678,0.5316198551492669,0.5930930930930931,0.5719543072484249,0.5723664841311901,0.5593240299122652,0.5291467938526762,0.4994111758817641,0.4994111758817641,0.5363893305069776,0.6212683271506801
7,0.5083613024789495,0.6225048577989755,0.6414649944061709,0.6285697462168051,0.6149090266737326,0.6182064417358535,0.5597067655891186,0.5564682329388212,0.5002355296472943,0.5083613024789495,0.5083613024789495,0.5083613024789495,0.5083613024789495,0.5083613024789495,0.5083613024789495,0.5083613024789495,0.5083613024789495,0.5083613024789495,0.6253312135665077,0.6380498145204028,0.6328976034858388,0.6139080256727315,0.6106400518165224,0.6071071071071071,0.5584702349408232,0.5083613024789495,0.5929164458576224,0.6379909321085792,0.6306306306306306,0.5882647353235588,0.5771359594889006,0.5303833245009716,0.5650945062709769,0.5083613024789495,0.5083613024789495,0.5542525095902002,0.6414649944061709
8,0.49885179296944004,0.6199434728846493,0.6419654949066714,0.6383147853736089,0.62471294824236,0.6285403050108932,0.5731908378967202,0.5689513042454218,0.48307130660071834,0.49885179296944004,0.49885179296944004,0.49885179296944004,0.49885179296944004,0.49885179296944004,0.49885179296944004,0.49885179296944004,0.49885179296944004,0.49885179296944004,0.6230053582994759,0.6401401401401401,0.640876170287935,0.6275393040098922,0.6215038567979745,0.6173232055584996,0.5741035152799858,0.49885179296944004,0.5875875875875876,0.6420243773184949,0.6395513160219043,0.6122593181416711,0.5965965965965966,0.5658010952128599,0.5537890832008479,0.49885179296944004,0.49885179296944004,0.5541674572175661,0.6420243773184949
9,0.5105399517164223,0.6164399693811459,0.4900194311959018,0.6189130306777365,0.6190896779132073,0.5925337101807691,0.5909733262674439,0.5731025142789848,0.4728552081493258,0.5105399517164223,0.5105399517164223,0.5105399517164223,0.5105399517164223,0.5105399517164223,0.5105399517164223,0.5105399517164223,0.5105399517164223,0.5105399517164223,0.6034269563681328,0.5912971795324736,0.6192074427368545,0.6165282929988812,0.6025142789848672,0.583819113230878,0.5759877524583407,0.5105399517164223,0.61470293823235,0.5922981805334746,0.6199434728846493,0.600247306129659,0.5897367956191486,0.5617970912088559,0.5012070894423836,0.5105399517164223,0.5105399517164223,0.5474199689885965,0.6199434728846493
