,abilities
kmeans_n_clusters_1,0.51944643
kmeans_n_clusters_2,0.54493177
kmeans_n_clusters_3,0.54071784
kmeans_n_clusters_4,0.5408193
kmeans_n_clusters_5,0.5035416
kmeans_n_clusters_6,0.4830173
kmeans_n_clusters_7,0.48366365
kmeans_n_clusters_8,0.48255557
dbscan_eps_0_1_min_samples_2,0.51944643
dbscan_eps_0_2_min_samples_2,0.51944643
dbscan_eps_0_3_min_samples_2,0.51944643
dbscan_eps_0_4_min_samples_2,0.51944643
dbscan_eps_0_5_min_samples_2,0.51944643
dbscan_eps_0_6_min_samples_2,0.51944643
dbscan_eps_0_7_min_samples_2,0.51944643
dbscan_eps_0_8_min_samples_2,0.51944643
dbscan_eps_0_9_min_samples_2,0.51944643
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.51944643
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49801096
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.46436352
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.47275242
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.45825654
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.44962987
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.44824052
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.45370176
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.51944643
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5458438
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53403515
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5045453
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.49257895
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48211277
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.47502705
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.46465477
mean_shift_,0.5265765
optics_,0.5204689
random_model_n1,0.475058
random_model_n2,0.47495124
random_model_n3,0.47608715
random_model_n4,0.4750453
random_model_n5,0.47524503
random_model_n6,0.47482002
random_model_n7,0.47518596
random_model_n8,0.47529906
random_model_n9,0.47506723
random_model_n10,0.47489426
average_model,0.50271446
optimal_clustering,0.5474324
