,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,average_model,optimal_clustering
0,0.3960570740231757,0.5596443901528647,0.6010077874484654,0.6090497276937955,0.6103730849493562,0.6126465448499346,0.6140038343428174,0.6074549125396583,0.5960536807994435,0.3960570740231757,0.3960570740231757,0.3960570740231757,0.3960570740231757,0.3960570740231757,0.3960570740231757,0.3960570740231757,0.3960570740231757,0.3960570740231757,0.5393868444715902,0.5949678492051373,0.6090497276937955,0.6022632802293819,0.6074888447769804,0.6034169762983322,0.6107463395598989,0.3960570740231757,0.5778999338321372,0.6010077874484654,0.6078620993875231,0.594798188018527,0.6058261651481991,0.607794234912879,0.6102373560000679,0.3960570740231757,0.3960570740231757,0.5503130248892961,0.5471573268183437,0.5514327887209243,0.548277090649972,0.5462072241733259,0.5470555301063775,0.5479038360394293,0.5483449551246161,0.5441712899340018,0.5499737025160754,0.5455285794268845,0.5498719058041092,0.5500754992280416,0.5359936207393835,0.5505844827878726,0.5479377682767513,0.5412191852869819,0.5405405405405406,0.5453928504775962,0.5376902326054869,0.5377920293174531,0.5346702634838228,0.5459696985120714,0.5513988564836022,0.5431533228143398,0.5099386894741572,0.6140038343428174
1,0.40401418367520064,0.5379447243854023,0.5335674657708556,0.5756434400502197,0.5758809657114742,0.5803600210379871,0.5868750106038242,0.5766614071698818,0.5796474440542237,0.40401418367520064,0.40401418367520064,0.40401418367520064,0.40401418367520064,0.40401418367520064,0.40401418367520064,0.40401418367520064,0.40401418367520064,0.40401418367520064,0.5433738823569332,0.5498549396854482,0.5755416433382535,0.5591523727116947,0.5876215198249096,0.5813779881576492,0.5838550414821602,0.40401418367520064,0.5252540676269489,0.5243718294565752,0.5450704942230366,0.5605775266792216,0.5661084813627186,0.5493798883629392,0.5729288610644543,0.40401418367520064,0.40401418367520064,0.5474796830729034,0.5439167981540863,0.53675709607913,0.5429327632717463,0.5410325579817106,0.5396413362515058,0.5386573013691658,0.5442221882899849,0.5417451349654739,0.5458170034441221,0.5400485230993706,0.5419487283894063,0.539777065200794,0.5448329685617821,0.5422541185253049,0.5397092007261499,0.5445275784258835,0.5424916441865595,0.5469367672757504,0.5424237797119154,0.547276089648971,0.5377411309614699,0.5488369725657861,0.5401842520486588,0.5410664902190326,0.4903126604319323,0.5868750106038242
2,0.39678661712560015,0.5774418486282893,0.6218930795201981,0.6261346091854566,0.6295278329176635,0.6290188493578324,0.6281026789501366,0.6059109957415042,0.5910147435571165,0.39678661712560015,0.39678661712560015,0.39678661712560015,0.39678661712560015,0.39678661712560015,0.39678661712560015,0.39678661712560015,0.39678661712560015,0.39678661712560015,0.5692302471963488,0.6235896913863016,0.6254898966763374,0.6289170526458662,0.6286795269846117,0.6001085831594306,0.6167014472099218,0.39678661712560015,0.5829728033117864,0.6240986749461326,0.6256256256256256,0.6219609439948423,0.6217234183335878,0.6187034492119238,0.6032642812303829,0.39678661712560015,0.39678661712560015,0.5392002171663188,0.5421523218133387,0.5481583278193448,0.5435096113062214,0.5535874857908756,0.5503639232452792,0.5460884613426986,0.5428648987971022,0.5435096113062214,0.5430345599837125,0.5503978554826012,0.545274087646969,0.5474796830729034,0.5507371778558219,0.5451722909350027,0.5426273731358477,0.5423898474745933,0.5489048370404302,0.5430006277463905,0.5362481125192989,0.553282095654977,0.5430006277463905,0.5437132047301538,0.542321982999949,0.5415754737788636,0.517364194074803,0.6295278329176635
3,0.39610797237915885,0.5504317877199233,0.5665496004479056,0.6215876893842995,0.6221984696560968,0.6247094552179298,0.6236575558609457,0.6239290137595223,0.588266232334029,0.39610797237915885,0.39610797237915885,0.39610797237915885,0.39610797237915885,0.39610797237915885,0.39610797237915885,0.39610797237915885,0.39610797237915885,0.39610797237915885,0.5531802989430108,0.560272136543323,0.6223681308427071,0.6236914880982678,0.6237254203355899,0.6246755229806077,0.6244379973193532,0.39610797237915885,0.5239985748460325,0.5588809148131182,0.624302268370065,0.6245737262686415,0.6247094552179298,0.6200268064674844,0.5684158735006193,0.39610797237915885,0.39610797237915885,0.5417451349654739,0.5490066337523964,0.5492441594136509,0.5461902580546648,0.5438828659167643,0.5474457508355813,0.550771110093144,0.5491084304643626,0.548803040328464,0.5466313771398518,0.5421523218133387,0.539302013878285,0.5456812744948338,0.5515176193142295,0.5470046317503945,0.5488709048031082,0.5454776810709014,0.5435096113062214,0.5530785022310446,0.5395395395395396,0.5429327632717463,0.5453080198842911,0.5431363566956787,0.5455794777828676,0.5430345599837125,0.5081308552746092,0.6247094552179298
4,0.40778066201795016,0.5531124344683667,0.5785616124599176,0.6142243938854108,0.6152084287677508,0.5995317351249555,0.6024159752973313,0.5895217251149455,0.5858231112468401,0.40778066201795016,0.40778066201795016,0.40778066201795016,0.40778066201795016,0.40778066201795016,0.40778066201795016,0.40778066201795016,0.40778066201795016,0.40778066201795016,0.5397092007261499,0.5825316842265995,0.6154459544290053,0.613817207037546,0.6046894351979097,0.5923381008126771,0.5915576593542695,0.40778066201795016,0.5566074549125397,0.5806314789365636,0.6150726998184626,0.602823162145196,0.5445275784258835,0.5280025788500364,0.5891484705044027,0.40778066201795016,0.40778066201795016,0.5382840467586231,0.5393698783529292,0.5420844573386946,0.5394716750648954,0.5375714697748596,0.538793030318454,0.5366213671298417,0.5374018085882493,0.538250114521301,0.543272085644967,0.5449008330364262,0.5384876401825555,0.5380125888600464,0.5410325579817106,0.5338389236694322,0.53380499143211,0.5415076093042195,0.5430345599837125,0.5358409256714342,0.5420165928640505,0.5408968290324222,0.538793030318454,0.5525355864338916,0.5388948270304202,0.5416772704908298,0.5055029920064447,0.6152084287677508
5,0.392205765087121,0.5168388727710762,0.5814797848696154,0.5930167455591184,0.6048930286218421,0.6029249588571622,0.6010247535671265,0.6086255747272696,0.5921684396260667,0.392205765087121,0.392205765087121,0.392205765087121,0.392205765087121,0.392205765087121,0.392205765087121,0.392205765087121,0.392205765087121,0.392205765087121,0.5356373322475018,0.5910486757944385,0.591829117252846,0.5944418995266453,0.6093720839483552,0.6110686958144586,0.6052323509950629,0.392205765087121,0.5052001153696069,0.5908790146078282,0.592813152135186,0.5886734191818938,0.6057074023175718,0.605266283232385,0.6051305542830967,0.392205765087121,0.392205765087121,0.5473778863609372,0.5478868699207682,0.5395056073022175,0.5453080198842911,0.546733173851818,0.5416094060161857,0.5475136153102255,0.5500246008720585,0.5435096113062214,0.5461902580546648,0.54676710608914,0.5516872805008398,0.5476154120221917,0.5519926706367384,0.5503639232452792,0.5503639232452792,0.5429327632717463,0.5436453402555097,0.5459866646307324,0.5492441594136509,0.5453419521216132,0.5519587383994163,0.5408968290324222,0.5529767055190784,0.546292054766631,0.5000411585471222,0.6086255747272696
6,0.39152712034067966,0.5710965202490627,0.5573539641336251,0.6123581208326971,0.6134778846643253,0.62077331568857,0.6198910775181962,0.6176176176176176,0.5964439015286473,0.39152712034067966,0.39152712034067966,0.39152712034067966,0.39152712034067966,0.39152712034067966,0.39152712034067966,0.39152712034067966,0.39152712034067966,0.39152712034067966,0.5685176702125855,0.5610186457644085,0.6137493425629019,0.6150726998184626,0.6160228024634804,0.6181266011774487,0.6191785005344327,0.39152712034067966,0.5526713153831798,0.5569807095230824,0.6151405642931067,0.6190427715851444,0.6191785005344327,0.6159888702261583,0.5874179264009772,0.39152712034067966,0.39152712034067966,0.5541643338253508,0.5462581225293089,0.5394716750648954,0.5455116133082235,0.5471403606996827,0.5490744982270406,0.5475475475475475,0.5456134100201897,0.5460545291053766,0.5489387692777523,0.5457152067321559,0.5544357917239273,0.5470724962250386,0.5509068390424323,0.5546733173851818,0.5460884613426986,0.5507371778558219,0.5428309665597801,0.5461902580546648,0.5500585331093806,0.5451383586976807,0.5490744982270406,0.5479547343954123,0.5503639232452792,0.548260124531311,0.5064355001580363,0.62077331568857
7,0.39872075465295803,0.5656334300402097,0.6224699275546733,0.6261346091854566,0.6289170526458662,0.6292563750190869,0.6132742912403929,0.6128671043925281,0.5974958008856314,0.39872075465295803,0.39872075465295803,0.39872075465295803,0.39872075465295803,0.39872075465295803,0.39872075465295803,0.39872075465295803,0.39872075465295803,0.39872075465295803,0.569332043908315,0.6214180281976892,0.6274918986783393,0.6275597631529835,0.6281366111874587,0.6276276276276276,0.6120527306967984,0.39872075465295803,0.5445954429005276,0.6261006769481345,0.6265078637959994,0.6178212110415501,0.6184319913133473,0.5622402063080029,0.6094738806603214,0.39872075465295803,0.39872075465295803,0.5400824553366926,0.5420165928640505,0.5449008330364262,0.5394038105902512,0.5407271678458119,0.540252116523303,0.538759098081132,0.5389626915050644,0.5431702889330008,0.5433399501196111,0.5429327632717463,0.5373000118762831,0.5434078145942552,0.5417451349654739,0.5459866646307324,0.5403199809979471,0.5393359461156071,0.5473778863609372,0.5475475475475475,0.5459866646307324,0.545274087646969,0.5416772704908298,0.5437132047301538,0.540286048760625,0.5462241902919869,0.5142914414728601,0.6292563750190869
8,0.3931558677321389,0.5685176702125855,0.6252523710150829,0.633328243497735,0.6372983152644169,0.6378412310615701,0.6240308104714885,0.6232843012504029,0.5941704416280688,0.3931558677321389,0.3931558677321389,0.3931558677321389,0.3931558677321389,0.3931558677321389,0.3931558677321389,0.3931558677321389,0.3931558677321389,0.3931558677321389,0.5725216742165895,0.6251505743031167,0.6343801428547191,0.6376376376376376,0.6369929251285184,0.635839229059568,0.6250148453538285,0.3931558677321389,0.5446633073751718,0.6309529868851903,0.6337014981082778,0.6342783461427529,0.6323442086153951,0.6232843012504029,0.6196874840942638,0.3931558677321389,0.3931558677321389,0.5459527323934104,0.5536553502655197,0.5471064284623607,0.5477511409714799,0.557252167421659,0.5490405659897185,0.5425255764238816,0.5513818903649412,0.5509068390424323,0.5404557099472354,0.5447311718498159,0.5444597139512394,0.5493459561256171,0.5480225988700564,0.5474118185982593,0.5445275784258835,0.5540625371133846,0.5518230094501281,0.5455116133082235,0.5425934408985257,0.5424237797119154,0.5490066337523964,0.5384876401825555,0.545749138969478,0.544765104087138,0.5177965159132767,0.6378412310615701
9,0.40089241784157037,0.5634956990889194,0.5376054020121817,0.6202643321287389,0.6204339933153492,0.6204000610780271,0.6186695169746017,0.616362124836701,0.5867053494172139,0.40089241784157037,0.40089241784157037,0.40089241784157037,0.40089241784157037,0.40089241784157037,0.40089241784157037,0.40089241784157037,0.40089241784157037,0.40089241784157037,0.5579308121681003,0.573302115674997,0.6201625354167727,0.620807247925892,0.6210787058244686,0.6181944656520928,0.6162603281247349,0.40089241784157037,0.5583379990159651,0.5705875366892316,0.6193481617210431,0.6190088393478224,0.5298009874281061,0.6121884596460868,0.5740825571334046,0.40089241784157037,0.40089241784157037,0.5442221882899849,0.5390305559797085,0.5451722909350027,0.5407271678458119,0.5517212127381619,0.5423559152372712,0.5472082251743269,0.5412022191683209,0.5443239850019511,0.5379786566227244,0.5445954429005276,0.5482940567686331,0.5413718803549312,0.5404557099472354,0.5380804533346907,0.5464956481905634,0.5455794777828676,0.5476493442595137,0.549278091650973,0.5405235744218795,0.5470046317503945,0.5453419521216132,0.54676710608914,0.5430345599837125,0.5464617159532413,0.5065925938493421,0.6204339933153492
