,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,average_model,optimal_clustering
0,0.47695390781563124,0.6481800810924174,0.7105373537773221,0.7125879666309363,0.7125879666309363,0.7124015472806077,0.709512047350515,0.7096984667008436,0.6986997250314583,0.7049447732674652,0.4866477140327166,0.48170760124900963,0.47863168196858835,0.47863168196858835,0.47695390781563124,0.47695390781563124,0.47695390781563124,0.47695390781563124,0.6446381134361747,0.7093256280001864,0.7121219182551148,0.7120287085799506,0.7115626602041292,0.7100713054015007,0.7042923055413152,0.47695390781563124,0.6616954839912383,0.7090459989746936,0.7090459989746936,0.5709092603812276,0.6001770983828122,0.5446241319849,0.5446241319849,0.7094188376753507,0.6578738873095027,0.49997669758120894,0.5156359230088083,0.5183390035885725,0.5158223423591369,0.5049168103649159,0.5141445682061798,0.5062217458172158,0.4957822621988162,0.5298037936337792,0.6050723324340326,0.7125879666309363
1,0.48422426247844524,0.6476208230414316,0.7081139022230507,0.710164515076665,0.710164515076665,0.7097916763760078,0.7073682248217364,0.7076478538472294,0.6950645477000512,0.7027077410635224,0.49429090739618775,0.48888474623665934,0.48590203663140236,0.48590203663140236,0.48422426247844524,0.48422426247844524,0.48422426247844524,0.48422426247844524,0.6448245327865032,0.7072750151465722,0.7096984667008436,0.7094188376753507,0.7094188376753507,0.7083935312485437,0.7018688539870439,0.48422426247844524,0.6608565969147597,0.7069021764459151,0.7069021764459151,0.5697907442792561,0.5970079694272266,0.5966351307265694,0.5966351307265694,0.7070885957962436,0.6548911777042457,0.4948501654471734,0.49764645570210186,0.4996038588805518,0.5137717295055226,0.4934520203197092,0.4776995852169455,0.5064081651675444,0.4850631495549238,0.5003495362818661,0.6100538717400348,0.710164515076665
2,0.39637414363610946,0.5529663979121032,0.6537260567646922,0.629864379922636,0.6284662347951717,0.6293051218716503,0.6105699771636296,0.6030199934753228,0.5878268164235447,0.6392785571142284,0.40103462739432355,0.39935685324136644,0.3964673533112737,0.3964673533112737,0.39637414363610946,0.39637414363610946,0.39637414363610946,0.39637414363610946,0.5563219462180174,0.6465489117770424,0.598452719392273,0.6171878641002936,0.6238989607121219,0.612993428717901,0.6356433797828215,0.39637414363610946,0.5478398657780678,0.6540988954653493,0.6442186698979354,0.6421680570443212,0.6382532506874213,0.6382532506874213,0.6382532506874213,0.6502772987836137,0.641422379643007,0.5277065759425829,0.5209022696555903,0.52938435009554,0.5243510276366686,0.5292911404203756,0.5396374143636109,0.5314349629491542,0.5321806403504684,0.5273337372419257,0.5483335318354194,0.6540988954653493
3,0.48296593186372744,0.6410495409423498,0.6941790557859906,0.696602507340262,0.696602507340262,0.6964160879899334,0.6937130074101692,0.6936197977350049,0.6814093302884839,0.6886796849512979,0.49126159295334854,0.48716036724612016,0.48455049634152025,0.48455049634152025,0.48296593186372744,0.48296593186372744,0.48296593186372744,0.48296593186372744,0.6383464603625857,0.6944586848114834,0.696602507340262,0.696322878314769,0.6958568299389477,0.6941790557859906,0.6885864752761337,0.48296593186372744,0.6549377825418279,0.6930605396840192,0.6930605396840192,0.5620077364030386,0.5899706389523233,0.537027543459011,0.537027543459011,0.6941790557859906,0.4888381413990772,0.49965046371813393,0.48548259309316305,0.49871836696649113,0.49526960898541267,0.4998368830684625,0.5150300601202404,0.5040313184508552,0.4888381413990772,0.4707554644172065,0.5923975427167859,0.696602507340262
4,0.43785244908421495,0.6856969753460409,0.6900778300787622,0.6947383138369763,0.654658153516335,0.6551242018921564,0.6551242018921564,0.6530735890385422,0.6790790884093769,0.6909167171552407,0.44363144894440043,0.43897096518618633,0.4400894812881577,0.4400894812881577,0.43785244908421495,0.43785244908421495,0.43785244908421495,0.43785244908421495,0.6891457333271194,0.6934333783846763,0.6942722654611548,0.6783334110080627,0.6942722654611548,0.6624877662301347,0.6860698140466981,0.43785244908421495,0.6660297338863774,0.6896117817029408,0.6506501374842709,0.6509297665097638,0.6506501374842709,0.6506501374842709,0.6276273477186932,0.6934333783846763,0.6538192664398564,0.5118609311646549,0.5043109474763481,0.49890478631681967,0.5126998182411334,0.5126066085659692,0.5311553339236613,0.5254695437386401,0.49955725404296963,0.49629491541221976,0.590516088162544,0.6947383138369763
5,0.4001491354802629,0.515542713333644,0.6231066784732255,0.6304702428112038,0.6330801137158037,0.6196579204921471,0.5982196952043622,0.5973808081278836,0.5794845504963415,0.6313091298876824,0.4086312159202125,0.4035978934613413,0.4015472806077271,0.4015472806077271,0.4001491354802629,0.4001491354802629,0.4001491354802629,0.4001491354802629,0.5189914713147225,0.6277671622314396,0.6329869040406394,0.6366220813720465,0.6289788880085753,0.5987789532553479,0.6127604045299903,0.4001491354802629,0.4885119075360022,0.6257165493778254,0.5549704059281353,0.5798573891969987,0.626555436454304,0.626555436454304,0.6280467912569325,0.6321480169641609,0.6332665330661322,0.5345574870671576,0.5266346646781936,0.5280328098056578,0.5301766323344363,0.5170340681362725,0.5238383744232651,0.5263550356527007,0.5282192291559864,0.5303630516847648,0.5348129506213115,0.6332665330661322
6,0.47695390781563124,0.6472479843407746,0.7068089667707508,0.7092324183250222,0.7092324183250222,0.7087663699492007,0.7064361280700937,0.7069953861210794,0.6951577573752156,0.7017756443118796,0.4866477140327166,0.48170760124900963,0.47872489164375265,0.47872489164375265,0.47695390781563124,0.47695390781563124,0.47695390781563124,0.47695390781563124,0.6437992263596961,0.7060632893694365,0.7085799505988721,0.7086731602740365,0.7083935312485437,0.7074614344969008,0.7020552733373724,0.47695390781563124,0.6608565969147597,0.7059700796942723,0.7059700796942723,0.570722841030899,0.600456727408305,0.5443445029594072,0.5443445029594072,0.7067157570955865,0.6567553712075314,0.49773966537726616,0.4898168429883022,0.4885119075360022,0.5166612294356154,0.5067810038682016,0.51088222957543,0.504637181339423,0.49410448804585916,0.5312951484364077,0.603643117414847,0.7092324183250222
7,0.36743253949759985,0.6482732907675817,0.6518152584238244,0.6489257584937317,0.6394183716269749,0.6057696788926691,0.6395115813021391,0.6131332432306473,0.5820944214009414,0.6033462273383977,0.6106165820012117,0.6112690497273617,0.36976278137670693,0.36976278137670693,0.36743253949759985,0.36743253949759985,0.36743253949759985,0.36743253949759985,0.6516288390734958,0.6501374842708673,0.6486461294682389,0.6442652747355175,0.6126671948548259,0.6132264529058116,0.647061564990446,0.36743253949759985,0.6351307265694179,0.6518152584238244,0.5981264855291979,0.636156032996225,0.5789252924453558,0.5789252924453558,0.6245980332758541,0.6507899519970173,0.559817309036678,0.5412685836789859,0.5478864706156499,0.5544111478771496,0.5386587127743859,0.5398704385515216,0.5285920678566435,0.5434124062077643,0.5513352285967283,0.5511488092463998,0.5535239298579933,0.6518152584238244
8,0.44139441674045765,0.6889593139767908,0.6930605396840192,0.6945518944866477,0.6174674931257864,0.6165353963741437,0.6184927995525935,0.6143915738453651,0.6757235401034627,0.6888661043016265,0.44605490049867175,0.4423265134921005,0.44381786829472897,0.44381786829472897,0.44139441674045765,0.44139441674045765,0.44139441674045765,0.44139441674045765,0.6924080719578692,0.6953907815631263,0.6953907815631263,0.6551242018921564,0.6925012816330335,0.6006897515962157,0.6737661369250129,0.44139441674045765,0.6733932982243557,0.6928741203336907,0.5876403970732162,0.6185860092277579,0.6186792189029221,0.6186792189029221,0.5850305261686163,0.6952975718879619,0.651675443911078,0.5064547700051265,0.5184788181013189,0.5081325441580836,0.5118609311646549,0.5052430442279908,0.5302232371720185,0.5190380761523046,0.5151232697954048,0.5364682854080254,0.5789960627542768,0.6952975718879619
9,0.4357552313930186,0.6766090320175234,0.6800577899986019,0.6756769352658806,0.6531201938761243,0.6521880971244816,0.6515356293983315,0.6533998229016171,0.6505103229715244,0.6693386773547094,0.4397632474250827,0.43799226359696136,0.43808547327212566,0.43808547327212566,0.4357552313930186,0.4357552313930186,0.4357552313930186,0.4357552313930186,0.6797781609731091,0.6813627254509018,0.6786596448711376,0.606422146618819,0.6724145966351307,0.633173323390968,0.5867549051591555,0.4357552313930186,0.6585263550356527,0.6802442093489304,0.6262758074288111,0.657967096984667,0.6561029034813813,0.6561029034813813,0.6225474204222399,0.6813627254509018,0.5394975998508645,0.5196439390408725,0.50827235867083,0.5360488418697861,0.5080859393205015,0.5159155520343012,0.5318544064873933,0.5166612294356154,0.5195507293657081,0.5010952136831803,0.5805098569231486,0.6813627254509018
