,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,average_model,optimal_clustering
0,0.521802115022454,0.5939446617412719,0.5968419527741562,0.5867014341590613,0.5849630595393307,0.5901781833985223,0.5226713023323193,0.5780095610604086,0.521802115022454,0.521802115022454,0.521802115022454,0.521802115022454,0.521802115022454,0.521802115022454,0.521802115022454,0.521802115022454,0.521802115022454,0.521802115022454,0.4821092278719397,0.4974648703462263,0.4815297696653629,0.45719252498913515,0.459800086918731,0.4641460234680574,0.46472548167463423,0.521802115022454,0.5759814573373896,0.6000289729103289,0.5980008691873099,0.5658409387222947,0.5725047080979284,0.5316529045342605,0.5316529045342605,0.516297262059974,0.5475880052151239,0.48355787338838185,0.4858757062146893,0.48066058235549763,0.49138055917716933,0.49369839200347676,0.5331843297944995,0.6000289729103289
1,0.5336810082572795,0.5977111400840215,0.5977111400840215,0.5867014341590613,0.583804143126177,0.5861219759524844,0.529335071707953,0.578299290163697,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.53541938287701,0.5055772852383021,0.5255685933652036,0.4398087787918296,0.4545849630595393,0.45690279588584676,0.4687816891206722,0.5336810082572795,0.5811965811965812,0.599449514703752,0.5991597856004636,0.5652614805157178,0.574243082717659,0.5319426336375489,0.5319426336375489,0.5299145299145299,0.5519339417644502,0.48442706069824715,0.46849196001738375,0.47225843836013326,0.4919600173837462,0.4887729972475735,0.5404441133254693,0.599449514703752
2,0.5226713023323193,0.5985803273938867,0.6052440967695205,0.5956830363610025,0.5936549326379835,0.597421410980733,0.5278864261915109,0.5861219759524844,0.5226713023323193,0.5226713023323193,0.5226713023323193,0.5226713023323193,0.5226713023323193,0.5226713023323193,0.5226713023323193,0.5226713023323193,0.5226713023323193,0.5226713023323193,0.523830218745473,0.5165869911632623,0.47660437490945967,0.5536723163841808,0.4493698392003477,0.4771838331160365,0.46646385629436476,0.5226713023323193,0.5754019991308127,0.6058235549760973,0.6064030131826742,0.5681587715486021,0.5751122700275243,0.5012313486889758,0.5012313486889758,0.5209329277125887,0.5481674634217008,0.4876140808344198,0.48790380993770827,0.4908011009705925,0.4821092278719397,0.48732435173113137,0.5383663417561723,0.6064030131826742
3,0.5260031870201362,0.5853976531942634,0.5917716934666087,0.5825003621613791,0.5819209039548022,0.5877154860205708,0.530638852672751,0.5738084890627263,0.5260031870201362,0.5260031870201362,0.5260031870201362,0.5260031870201362,0.5260031870201362,0.5260031870201362,0.5260031870201362,0.5260031870201362,0.5260031870201362,0.5260031870201362,0.487758945386064,0.5091988990294075,0.48428219614660295,0.45038389106185717,0.45617847312762566,0.4706649282920469,0.47674923946110387,0.5260031870201362,0.5717803853397073,0.5935100680863393,0.592640880776474,0.5546863682456903,0.559322033898305,0.49674054758800523,0.49674054758800523,0.5222367086773867,0.548312327973345,0.48254382152687236,0.49500217296827465,0.4839924670433145,0.47964653049398814,0.4784876140808344,0.53191366072722,0.5935100680863393
4,0.5144140228885992,0.5645371577574967,0.5604809503114588,0.4828335506301608,0.48080544690714183,0.5520788063160944,0.5115167318557149,0.48717948717948717,0.5144140228885992,0.5144140228885992,0.5144140228885992,0.5144140228885992,0.5144140228885992,0.5144140228885992,0.5144140228885992,0.5144140228885992,0.5144140228885992,0.5144140228885992,0.5187599594379255,0.5135448355787339,0.5138345646820223,0.4677676372591627,0.4726930320150659,0.4810951760104302,0.47877734318412285,0.5144140228885992,0.5552658264522671,0.5581631174851513,0.5627987831377662,0.5109372736491381,0.5048529624800812,0.5048529624800812,0.5048529624800812,0.5115167318557149,0.5329566854990584,0.49355352745183256,0.503404316963639,0.48225409242358397,0.49007677821237144,0.48457192524989134,0.5144305788373585,0.5645371577574967
5,0.5336810082572795,0.5977111400840215,0.6017673475300594,0.591337099811676,0.5890192669853687,0.5939446617412719,0.5220918441257424,0.5811965811965812,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5336810082572795,0.5287556135013762,0.516297262059974,0.5206431986093003,0.5493263798348544,0.448210922787194,0.4670433145009416,0.46646385629436476,0.5336810082572795,0.5785890192669854,0.6029262639432131,0.6032159930465015,0.5623641894828335,0.5690279588584674,0.4919600173837462,0.4919600173837462,0.5307837172243952,0.5536723163841808,0.4838476024916703,0.4815297696653629,0.47515572939301753,0.4728378965667101,0.4908011009705925,0.5417851451749757,0.6032159930465015
6,0.5375923511516731,0.6085759814573374,0.6108938142836448,0.5981457337389541,0.5943792553962045,0.5969868173258004,0.53817180935825,0.5868462987107055,0.5375923511516731,0.5375923511516731,0.5375923511516731,0.5375923511516731,0.5375923511516731,0.5375923511516731,0.5375923511516731,0.5375923511516731,0.5375923511516731,0.5375923511516731,0.5387512675648269,0.4955816311748515,0.530638852672751,0.5546863682456903,0.53817180935825,0.4547298276111835,0.4677676372591627,0.5375923511516731,0.5923511516731855,0.612342459800087,0.6129219180066637,0.5726495726495726,0.5819209039548022,0.542228016804288,0.542228016804288,0.5332464146023468,0.5619295958279009,0.47530059394466173,0.4831232797334492,0.4874692162827756,0.4906562364189483,0.4654498044328553,0.5519215248028807,0.6129219180066637
7,0.5220918441257424,0.5907576416050992,0.597421410980733,0.5835144140228886,0.581776039403158,0.5893089960886571,0.5229610314356077,0.568738229755179,0.5220918441257424,0.5220918441257424,0.5220918441257424,0.5220918441257424,0.5220918441257424,0.5220918441257424,0.5220918441257424,0.5220918441257424,0.5220918441257424,0.5220918441257424,0.5281761552947993,0.516297262059974,0.5249891351586267,0.5530928581776039,0.46066927422859627,0.4780530204259018,0.4792119368390555,0.5220918441257424,0.5719252498913516,0.5948138490511372,0.5977111400840215,0.5070259307547443,0.5003621613791105,0.5003621613791105,0.5003621613791105,0.5226713023323193,0.5444009850789512,0.4974648703462263,0.4658843980877879,0.4905113718673041,0.48008112414892073,0.4737070838765754,0.5337058421804186,0.5977111400840215
8,0.5242648124004056,0.5952484427060698,0.5984354628422425,0.5874257569172824,0.5848181949876865,0.5880052151238592,0.5361437056352311,0.5787338838186296,0.5242648124004056,0.5242648124004056,0.5242648124004056,0.5242648124004056,0.5242648124004056,0.5242648124004056,0.5242648124004056,0.5242648124004056,0.5242648124004056,0.5242648124004056,0.5312183108793278,0.5007967550340432,0.480225988700565,0.45588874402433727,0.46255251339997105,0.46168332609010576,0.4747211357380849,0.5242648124004056,0.579023612921918,0.6010430247718384,0.60075329566855,0.5697522816166884,0.5778646965087643,0.5399101839779806,0.5399101839779806,0.5202086049543677,0.5468636824569028,0.4874692162827756,0.4784876140808344,0.4831232797334492,0.49384325655512096,0.491815152832102,0.5372115643302084,0.6010430247718384
9,0.5370128929450964,0.6065478777343184,0.6094451687672027,0.5969868173258004,0.5932203389830508,0.5955381718093582,0.5373026220483847,0.5845284658843981,0.5370128929450964,0.5370128929450964,0.5370128929450964,0.5370128929450964,0.5370128929450964,0.5370128929450964,0.5370128929450964,0.5370128929450964,0.5370128929450964,0.5370128929450964,0.544256120527307,0.49934810951760106,0.5361437056352311,0.5561350137621324,0.536723163841808,0.44314066347964653,0.46950601187889324,0.5370128929450964,0.5888744024337245,0.6094451687672027,0.6106040851803564,0.5688830943068232,0.5784441547153412,0.5387512675648269,0.5387512675648269,0.5338258728089237,0.5627987831377662,0.4923946110386788,0.4805157178038534,0.4866000289729103,0.4668984499492974,0.4706649282920469,0.5509530018004594,0.6106040851803564
