,abilities
kmeans_n_clusters_1,0.4280811
kmeans_n_clusters_2,0.50145566
kmeans_n_clusters_3,0.5051691
kmeans_n_clusters_4,0.50548273
kmeans_n_clusters_5,0.5057664
kmeans_n_clusters_6,0.5067902
kmeans_n_clusters_7,0.5026807
kmeans_n_clusters_8,0.4993237
dbscan_eps_0_1_min_samples_2,0.49062344
dbscan_eps_0_2_min_samples_2,0.51050156
dbscan_eps_0_3_min_samples_2,0.5103891
dbscan_eps_0_4_min_samples_2,0.5103891
dbscan_eps_0_5_min_samples_2,0.5103891
dbscan_eps_0_6_min_samples_2,0.4280811
dbscan_eps_0_7_min_samples_2,0.4280811
dbscan_eps_0_8_min_samples_2,0.4280811
dbscan_eps_0_9_min_samples_2,0.4280811
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.4280811
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.504454
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5047423
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5055146
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.50533
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5060902
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.50343657
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5004335
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.4280811
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5103891
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5100559
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5081887
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5085408
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5087668
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5051464
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4999729
mean_shift_,0.5033383
optics_,0.471572
random_model_n1,0.45309606
random_model_n2,0.45299456
random_model_n3,0.45315132
random_model_n4,0.45302236
random_model_n5,0.4532397
random_model_n6,0.4530225
random_model_n7,0.45320454
random_model_n8,0.4531631
random_model_n9,0.4532633
random_model_n10,0.4532743
random_model_n11,0.4529684
random_model_n12,0.45317772
random_model_n13,0.45293775
random_model_n14,0.45325503
random_model_n15,0.45322844
random_model_n16,0.4531533
random_model_n17,0.45315123
average_model,0.48628995
optimal_clustering,0.51612663
