,abilities
kmeans_n_clusters_1,0.5177188
kmeans_n_clusters_2,0.5451522
kmeans_n_clusters_3,0.54049134
kmeans_n_clusters_4,0.53798056
kmeans_n_clusters_5,0.5001085
kmeans_n_clusters_6,0.49964097
kmeans_n_clusters_7,0.4763909
kmeans_n_clusters_8,0.46903592
dbscan_eps_0_1_min_samples_2,0.5177188
dbscan_eps_0_2_min_samples_2,0.5177188
dbscan_eps_0_3_min_samples_2,0.5177188
dbscan_eps_0_4_min_samples_2,0.5177188
dbscan_eps_0_5_min_samples_2,0.5177188
dbscan_eps_0_6_min_samples_2,0.5177188
dbscan_eps_0_7_min_samples_2,0.5177188
dbscan_eps_0_8_min_samples_2,0.5177188
dbscan_eps_0_9_min_samples_2,0.5177188
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5177188
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49307916
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.45527107
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.46458086
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.44871506
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.43921915
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4377402
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.44372338
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5177188
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5462368
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53377944
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.49992645
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4859829
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4737886
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.46635774
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.45463535
mean_shift_,0.52569675
optics_,0.5188555
random_model_n1,0.46774107
random_model_n2,0.46750903
random_model_n3,0.46881792
random_model_n4,0.46765894
random_model_n5,0.46783984
random_model_n6,0.46746626
average_model,0.4987652
optimal_clustering,0.5477027
