,abilities
kmeans_n_clusters_1,0.5192621
kmeans_n_clusters_2,0.5356238
kmeans_n_clusters_3,0.5334102
kmeans_n_clusters_4,0.5320914
kmeans_n_clusters_5,0.51462513
kmeans_n_clusters_6,0.51508677
kmeans_n_clusters_7,0.5038436
kmeans_n_clusters_8,0.49908057
dbscan_eps_0_1_min_samples_2,0.5192621
dbscan_eps_0_2_min_samples_2,0.5192621
dbscan_eps_0_3_min_samples_2,0.5192621
dbscan_eps_0_4_min_samples_2,0.5192621
dbscan_eps_0_5_min_samples_2,0.5192621
dbscan_eps_0_6_min_samples_2,0.5192621
dbscan_eps_0_7_min_samples_2,0.5192621
dbscan_eps_0_8_min_samples_2,0.5192621
dbscan_eps_0_9_min_samples_2,0.5192621
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5192621
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5101993
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.49185646
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49708763
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.48877814
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.48403302
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.48363954
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48681775
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5192621
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5364064
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53078955
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5161534
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5099153
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5031508
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4993715
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49448526
mean_shift_,0.5234107
optics_,0.51971346
random_model_n1,0.49731737
random_model_n2,0.49738413
random_model_n3,0.49804798
random_model_n4,0.49744323
random_model_n5,0.49753332
random_model_n6,0.4974218
random_model_n7,0.49753693
random_model_n8,0.49747846
random_model_n9,0.4975628
random_model_n10,0.49728134
random_model_n11,0.4975262
random_model_n12,0.4973409
random_model_n13,0.49720582
random_model_n14,0.4974072
random_model_n15,0.4974571
random_model_n16,0.49723098
random_model_n17,0.49751037
random_model_n18,0.49749738
random_model_n19,0.4977391
random_model_n20,0.4972518
random_model_n21,0.49761775
random_model_n22,0.49767897
random_model_n23,0.4975433
random_model_n24,0.49721217
random_model_n25,0.49800563
random_model_n26,0.49744546
random_model_n27,0.4974663
random_model_n28,0.49734703
random_model_n29,0.49754047
random_model_n30,0.4974554
random_model_n31,0.49733925
random_model_n32,0.49774182
random_model_n33,0.49736217
random_model_n34,0.49797365
random_model_n35,0.4975569
random_model_n36,0.49748418
random_model_n37,0.497827
random_model_n38,0.49754378
random_model_n39,0.49734354
random_model_n40,0.49774513
random_model_n41,0.49778518
random_model_n42,0.49736488
random_model_n43,0.49742547
random_model_n44,0.497429
random_model_n45,0.49746412
random_model_n46,0.49725747
random_model_n47,0.49749526
random_model_n48,0.4975427
random_model_n49,0.49737132
random_model_n50,0.49732545
random_model_n51,0.4973643
random_model_n52,0.49786884
average_model,0.5125799
optimal_clustering,0.53778625
