,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,average_model,optimal_clustering
0,0.4877254509018036,0.6604208416833668,0.7212424849699399,0.7238476953907815,0.7238476953907815,0.7236973947895792,0.7205410821643287,0.7192384769539079,0.7087174348697395,0.71563126252505,0.4976452905811623,0.4925851703406814,0.4895290581162325,0.4895290581162325,0.4877254509018036,0.4877254509018036,0.4877254509018036,0.4877254509018036,0.6567635270541082,0.7209919839679358,0.7234468937875751,0.7233466933867736,0.7228957915831663,0.7214929859719439,0.7150801603206413,0.4877254509018036,0.6758517034068137,0.7200901803607215,0.7200901803607215,0.5692885771543086,0.5987474949899799,0.5370240480961924,0.5370240480961924,0.7203907815631263,0.6622244488977956,0.49574148296593185,0.5127755511022044,0.5136773547094189,0.5119238476953908,0.501002004008016,0.5106713426853707,0.6625732947376234,0.7238476953907815
1,0.49519038076152305,0.6616733466933867,0.7210921843687375,0.7228957915831663,0.7228957915831663,0.7224448897795591,0.7197895791583167,0.7187875751503006,0.7061623246492986,0.7145791583166332,0.5049098196392786,0.499749498997996,0.4967935871743487,0.4967935871743487,0.49519038076152305,0.49519038076152305,0.49519038076152305,0.49519038076152305,0.6587174348697394,0.7202404809619238,0.7225951903807615,0.7223947895791584,0.7219438877755511,0.7209418837675351,0.714128256513026,0.49519038076152305,0.6757014028056112,0.7193386773547095,0.7193386773547095,0.5693386773547094,0.5962925851703407,0.595440881763527,0.595440881763527,0.7200400801603206,0.661372745490982,0.49138276553106214,0.4933867735470942,0.4964428857715431,0.5106713426853707,0.48907815631262525,0.47099198396793585,0.6672066354932086,0.7228957915831663
2,0.4018537074148297,0.5595190380761523,0.6592685370741483,0.6311623246492986,0.6296092184368738,0.6303106212424849,0.6125751503006012,0.606813627254509,0.5819639278557114,0.6425350701402806,0.40606212424849697,0.40460921843687375,0.40175350701402807,0.40175350701402807,0.4018537074148297,0.4018537074148297,0.4018537074148297,0.4018537074148297,0.563376753507014,0.6523046092184369,0.5960921843687375,0.6172845691382766,0.6238977955911824,0.6107715430861723,0.6372745490981964,0.4018537074148297,0.550501002004008,0.6597194388777555,0.6477454909819639,0.6447394789579158,0.6400801603206413,0.6400801603206413,0.6400801603206413,0.6563627254509018,0.6452905811623246,0.5268036072144289,0.5180861723446893,0.5245490981963928,0.5205911823647295,0.5285571142284569,0.535871743486974,0.5978661025755214,0.6597194388777555
3,0.49288577154308616,0.6542585170340681,0.7082665330661323,0.710370741482966,0.710370741482966,0.7102204408817635,0.7067635270541082,0.7054609218436874,0.6933366733466934,0.7014529058116232,0.501002004008016,0.4970440881763527,0.49448897795591185,0.49448897795591185,0.49288577154308616,0.49288577154308616,0.49288577154308616,0.49288577154308616,0.6514028056112224,0.708316633266533,0.7102705410821644,0.7101703406813628,0.7095190380761524,0.7079158316633266,0.7015030060120241,0.49288577154308616,0.6693887775551102,0.7062124248496994,0.7062124248496994,0.5624248496993988,0.5904809619238477,0.5305611222444889,0.5305611222444889,0.7077154308617234,0.4843687374749499,0.49589178356713426,0.481563126252505,0.49604208416833667,0.4909819639278557,0.4961422845691383,0.5105210420841684,0.6468418318117716,0.710370741482966
4,0.4462925851703407,0.6980460921843687,0.7026553106212425,0.7061122244488978,0.6595190380761523,0.6598196392785571,0.656563126252505,0.6593186372745491,0.6879258517034068,0.7013026052104209,0.45160320641282564,0.4474448897795591,0.44869739478957915,0.44869739478957915,0.4462925851703407,0.4462925851703407,0.4462925851703407,0.4462925851703407,0.7012024048096193,0.7052605210420841,0.7058617234468938,0.685871743486974,0.705561122244489,0.6678356713426854,0.6954909819639279,0.4462925851703407,0.6757014028056112,0.701753507014028,0.6546593186372746,0.6549098196392785,0.6546593186372746,0.6546593186372746,0.6286072144288577,0.705310621242485,0.6597194388777555,0.507314629258517,0.5022044088176353,0.49564128256513024,0.5091683366733467,0.5074649298597195,0.5285070140280561,0.6528111779113783,0.7061122244488978
5,0.4029559118236473,0.5283567134268538,0.6342184368737475,0.6291082164328657,0.6324649298597195,0.6251002004008016,0.6020541082164329,0.6014028056112224,0.5751503006012024,0.6382264529058116,0.41137274549098196,0.4065130260521042,0.4040581162324649,0.4040581162324649,0.4029559118236473,0.4029559118236473,0.4029559118236473,0.4029559118236473,0.5325150300601202,0.6382765531062125,0.6323647294589179,0.6395290581162325,0.6326152304609218,0.6017535070140281,0.6121743486973948,0.4029559118236473,0.4788577154308617,0.6374749498997996,0.5974448897795591,0.5779058116232465,0.6246993987975952,0.6246993987975952,0.6265531062124249,0.6427354709418838,0.6413827655310621,0.5343186372745491,0.5239979959919839,0.5285571142284569,0.5309619238476954,0.5133767535070141,0.5239979959919839,0.584359459660061,0.6427354709418838
6,0.4877254509018036,0.6594188376753507,0.7170340681362726,0.7202404809619238,0.7202404809619238,0.7197895791583167,0.7175350701402805,0.7162324649298597,0.7049098196392786,0.7122244488977956,0.4976452905811623,0.4925851703406814,0.4896292585170341,0.4896292585170341,0.4877254509018036,0.4877254509018036,0.4877254509018036,0.4877254509018036,0.6558617234468938,0.7174849699398798,0.7196392785571142,0.7197394789579158,0.7194889779559118,0.718687374749499,0.7126753507014028,0.4877254509018036,0.6744488977955911,0.7167835671342685,0.7167835671342685,0.5690881763527054,0.5990480961923847,0.5367234468937876,0.5367234468937876,0.7174849699398798,0.6610220440881763,0.493937875751503,0.48632264529058117,0.4836673346693387,0.5128256513026052,0.5013026052104208,0.506312625250501,0.660380019297855,0.7202404809619238
7,0.3680861723446894,0.6508016032064128,0.6540080160320642,0.6483466933867735,0.6343186372745491,0.6074649298597194,0.6140781563126253,0.614128256513026,0.5836673346693386,0.6023547094188377,0.6083667334669338,0.6090180360721443,0.37029058116232466,0.37029058116232466,0.3680861723446894,0.3680861723446894,0.3680861723446894,0.3680861723446894,0.6539579158316633,0.6509018036072144,0.6483967935871744,0.6413326653306614,0.6145791583166332,0.6141783567134268,0.6446392785571142,0.3680861723446894,0.6367735470941884,0.654308617234469,0.6054108216432865,0.6311122244488978,0.5811122244488978,0.5811122244488978,0.6225450901803607,0.6518537074148296,0.5622745490981964,0.5412324649298598,0.5471442885771544,0.5559118236472946,0.5383266533066132,0.5384769539078156,0.5278056112224448,0.5965022637868329,0.654308617234469
8,0.44939879759519036,0.6989478957915831,0.7034569138276553,0.7032064128256513,0.6157314629258517,0.6150300601202405,0.6110721442885771,0.6151302605210421,0.6821142284569138,0.6969939879759519,0.45390781563126253,0.45025050100200403,0.45170340681362725,0.45170340681362725,0.44939879759519036,0.44939879759519036,0.44939879759519036,0.44939879759519036,0.7024048096192385,0.7047595190380761,0.7043587174348698,0.6590180360721443,0.7007515030060121,0.5994488977955912,0.679559118236473,0.44939879759519036,0.6816132264529058,0.7027555110220441,0.5908316633266533,0.6200400801603206,0.6197895791583167,0.6197895791583167,0.5805110220440882,0.7046092184368737,0.654308617234469,0.5042084168336673,0.5163326653306614,0.5054108216432865,0.5089679358717435,0.5018537074148297,0.5287074148296593,0.6339790692496103,0.7047595190380761
9,0.4438877755511022,0.6878256513026052,0.6916332665330661,0.685370741482966,0.657314629258517,0.656563126252505,0.658817635270541,0.6555611222444889,0.6574649298597195,0.6781563126252504,0.4474949899799599,0.44584168336673347,0.4461923847695391,0.4461923847695391,0.4438877755511022,0.4438877755511022,0.4438877755511022,0.4438877755511022,0.6909819639278557,0.6919338677354709,0.6888276553106213,0.6049098196392786,0.6815130260521042,0.6353206412825652,0.5824649298597194,0.4438877755511022,0.6676853707414829,0.6913326653306613,0.6329158316633267,0.6629258517034068,0.6610721442885772,0.6610721442885772,0.6228957915831663,0.6918837675350702,0.535871743486974,0.5146292585170341,0.5046092184368738,0.5322144288577154,0.505060120240481,0.511372745490982,0.531312625250501,0.6328082090106139,0.6919338677354709
