,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,average_model,optimal_clustering
0,0.33525875279971706,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.8050807497347636,0.8050807497347636,0.8050807497347636,0.8815277614051633,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.33525875279971706,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.8864788400330071,0.33525875279971706,0.6207120122598138,0.8864788400330071,0.757927619945774,0.7404220205116114,0.757927619945774,0.757927619945774,0.757927619945774,0.8864788400330071,0.8864788400330071,0.7817072052601935,0.8864788400330071
1,0.39213721560768594,0.6624425321230697,0.7980667216786514,0.7328775197453731,0.7309913945538135,0.7324649298597194,0.6429329246728752,0.6998703288930803,0.7888718613697984,0.7980667216786514,0.7980667216786514,0.7980667216786514,0.6624425321230697,0.6624425321230697,0.6624425321230697,0.6624425321230697,0.6624425321230697,0.39213721560768594,0.6624425321230697,0.7980667216786514,0.7309913945538135,0.7381822468466345,0.7199104090534009,0.7138394435930685,0.7416597901685724,0.39213721560768594,0.7980667216786514,0.7980667216786514,0.7980667216786514,0.518389720617706,0.6937404220205116,0.6937404220205116,0.6903218201108099,0.7980667216786514,0.7980667216786514,0.6909832737370165,0.7980667216786514
2,0.3830602381233054,0.6668041966285512,0.8024283861841329,0.7485559354002121,0.7471413415065425,0.7486148768124484,0.7157255687846281,0.7214428857715431,0.79276199457739,0.8024283861841329,0.8024283861841329,0.8024283861841329,0.6668041966285512,0.6668041966285512,0.6668041966285512,0.6668041966285512,0.6668041966285512,0.3830602381233054,0.6668041966285512,0.8024283861841329,0.7478486384533773,0.7537427796770011,0.7242720735588825,0.7130142638217611,0.7535659554402924,0.3830602381233054,0.8024283861841329,0.8024283861841329,0.8024283861841329,0.6969232582812684,0.7153129788989744,0.7153129788989744,0.7116586113403277,0.8024283861841329,0.8024283861841329,0.7076178500792435,0.8024283861841329
3,0.39862077095367204,0.662796180596487,0.8047860426735824,0.8047860426735824,0.7143699163031946,0.6721089237298126,0.7235647766120477,0.6870800424378168,0.802192620535188,0.8036661558410939,0.8047860426735824,0.8047860426735824,0.662796180596487,0.662796180596487,0.662796180596487,0.662796180596487,0.662796180596487,0.39862077095367204,0.662796180596487,0.8047860426735824,0.8047860426735824,0.6487091830720264,0.6754685842272781,0.7184958151597313,0.8017800306495344,0.39862077095367204,0.5406106330307674,0.8047860426735824,0.8047860426735824,0.7272191441706943,0.7272191441706943,0.6626782977720146,0.6626782977720146,0.8047860426735824,0.8047860426735824,0.6934784601883507,0.8047860426735824
4,0.4091712837439585,0.6733466933867736,0.7956501237769656,0.7956501237769656,0.7389484852057056,0.7318755157373571,0.7461393374985265,0.6620888836496522,0.7943534127077685,0.7951196510668396,0.7956501237769656,0.7956501237769656,0.6733466933867736,0.6733466933867736,0.6733466933867736,0.6733466933867736,0.6733466933867736,0.4091712837439585,0.6733466933867736,0.7956501237769656,0.7956501237769656,0.7512672403630791,0.6095131439349287,0.7337616409289166,0.7898149239655782,0.4091712837439585,0.5314747141341507,0.7956501237769656,0.7956501237769656,0.6847813273606036,0.6847813273606036,0.6538960273488152,0.6538960273488152,0.7956501237769656,0.7956501237769656,0.6928148235468758,0.7956501237769656
5,0.3972651184722386,0.6614405281150536,0.7894023340799246,0.7894023340799246,0.6878462807968879,0.6953907815631263,0.6786514204880348,0.6600259342213839,0.7861016149946952,0.7876930331250737,0.7894023340799246,0.7894023340799246,0.6614405281150536,0.6614405281150536,0.6614405281150536,0.6614405281150536,0.6614405281150536,0.3972651184722386,0.6614405281150536,0.7894023340799246,0.7894023340799246,0.6666863138040787,0.561888482848049,0.6457621124602145,0.7871036190027113,0.3972651184722386,0.5252269244371095,0.7894023340799246,0.7894023340799246,0.7331722268065543,0.7331722268065543,0.6913238241188259,0.6913238241188259,0.7894023340799246,0.7894023340799246,0.6805026174353062,0.7894023340799246
6,0.37687138983850055,0.6606153483437464,0.7962395378993281,0.750501002004008,0.7492042909348108,0.7505599434162442,0.7192031121065661,0.7246846634445361,0.7865731462925851,0.7962395378993281,0.7962395378993281,0.7962395378993281,0.6606153483437464,0.6606153483437464,0.6606153483437464,0.6606153483437464,0.6606153483437464,0.37687138983850055,0.6606153483437464,0.7962395378993281,0.7495579394082282,0.7548626665094895,0.7180832252740775,0.605623010727337,0.7505599434162442,0.37687138983850055,0.7962395378993281,0.7962395378993281,0.7962395378993281,0.7018153954968761,0.7190262878698573,0.7190262878698573,0.7156076859601556,0.7962395378993281,0.7962395378993281,0.7014966752677467,0.7962395378993281
7,0.4112342331722268,0.6754096428150419,0.797713073205234,0.797713073205234,0.7365318873040198,0.7275727926441118,0.744547919368148,0.6714016267829778,0.7962984793115643,0.7971826004951079,0.797713073205234,0.797713073205234,0.6754096428150419,0.6754096428150419,0.6754096428150419,0.6754096428150419,0.6754096428150419,0.4112342331722268,0.6754096428150419,0.797713073205234,0.797713073205234,0.748261228339031,0.5994341624425321,0.7357067075327125,0.7929388188140988,0.4112342331722268,0.5335376635624189,0.797713073205234,0.797713073205234,0.6725804550277025,0.6725804550277025,0.6510078981492396,0.6510078981492396,0.797713073205234,0.797713073205234,0.692579057897931,0.797713073205234
8,0.3830602381233054,0.6668041966285512,0.8024283861841329,0.7485559354002121,0.7471413415065425,0.7486148768124484,0.7157255687846281,0.7214428857715431,0.79276199457739,0.8024283861841329,0.8024283861841329,0.8024283861841329,0.6668041966285512,0.6668041966285512,0.6668041966285512,0.6668041966285512,0.6668041966285512,0.3830602381233054,0.6668041966285512,0.8024283861841329,0.7478486384533773,0.7537427796770011,0.7242720735588825,0.7130142638217611,0.7535659554402924,0.3830602381233054,0.8024283861841329,0.8024283861841329,0.8024283861841329,0.6969232582812684,0.7153129788989744,0.7153129788989744,0.7116586113403277,0.8024283861841329,0.8024283861841329,0.7076178500792435,0.8024283861841329
9,0.386419898620771,0.6567252151361547,0.7923494046917364,0.7150772132500295,0.7179064010373688,0.7165507485559354,0.6698102086525993,0.6543675586467051,0.782800895909466,0.7923494046917364,0.7923494046917364,0.7923494046917364,0.6567252151361547,0.6567252151361547,0.6567252151361547,0.6567252151361547,0.6567252151361547,0.386419898620771,0.6567252151361547,0.7923494046917364,0.7148414476010845,0.7063538842390664,0.714193092066486,0.751503006012024,0.7280443239420017,0.386419898620771,0.7923494046917364,0.7923494046917364,0.7923494046917364,0.5732641754096428,0.7451373334905105,0.7451373334905105,0.6948603088530001,0.7923494046917364,0.7923494046917364,0.6907038477827114,0.7923494046917364
