,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,average_model,optimal_clustering
0,0.30958160788233613,0.7642438954733686,0.7642438954733686,0.7368270741110953,0.7265457661002428,0.7431100956732829,0.7431100956732829,0.7502498929030416,0.3190061402256176,0.6825646151649293,0.7282593174353849,0.758817649578752,0.7636727116949878,0.7665286305868914,0.7665286305868914,0.7665286305868914,0.7665286305868914,0.30958160788233613,0.7642438954733686,0.7642438954733686,0.7642438954733686,0.7642438954733686,0.7502498929030416,0.7402541767813794,0.7471083821219477,0.30958160788233613,0.7642438954733686,0.7665286305868914,0.7542481793517064,0.7542481793517064,0.7402541767813794,0.7402541767813794,0.7402541767813794,0.7642438954733686,0.6865629016135941,0.58432100528345,0.5634727973725546,0.6097386834213908,0.5469084677995145,0.5600456947022705,0.5734685134942168,0.5854633728402113,0.5460516921319435,0.5471940596887048,0.583464229615879,0.572040554048265,0.5791803512780237,0.5760388404969299,0.6991395222153467,0.7665286305868914
1,0.303726974153934,0.748107953734114,0.748107953734114,0.7463944023989719,0.749821505069256,0.7538197915179209,0.7538197915179209,0.7392546051692132,0.31400828216478655,0.686420105668999,0.7212623161502213,0.7501070969584464,0.7492503212908753,0.7461088105097815,0.7461088105097815,0.7461088105097815,0.7461088105097815,0.303726974153934,0.748107953734114,0.748107953734114,0.748107953734114,0.748107953734114,0.7538197915179209,0.7392546051692132,0.7415393402827359,0.303726974153934,0.748107953734114,0.7461088105097815,0.7392546051692132,0.7392546051692132,0.7392546051692132,0.7392546051692132,0.7392546051692132,0.748107953734114,0.7252606025988861,0.5444809367413965,0.5610452663144366,0.48050835356275884,0.5413394259603027,0.5987433956875625,0.5741824932171926,0.5436241610738255,0.6067399685848922,0.5364843638440668,0.5856061687848065,0.5527631015279166,0.5733257175496216,0.568756247322576,0.6931896911905481,0.7538197915179209
2,0.29730115664715123,0.7516778523489933,0.7516778523489933,0.7479651577895188,0.7502498929030416,0.7545337712408967,0.7545337712408967,0.7413965443381408,0.30701128087962304,0.6897044123946879,0.7262601742110524,0.7528202199057547,0.752249036127374,0.7502498929030416,0.7502498929030416,0.7502498929030416,0.7502498929030416,0.29730115664715123,0.7516778523489933,0.7516778523489933,0.7516778523489933,0.7516778523489933,0.7531058117949451,0.7413965443381408,0.7425389118949022,0.29730115664715123,0.7516778523489933,0.7502498929030416,0.7413965443381408,0.7413965443381408,0.7413965443381408,0.7413965443381408,0.7413965443381408,0.7516778523489933,0.7296872768813366,0.5414822219048979,0.5820362701699272,0.5840354133942596,0.5857489647294016,0.5643295730401257,0.5426245894616593,0.5768956161645009,0.6040268456375839,0.5417678137940882,0.5394830786805654,0.5731829216050264,0.5788947593888334,0.5766100242753106,0.6950354609929078,0.7545337712408967
3,0.31814936455804654,0.7422533200057119,0.7422533200057119,0.7291160931029559,0.7328287876624304,0.744823647008425,0.744823647008425,0.7228330715407683,0.3272883050121377,0.32243324289590175,0.7054119663001571,0.7399685848921891,0.7413965443381408,0.7402541767813794,0.7402541767813794,0.7402541767813794,0.7402541767813794,0.31814936455804654,0.7422533200057119,0.7422533200057119,0.7422533200057119,0.7422533200057119,0.7453948307868057,0.7228330715407683,0.72426103098672,0.31814936455804654,0.7422533200057119,0.7402541767813794,0.7228330715407683,0.7228330715407683,0.7228330715407683,0.7228330715407683,0.7228330715407683,0.7422533200057119,0.7088390689704412,0.5686134513779809,0.5312009138940454,0.480651149507354,0.5754676567185492,0.5509067542481794,0.5614736541482221,0.5583321433671283,0.6000285591889191,0.5914608025132086,0.5340568327859488,0.5620448379266029,0.5611880622590318,0.5617592460374126,0.6718707855363575,0.744823647008425
4,0.3252891617878052,0.739111809224618,0.739111809224618,0.72426103098672,0.7134085391974868,0.6817078394973582,0.6817078394973582,0.7268313579894331,0.3335713265743253,0.6580037126945595,0.7054119663001571,0.7265457661002428,0.7336855633300015,0.7399685848921891,0.7399685848921891,0.7399685848921891,0.7399685848921891,0.3252891617878052,0.739111809224618,0.739111809224618,0.739111809224618,0.739111809224618,0.7142653148650578,0.7134085391974868,0.723404255319149,0.3252891617878052,0.739111809224618,0.7399685848921891,0.738255033557047,0.738255033557047,0.7134085391974868,0.7134085391974868,0.7134085391974868,0.739111809224618,0.41239468799086104,0.5728973297158361,0.5457661002427531,0.48207910895330575,0.5360559760102813,0.5203484221048122,0.5417678137940882,0.5180636869912895,0.5326288733399971,0.5480508353562759,0.5723261459374553,0.544909324575182,0.5212051977723833,0.5691846351563615,0.6674493999925958,0.7399685848921891
5,0.3167214051120948,0.7125517635299158,0.7125517635299158,0.7171212337569614,0.7156932743110096,0.7076967014136798,0.7076967014136798,0.6854205340568328,0.3252891617878052,0.3524203912608882,0.6660002855918892,0.6660002855918892,0.6994145366271598,0.7142653148650578,0.7142653148650578,0.7142653148650578,0.7142653148650578,0.3167214051120948,0.7125517635299158,0.7125517635299158,0.7125517635299158,0.7125517635299158,0.7054119663001571,0.7054119663001571,0.6854205340568328,0.3167214051120948,0.7125517635299158,0.7142653148650578,0.7182636013137227,0.7182636013137227,0.7054119663001571,0.7054119663001571,0.7054119663001571,0.7125517635299158,0.41410823932600316,0.5403398543481365,0.5674710838212195,0.49121804940739683,0.5471940596887048,0.5846065971726403,0.5586177352563187,0.5637583892617449,0.5346280165643296,0.5420534056832786,0.5391974867913751,0.571183778380694,0.5332000571183778,0.5783235756104527,0.6394296624198096,0.7182636013137227
6,0.34028273597029846,0.7378266457232615,0.7378266457232615,0.6735684706554333,0.6849921462230473,0.7212623161502213,0.7212623161502213,0.7138369270312723,0.34999286020277026,0.33742681707839495,0.6981293731258033,0.7321148079394545,0.7361130943881193,0.7381122376124518,0.7381122376124518,0.7381122376124518,0.7381122376124518,0.34028273597029846,0.7378266457232615,0.7378266457232615,0.7378266457232615,0.7378266457232615,0.7272597458232186,0.7064115379123233,0.7104098243609881,0.34028273597029846,0.7378266457232615,0.7381122376124518,0.7169784378123661,0.7169784378123661,0.7064115379123233,0.7064115379123233,0.7064115379123233,0.7378266457232615,0.4031129515921748,0.5122090532628873,0.5322004855062116,0.5656147365414822,0.5381979151792089,0.5116378694845066,0.5287733828359275,0.5619020419820077,0.533342853062973,0.5416250178494931,0.5730401256604313,0.5381979151792089,0.5710409824360988,0.5516207339711552,0.6536087708442412,0.7381122376124518
7,0.32143367128373557,0.7509638726260174,0.7509638726260174,0.7172640297015564,0.6984149650149936,0.7335427673854062,0.7335427673854062,0.734113951163787,0.32943024418106526,0.6635727545337713,0.714408110809653,0.7469655861773525,0.7509638726260174,0.7512494645152078,0.7512494645152078,0.7512494645152078,0.7512494645152078,0.32143367128373557,0.7509638726260174,0.7509638726260174,0.7509638726260174,0.7509638726260174,0.7403969727259746,0.7246894188205055,0.7301156647151221,0.32143367128373557,0.7509638726260174,0.7512494645152078,0.7352563187205483,0.7352563187205483,0.7246894188205055,0.7246894188205055,0.7246894188205055,0.7509638726260174,0.39425960302727403,0.5787519634442382,0.5567613879765815,0.5724689418820506,0.5807511066685707,0.518492074825075,0.5693274311009567,0.5213479937169785,0.5436241610738255,0.5738969013280023,0.5781807796658575,0.546480079965729,0.567899471655005,0.532486077395402,0.6764455445020916,0.7512494645152078
8,0.327573896901328,0.7319720119948594,0.7319720119948594,0.7199771526488647,0.7225474796515778,0.7322576038840497,0.7322576038840497,0.7116949878623448,0.3367128373554191,0.3330001427959446,0.6600028559188919,0.7291160931029559,0.7311152363272883,0.7294016849921462,0.7294016849921462,0.7294016849921462,0.7294016849921462,0.327573896901328,0.7319720119948594,0.7319720119948594,0.7319720119948594,0.7319720119948594,0.7328287876624304,0.7116949878623448,0.7131229473082964,0.327573896901328,0.7319720119948594,0.7294016849921462,0.7116949878623448,0.7116949878623448,0.7116949878623448,0.7116949878623448,0.7116949878623448,0.7319720119948594,0.3735541910609739,0.5374839354562331,0.5503355704697986,0.6023132943024418,0.5377695273454234,0.5514779380265601,0.5657575324860774,0.5606168784806511,0.5900328430672569,0.5857489647294016,0.5314865057832358,0.5654719405968871,0.5257746679994288,0.5591889190346994,0.6507687181684041,0.7322576038840497
9,0.3007282593174354,0.7519634442381836,0.7519634442381836,0.7451092388976153,0.7485363415678995,0.7545337712408967,0.7545337712408967,0.7388262173354276,0.30958160788233613,0.6862773097244038,0.7228330715407683,0.7519634442381836,0.7505354847922319,0.7496787091246608,0.7496787091246608,0.7496787091246608,0.7496787091246608,0.3007282593174354,0.7519634442381836,0.7519634442381836,0.7519634442381836,0.7519634442381836,0.7553905469084679,0.7388262173354276,0.7405397686705698,0.3007282593174354,0.7519634442381836,0.7496787091246608,0.7388262173354276,0.7388262173354276,0.7388262173354276,0.7388262173354276,0.7388262173354276,0.7519634442381836,0.7268313579894331,0.5714693702698843,0.5323432814508068,0.5808939026131658,0.5420534056832786,0.5183492788804798,0.5726117378266458,0.570327002713123,0.607453948307868,0.5434813651292303,0.5900328430672569,0.5517635299157504,0.5734685134942168,0.5728973297158361,0.6941257979384496,0.7545337712408967
