,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,average_model,optimal_clustering
0,0.3144997658810676,0.7861713750585297,0.7861713750585297,0.745278601529577,0.7346652099266427,0.7387232714218823,0.7434056500702357,0.7387232714218823,0.32480099890744496,0.6778523489932886,0.728109879818948,0.7764944591852662,0.7846105821757453,0.788356485094428,0.788356485094428,0.788356485094428,0.788356485094428,0.3144997658810676,0.7861713750585297,0.7861713750585297,0.7861713750585297,0.7861713750585297,0.7646324332761043,0.7409083814577806,0.7515217730607149,0.3144997658810676,0.7861713750585297,0.7861713750585297,0.788356485094428,0.7646324332761043,0.7668175433120025,0.7668175433120025,0.7587014203215233,0.7861713750585297,0.6819104104885282,0.5832683002965506,0.5607928827844545,0.6098017793038863,0.5420633681910411,0.5601685656313408,0.5714062743873888,0.5842047760262213,0.5442484782269393,0.5392539410020291,0.7123400909884443,0.788356485094428
1,0.3123146558451693,0.7752458248790386,0.7752458248790386,0.7512096144841579,0.7587014203215233,0.756516310285625,0.736538161385984,0.756516310285625,0.32292804744810366,0.6778523489932886,0.7168721710628999,0.7730607148431403,0.7749336663024816,0.773685031996254,0.773685031996254,0.773685031996254,0.773685031996254,0.3123146558451693,0.7752458248790386,0.7752458248790386,0.7752458248790386,0.7752458248790386,0.7746215077259248,0.736538161385984,0.7402840643046668,0.3123146558451693,0.7752458248790386,0.7752458248790386,0.773685031996254,0.7746215077259248,0.7730607148431403,0.7730607148431403,0.736538161385984,0.7752458248790386,0.7212423911346965,0.5373809895426876,0.5548618698298736,0.47307632277196815,0.5445606368034962,0.5957546433588263,0.5717184329639456,0.5339472452005619,0.6054315592320899,0.5330107694708912,0.7101087352375008,0.7752458248790386
2,0.3046667707195255,0.7791478070859997,0.7791478070859997,0.755111596691119,0.7613547682222569,0.7597939753394725,0.740752302169502,0.7597939753394725,0.3152801623224598,0.6820664897768066,0.723583580458873,0.7778991727797722,0.7785234899328859,0.7775870142032152,0.7775870142032152,0.7775870142032152,0.7775870142032152,0.3046667707195255,0.7791478070859997,0.7791478070859997,0.7791478070859997,0.7791478070859997,0.7769626970501015,0.740752302169502,0.7432495707819572,0.3046667707195255,0.7791478070859997,0.7791478070859997,0.7775870142032152,0.7769626970501015,0.775401904167317,0.775401904167317,0.740752302169502,0.7791478070859997,0.7279538005306696,0.5344154830653972,0.5778055252068051,0.5815514281254878,0.5824879038551585,0.5603246449196192,0.5322303730294989,0.5696894022163259,0.6055876385203683,0.5381613859840799,0.71272739885195,0.7791478070859997
3,0.3280786639612923,0.7704073669424067,0.7704073669424067,0.7345091306383643,0.7426252536288435,0.740752302169502,0.7198376775401905,0.740752302169502,0.3374434212579991,0.3124707351334478,0.70079600437022,0.7641641954112689,0.7672857811768379,0.7682222569065085,0.7682222569065085,0.7682222569065085,0.7682222569065085,0.3280786639612923,0.7704073669424067,0.7704073669424067,0.7704073669424067,0.7704073669424067,0.7660371468706103,0.7198376775401905,0.7232714218823162,0.3280786639612923,0.7704073669424067,0.7704073669424067,0.7682222569065085,0.7660371468706103,0.763852036834712,0.763852036834712,0.7198376775401905,0.7704073669424067,0.7048540658654596,0.5678164507569845,0.5272358358045888,0.47541751209614486,0.5746839394412362,0.5493990947401279,0.5615732792258468,0.5625097549555174,0.5999687841423443,0.5868581239269549,0.6899398227632971,0.7704073669424067
4,0.33541439051037925,0.7671297018885593,0.7671297018885593,0.7268612455127205,0.7140627438738879,0.7184329639456845,0.7218667082878102,0.7184329639456845,0.34415483065397223,0.6472608084907133,0.7096925238020915,0.7533947245200562,0.762447323240206,0.7677540190416732,0.7677540190416732,0.7677540190416732,0.7677540190416732,0.33541439051037925,0.7671297018885593,0.7671297018885593,0.7671297018885593,0.7671297018885593,0.742469174340565,0.7187451225222413,0.7287341969720618,0.33541439051037925,0.7671297018885593,0.7671297018885593,0.7677540190416732,0.742469174340565,0.7430934914936788,0.7430934914936788,0.7380989542687685,0.7671297018885593,0.4034649601997815,0.5732792258467302,0.5414390510379272,0.4699547370063992,0.5317621351646636,0.5114718276884658,0.5398782581551428,0.5133447791478071,0.5233338535976276,0.5417512096144842,0.6863731219904156,0.7677540190416732
5,0.31980646168253474,0.7334165756204152,0.7334165756204152,0.7284220383955049,0.7256126112064929,0.7268612455127205,0.7015764008116123,0.7268612455127205,0.32917121897924145,0.3438426720774153,0.6616201030123303,0.6616201030123303,0.719681598251912,0.7346652099266427,0.7346652099266427,0.7346652099266427,0.7346652099266427,0.31980646168253474,0.7334165756204152,0.7334165756204152,0.7334165756204152,0.7334165756204152,0.705322303730295,0.705322303730295,0.6812860933354143,0.31980646168253474,0.7334165756204152,0.7334165756204152,0.7346652099266427,0.705322303730295,0.705322303730295,0.705322303730295,0.7162478539097862,0.7334165756204152,0.41095676603714687,0.536444513813017,0.5636023099734665,0.48368971437490244,0.5451849539566099,0.5863898860621195,0.5598564070547838,0.5598564070547838,0.5333229280474481,0.5436241610738255,0.6499430599633501,0.7346652099266427
6,0.34914936787888246,0.7599500546277509,0.7599500546277509,0.6918994849383486,0.705010145153738,0.7006399250819416,0.7009520836584985,0.7006399250819416,0.3588262837521461,0.32979553613235524,0.6931481192445762,0.7515217730607149,0.7571406274387389,0.7593257374746372,0.7593257374746372,0.7593257374746372,0.7593257374746372,0.34914936787888246,0.7599500546277509,0.7599500546277509,0.7599500546277509,0.7599500546277509,0.745278601529577,0.6987669736226003,0.7037615108475105,0.34914936787888246,0.7599500546277509,0.7599500546277509,0.7593257374746372,0.745278601529577,0.7446542843764632,0.7446542843764632,0.7112533166848759,0.7599500546277509,0.3947245200561885,0.5120961448415795,0.5245824879038552,0.5579834555954425,0.5336350866240049,0.5046043390042141,0.5199001092555018,0.5557983455595442,0.5280162322459809,0.5333229280474481,0.6675858002531952,0.7599500546277509
7,0.3258935539253941,0.7738411112845326,0.7738411112845326,0.7126580302793819,0.7201498361167473,0.7167160917746215,0.7245200561885438,0.7167160917746215,0.33432183549243016,0.6577181208053692,0.7139066645856095,0.7688465740596223,0.7738411112845326,0.7738411112845326,0.7738411112845326,0.7738411112845326,0.7738411112845326,0.3258935539253941,0.7738411112845326,0.7738411112845326,0.7738411112845326,0.7738411112845326,0.7635398782581552,0.7229592633057593,0.7273294833775558,0.3258935539253941,0.7738411112845326,0.7738411112845326,0.7738411112845326,0.7635398782581552,0.7635398782581552,0.7635398782581552,0.7332604963321367,0.7738411112845326,0.38489152489464645,0.5762447323240206,0.5515842047760262,0.5678164507569845,0.5749960980177931,0.5116279069767442,0.5656313407210863,0.5194318713906665,0.5394100202903075,0.5762447323240206,0.6903097884836606,0.7738411112845326
8,0.3366630248166068,0.7605743717808647,0.7605743717808647,0.7259247697830498,0.7327922584673013,0.7312314655845169,0.7090682066489776,0.7312314655845169,0.34633994068987045,0.32355236460121745,0.6500702356797253,0.75401904167317,0.7574527860152958,0.7580771031684096,0.7580771031684096,0.7580771031684096,0.7580771031684096,0.3366630248166068,0.7605743717808647,0.7605743717808647,0.7605743717808647,0.7605743717808647,0.7546433588262837,0.7090682066489776,0.7125019509911035,0.3366630248166068,0.7605743717808647,0.7605743717808647,0.7580771031684096,0.7546433588262837,0.7521460902138286,0.7521460902138286,0.7090682066489776,0.7605743717808647,0.37505852973310444,0.5273919150928672,0.5473700639925082,0.5998127048540659,0.5367566723895739,0.5501794911815202,0.5657874200093648,0.5517402840643046,0.5901357889808022,0.5792102388013111,0.669308453138639,0.7605743717808647
9,0.30856875292648667,0.7780552520680506,0.7780552520680506,0.7505852973310442,0.7577649445918526,0.7562041517090682,0.736850319962541,0.7562041517090682,0.3179335102231934,0.6775401904167317,0.7187451225222413,0.7752458248790386,0.7761823006087092,0.7761823006087092,0.7761823006087092,0.7761823006087092,0.7761823006087092,0.30856875292648667,0.7780552520680506,0.7780552520680506,0.7780552520680506,0.7780552520680506,0.7777430934914937,0.736850319962541,0.739659747151553,0.30856875292648667,0.7780552520680506,0.7780552520680506,0.7761823006087092,0.7777430934914937,0.7758701420321523,0.7758701420321523,0.736850319962541,0.7780552520680506,0.7234275011705946,0.5732792258467302,0.5305135008584361,0.5745278601529576,0.536444513813017,0.5133447791478071,0.5701576400811612,0.5654752614328079,0.6076166692679882,0.5408147338848135,0.7111608252547851,0.7780552520680506
