,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,optics_min_samples_2,average_model,optimal_clustering
0,0.31510078981492395,0.866320877048214,0.866320877048214,0.866320877048214,0.8107391253094424,0.8107391253094424,0.8107391253094424,0.8107391253094424,0.8625486266650949,0.866320877048214,0.866320877048214,0.866320877048214,0.866320877048214,0.866320877048214,0.866320877048214,0.866320877048214,0.866320877048214,0.31510078981492395,0.6005540492750207,0.7711304962866911,0.7711304962866911,0.7546858422727809,0.7711304962866911,0.7711304962866911,0.7711304962866911,0.866320877048214,0.31510078981492395,0.866320877048214,0.866320877048214,0.866320877048214,0.866320877048214,0.866320877048214,0.866320877048214,0.866320877048214,0.657550394907462,0.7822670551186407,0.866320877048214
1,0.39196039137097727,0.662265707886361,0.7782034657550395,0.7223270069550867,0.706000235765649,0.7230932453141578,0.6513615466226571,0.6643875987268655,0.7700695508664388,0.7782034657550395,0.7782034657550395,0.7782034657550395,0.662265707886361,0.662265707886361,0.662265707886361,0.662265707886361,0.662265707886361,0.39196039137097727,0.7782034657550395,0.662265707886361,0.7782034657550395,0.5090180360721442,0.6828362607568077,0.6828362607568077,0.6796534244960509,0.7782034657550395,0.39196039137097727,0.662265707886361,0.7782034657550395,0.7185547565719674,0.725391960391371,0.7120712012259813,0.7042319933985618,0.7289873865377814,0.5825179771307321,0.6760849429952343,0.7782034657550395
2,0.3818814098785807,0.6656253683838265,0.781563126252505,0.7383001296711069,0.7250383119179535,0.7389484852057056,0.6973358481669221,0.6661558410939526,0.7731934457149593,0.781563126252505,0.781563126252505,0.781563126252505,0.6656253683838265,0.6656253683838265,0.6656253683838265,0.6656253683838265,0.6656253683838265,0.3818814098785807,0.781563126252505,0.6656253683838265,0.781563126252505,0.6890251090416126,0.7050571731698692,0.7050571731698692,0.7018743369091124,0.781563126252505,0.3818814098785807,0.6656253683838265,0.781563126252505,0.7345278792879878,0.7400683720381941,0.7154308617234469,0.6976894966403395,0.7364729458917836,0.5964870918307202,0.6881089910914265,0.781563126252505
3,0.40021218908405043,0.6643875987268655,0.7866910291170577,0.7866910291170577,0.7866910291170577,0.6756454084639868,0.6756454084639868,0.6788871861369798,0.7838618413297183,0.7854532594600967,0.7866910291170577,0.7866910291170577,0.6643875987268655,0.6643875987268655,0.6643875987268655,0.6643875987268655,0.6643875987268655,0.40021218908405043,0.5225156194742426,0.6643875987268655,0.7866910291170577,0.7242131321466463,0.7242131321466463,0.6506542496758222,0.6524814334551455,0.7866910291170577,0.40021218908405043,0.6643875987268655,0.7866910291170577,0.7866910291170577,0.6526582576918543,0.6744665802192621,0.7015796298479312,0.7843923140398444,0.5743840622421313,0.6816288038261397,0.7866910291170577
4,0.4125898856536603,0.6767652952964753,0.7793822939997642,0.7793822939997642,0.7793822939997642,0.7188494636331486,0.7188494636331486,0.6531297889897442,0.7780855829305671,0.7788518212896381,0.7793822939997642,0.7793822939997642,0.6767652952964753,0.6767652952964753,0.6767652952964753,0.6767652952964753,0.6767652952964753,0.4125898856536603,0.5152068843569492,0.6767652952964753,0.7793822939997642,0.6742897559825534,0.6742897559825534,0.6455263468112696,0.6455263468112696,0.7793822939997642,0.4125898856536603,0.6767652952964753,0.7793822939997642,0.7793822939997642,0.7359424731816574,0.6163503477543322,0.7231521867263939,0.7739007426617942,0.5641871979252623,0.6823563092571698,0.7793822939997642
5,0.40422020511611456,0.6683956147589296,0.7766709890368974,0.7766709890368974,0.7766709890368974,0.6813037840386655,0.6813037840386655,0.6452905811623246,0.773606035600613,0.7750795709065189,0.7766709890368974,0.7766709890368974,0.6683956147589296,0.6683956147589296,0.6683956147589296,0.6683956147589296,0.6683956147589296,0.40422020511611456,0.5124955793940823,0.6683956147589296,0.7766709890368974,0.720440881763527,0.720440881763527,0.6803017800306496,0.6788282447247436,0.7766709890368974,0.40422020511611456,0.6683956147589296,0.7766709890368974,0.7766709890368974,0.6547801485323589,0.5730873511729341,0.6350347754332194,0.7743722739596841,0.5763291288459271,0.675215978174837,0.7766709890368974
6,0.3814098785806908,0.6620888836496522,0.7724861487681245,0.735353059059295,0.7230343039019215,0.7358835317694212,0.6963927855711423,0.6719910409053401,0.7635270541082164,0.7724861487681245,0.7724861487681245,0.7724861487681245,0.6620888836496522,0.6620888836496522,0.6620888836496522,0.6620888836496522,0.6620888836496522,0.3814098785806908,0.7724861487681245,0.6620888836496522,0.7724861487681245,0.6879641636213604,0.7042319933985618,0.7042319933985618,0.7008133914888601,0.7724861487681245,0.3814098785806908,0.6620888836496522,0.7724861487681245,0.7328775197453731,0.7379464811976895,0.7097724861487681,0.6003772250383119,0.7330543439820818,0.5527525639514322,0.6803152523534465,0.7724861487681245
7,0.4204290934810798,0.6815395496876105,0.7808558293056702,0.7808558293056702,0.7808558293056702,0.7107744901567842,0.7107744901567842,0.6592596958623128,0.7792054697630555,0.7802074737710716,0.7808558293056702,0.7808558293056702,0.6815395496876105,0.6815395496876105,0.6815395496876105,0.6815395496876105,0.6815395496876105,0.4204290934810798,0.5197453730991395,0.6815395496876105,0.7808558293056702,0.6577272191441706,0.6577272191441706,0.6358599552045267,0.6369798420370152,0.7808558293056702,0.4204290934810798,0.6815395496876105,0.7808558293056702,0.7808558293056702,0.7302251561947424,0.606860780384298,0.7240363079099376,0.7763173405634799,0.560886478840033,0.6825112409693336,0.7808558293056702
8,0.38182246846634443,0.6655664269715902,0.7815041848402687,0.7377696569609807,0.7243899563833549,0.7383001296711069,0.6971590239302133,0.6755864670517505,0.7728987386537781,0.7815041848402687,0.7815041848402687,0.7815041848402687,0.6655664269715902,0.6655664269715902,0.6655664269715902,0.6655664269715902,0.6655664269715902,0.38182246846634443,0.7815041848402687,0.6655664269715902,0.7815041848402687,0.6882588706825415,0.7054697630555228,0.7054697630555228,0.702051161145821,0.7815041848402687,0.38182246846634443,0.6655664269715902,0.7815041848402687,0.7351762348225863,0.7407167275727926,0.7153719203112107,0.7021101025580573,0.7399504892137215,0.5928916656843098,0.6884457991613478,0.7815041848402687
9,0.3877166096899682,0.6580219262053518,0.7739596840740304,0.7045856418719793,0.7199693504656371,0.7033478722150183,0.6521277849817282,0.682895202169044,0.7652363550630673,0.7739596840740304,0.7739596840740304,0.7739596840740304,0.6580219262053518,0.6580219262053518,0.6580219262053518,0.6580219262053518,0.6580219262053518,0.3877166096899682,0.7739596840740304,0.6580219262053518,0.7739596840740304,0.5615937757868679,0.7347636449369327,0.7347636449369327,0.6870800424378168,0.7739596840740304,0.3877166096899682,0.6580219262053518,0.7739596840740304,0.7075327124837911,0.6998703288930803,0.7078274195449723,0.7393610750913592,0.7134268537074149,0.5911234233172227,0.6778430811202235,0.7739596840740304
