,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,average_model,optimal_clustering
0,0.46249642141425706,0.6233538505582594,0.6426066418551388,0.6402089894073862,0.6293300887489264,0.6145147437732608,0.6145147437732608,0.5888562839965645,0.5767248783280847,0.6409247065559691,0.6409247065559691,0.6409247065559691,0.6409247065559691,0.46249642141425706,0.46249642141425706,0.46249642141425706,0.46249642141425706,0.46249642141425706,0.6281133695963356,0.6445390781563126,0.5778700257658174,0.6335886057829946,0.6099699398797596,0.5761523046092184,0.609862582307472,0.46249642141425706,0.6409247065559691,0.6409247065559691,0.6089321500143143,0.6089321500143143,0.6260377898654452,0.6260377898654452,0.6039579158316634,0.627254509018036,0.6409247065559691,0.4969224162610936,0.4972087031205268,0.4931291153736044,0.5133839106784999,0.5115230460921844,0.48912109934154024,0.4955983395362153,0.49996421414257086,0.48296593186372744,0.5030775837389064,0.5011451474377326,0.49337961637560834,0.4985327798454051,0.5040795877469224,0.5144574864013742,0.4925923275121672,0.5009662181505868,0.51839393071858,0.4998926424277126,0.49116089321500145,0.48955052963068996,0.5061909533352419,0.6008008079651367,0.6445390781563126
1,0.46528771829373033,0.634447466361294,0.6259304322931577,0.6239622101345548,0.6182364729458918,0.6186659032350416,0.6186659032350416,0.5927927283137704,0.5661680503864872,0.646865158889207,0.646865158889207,0.646865158889207,0.646865158889207,0.46528771829373033,0.46528771829373033,0.46528771829373033,0.46528771829373033,0.46528771829373033,0.6368451188090467,0.6378113369596335,0.6144789579158316,0.6153378184941312,0.6154093902089894,0.5982679645004294,0.6155883194961351,0.46528771829373033,0.646865158889207,0.646865158889207,0.5931148010306327,0.5931148010306327,0.6236043515602634,0.6236043515602634,0.5819853993701689,0.6366304036644718,0.646865158889207,0.5027912968794732,0.49327225880332093,0.49842542227311765,0.5133839106784999,0.5161752075579731,0.5065845977669625,0.49509733753220725,0.5031849413111938,0.5179645004294303,0.4945605496707701,0.5012882908674492,0.4955983395362153,0.5011093615803035,0.49985685657028345,0.5129544803893501,0.4901588892069854,0.5000357858574291,0.5181792155740051,0.5057615230460922,0.4930217578013169,0.4958488405382193,0.5016103635843114,0.6007822523353584,0.646865158889207
2,0.4421700543945033,0.4449255654165474,0.5549312911537361,0.5420483824792443,0.5632336100772974,0.6047094188376754,0.6009161179501861,0.6009161179501861,0.5916833667334669,0.5930790151732036,0.5930432293157744,0.5930432293157744,0.5930432293157744,0.4421700543945033,0.4421700543945033,0.4421700543945033,0.4421700543945033,0.4421700543945033,0.5495276266819353,0.5813412539364443,0.5929000858860578,0.6078943601488692,0.6072502147151446,0.6059977097051246,0.5828442599484683,0.4421700543945033,0.5930432293157744,0.6107214428857716,0.6107214428857716,0.6037432006870884,0.6037432006870884,0.5932579444603493,0.5932579444603493,0.5443028914972803,0.5930432293157744,0.49191239622101346,0.4887632407672488,0.5050815917549385,0.5033638705983395,0.5076581734898368,0.5050815917549385,0.5076939593472659,0.49932006870884627,0.5056541654738047,0.49434583452619524,0.4935585456627541,0.500250501002004,0.4925923275121672,0.49498997995991983,0.5015745777268823,0.5026839393071858,0.5033280847409104,0.4926996850844546,0.5051889493272259,0.5001789292871457,0.4994274262811337,0.4967434869739479,0.5667949655925608,0.6107214428857716
3,0.4612081305468079,0.6184154022330375,0.6169481820784426,0.6275407958774692,0.620777268823361,0.6117950186086458,0.5980174634984254,0.5980174634984254,0.5219725164614945,0.6343043229315775,0.6340538219295734,0.6340538219295734,0.6340538219295734,0.4612081305468079,0.4612081305468079,0.4612081305468079,0.4612081305468079,0.4612081305468079,0.6263956484397366,0.6027769825365016,0.613083309476095,0.5532135699971371,0.6037432006870884,0.6090037217291726,0.5608359576295449,0.4612081305468079,0.6340538219295734,0.6122960206126539,0.6122960206126539,0.621278270827369,0.621278270827369,0.6081448611508732,0.6081448611508732,0.622530775837389,0.6340538219295734,0.4952046951044947,0.5055110220440882,0.4862582307472087,0.48997995991983967,0.5053678786143716,0.5085886057829946,0.5005367878614372,0.49638562839965644,0.4888348124821071,0.4961351273976524,0.5062983109075293,0.5083381047809905,0.4890853134841111,0.49856856570283425,0.5043658746063555,0.49295018608645863,0.4973876324076725,0.48597194388777554,0.4958130546807902,0.5071213856283997,0.5050815917549385,0.49953478385342115,0.5903791710404936,0.6340538219295734
4,0.44653592900085887,0.6147652447752648,0.598160606928142,0.6053177784139708,0.6200615516747782,0.6150873174921271,0.6150873174921271,0.602132837102777,0.5975880332092757,0.617807042656742,0.617807042656742,0.617807042656742,0.617807042656742,0.44653592900085887,0.44653592900085887,0.44653592900085887,0.44653592900085887,0.44653592900085887,0.6155167477812769,0.5611580303464071,0.6290795877469224,0.6222444889779559,0.6161966790724306,0.6116876610363584,0.6161966790724306,0.44653592900085887,0.617807042656742,0.617807042656742,0.6281849413111938,0.6281849413111938,0.6161966790724306,0.6161966790724306,0.5895720011451474,0.616304036644718,0.617807042656742,0.5077297452046952,0.4896936730604065,0.5065130260521042,0.5037933008874893,0.4931291153736044,0.4963498425422273,0.4949541941024907,0.4907314629258517,0.5135270541082164,0.5012167191525909,0.49477526481534495,0.5064772401946751,0.5108431148010306,0.5107357572287432,0.5179645004294303,0.5091253936444318,0.5097695390781564,0.48654451760664186,0.4961709132550816,0.4986043515602634,0.4970655596908102,0.49760234755224736,0.5936277316537838,0.6290795877469224
5,0.4556613226452906,0.6271113655883195,0.6304394503292299,0.6071786430002862,0.6061408531348411,0.604602061265388,0.5835241912396221,0.5848840538219295,0.5943315201832235,0.633194961351274,0.6326581734898368,0.6326581734898368,0.6326581734898368,0.4556613226452906,0.4556613226452906,0.4556613226452906,0.4556613226452906,0.4556613226452906,0.6328728886344117,0.6327297452046952,0.5968365302032637,0.6182006870884627,0.6046378471228171,0.6041726309762382,0.5742556541654738,0.4556613226452906,0.6326581734898368,0.5977311766389922,0.5977311766389922,0.6339106784998568,0.6339106784998568,0.586995419410249,0.586995419410249,0.6295805897509305,0.6326581734898368,0.4874391640423705,0.5011809332951618,0.48665187517892927,0.4958130546807902,0.5051173776123676,0.48944317205840254,0.5054394503292299,0.4946321213856284,0.478134841110793,0.5046163756083596,0.4973160606928142,0.5070855997709706,0.5139564843973662,0.49631405668479817,0.5141354136845119,0.49864013741769253,0.501503006012024,0.47784855425135986,0.49513312338963644,0.5042943028914972,0.5088391067849986,0.49921271113655885,0.5926323546564026,0.6339106784998568
6,0.44181219582021186,0.5635198969367307,0.5418336673346693,0.5870312052676783,0.5617306040652734,0.6037789865445176,0.5996993987975952,0.5996993987975952,0.5976238190667048,0.6106856570283424,0.6107930146006298,0.6107930146006298,0.6107930146006298,0.44181219582021186,0.44181219582021186,0.44181219582021186,0.44181219582021186,0.44181219582021186,0.5755081591754938,0.5754008016032064,0.60785857429144,0.6120455196106499,0.6089679358717435,0.6064987117091325,0.5753650157457773,0.44181219582021186,0.6107930146006298,0.6228170626968222,0.6228170626968222,0.6028127683939307,0.6028127683939307,0.5906813627254509,0.5906813627254509,0.5708559977097051,0.6107930146006298,0.503721729172631,0.5076581734898368,0.5058688806183796,0.5076581734898368,0.49062410535356427,0.5041511594617807,0.4961709132550816,0.49896221013455483,0.4918408245061552,0.5067993129115373,0.49198396793587174,0.502254509018036,0.5051889493272259,0.501717721156599,0.4982822788434011,0.5026839393071858,0.502254509018036,0.5085170340681363,0.4955983395362153,0.500250501002004,0.49906956770684224,0.5021113655883195,0.576557877660082,0.6228170626968222
7,0.45680647008302316,0.4896936730604065,0.4931649012310335,0.5444460349269968,0.5463784712281706,0.5814486115087317,0.5814486115087317,0.5737188663040367,0.5491339822502147,0.5531419982822788,0.5531419982822788,0.5531419982822788,0.5531419982822788,0.45680647008302316,0.45680647008302316,0.45680647008302316,0.45680647008302316,0.45680647008302316,0.4754151159461781,0.4887274549098196,0.5699613512739765,0.555432293157744,0.5852061265387919,0.5732536501574578,0.5842399083882049,0.45680647008302316,0.5531419982822788,0.5531419982822788,0.5835599770970512,0.5835599770970512,0.5821643286573146,0.5821643286573146,0.5737188663040367,0.48328800458058974,0.5531419982822788,0.4891568851989694,0.5001789292871457,0.5080518179215574,0.5023260807328943,0.49509733753220725,0.4996779272831377,0.5002147151445748,0.5001431434297166,0.49287861437160035,0.4902304609218437,0.49652877182937305,0.5063698826223876,0.4982107071285428,0.4973160606928142,0.4983896364156885,0.49627827082736903,0.496779272831377,0.50125250501002,0.49298597194388777,0.49749498997995995,0.4964572001145147,0.5001431434297166,0.5411099977733245,0.5852061265387919
8,0.45855997709705126,0.6274334383051818,0.6316203836243917,0.6095762954480389,0.6098267964500429,0.605854566275408,0.5795519610649871,0.5804823933581449,0.5944388777555111,0.6343758946464357,0.633695963355282,0.633695963355282,0.633695963355282,0.45855997709705126,0.45855997709705126,0.45855997709705126,0.45855997709705126,0.45855997709705126,0.6329086744918409,0.6314772401946751,0.5908602920125966,0.6176638992270255,0.6059619238476954,0.6052819925565417,0.5764028056112225,0.45855997709705126,0.633695963355282,0.5923990838820498,0.5923990838820498,0.6326581734898368,0.6326581734898368,0.5820927569424563,0.5820927569424563,0.6300458058975094,0.633695963355282,0.5052963068995133,0.4975665616948182,0.5117377612367592,0.5016461494417406,0.5070855997709706,0.4856140853134841,0.49638562839965644,0.49337961637560834,0.5167477812768394,0.4926996850844546,0.49627827082736903,0.5041153736043515,0.4882264529058116,0.4993558545662754,0.48611508731749214,0.49638562839965644,0.5041153736043515,0.4819639278557114,0.4920197537933009,0.5049026624677927,0.4891926710563985,0.5011809332951618,0.5921021938056006,0.633695963355282
9,0.46195963355281994,0.6320498139135413,0.6208846263956485,0.6179859719438878,0.6148368164901231,0.616554537646722,0.616554537646722,0.594689378757515,0.5755081591754938,0.6464715144574864,0.6464715144574864,0.6464715144574864,0.6464715144574864,0.46195963355281994,0.46195963355281994,0.46195963355281994,0.46195963355281994,0.46195963355281994,0.6355210420841684,0.6336243916404237,0.6199541941024906,0.5621600343544231,0.6140137417692528,0.6004509018036072,0.6141926710563985,0.46195963355281994,0.6464715144574864,0.6464715144574864,0.6013097623819067,0.6013097623819067,0.6220655596908102,0.6220655596908102,0.5871743486973948,0.6360220440881763,0.6464715144574864,0.5008946464357286,0.507192957343258,0.49896221013455483,0.5152089894073862,0.5131334096764959,0.5010377898654452,0.498496993987976,0.5025050100200401,0.5131334096764959,0.4991769252791297,0.49760234755224736,0.5035785857429144,0.5012882908674492,0.4986043515602634,0.48343114801030634,0.5086601774978529,0.49921271113655885,0.5148511308330948,0.5080876037789865,0.5066561694818208,0.5045448038935013,0.5025765817348984,0.5986748629534202,0.6464715144574864
