,abilities
kmeans_n_clusters_1,0.455193
kmeans_n_clusters_2,0.512118
kmeans_n_clusters_3,0.5150776
kmeans_n_clusters_4,0.5154929
kmeans_n_clusters_5,0.51548755
kmeans_n_clusters_6,0.5163905
kmeans_n_clusters_7,0.51326245
kmeans_n_clusters_8,0.5106296
dbscan_eps_0_1_min_samples_2,0.5040065
dbscan_eps_0_2_min_samples_2,0.5191457
dbscan_eps_0_3_min_samples_2,0.519066
dbscan_eps_0_4_min_samples_2,0.519066
dbscan_eps_0_5_min_samples_2,0.519066
dbscan_eps_0_6_min_samples_2,0.455193
dbscan_eps_0_7_min_samples_2,0.455193
dbscan_eps_0_8_min_samples_2,0.455193
dbscan_eps_0_9_min_samples_2,0.455193
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.455193
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.51437217
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.51472276
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5153288
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5151812
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5158108
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.51380014
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5115448
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.455193
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.519066
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5187949
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5174289
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5177163
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5178417
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.51511294
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5111594
mean_shift_,0.5135291
optics_,0.48927972
random_model_n1,0.47466433
random_model_n2,0.4748532
random_model_n3,0.4748028
random_model_n4,0.4752976
random_model_n5,0.47485167
random_model_n6,0.47492296
random_model_n7,0.47503948
random_model_n8,0.4748494
random_model_n9,0.4748207
random_model_n10,0.47470978
random_model_n11,0.47481126
random_model_n12,0.4747
random_model_n13,0.4749875
random_model_n14,0.4748265
random_model_n15,0.47475556
random_model_n16,0.47458312
random_model_n17,0.47479162
random_model_n18,0.47493672
random_model_n19,0.47477132
random_model_n20,0.47473675
random_model_n21,0.4746494
random_model_n22,0.47486383
random_model_n23,0.47495297
random_model_n24,0.47486866
random_model_n25,0.47471634
random_model_n26,0.47483262
random_model_n27,0.47510082
random_model_n28,0.47478473
random_model_n29,0.47486725
random_model_n30,0.47500423
random_model_n31,0.4754012
random_model_n32,0.47500294
random_model_n33,0.47491544
random_model_n34,0.47477868
average_model,0.50064474
optimal_clustering,0.5234542
