,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,average_model,optimal_clustering
0,0.46346207279799945,0.5421876447161248,0.5768268963601,0.5738631101231824,0.5749745299620265,0.5755302398814486,0.5696026674076132,0.5666388811706956,0.46346207279799945,0.46346207279799945,0.46346207279799945,0.46346207279799945,0.46346207279799945,0.46346207279799945,0.46346207279799945,0.46346207279799945,0.46346207279799945,0.46346207279799945,0.4901361489302584,0.512920255626563,0.5175511716217468,0.5086598129109938,0.5142169121052144,0.5145873853848291,0.5179216449013615,0.46346207279799945,0.5345929424840233,0.5786792627581736,0.5759007131610633,0.5721959803649161,0.5721959803649161,0.5564508659812911,0.5564508659812911,0.4616097063999259,0.4908770954894878,0.504584606835232,0.5090302861906085,0.5149578586644439,0.507733629711957,0.5119940724275261,0.5156988052236733,0.5269982402519219,0.5116235991479114,0.5029174770769658,0.5051403167546541,0.5168102250625174,0.5106974159488746,0.5140316754654071,0.5025470037973511,0.49921274428081874,0.49995369084004815,0.5069926831527276,0.5001389274798556,0.5069926831527276,0.5236639807353894,0.5006946373992776,0.51662498842271,0.510882652588682,0.5043993701954247,0.5042141335556173,0.5016208205983144,0.5018060572381217,0.5176540808660842,0.5786792627581736
1,0.46235065295915534,0.5338519959247939,0.5784940261183662,0.5757154765212559,0.5768268963601,0.5755302398814486,0.5701583773270353,0.5677503010095397,0.46235065295915534,0.46235065295915534,0.46235065295915534,0.46235065295915534,0.46235065295915534,0.46235065295915534,0.46235065295915534,0.46235065295915534,0.46235065295915534,0.46235065295915534,0.5136612021857924,0.5207001944984718,0.5292210799296101,0.49235898860794663,0.5153283319440586,0.5155135685838659,0.5231082708159674,0.46235065295915534,0.5284801333703807,0.5788644993979809,0.5788644993979809,0.5736778734833751,0.5736778734833751,0.5566361026210984,0.5566361026210984,0.462165416319348,0.49032138557006577,0.5068074465129202,0.5031027137167732,0.4849495230156525,0.507177919792535,0.5145873853848291,0.5132907289061777,0.49921274428081874,0.519774011299435,0.510882652588682,0.501435583958507,0.510882652588682,0.5149578586644439,0.5064369732333055,0.4990275076410114,0.5082893396313791,0.5010651106788923,0.49958321756043345,0.5156988052236733,0.5073631564323423,0.4997684542002408,0.5162545151430953,0.4997684542002408,0.5042141335556173,0.5003241641196629,0.5025470037973511,0.5066222098731129,0.507177919792535,0.5171669771095538,0.5788644993979809
2,0.456145225525609,0.53727887376123,0.5835880337130684,0.5819209039548022,0.5832175604334537,0.5811799573955728,0.5356117440029637,0.5700657590071316,0.456145225525609,0.456145225525609,0.456145225525609,0.456145225525609,0.456145225525609,0.456145225525609,0.456145225525609,0.456145225525609,0.456145225525609,0.456145225525609,0.5122719273872371,0.5313513012873946,0.5176437899416505,0.5615448735759934,0.5070853014726313,0.5291284616097064,0.5274613318514402,0.456145225525609,0.5285727516902844,0.5811799573955728,0.5822913772344169,0.5693248124479022,0.5693248124479022,0.5469111790312123,0.5469111790312123,0.45892377512271926,0.48559785125497823,0.507455774752246,0.5150504769843475,0.5183847365008799,0.5122719273872371,0.5156061869037696,0.504306751875521,0.5124571640270446,0.5206075761785681,0.5137538205056961,0.5119014541076224,0.5183847365008799,0.5172733166620358,0.5248680188941373,0.5069000648328239,0.5030100953968695,0.5057886449939798,0.5028248587570622,0.5133833472260814,0.5070853014726313,0.5209780494581828,0.5259794387329814,0.5020839121978328,0.5102343243493563,0.5133833472260814,0.5059738816337872,0.5076410113920533,0.5070853014726313,0.5133147410631896,0.5835880337130684
3,0.4588311568028156,0.5323701028063351,0.579975919236825,0.5788644993979809,0.5788644993979809,0.5797906825970177,0.5671945910901176,0.5692321941279985,0.4588311568028156,0.4588311568028156,0.4588311568028156,0.4588311568028156,0.4588311568028156,0.4588311568028156,0.4588311568028156,0.4588311568028156,0.4588311568028156,0.4588311568028156,0.49661943132351577,0.52292303417616,0.5219968509771232,0.5047698434750394,0.5053255533944614,0.5177364082615541,0.5321848661665277,0.4588311568028156,0.5258868204130777,0.5788644993979809,0.5792349726775956,0.5684912475687691,0.5684912475687691,0.5468185607113087,0.5468185607113087,0.4608687598406965,0.4877280726127628,0.5082893396313791,0.5125497823469483,0.49550801148467166,0.5101417060294526,0.5060664999536908,0.5208854311382791,0.5181068815411688,0.5208854311382791,0.5073631564323423,0.5144021487450218,0.5127350189867556,0.5043993701954247,0.5029174770769658,0.5221820876169306,0.5173659349819394,0.5069926831527276,0.5066222098731129,0.5043993701954247,0.5066222098731129,0.5012503473186997,0.5173659349819394,0.504584606835232,0.5131054922663703,0.5127350189867556,0.5125497823469483,0.5136612021857924,0.5110678892284894,0.5146902946291666,0.579975919236825
4,0.4534592942484023,0.5247754005742336,0.5586737056589793,0.5201444845790497,0.5557099194220617,0.5564508659812911,0.5501528202278411,0.5481152171899601,0.4534592942484023,0.4534592942484023,0.4534592942484023,0.4534592942484023,0.4534592942484023,0.4534592942484023,0.4534592942484023,0.4534592942484023,0.4534592942484023,0.4534592942484023,0.5073631564323423,0.5325553394461424,0.5273687135315366,0.5110678892284894,0.5186625914605909,0.5212559044178938,0.525516347133463,0.4534592942484023,0.5179216449013615,0.5566361026210984,0.5579327590997499,0.5536723163841808,0.5536723163841808,0.5507085301472632,0.5507085301472632,0.4547559507270538,0.4780957673427804,0.5138464388255997,0.52292303417616,0.49921274428081874,0.5116235991479114,0.5079188663517644,0.5058812633138835,0.5056960266740761,0.5029174770769658,0.512920255626563,0.5079188663517644,0.5132907289061777,0.5069926831527276,0.5158840418634806,0.5068074465129202,0.5036584236361953,0.5173659349819394,0.5190330647402056,0.5132907289061777,0.5190330647402056,0.5051403167546541,0.5184773548207835,0.5079188663517644,0.5116235991479114,0.519218301380013,0.5127350189867556,0.5075483930721497,0.5079188663517644,0.5028214284489175,0.5586737056589793
5,0.4668889506344355,0.5409836065573771,0.5817356673149949,0.5813651940353802,0.5821061405946096,0.5809947207557655,0.5695100490877095,0.5687691025284801,0.4668889506344355,0.4668889506344355,0.4668889506344355,0.4668889506344355,0.4668889506344355,0.4668889506344355,0.4668889506344355,0.4668889506344355,0.4668889506344355,0.4668889506344355,0.5115309808280077,0.5341298508845049,0.5270908585718255,0.5580253774196536,0.4981939427618783,0.5128276373066593,0.5141242937853108,0.4668889506344355,0.5330184310456608,0.5813651940353802,0.5813651940353802,0.5700657590071316,0.5700657590071316,0.5411688431971844,0.5411688431971844,0.4678151338334723,0.4948596832453459,0.5078262480318607,0.5117162174678151,0.4889321107715106,0.4991201259609151,0.513198110586274,0.510604797628971,0.5057886449939798,0.4981939427618783,0.5065295915532092,0.508011484671668,0.5143095304251181,0.5009724923589886,0.516347133462999,0.5013429656386034,0.5018986755580254,0.5181994998610725,0.5039362785959063,0.5017134389182181,0.5072705381124386,0.5161618968231916,0.5174585533018431,0.4994905992405298,0.5026396221172548,0.507455774752246,0.5028248587570622,0.5022691488376401,0.5031953320366769,0.5193383621650733,0.5821061405946096
6,0.4663332407150134,0.5446883393535241,0.582847087153839,0.5800685375567287,0.5791423543576919,0.5800685375567287,0.5722885986848198,0.5671019727702139,0.4663332407150134,0.4663332407150134,0.4663332407150134,0.4663332407150134,0.4663332407150134,0.4663332407150134,0.4663332407150134,0.4663332407150134,0.4663332407150134,0.4663332407150134,0.5172733166620358,0.5170880800222284,0.5313513012873946,0.5561730110215801,0.5504306751875521,0.5148652403445402,0.5178290265814578,0.4663332407150134,0.5376493470408447,0.5837732703528759,0.583402797073261,0.5748819116421228,0.5748819116421228,0.5622858201352228,0.5622858201352228,0.46540705751597666,0.4961563397239974,0.49874965268130034,0.5067148281930166,0.5159766601833843,0.5113457441882004,0.498564416041493,0.49634157636380477,0.5148652403445402,0.5054181717143651,0.5083819579512827,0.5061591182735945,0.4918958970084283,0.5120866907474299,0.49930536260072245,0.49837917940168563,0.511160507548393,0.49837917940168563,0.5017134389182181,0.4972677595628415,0.5000463091599519,0.5191256830601093,0.5100490877095489,0.5002315457997591,0.5035658053162916,0.5020839121978328,0.504862461794943,0.49560062980457537,0.5117162174678151,0.5213553833540867,0.5837732703528759
7,0.4488283782532185,0.524960637214041,0.5749745299620265,0.5684912475687691,0.5718255070853014,0.5720107437251089,0.5564508659812911,0.5557099194220617,0.4488283782532185,0.4488283782532185,0.4488283782532185,0.4488283782532185,0.4488283782532185,0.4488283782532185,0.4488283782532185,0.4488283782532185,0.4488283782532185,0.4488283782532185,0.5088450495508011,0.5282948967305733,0.5327405760859498,0.5571918125405205,0.5169954617023247,0.5316291562471057,0.5371862554413263,0.4488283782532185,0.5199592479392424,0.5723812170047236,0.5747892933222192,0.5577475224599425,0.5577475224599425,0.5557099194220617,0.5557099194220617,0.45179216449013615,0.4790219505418172,0.5177364082615541,0.504584606835232,0.5240344540150041,0.5162545151430953,0.5029174770769658,0.5207001944984718,0.5025470037973511,0.5049550801148467,0.5158840418634806,0.513475965545985,0.5149578586644439,0.5223673242567379,0.5110678892284894,0.5088450495508011,0.5210706677780865,0.5245901639344263,0.5123645457071409,0.5049550801148467,0.5136612021857924,0.5055107900342688,0.507177919792535,0.5138464388255997,0.5118088357877189,0.512920255626563,0.5177364082615541,0.5090302861906085,0.5116235991479114,0.5069034951409686,0.5749745299620265
8,0.4547559507270538,0.5410762248772807,0.5810873390756691,0.5803463925164397,0.5796054459572103,0.5790497360377883,0.5746040566824118,0.5712697971658794,0.4547559507270538,0.4547559507270538,0.4547559507270538,0.4547559507270538,0.4547559507270538,0.4547559507270538,0.4547559507270538,0.4547559507270538,0.4547559507270538,0.4547559507270538,0.5055107900342688,0.5190330647402056,0.5177364082615541,0.5132907289061777,0.5247754005742336,0.5227377975363527,0.5258868204130777,0.4547559507270538,0.5340372325646012,0.5810873390756691,0.5805316291562471,0.5738631101231824,0.5738631101231824,0.5629341483745485,0.5629341483745485,0.4556821339260906,0.48457904973603777,0.5064369732333055,0.5019912938779291,0.5199592479392424,0.5149578586644439,0.5119940724275261,0.512920255626563,0.5097712327498379,0.519774011299435,0.5062517365934982,0.5162545151430953,0.516069278503288,0.5064369732333055,0.5082893396313791,0.5027322404371585,0.5088450495508011,0.5079188663517644,0.5145873853848291,0.5207001944984718,0.5114383625081041,0.5184773548207835,0.49661943132351577,0.50402889691581,0.5006946373992776,0.5144021487450218,0.5101417060294526,0.5225525608965453,0.5094007594702232,0.515513568583866,0.5810873390756691
9,0.4609613781606002,0.5459849958321756,0.5909974993053626,0.5884041863480597,0.588589422987867,0.5882189497082523,0.5767342780401964,0.5721033620450126,0.4609613781606002,0.4609613781606002,0.4609613781606002,0.4609613781606002,0.4609613781606002,0.4609613781606002,0.4609613781606002,0.4609613781606002,0.4609613781606002,0.4609613781606002,0.5191256830601093,0.525238492173752,0.5446883393535241,0.5689543391682875,0.5532092247846624,0.5076410113920533,0.5220894692970269,0.4609613781606002,0.5385755302398815,0.5909974993053626,0.5900713161063258,0.5791423543576919,0.5791423543576919,0.5643234231731037,0.5643234231731037,0.46022043160137077,0.4970825229230342,0.5135685838658887,0.5063443549134019,0.5206075761785681,0.49319255348707974,0.498564416041493,0.5170880800222284,0.5093081411503195,0.5235713624154857,0.5094933777901269,0.5089376678707048,0.5137538205056961,0.5113457441882004,0.5191256830601093,0.5213485227377975,0.510604797628971,0.5172733166620358,0.5139390571455034,0.5130128739464667,0.5091229045105122,0.49800870612207093,0.5133833472260814,0.5061591182735945,0.5156061869037696,0.5026396221172548,0.5022691488376401,0.5244975456145226,0.5052329350745578,0.5216846929359664,0.5909974993053626
