,abilities
kmeans_n_clusters_1,0.5194359
kmeans_n_clusters_2,0.5354656
kmeans_n_clusters_3,0.53354615
kmeans_n_clusters_4,0.53328073
kmeans_n_clusters_5,0.51700515
kmeans_n_clusters_6,0.51457006
kmeans_n_clusters_7,0.5036584
kmeans_n_clusters_8,0.5043391
dbscan_eps_0_1_min_samples_2,0.5194359
dbscan_eps_0_2_min_samples_2,0.5194359
dbscan_eps_0_3_min_samples_2,0.5194359
dbscan_eps_0_4_min_samples_2,0.5194359
dbscan_eps_0_5_min_samples_2,0.5194359
dbscan_eps_0_6_min_samples_2,0.5194359
dbscan_eps_0_7_min_samples_2,0.5194359
dbscan_eps_0_8_min_samples_2,0.5194359
dbscan_eps_0_9_min_samples_2,0.5194359
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5194359
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.51012796
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4922217
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49728522
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.48927528
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.48454955
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.48410442
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48734602
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5194359
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.53619903
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5308504
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5162838
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5095613
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5029386
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49917704
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49476978
mean_shift_,0.52339405
optics_,0.51992244
random_model_n1,0.4977711
random_model_n2,0.49788284
random_model_n3,0.49850008
random_model_n4,0.497877
random_model_n5,0.49796212
random_model_n6,0.49792936
random_model_n7,0.49803418
random_model_n8,0.49794367
random_model_n9,0.49796766
random_model_n10,0.49777514
random_model_n11,0.4979796
random_model_n12,0.49775824
random_model_n13,0.4976374
random_model_n14,0.49788067
random_model_n15,0.49789318
random_model_n16,0.49768582
random_model_n17,0.49792475
random_model_n18,0.49795485
random_model_n19,0.49814156
random_model_n20,0.49770874
random_model_n21,0.49808002
random_model_n22,0.49812013
random_model_n23,0.49802834
random_model_n24,0.49764472
random_model_n25,0.49846977
random_model_n26,0.49787912
random_model_n27,0.49791944
random_model_n28,0.4978751
random_model_n29,0.4979841
random_model_n30,0.49789396
random_model_n31,0.4977795
random_model_n32,0.49813023
random_model_n33,0.49779928
random_model_n34,0.49838424
random_model_n35,0.4980015
random_model_n36,0.4979659
random_model_n37,0.49827635
random_model_n38,0.49800053
random_model_n39,0.49777612
random_model_n40,0.49819106
random_model_n41,0.49822533
random_model_n42,0.4978211
random_model_n43,0.4978699
random_model_n44,0.49789402
random_model_n45,0.49788314
random_model_n46,0.49769965
random_model_n47,0.497973
random_model_n48,0.49796838
random_model_n49,0.49780798
random_model_n50,0.497774
random_model_n51,0.49780998
random_model_n52,0.4982907
random_model_n53,0.49798825
random_model_n54,0.49792287
random_model_n55,0.49869686
random_model_n56,0.49800628
average_model,0.5129364
optimal_clustering,0.53769946
