,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,average_model,optimal_clustering
0,0.31383828699264943,0.79226589964845,0.79226589964845,0.7472035794183445,0.7472035794183445,0.7472035794183445,0.74928092042186,0.7472035794183445,0.32406519654841803,0.6784915308405242,0.7337807606263982,0.7834771492489613,0.7914669223394055,0.7943432406519655,0.7943432406519655,0.7943432406519655,0.7943432406519655,0.31383828699264943,0.79226589964845,0.79226589964845,0.79226589964845,0.79226589964845,0.7732502396931927,0.7472035794183445,0.7563119207414509,0.31383828699264943,0.79226589964845,0.79226589964845,0.7943432406519655,0.7732502396931927,0.7753275806967083,0.7753275806967083,0.7633429210610418,0.79226589964845,0.6831255992329818,0.5843720038350911,0.5613614573346117,0.6118568232662193,0.5421860019175455,0.5608820709491851,0.5728667305848514,0.5859699584531799,0.5453819111537233,0.7177952960950722,0.7943432406519655
1,0.308884627676574,0.7790028763183126,0.7790028763183126,0.7559923298178332,0.7559923298178332,0.7559923298178332,0.742409715564078,0.742409715564078,0.31943112815596036,0.6815276446148929,0.7217961009907319,0.776925535314797,0.7785234899328859,0.7772451262384148,0.7772451262384148,0.7772451262384148,0.7772451262384148,0.308884627676574,0.7790028763183126,0.7790028763183126,0.7790028763183126,0.7790028763183126,0.7785234899328859,0.742409715564078,0.7460850111856824,0.308884627676574,0.7790028763183126,0.7790028763183126,0.7772451262384148,0.7785234899328859,0.7767657398529881,0.7767657398529881,0.742409715564078,0.7790028763183126,0.7264301693831895,0.5378715244487057,0.5560882070949185,0.4726749760306807,0.5458612975391499,0.5961968680089486,0.5723873441994247,0.5335570469798657,0.6064237775647172,0.7122557200856976,0.7790028763183126
2,0.30201342281879195,0.7833173537871524,0.7833173537871524,0.7593480345158198,0.7593480345158198,0.7593480345158198,0.7464046021093,0.7464046021093,0.31255992329817833,0.6847235538510706,0.7280281240012784,0.7809204218600192,0.7821987855544903,0.7815596037072547,0.7815596037072547,0.7815596037072547,0.7815596037072547,0.30201342281879195,0.7833173537871524,0.7833173537871524,0.7833173537871524,0.7833173537871524,0.7799616490891659,0.7464046021093,0.7484819431128156,0.30201342281879195,0.7833173537871524,0.7833173537871524,0.7815596037072547,0.7799616490891659,0.7782038990092681,0.7782038990092681,0.7464046021093,0.7833173537871524,0.732662192393736,0.5364333652924257,0.5805369127516778,0.5819750719079578,0.5819750719079578,0.5627996164908916,0.5317992968999681,0.5709491850431447,0.6072227548737615,0.7149308144833872,0.7833173537871524
3,0.3274209012464046,0.7726110578459572,0.7726110578459572,0.7358581016299137,0.7358581016299137,0.7358581016299137,0.721636305528923,0.721636305528923,0.33732821987855544,0.31064237775647174,0.7026206455736657,0.7657398529881752,0.7692553531479706,0.7705337168424417,0.7705337168424417,0.7705337168424417,0.7705337168424417,0.3274209012464046,0.7726110578459572,0.7726110578459572,0.7726110578459572,0.7726110578459572,0.7670182166826462,0.721636305528923,0.7249920102269095,0.3274209012464046,0.7726110578459572,0.7726110578459572,0.7705337168424417,0.7670182166826462,0.7649408756791307,0.7649408756791307,0.721636305528923,0.7726110578459572,0.7066155321188878,0.5669542984979227,0.5265260466602748,0.47459252157238735,0.5741450942793225,0.549856184084372,0.5602428891019495,0.5634387983381272,0.6016299137104506,0.6900796609968869,0.7726110578459572
4,0.33525087887503996,0.7727708533077661,0.7727708533077661,0.7283477149248961,0.7283477149248961,0.7283477149248961,0.7272291466922339,0.7245126238414829,0.3438798338127197,0.646852029402365,0.7149248961329498,0.7598274209012464,0.7687759667625439,0.7732502396931927,0.7732502396931927,0.7732502396931927,0.7732502396931927,0.33525087887503996,0.7727708533077661,0.7727708533077661,0.7727708533077661,0.7727708533077661,0.7505592841163311,0.7245126238414829,0.7329817833173538,0.33525087887503996,0.7727708533077661,0.7727708533077661,0.7732502396931927,0.7505592841163311,0.7510386705017578,0.7510386705017578,0.7422499201022691,0.7727708533077661,0.4015659955257271,0.5741450942793225,0.5410674336848833,0.46868008948545864,0.5300415468200703,0.5107062959411953,0.5412272291466922,0.5142217961009907,0.5214125918823905,0.6914112898452942,0.7732502396931927
5,0.317193991690636,0.736816874400767,0.736816874400767,0.7304250559284117,0.7304250559284117,0.7304250559284117,0.7045381911153723,0.7085330776605945,0.3264621284755513,0.34260147011824865,0.6639501438159157,0.6639501438159157,0.7225950782997763,0.7379354426334293,0.7379354426334293,0.7379354426334293,0.7379354426334293,0.317193991690636,0.736816874400767,0.736816874400767,0.736816874400767,0.736816874400767,0.7085330776605945,0.7085330776605945,0.6839245765420262,0.317193991690636,0.736816874400767,0.736816874400767,0.7379354426334293,0.7085330776605945,0.7085330776605945,0.7085330776605945,0.7181208053691275,0.736816874400767,0.4103547459252157,0.5369127516778524,0.5637583892617449,0.4844998402045382,0.5455417066155321,0.5866091403004154,0.5608820709491851,0.5615212527964206,0.5346756152125279,0.6513381390338884,0.7379354426334293
6,0.3480345158197507,0.7641418983700863,0.7641418983700863,0.6903163950143816,0.6903163950143816,0.6903163950143816,0.7061361457334612,0.7040588047299456,0.3576222435282838,0.3274209012464046,0.696708213486737,0.7543943751997443,0.7611057845957174,0.7636625119846596,0.7636625119846596,0.7636625119846596,0.7636625119846596,0.3480345158197507,0.7641418983700863,0.7641418983700863,0.7641418983700863,0.7641418983700863,0.7480025567273889,0.7040588047299456,0.7096516458932566,0.3480345158197507,0.7641418983700863,0.7641418983700863,0.7636625119846596,0.7480025567273889,0.7475231703419623,0.7475231703419623,0.7176414189837008,0.7641418983700863,0.39453499520613616,0.5111856823266219,0.5250878875039949,0.5576861617130073,0.534515819750719,0.5033557046979866,0.519335250878875,0.5600830936401406,0.5281240012783637,0.6692115573547341,0.7641418983700863
7,0.3275806967082135,0.7785234899328859,0.7785234899328859,0.7347395333972515,0.7347395333972515,0.7347395333972515,0.7358581016299137,0.7334611697027804,0.336529242569511,0.6575583253435603,0.7206775327580697,0.7684563758389261,0.7767657398529881,0.7796420581655481,0.7796420581655481,0.7796420581655481,0.7796420581655481,0.3275806967082135,0.7785234899328859,0.7785234899328859,0.7785234899328859,0.7785234899328859,0.7585490572067753,0.7334611697027804,0.7428891019495046,0.3275806967082135,0.7785234899328859,0.7785234899328859,0.7796420581655481,0.7585490572067753,0.7596676254394376,0.7596676254394376,0.7505592841163311,0.7785234899328859,0.3938958133589006,0.5805369127516778,0.5508149568552253,0.5688718440396293,0.573346116970278,0.5103867050175775,0.5677532758069671,0.5126238414829019,0.5357941834451901,0.6963649491613698,0.7796420581655481
8,0.3362096516458933,0.7625439437519974,0.7625439437519974,0.727069351230425,0.727069351230425,0.727069351230425,0.7106104186641099,0.7106104186641099,0.3464365612016619,0.3219878555449025,0.6498881431767338,0.7553531479705976,0.7591882390540109,0.7601470118248642,0.7601470118248642,0.7601470118248642,0.7601470118248642,0.3362096516458933,0.7625439437519974,0.7625439437519974,0.7625439437519974,0.7625439437519974,0.7553531479705976,0.7106104186641099,0.7139661233620965,0.3362096516458933,0.7625439437519974,0.7625439437519974,0.7601470118248642,0.7553531479705976,0.7529562160434644,0.7529562160434644,0.7106104186641099,0.7625439437519974,0.3737615851709811,0.5281240012783637,0.5476190476190477,0.6003515500159795,0.5370725471396612,0.5506551613934164,0.5661553211888782,0.5524129114733142,0.5915627996164909,0.6691405371494857,0.7625439437519974
9,0.3060083093640141,0.7821987855544903,0.7821987855544903,0.7547139661233621,0.7547139661233621,0.7547139661233621,0.742409715564078,0.742409715564078,0.31527644614892936,0.680089485458613,0.723074464685203,0.7782038990092681,0.779801853627357,0.7801214445509748,0.7801214445509748,0.7801214445509748,0.7801214445509748,0.3060083093640141,0.7821987855544903,0.7821987855544903,0.7821987855544903,0.7821987855544903,0.7807606263982103,0.742409715564078,0.7448066474912113,0.3060083093640141,0.7821987855544903,0.7821987855544903,0.7801214445509748,0.7807606263982103,0.7786832853946948,0.7786832853946948,0.742409715564078,0.7821987855544903,0.7280281240012784,0.5723873441994247,0.5303611377436881,0.574784276126558,0.5381911153723234,0.5118248641738574,0.5707893895813358,0.5666347075743049,0.6093000958772771,0.7132440846087379,0.7821987855544903
