,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,average_model,optimal_clustering
0,0.48333333333333334,0.5386541471048514,0.5449139280125196,0.5276212832550861,0.5269170579029734,0.5273865414710485,0.5261345852895148,0.5267605633802817,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.4931924882629108,0.5043035993740219,0.5087636932707356,0.5074334898278561,0.5046948356807511,0.4924882629107981,0.5025039123630672,0.48333333333333334,0.5408450704225352,0.5459311424100156,0.545774647887324,0.5459311424100156,0.5342723004694836,0.5342723004694836,0.52660406885759,0.5111893583724569,0.48231611893583726,0.502660406885759,0.5003912363067292,0.49671361502347416,0.4980438184663537,0.5003912363067292,0.4987480438184664,0.4963223787167449,0.49577464788732395,0.5039123630672926,0.5000782472613459,0.5000782472613459,0.5160088100620183,0.5459311424100156
1,0.500547730829421,0.5586854460093896,0.5521126760563381,0.5556338028169014,0.5571987480438184,0.5550078247261346,0.5548513302034429,0.5535993740219093,0.500547730829421,0.500547730829421,0.500547730829421,0.500547730829421,0.500547730829421,0.500547730829421,0.500547730829421,0.500547730829421,0.500547730829421,0.500547730829421,0.5373239436619718,0.5035211267605634,0.5167449139280125,0.4865414710485133,0.4847417840375587,0.4913145539906103,0.49514866979655714,0.500547730829421,0.5641627543035994,0.5611111111111111,0.5604068857589984,0.5597809076682316,0.542566510172144,0.5426447574334898,0.5487480438184663,0.4903755868544601,0.4900625978090767,0.5012519561815336,0.49514866979655714,0.5070422535211268,0.49420970266040687,0.5046948356807511,0.5055555555555555,0.49679186228482003,0.507981220657277,0.4945226917057903,0.502660406885759,0.5009389671361503,0.5283139164203328,0.5641627543035994
2,0.475,0.5689749608763693,0.5701486697965571,0.5530907668231612,0.5545774647887324,0.5522300469483568,0.5534037558685446,0.5260954616588419,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.5348591549295775,0.5012910798122066,0.5234350547730829,0.5205399061032864,0.5142801251956182,0.5047339593114241,0.5158450704225352,0.475,0.5724960876369327,0.5752347417840376,0.5748435054773083,0.5742175273865415,0.5401799687010954,0.5401799687010954,0.5285211267605634,0.5099765258215962,0.46905320813771517,0.4991001564945227,0.5029342723004695,0.49589201877934275,0.4998826291079812,0.5013693270735524,0.4952660406885759,0.4986306729264476,0.5070031298904538,0.49432707355242567,0.5052816901408451,0.4998043818466354,0.5288225236190807,0.5752347417840376
3,0.4785993740219092,0.5423708920187793,0.5570813771517997,0.5539514866979656,0.5439358372456964,0.548943661971831,0.5504303599374022,0.548943661971831,0.4785993740219092,0.4785993740219092,0.4785993740219092,0.4785993740219092,0.4785993740219092,0.4785993740219092,0.4785993740219092,0.4785993740219092,0.4785993740219092,0.4785993740219092,0.4873630672926448,0.5017605633802817,0.49182316118935837,0.5114632237871675,0.5075508607198748,0.5077856025039124,0.5123239436619719,0.4785993740219092,0.5427621283255086,0.5555946791862285,0.5543427230046948,0.5541862284820032,0.5541862284820032,0.5499608763693271,0.5503521126760563,0.5009780907668232,0.4814945226917058,0.4998826291079812,0.4992566510172144,0.49870892018779345,0.4988654147104851,0.5025430359937402,0.49620500782472615,0.4991784037558685,0.5008998435054773,0.4973787167449139,0.49471830985915494,0.4983176838810642,0.5231104735408335,0.5570813771517997
4,0.504773082942097,0.5607198748043819,0.5492957746478874,0.5539123630672926,0.5552425665101721,0.5529733959311424,0.5523474178403756,0.5520344287949922,0.504773082942097,0.504773082942097,0.504773082942097,0.504773082942097,0.504773082942097,0.504773082942097,0.504773082942097,0.504773082942097,0.504773082942097,0.504773082942097,0.5373239436619718,0.4996870109546166,0.5150234741784038,0.5022691705790298,0.4887323943661972,0.4928794992175274,0.49241001564945225,0.504773082942097,0.5652582159624413,0.560641627543036,0.5597809076682316,0.5586854460093896,0.5392018779342723,0.5391236306729265,0.5469483568075117,0.4913145539906103,0.4940532081377152,0.5032081377151799,0.5035993740219092,0.5079029733959312,0.5022691705790298,0.49397496087636933,0.4909233176838811,0.5010172143974961,0.5067292644757434,0.4921752738654147,0.4956181533646322,0.5015649452269171,0.5288500550628876,0.5652582159624413
5,0.4891627543035994,0.5444053208137715,0.5518388106416275,0.5478482003129891,0.5341549295774648,0.5439358372456964,0.5455007824726135,0.5439358372456964,0.4891627543035994,0.4891627543035994,0.4891627543035994,0.4891627543035994,0.4891627543035994,0.4891627543035994,0.4891627543035994,0.4891627543035994,0.4891627543035994,0.4891627543035994,0.5163145539906103,0.49385758998435053,0.517018779342723,0.5008998435054773,0.5019170579029734,0.5055946791862285,0.5044209702660407,0.4891627543035994,0.54518779342723,0.5498043818466354,0.5478482003129891,0.5482394366197183,0.5476917057902974,0.5455790297339593,0.5455790297339593,0.47938184663536776,0.48884976525821594,0.4991001564945227,0.49878716744913926,0.5020735524256651,0.502621283255086,0.4973004694835681,0.4982394366197183,0.4986306729264476,0.4955007824726135,0.4976134585289515,0.5066901408450705,0.4920579029733959,0.5224613110763345,0.5518388106416275
6,0.48364632237871674,0.5653364632237872,0.5625978090766823,0.5665101721439749,0.5683098591549296,0.5662754303599374,0.5665101721439749,0.5653364632237872,0.48364632237871674,0.48364632237871674,0.48364632237871674,0.48364632237871674,0.48364632237871674,0.48364632237871674,0.48364632237871674,0.48364632237871674,0.48364632237871674,0.48364632237871674,0.5415492957746478,0.5013302034428795,0.5308294209702661,0.5158059467918623,0.5014866979655712,0.5056338028169014,0.5094679186228482,0.48364632237871674,0.5713615023474179,0.5722222222222222,0.571283255086072,0.5705007824726135,0.5517996870109546,0.5514084507042254,0.5612676056338028,0.47746478873239434,0.5054773082942097,0.4980438184663537,0.4945226917057903,0.5044600938967136,0.4963223787167449,0.5052425665101722,0.4966353677621283,0.4968701095461659,0.4906885758998435,0.5043035993740219,0.5033646322378716,0.5041471048513302,0.5346055758418826,0.5722222222222222
7,0.49178403755868544,0.5426447574334898,0.5497652582159624,0.5460093896713615,0.5322378716744914,0.540923317683881,0.543035993740219,0.540923317683881,0.49178403755868544,0.49178403755868544,0.49178403755868544,0.49178403755868544,0.49178403755868544,0.49178403755868544,0.49178403755868544,0.49178403755868544,0.49178403755868544,0.49178403755868544,0.515962441314554,0.49295774647887325,0.5135367762128326,0.4847417840375587,0.4987480438184664,0.5024256651017215,0.4974960876369327,0.49178403755868544,0.5419405320813772,0.5486697965571204,0.5452269170579029,0.5453834115805947,0.5450704225352113,0.542018779342723,0.5428012519561816,0.48043818466353677,0.4906885758998435,0.4980438184663537,0.4985133020344288,0.4966353677621283,0.5031298904538342,0.5007042253521127,0.4953051643192488,0.49960876369327073,0.49694835680751176,0.5,0.5041471048513302,0.4937402190923318,0.5203993508375354,0.5497652582159624
8,0.4938184663536776,0.5389671361502347,0.5453051643192488,0.5413928012519562,0.5284037558685446,0.5363849765258216,0.5384194053208138,0.5363849765258216,0.4938184663536776,0.4938184663536776,0.4938184663536776,0.4938184663536776,0.4938184663536776,0.4938184663536776,0.4938184663536776,0.4938184663536776,0.4938184663536776,0.4938184663536776,0.514866979655712,0.5006259780907668,0.4992957746478873,0.4835680751173709,0.49413145539906106,0.4869327073552426,0.49389671361502346,0.4938184663536776,0.5394366197183098,0.543035993740219,0.5413145539906103,0.5414710485133021,0.5408450704225352,0.5390453834115806,0.5387323943661971,0.4827073552425665,0.49397496087636933,0.4981220657276995,0.5021909233176839,0.500547730829421,0.5035993740219092,0.49546165884194054,0.5009389671361503,0.4983568075117371,0.503755868544601,0.494679186228482,0.4928012519561815,0.5035211267605634,0.5175708572422189,0.5453051643192488
9,0.4739827856025039,0.5508215962441314,0.5610719874804382,0.5574726134585289,0.5466744913928012,0.5535602503912364,0.555281690140845,0.5535602503912364,0.4739827856025039,0.4739827856025039,0.4739827856025039,0.4739827856025039,0.4739827856025039,0.4739827856025039,0.4739827856025039,0.4739827856025039,0.4739827856025039,0.4739827856025039,0.52179186228482,0.5031690140845071,0.5260954616588419,0.5105242566510172,0.48157276995305165,0.5012128325508607,0.5174882629107981,0.4739827856025039,0.550039123630673,0.559037558685446,0.5578638497652583,0.5580203442879499,0.5577073552425665,0.5550469483568075,0.5552034428794992,0.506377151799687,0.4742175273865415,0.4980829420970266,0.4991784037558685,0.4998043818466354,0.49518779342723007,0.5010563380281691,0.49745696400625977,0.4958137715179969,0.5030125195618154,0.5026995305164319,0.5044209702660407,0.49597026604068856,0.5262867327421318,0.5610719874804382
