,abilities,v_measure,mutual_info,adjusted_rand_score,calinski_harabasz,davies_bouldin,silhouette
optimal_clustering,0.5169215798377991,,,,,,
kmeans_n_clusters_4,0.515225887298584,,,,1075.7710276500275,0.7446003985335895,0.4275061795133594
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5151852965354919,,,,1072.4198963224683,0.7457117054557876,0.4269941488596995
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5144733190536499,,,,1055.7232094145377,0.7417937349653136,0.4216151293100419
kmeans_n_clusters_5,0.5133222341537476,,,,1001.7402371630451,0.8646979304732403,0.3949728298500678
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5119771361351013,,,,992.5044490218471,0.8758677610237772,0.39717744638064517
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5109967589378357,,,,949.3768681223895,0.8504900440848088,0.36946733892774297
kmeans_n_clusters_6,0.50927734375,,,,987.4871835758779,0.9025224668250842,0.3813317681240063
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5091349482536316,,,,964.8658114068741,0.8987631270555286,0.38221085226153106
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5077087879180908,,,,722.3287667020954,0.8571013791711485,0.37219677354767
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5075611472129822,,,,800.702526028311,0.8405344763342469,0.3920571122695909
kmeans_n_clusters_3,0.5071146488189697,,,,813.3303553520057,0.8367609651717083,0.3936514309556954
kmeans_n_clusters_7,0.5064050555229187,,,,996.1058965649455,0.8758356245105386,0.37329921117443843
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5062607526779175,,,,978.0675937792611,0.9080715279493337,0.36918787139280307
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5040493607521057,,,,1031.933338307323,0.84134326363006,0.37562455151566415
kmeans_n_clusters_8,0.5039128065109253,,,,1038.2510854018349,0.8191513166728103,0.37738932345890386
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5038185119628906,,,,887.4653062553814,0.8359270227822123,0.3512913041086082
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5030120611190796,,,,995.5411127388851,0.7956698335066421,0.36637980707491635
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.502751350402832,,,,862.7838487667641,0.8401636430489363,0.35389093682709094
kmeans_n_clusters_2,0.49654626846313477,,,,620.4744621925674,1.1640325473291644,0.36276662036516255
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49572014808654785,,,,605.0360775485099,1.1794318437892137,0.35699780195956315
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.4910491406917572,,,,570.151784948979,1.2008280026247227,0.34466110589514326
dbscan_eps_0_1_min_samples_2,0.4840487837791443,,,,74.8488869626322,1.2942343801461866,0.14194464645674282
average_model,0.48227182030677795,,,,,,
random_model_n1,0.4749812185764313,,,,1.5875746663985617,25.285337575112088,-0.029344765716965277
random_model_n3,0.4749729335308075,,,,1.3253164762025467,57.9012441292538,-0.02460223866891219
random_model_n5,0.4749693274497986,,,,0.8896826196893566,52.45007558139623,-0.021925573303157433
random_model_n8,0.47496116161346436,,,,0.7984009358975332,76.26352493076149,-0.020379744858119903
random_model_n2,0.4749584496021271,,,,1.1194788293757996,25.974041526422543,-0.02681964832665142
random_model_n11,0.4749486744403839,,,,0.8927624931633487,48.81265223087411,-0.021247917712674362
random_model_n10,0.4749455451965332,,,,1.2105518148808307,43.73688616375949,-0.027197400805928387
random_model_n6,0.4748879075050354,,,,0.5746981414289568,126.50712949827839,-0.016977498796343183
random_model_n7,0.474833607673645,,,,0.4915708680210072,114.9248101800425,-0.016975536250203285
random_model_n9,0.47482824325561523,,,,0.39046481897495755,71.66094195751364,-0.01723286611003409
random_model_n4,0.47482553124427795,,,,0.40531712855718044,73.82404285251525,-0.0164554666670032
dbscan_eps_0_8_min_samples_2,0.44451236724853516,,,,,,
optics_min_samples_7_xi_0_05_min_cluster_size_0_1,0.44451236724853516,,,,,,
mean_shift_,0.44451236724853516,,,,,,
dbscan_eps_0_9_min_samples_2,0.44451236724853516,,,,,,
dbscan_eps_0_2_min_samples_2,0.44451236724853516,,,,,,
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.44451236724853516,,,,,,
dbscan_eps_0_3_min_samples_2,0.44451236724853516,,,,,,
dbscan_eps_0_4_min_samples_2,0.44451236724853516,,,,,,
dbscan_eps_0_5_min_samples_2,0.44451236724853516,,,,,,
dbscan_eps_0_6_min_samples_2,0.44451236724853516,,,,,,
dbscan_eps_0_7_min_samples_2,0.44451236724853516,,,,,,
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.44451236724853516,,,,,,
kmeans_n_clusters_1,0.44451236724853516,,,,,,
