,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,average_model,optimal_clustering
0,0.3312338963641569,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.7327870025765817,0.7327870025765817,0.7327870025765817,0.7327870025765817,0.7606641855138849,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.3312338963641569,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.3312338963641569,0.7628113369596335,0.7628113369596335,0.7628113369596335,0.7038362439164042,0.7118880618379616,0.7118880618379616,0.7118880618379616,0.7628113369596335,0.7628113369596335,0.551674778127684,0.5655596908101919,0.5544660750071572,0.5607286000572573,0.548203549957057,0.5617663899227026,0.5406885198969368,0.5558975093043229,0.570569710850272,0.560370741482966,0.5542513598625823,0.5668837675350702,0.5435156026338391,0.5356427139994274,0.5493486973947895,0.551674778127684,0.5535356427139995,0.5527483538505582,0.5483824792442027,0.529559118236473,0.5476309762381907,0.5309189808187804,0.7184726596049239,0.7628113369596335
1,0.36626825078728886,0.5832021185227598,0.6981105067277412,0.687625250501002,0.6890924706555969,0.6872316060692815,0.6846908101918122,0.6455052963068996,0.6952476381334097,0.6981105067277412,0.6981105067277412,0.6981105067277412,0.5832021185227598,0.5832021185227598,0.5832021185227598,0.5832021185227598,0.5832021185227598,0.36626825078728886,0.5832021185227598,0.6981105067277412,0.6880188949327226,0.6898797595190381,0.6309762381906671,0.6598554251359863,0.6828299456054967,0.36626825078728886,0.5832021185227598,0.6981105067277412,0.6729172630976238,0.6729172630976238,0.6729172630976238,0.6729172630976238,0.6730604065273404,0.6981105067277412,0.6981105067277412,0.5451975379330088,0.5595834526195248,0.5261236759232751,0.543730317778414,0.5367520755797309,0.5332092756942456,0.5548597194388778,0.5215073003149155,0.5364657887202977,0.5445891783567134,0.5431935299169768,0.5396507300314916,0.546485828800458,0.5623031777841397,0.5273046092184369,0.529845405095906,0.5467363298024621,0.5428714572001145,0.5435156026338391,0.5328514171199542,0.5503507014028056,0.5534640709991412,0.6354017558927377,0.6981105067277412
2,0.3663756083595763,0.582021185227598,0.6932794159748068,0.6865158889206986,0.6870526767821357,0.6857643859146865,0.6833667334669339,0.6659390208989407,0.6897008302318923,0.6932794159748068,0.6932794159748068,0.6932794159748068,0.582021185227598,0.582021185227598,0.582021185227598,0.582021185227598,0.582021185227598,0.3663756083595763,0.582021185227598,0.6932794159748068,0.6856212424849699,0.6871242484969939,0.6294374463212139,0.6550959060979101,0.6788577154308617,0.3663756083595763,0.582021185227598,0.6932794159748068,0.6740981963927856,0.6740981963927856,0.6740981963927856,0.6740981963927856,0.6737403378184942,0.6932794159748068,0.6932794159748068,0.5422988834812482,0.5334239908388205,0.5427640996278271,0.5257658173489836,0.5409748067563699,0.5502075579730891,0.5304537646722015,0.5241196679072431,0.5412968794732321,0.5323504151159462,0.5317778413970798,0.5379687947323217,0.5404380188949327,0.5142069853993702,0.5428356713426854,0.5417978814772402,0.5469868308044661,0.5390423704551961,0.5259805324935586,0.5318494131119381,0.549957056971085,0.555933295161752,0.6343825216570708,0.6932794159748068
3,0.3796163756083596,0.585241912396221,0.7024405954766676,0.7024405954766676,0.7024405954766676,0.6538791869453192,0.658817635270541,0.6593186372745491,0.7010807328943601,0.7019753793300888,0.7024405954766676,0.7024405954766676,0.585241912396221,0.585241912396221,0.585241912396221,0.585241912396221,0.585241912396221,0.3796163756083596,0.585241912396221,0.7024405954766676,0.7024405954766676,0.6398153449756656,0.6542012596621815,0.6487618093329516,0.7014028056112225,0.3796163756083596,0.585241912396221,0.7024405954766676,0.7024405954766676,0.5423704551961065,0.6757443458345262,0.6457915831663327,0.6457915831663327,0.7024405954766676,0.7024405954766676,0.5554680790151733,0.5133123389636416,0.5241554537646722,0.5415831663326653,0.5326724878328085,0.5284855425135986,0.5246564557686803,0.5282708273690238,0.5480961923847696,0.5459490409390209,0.5396507300314916,0.5225808760377899,0.5251932436301173,0.5409748067563699,0.5249069567706842,0.5352132837102777,0.5281992556541655,0.5297738333810478,0.538756083595763,0.5308831949613513,0.5467363298024621,0.5468436873747495,0.6319504087540159,0.7024405954766676
4,0.3785785857429144,0.5946535929000859,0.7008302318923562,0.7008302318923562,0.7008302318923562,0.6763527054108216,0.6516604637847123,0.6584239908388205,0.7005439450329229,0.7007228743200687,0.7008302318923562,0.7008302318923562,0.5946535929000859,0.5946535929000859,0.5946535929000859,0.5946535929000859,0.5946535929000859,0.3785785857429144,0.5946535929000859,0.7008302318923562,0.7008302318923562,0.6854065273403951,0.5727168622960206,0.6625393644431721,0.6980747208703121,0.3785785857429144,0.5946535929000859,0.7008302318923562,0.7008302318923562,0.6534497566561694,0.6601417119954194,0.6469725164614945,0.6469725164614945,0.7008302318923562,0.7008302318923562,0.5555754365874607,0.515137417692528,0.5248353850558259,0.5333524191239623,0.54723733180647,0.5344975665616948,0.542978814772402,0.5375393644431721,0.5280203263670198,0.5217578013169195,0.5490624105353564,0.53553535642714,0.5362510735757229,0.5274835385055826,0.5390781563126252,0.5346049241339822,0.5335671342685371,0.5364300028628686,0.533066132264529,0.5323504151159462,0.5488476953907816,0.5500286286859433,0.6378683292510948,0.7008302318923562
5,0.38169195533924993,0.5875322072716862,0.6969295734325794,0.6969295734325794,0.6969295734325794,0.6578156312625251,0.6400658459776696,0.6338033209275694,0.6956412825651302,0.6961780704265674,0.6969295734325794,0.6969295734325794,0.5875322072716862,0.5875322072716862,0.5875322072716862,0.5875322072716862,0.5875322072716862,0.38169195533924993,0.5875322072716862,0.6969295734325794,0.6969295734325794,0.6414614944174062,0.5433366733466933,0.6349842542227312,0.6960349269968509,0.38169195533924993,0.5875322072716862,0.6969295734325794,0.6969295734325794,0.5367878614371601,0.6728814772401946,0.6554895505296306,0.6554895505296306,0.6969295734325794,0.6969295734325794,0.5207557973089035,0.5475236186659033,0.5202905811623246,0.5278771829373031,0.52633839106785,0.5241196679072431,0.5454122530775838,0.5403664471800744,0.5365015745777268,0.5459490409390209,0.5373604351560264,0.5391497280274835,0.5302032636701975,0.5319567706842256,0.5420483824792443,0.5361079301460063,0.5287002576581735,0.5294875465216147,0.5366805038648726,0.5354995705697109,0.5455196106498712,0.5364657887202977,0.6293565967914666,0.6969295734325794
6,0.3614729458917836,0.5764743773260808,0.6948897795591182,0.6911322645290581,0.691597480675637,0.6909533352419124,0.6886272545090181,0.6710563985113084,0.690595476667621,0.6948897795591182,0.6948897795591182,0.6948897795591182,0.5764743773260808,0.5764743773260808,0.5764743773260808,0.5764743773260808,0.5764743773260808,0.3614729458917836,0.5764743773260808,0.6948897795591182,0.6904523332379043,0.6920269109647867,0.624749498997996,0.6270397938734612,0.6820426567420556,0.3614729458917836,0.5764743773260808,0.6948897795591182,0.6801460062983109,0.6801460062983109,0.6801460062983109,0.6801460062983109,0.6793587174348698,0.6948897795591182,0.6948897795591182,0.5470584025193244,0.5314557686802176,0.5441597480675637,0.5470941883767535,0.5455911823647295,0.5497423418265102,0.5356427139994274,0.5472731176638992,0.5420483824792443,0.5459490409390209,0.5488476953907816,0.5453764672201546,0.5427640996278271,0.5634483252218723,0.5336029201259662,0.5435513884912683,0.5468794732321787,0.539758087603779,0.5451617520755797,0.530811623246493,0.5529988548525623,0.5227598053249356,0.6350518497312085,0.6948897795591182
7,0.37625250501002006,0.594689378757515,0.7058760377898654,0.7058760377898654,0.7058760377898654,0.6757443458345262,0.6545233323790438,0.6509447466361294,0.705518179215574,0.705768680217578,0.7058760377898654,0.7058760377898654,0.594689378757515,0.594689378757515,0.594689378757515,0.594689378757515,0.594689378757515,0.37625250501002006,0.594689378757515,0.7058760377898654,0.7058760377898654,0.6864443172058402,0.5635198969367307,0.6662968794732321,0.7041225307758374,0.37625250501002006,0.594689378757515,0.7058760377898654,0.7058760377898654,0.6484039507586602,0.6547380475236186,0.6456484397366161,0.6456484397366161,0.7058760377898654,0.7058760377898654,0.5591182364729459,0.5466647580876037,0.536537360435156,0.5377182937303178,0.5463426853707415,0.5241912396221013,0.5384340108789006,0.5463068995133123,0.545734325794446,0.5253721729172631,0.552175780131692,0.5456269682221586,0.5498854852562267,0.5288076152304609,0.5491339822502147,0.5334597766962497,0.5318851989693673,0.5252648153449757,0.544982822788434,0.5351774978528485,0.5373246492985972,0.5533567134268537,0.6390797467951778,0.7058760377898654
8,0.3666976810764386,0.5835599770970512,0.696822215860292,0.6885556827941598,0.6893787575150301,0.6880904666475809,0.6854065273403951,0.6669052390495276,0.6933867735470942,0.696822215860292,0.696822215860292,0.696822215860292,0.5835599770970512,0.5835599770970512,0.5835599770970512,0.5835599770970512,0.5835599770970512,0.3666976810764386,0.5835599770970512,0.696822215860292,0.6881620383624392,0.6895934726596049,0.6290438018894933,0.6579229888348125,0.6830446607500715,0.3666976810764386,0.5835599770970512,0.696822215860292,0.6755654165473804,0.6755654165473804,0.6755654165473804,0.6755654165473804,0.6747781276839393,0.696822215860292,0.696822215860292,0.5433366733466933,0.5540724305754365,0.5484898368164901,0.5426567420555396,0.5382908674491841,0.5339965645576868,0.5297738333810478,0.5215788720297738,0.5444102490695677,0.5343186372745491,0.5288791869453192,0.5411179501860864,0.5428356713426854,0.5629473232178643,0.527089894073862,0.5433366733466933,0.5372172917263097,0.5424420269109648,0.5488119095333525,0.5329587746922416,0.5285571142284569,0.5546092184368737,0.6364753316156121,0.696822215860292
9,0.36283280847409105,0.5787646722015459,0.6944603492699685,0.6815774405954766,0.6793229315774406,0.6806827941597481,0.6855138849126825,0.6517320354995706,0.6908101918121958,0.6944603492699685,0.6944603492699685,0.6944603492699685,0.5787646722015459,0.5787646722015459,0.5787646722015459,0.5787646722015459,0.5787646722015459,0.36283280847409105,0.5787646722015459,0.6944603492699685,0.6808975093043229,0.6758159175493845,0.6270397938734612,0.6886988262238763,0.6684440309189809,0.36283280847409105,0.5787646722015459,0.6944603492699685,0.6910606928141998,0.6910606928141998,0.6910606928141998,0.6910606928141998,0.6690523904952763,0.6944603492699685,0.6944603492699685,0.5375393644431721,0.5418336673346693,0.5412968794732321,0.5438018894932722,0.5384340108789006,0.5308474091039221,0.5329945605496708,0.5292370455196107,0.544481820784426,0.5445176066418551,0.5494202691096479,0.539006584597767,0.5509232751216719,0.5418694531920984,0.5343902089894074,0.5485971943887775,0.5428714572001145,0.5568279415974807,0.5480246206699112,0.5343544231319782,0.5393644431720584,0.5537503578585743,0.6348583410206656,0.6944603492699685
