,abilities
kmeans_n_clusters_1,0.51904595
kmeans_n_clusters_2,0.5463472
kmeans_n_clusters_3,0.54186976
kmeans_n_clusters_4,0.54075027
kmeans_n_clusters_5,0.501243
kmeans_n_clusters_6,0.4993781
kmeans_n_clusters_7,0.47762874
kmeans_n_clusters_8,0.4677802
dbscan_eps_0_1_min_samples_2,0.51904595
dbscan_eps_0_2_min_samples_2,0.51904595
dbscan_eps_0_3_min_samples_2,0.51904595
dbscan_eps_0_4_min_samples_2,0.51904595
dbscan_eps_0_5_min_samples_2,0.51904595
dbscan_eps_0_6_min_samples_2,0.51904595
dbscan_eps_0_7_min_samples_2,0.51904595
dbscan_eps_0_8_min_samples_2,0.51904595
dbscan_eps_0_9_min_samples_2,0.51904595
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.51904595
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49506798
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.45799398
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.46753445
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.45171043
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.44227958
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4408267
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.44707596
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.51904595
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5474846
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53507066
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.50154465
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.48786238
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.47607684
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4687671
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.45823333
mean_shift_,0.5268994
optics_,0.5201602
random_model_n1,0.47017422
random_model_n2,0.4699428
random_model_n3,0.47122014
random_model_n4,0.47013214
random_model_n5,0.4703342
random_model_n6,0.46992508
random_model_n7,0.47024655
average_model,0.5004863
optimal_clustering,0.548972
