models,abilities,model_droped
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.49189198,kmeans_n_clusters_2
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.49021026,kmeans_n_clusters_2
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.4900636,kmeans_n_clusters_2
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.4884471,kmeans_n_clusters_2
dbscan_eps_np_float640_1_min_samples_2,0.4857171,kmeans_n_clusters_2
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.47222954,kmeans_n_clusters_2
kmeans_n_clusters_7,0.4695353,kmeans_n_clusters_2
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4686675,kmeans_n_clusters_2
kmeans_n_clusters_8,0.46673217,kmeans_n_clusters_2
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4637847,kmeans_n_clusters_2
optics_min_samples_7_xi_0_01_min_cluster_size_0_2,0.46292078,kmeans_n_clusters_2
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4521267,kmeans_n_clusters_2
dbscan_eps_np_float640_3_min_samples_2,0.38586554,kmeans_n_clusters_2
dbscan_eps_np_float640_4_min_samples_2,0.38321775,kmeans_n_clusters_2
dbscan_eps_np_float640_5_min_samples_2,0.38226908,kmeans_n_clusters_2
dbscan_eps_np_float640_6_min_samples_2,0.38226908,kmeans_n_clusters_2
kmeans_n_clusters_1,0.38109654,kmeans_n_clusters_2
dbscan_eps_np_float640_7_min_samples_2,0.38109654,kmeans_n_clusters_2
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.38109654,kmeans_n_clusters_2
dbscan_eps_np_float640_9_min_samples_2,0.38109654,kmeans_n_clusters_2
dbscan_eps_np_float640_8_min_samples_2,0.38109654,kmeans_n_clusters_2
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.38109654,kmeans_n_clusters_2
mean_shift_,0.5205311,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.519919,kmeans_n_clusters_3
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51952565,kmeans_n_clusters_3
kmeans_n_clusters_4,0.5194703,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.51916546,kmeans_n_clusters_3
kmeans_n_clusters_5,0.5171918,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.5139347,kmeans_n_clusters_3
dbscan_eps_np_float640_2_min_samples_2,0.5083194,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.50146127,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.50084263,kmeans_n_clusters_3
kmeans_n_clusters_6,0.4967025,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.49451065,kmeans_n_clusters_3
kmeans_n_clusters_2,0.49355388,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.49291694,kmeans_n_clusters_3
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.49275208,kmeans_n_clusters_3
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.4910972,kmeans_n_clusters_3
dbscan_eps_np_float640_1_min_samples_2,0.48825362,kmeans_n_clusters_3
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.47427556,kmeans_n_clusters_3
kmeans_n_clusters_7,0.47154757,kmeans_n_clusters_3
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.47061935,kmeans_n_clusters_3
kmeans_n_clusters_8,0.46869922,kmeans_n_clusters_3
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.46557626,kmeans_n_clusters_3
optics_min_samples_7_xi_0_01_min_cluster_size_0_2,0.464769,kmeans_n_clusters_3
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.45372638,kmeans_n_clusters_3
dbscan_eps_np_float640_3_min_samples_2,0.3863387,kmeans_n_clusters_3
dbscan_eps_np_float640_4_min_samples_2,0.38363224,kmeans_n_clusters_3
dbscan_eps_np_float640_5_min_samples_2,0.38265872,kmeans_n_clusters_3
dbscan_eps_np_float640_6_min_samples_2,0.38265872,kmeans_n_clusters_3
kmeans_n_clusters_1,0.3814677,kmeans_n_clusters_3
dbscan_eps_np_float640_7_min_samples_2,0.3814677,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.3814677,kmeans_n_clusters_3
dbscan_eps_np_float640_9_min_samples_2,0.3814677,kmeans_n_clusters_3
dbscan_eps_np_float640_8_min_samples_2,0.3814677,kmeans_n_clusters_3
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.3814677,kmeans_n_clusters_3
kmeans_n_clusters_3,0.52082187,kmeans_n_clusters_4
mean_shift_,0.5206866,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.52008927,kmeans_n_clusters_4
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5197063,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.51926214,kmeans_n_clusters_4
kmeans_n_clusters_5,0.5172807,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.51401854,kmeans_n_clusters_4
dbscan_eps_np_float640_2_min_samples_2,0.50842136,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.50156677,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.5009488,kmeans_n_clusters_4
kmeans_n_clusters_6,0.49683544,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.4946801,kmeans_n_clusters_4
kmeans_n_clusters_2,0.493717,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.49304214,kmeans_n_clusters_4
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.4929149,kmeans_n_clusters_4
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49124736,kmeans_n_clusters_4
dbscan_eps_np_float640_1_min_samples_2,0.48833665,kmeans_n_clusters_4
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.47441325,kmeans_n_clusters_4
kmeans_n_clusters_7,0.47170565,kmeans_n_clusters_4
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.47079346,kmeans_n_clusters_4
kmeans_n_clusters_8,0.4688456,kmeans_n_clusters_4
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.46571475,kmeans_n_clusters_4
optics_min_samples_7_xi_0_01_min_cluster_size_0_2,0.464897,kmeans_n_clusters_4
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.453857,kmeans_n_clusters_4
dbscan_eps_np_float640_3_min_samples_2,0.38645756,kmeans_n_clusters_4
dbscan_eps_np_float640_4_min_samples_2,0.38375404,kmeans_n_clusters_4
dbscan_eps_np_float640_5_min_samples_2,0.38277817,kmeans_n_clusters_4
dbscan_eps_np_float640_6_min_samples_2,0.38277817,kmeans_n_clusters_4
kmeans_n_clusters_1,0.38158914,kmeans_n_clusters_4
dbscan_eps_np_float640_7_min_samples_2,0.38158914,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.38158914,kmeans_n_clusters_4
dbscan_eps_np_float640_9_min_samples_2,0.38158914,kmeans_n_clusters_4
dbscan_eps_np_float640_8_min_samples_2,0.38158914,kmeans_n_clusters_4
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.38158914,kmeans_n_clusters_4
kmeans_n_clusters_3,0.520442,kmeans_n_clusters_5
mean_shift_,0.5202987,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.5196972,kmeans_n_clusters_5
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51932496,kmeans_n_clusters_5
kmeans_n_clusters_4,0.5191843,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.5188725,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.5136338,kmeans_n_clusters_5
dbscan_eps_np_float640_2_min_samples_2,0.5080496,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.5012175,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.5006028,kmeans_n_clusters_5
kmeans_n_clusters_6,0.4964739,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.4942695,kmeans_n_clusters_5
kmeans_n_clusters_2,0.49330884,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.49269438,kmeans_n_clusters_5
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.4926038,kmeans_n_clusters_5
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49085134,kmeans_n_clusters_5
dbscan_eps_np_float640_1_min_samples_2,0.4879768,kmeans_n_clusters_5
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.47412717,kmeans_n_clusters_5
kmeans_n_clusters_7,0.4713962,kmeans_n_clusters_5
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4705165,kmeans_n_clusters_5
kmeans_n_clusters_8,0.46853876,kmeans_n_clusters_5
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.46544528,kmeans_n_clusters_5
optics_min_samples_7_xi_0_01_min_cluster_size_0_2,0.46461308,kmeans_n_clusters_5
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.45362267,kmeans_n_clusters_5
dbscan_eps_np_float640_3_min_samples_2,0.38622925,kmeans_n_clusters_5
dbscan_eps_np_float640_4_min_samples_2,0.383526,kmeans_n_clusters_5
dbscan_eps_np_float640_5_min_samples_2,0.3825503,kmeans_n_clusters_5
dbscan_eps_np_float640_6_min_samples_2,0.3825503,kmeans_n_clusters_5
kmeans_n_clusters_1,0.38136512,kmeans_n_clusters_5
dbscan_eps_np_float640_7_min_samples_2,0.38136512,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.38136512,kmeans_n_clusters_5
dbscan_eps_np_float640_9_min_samples_2,0.38136512,kmeans_n_clusters_5
dbscan_eps_np_float640_8_min_samples_2,0.38136512,kmeans_n_clusters_5
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.38136512,kmeans_n_clusters_5
kmeans_n_clusters_3,0.51757413,kmeans_n_clusters_6
mean_shift_,0.5174548,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.5168806,kmeans_n_clusters_6
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51647025,kmeans_n_clusters_6
kmeans_n_clusters_4,0.51638603,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.5160972,kmeans_n_clusters_6
kmeans_n_clusters_5,0.51417565,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.51100194,kmeans_n_clusters_6
dbscan_eps_np_float640_2_min_samples_2,0.505499,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.49869698,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.497971,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.49211416,kmeans_n_clusters_6
kmeans_n_clusters_2,0.49116737,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.490124,kmeans_n_clusters_6
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.48991472,kmeans_n_clusters_6
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.48868847,kmeans_n_clusters_6
dbscan_eps_np_float640_1_min_samples_2,0.48586467,kmeans_n_clusters_6
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4718849,kmeans_n_clusters_6
kmeans_n_clusters_7,0.46928495,kmeans_n_clusters_6
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4683823,kmeans_n_clusters_6
kmeans_n_clusters_8,0.46650466,kmeans_n_clusters_6
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.46340922,kmeans_n_clusters_6
optics_min_samples_7_xi_0_01_min_cluster_size_0_2,0.46271676,kmeans_n_clusters_6
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4516706,kmeans_n_clusters_6
dbscan_eps_np_float640_3_min_samples_2,0.38586637,kmeans_n_clusters_6
dbscan_eps_np_float640_4_min_samples_2,0.38322937,kmeans_n_clusters_6
dbscan_eps_np_float640_5_min_samples_2,0.38229114,kmeans_n_clusters_6
dbscan_eps_np_float640_6_min_samples_2,0.38229114,kmeans_n_clusters_6
kmeans_n_clusters_1,0.38112682,kmeans_n_clusters_6
dbscan_eps_np_float640_7_min_samples_2,0.38112682,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.38112682,kmeans_n_clusters_6
dbscan_eps_np_float640_9_min_samples_2,0.38112682,kmeans_n_clusters_6
dbscan_eps_np_float640_8_min_samples_2,0.38112682,kmeans_n_clusters_6
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.38112682,kmeans_n_clusters_6
kmeans_n_clusters_3,0.5167805,kmeans_n_clusters_7
mean_shift_,0.51664144,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.51605636,kmeans_n_clusters_7
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51566005,kmeans_n_clusters_7
kmeans_n_clusters_4,0.5155709,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.515267,kmeans_n_clusters_7
kmeans_n_clusters_5,0.51331717,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.5101175,kmeans_n_clusters_7
dbscan_eps_np_float640_2_min_samples_2,0.5045552,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.49781147,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.4972602,kmeans_n_clusters_7
kmeans_n_clusters_6,0.49320042,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.49082145,kmeans_n_clusters_7
kmeans_n_clusters_2,0.48988715,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.4894667,kmeans_n_clusters_7
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.4893425,kmeans_n_clusters_7
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.48751968,kmeans_n_clusters_7
dbscan_eps_np_float640_1_min_samples_2,0.4847497,kmeans_n_clusters_7
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.47076112,kmeans_n_clusters_7
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.46714777,kmeans_n_clusters_7
kmeans_n_clusters_8,0.46529666,kmeans_n_clusters_7
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.46211767,kmeans_n_clusters_7
optics_min_samples_7_xi_0_01_min_cluster_size_0_2,0.4615216,kmeans_n_clusters_7
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.45050067,kmeans_n_clusters_7
dbscan_eps_np_float640_3_min_samples_2,0.38421816,kmeans_n_clusters_7
dbscan_eps_np_float640_4_min_samples_2,0.38154975,kmeans_n_clusters_7
dbscan_eps_np_float640_5_min_samples_2,0.38058257,kmeans_n_clusters_7
dbscan_eps_np_float640_6_min_samples_2,0.38058257,kmeans_n_clusters_7
kmeans_n_clusters_1,0.3794119,kmeans_n_clusters_7
dbscan_eps_np_float640_7_min_samples_2,0.3794119,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.3794119,kmeans_n_clusters_7
dbscan_eps_np_float640_9_min_samples_2,0.3794119,kmeans_n_clusters_7
dbscan_eps_np_float640_8_min_samples_2,0.3794119,kmeans_n_clusters_7
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.3794119,kmeans_n_clusters_7
kmeans_n_clusters_3,0.51659817,kmeans_n_clusters_8
mean_shift_,0.51646066,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.51587427,kmeans_n_clusters_8
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51547885,kmeans_n_clusters_8
kmeans_n_clusters_4,0.5153985,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.51510227,kmeans_n_clusters_8
kmeans_n_clusters_5,0.51314634,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.5099536,kmeans_n_clusters_8
dbscan_eps_np_float640_2_min_samples_2,0.5043838,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.49765188,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.4971142,kmeans_n_clusters_8
kmeans_n_clusters_6,0.4930609,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.49066964,kmeans_n_clusters_8
kmeans_n_clusters_2,0.4897401,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.4893392,kmeans_n_clusters_8
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.48918834,kmeans_n_clusters_8
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.48737967,kmeans_n_clusters_8
dbscan_eps_np_float640_1_min_samples_2,0.48462215,kmeans_n_clusters_8
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.47066155,kmeans_n_clusters_8
kmeans_n_clusters_7,0.46799532,kmeans_n_clusters_8
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.46708837,kmeans_n_clusters_8
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4619811,kmeans_n_clusters_8
optics_min_samples_7_xi_0_01_min_cluster_size_0_2,0.4613687,kmeans_n_clusters_8
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.45038003,kmeans_n_clusters_8
dbscan_eps_np_float640_3_min_samples_2,0.38420987,kmeans_n_clusters_8
dbscan_eps_np_float640_4_min_samples_2,0.3815427,kmeans_n_clusters_8
dbscan_eps_np_float640_5_min_samples_2,0.3805763,kmeans_n_clusters_8
dbscan_eps_np_float640_6_min_samples_2,0.3805763,kmeans_n_clusters_8
kmeans_n_clusters_1,0.37940648,kmeans_n_clusters_8
dbscan_eps_np_float640_7_min_samples_2,0.37940648,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.37940648,kmeans_n_clusters_8
dbscan_eps_np_float640_9_min_samples_2,0.37940648,kmeans_n_clusters_8
dbscan_eps_np_float640_8_min_samples_2,0.37940648,kmeans_n_clusters_8
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.37940648,kmeans_n_clusters_8
kmeans_n_clusters_3,0.51656175,dbscan_eps_np_float640_1_min_samples_2
mean_shift_,0.5164274,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.5158551,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5154365,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_4,0.51533633,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.5150533,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_5,0.51313776,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.5099503,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_2_min_samples_2,0.50427544,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.49757257,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.49707776,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_6,0.4930732,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.49112782,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_2,0.49019337,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.48939142,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.4892168,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.48776478,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4711281,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_7,0.4685416,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4676346,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_8,0.46575367,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4626601,dbscan_eps_np_float640_1_min_samples_2
optics_min_samples_7_xi_0_01_min_cluster_size_0_2,0.4613649,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.451029,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_3_min_samples_2,0.38534942,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_4_min_samples_2,0.3827114,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_5_min_samples_2,0.38176396,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_6_min_samples_2,0.38176396,dbscan_eps_np_float640_1_min_samples_2
