models,abilities,model_droped
dbscan_eps_np_float640_5_min_samples_2,0.4001482,kmeans_n_clusters_4
kmeans_n_clusters_1,0.39977258,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.39977258,kmeans_n_clusters_4
dbscan_eps_np_float640_7_min_samples_2,0.39977258,kmeans_n_clusters_4
dbscan_eps_np_float640_6_min_samples_2,0.39977258,kmeans_n_clusters_4
dbscan_eps_np_float640_9_min_samples_2,0.39977258,kmeans_n_clusters_4
dbscan_eps_np_float640_8_min_samples_2,0.39977258,kmeans_n_clusters_4
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.39977258,kmeans_n_clusters_4
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.50671965,kmeans_n_clusters_5
dbscan_eps_np_float640_2_min_samples_2,0.50575626,kmeans_n_clusters_5
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.5041429,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.50070834,kmeans_n_clusters_5
kmeans_n_clusters_3,0.49915752,kmeans_n_clusters_5
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49619818,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.4960686,kmeans_n_clusters_5
mean_shift_,0.49479076,kmeans_n_clusters_5
kmeans_n_clusters_2,0.49373442,kmeans_n_clusters_5
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.49096116,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.4904282,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.4858735,kmeans_n_clusters_5
kmeans_n_clusters_4,0.48502317,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.48446822,kmeans_n_clusters_5
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48347688,kmeans_n_clusters_5
kmeans_n_clusters_6,0.48335567,kmeans_n_clusters_5
dbscan_eps_np_float640_1_min_samples_2,0.48026145,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.47943938,kmeans_n_clusters_5
kmeans_n_clusters_7,0.4794032,kmeans_n_clusters_5
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.4792782,kmeans_n_clusters_5
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.47784728,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.47450295,kmeans_n_clusters_5
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.47400895,kmeans_n_clusters_5
kmeans_n_clusters_8,0.4721608,kmeans_n_clusters_5
dbscan_eps_np_float640_4_min_samples_2,0.39969572,kmeans_n_clusters_5
dbscan_eps_np_float640_3_min_samples_2,0.39969572,kmeans_n_clusters_5
dbscan_eps_np_float640_5_min_samples_2,0.39969572,kmeans_n_clusters_5
kmeans_n_clusters_1,0.39931315,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.39931315,kmeans_n_clusters_5
dbscan_eps_np_float640_7_min_samples_2,0.39931315,kmeans_n_clusters_5
dbscan_eps_np_float640_6_min_samples_2,0.39931315,kmeans_n_clusters_5
dbscan_eps_np_float640_9_min_samples_2,0.39931315,kmeans_n_clusters_5
dbscan_eps_np_float640_8_min_samples_2,0.39931315,kmeans_n_clusters_5
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.39931315,kmeans_n_clusters_5
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5066994,kmeans_n_clusters_6
dbscan_eps_np_float640_2_min_samples_2,0.5057349,kmeans_n_clusters_6
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.50411725,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.50072503,kmeans_n_clusters_6
kmeans_n_clusters_3,0.49917656,kmeans_n_clusters_6
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49616447,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.4960339,kmeans_n_clusters_6
mean_shift_,0.4947544,kmeans_n_clusters_6
kmeans_n_clusters_2,0.49369735,kmeans_n_clusters_6
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.49097794,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.49042222,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.48586172,kmeans_n_clusters_6
kmeans_n_clusters_4,0.48500082,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.4844665,kmeans_n_clusters_6
kmeans_n_clusters_5,0.4840406,kmeans_n_clusters_6
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48347533,kmeans_n_clusters_6
dbscan_eps_np_float640_1_min_samples_2,0.48024386,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.4794116,kmeans_n_clusters_6
kmeans_n_clusters_7,0.47935855,kmeans_n_clusters_6
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.4792396,kmeans_n_clusters_6
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.47782293,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.4744998,kmeans_n_clusters_6
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.47398928,kmeans_n_clusters_6
kmeans_n_clusters_8,0.47210434,kmeans_n_clusters_6
dbscan_eps_np_float640_4_min_samples_2,0.39962167,kmeans_n_clusters_6
dbscan_eps_np_float640_3_min_samples_2,0.39962167,kmeans_n_clusters_6
dbscan_eps_np_float640_5_min_samples_2,0.39962167,kmeans_n_clusters_6
kmeans_n_clusters_1,0.39923933,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.39923933,kmeans_n_clusters_6
dbscan_eps_np_float640_7_min_samples_2,0.39923933,kmeans_n_clusters_6
dbscan_eps_np_float640_6_min_samples_2,0.39923933,kmeans_n_clusters_6
dbscan_eps_np_float640_9_min_samples_2,0.39923933,kmeans_n_clusters_6
dbscan_eps_np_float640_8_min_samples_2,0.39923933,kmeans_n_clusters_6
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.39923933,kmeans_n_clusters_6
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5063782,kmeans_n_clusters_7
dbscan_eps_np_float640_2_min_samples_2,0.5054177,kmeans_n_clusters_7
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.50379807,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.50044024,kmeans_n_clusters_7
kmeans_n_clusters_3,0.49889976,kmeans_n_clusters_7
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49587804,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.4957537,kmeans_n_clusters_7
mean_shift_,0.49448442,kmeans_n_clusters_7
kmeans_n_clusters_2,0.49343532,kmeans_n_clusters_7
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.49074134,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.49015796,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.48557165,kmeans_n_clusters_7
kmeans_n_clusters_4,0.4847997,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.48426223,kmeans_n_clusters_7
kmeans_n_clusters_5,0.48383892,kmeans_n_clusters_7
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48324254,kmeans_n_clusters_7
kmeans_n_clusters_6,0.48311716,kmeans_n_clusters_7
dbscan_eps_np_float640_1_min_samples_2,0.4800029,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.47917545,kmeans_n_clusters_7
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.47907326,kmeans_n_clusters_7
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.47760382,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.47425777,kmeans_n_clusters_7
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.47379196,kmeans_n_clusters_7
kmeans_n_clusters_8,0.47187427,kmeans_n_clusters_7
dbscan_eps_np_float640_4_min_samples_2,0.39962286,kmeans_n_clusters_7
dbscan_eps_np_float640_3_min_samples_2,0.39962286,kmeans_n_clusters_7
dbscan_eps_np_float640_5_min_samples_2,0.39962286,kmeans_n_clusters_7
kmeans_n_clusters_1,0.3992429,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.3992429,kmeans_n_clusters_7
dbscan_eps_np_float640_7_min_samples_2,0.3992429,kmeans_n_clusters_7
dbscan_eps_np_float640_6_min_samples_2,0.3992429,kmeans_n_clusters_7
dbscan_eps_np_float640_9_min_samples_2,0.3992429,kmeans_n_clusters_7
dbscan_eps_np_float640_8_min_samples_2,0.3992429,kmeans_n_clusters_7
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.3992429,kmeans_n_clusters_7
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5058813,kmeans_n_clusters_8
dbscan_eps_np_float640_2_min_samples_2,0.5049177,kmeans_n_clusters_8
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.5033046,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.49991623,kmeans_n_clusters_8
kmeans_n_clusters_3,0.49837026,kmeans_n_clusters_8
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49541008,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.49528015,kmeans_n_clusters_8
mean_shift_,0.49400303,kmeans_n_clusters_8
kmeans_n_clusters_2,0.49294713,kmeans_n_clusters_8
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.49018297,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.48960605,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.48510072,kmeans_n_clusters_8
kmeans_n_clusters_4,0.48426855,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.48375353,kmeans_n_clusters_8
kmeans_n_clusters_5,0.48331857,kmeans_n_clusters_8
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4827265,kmeans_n_clusters_8
kmeans_n_clusters_6,0.48262,kmeans_n_clusters_8
dbscan_eps_np_float640_1_min_samples_2,0.47946206,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.4786891,kmeans_n_clusters_8
kmeans_n_clusters_7,0.4786431,kmeans_n_clusters_8
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.47849745,kmeans_n_clusters_8
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4770436,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.47369632,kmeans_n_clusters_8
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.47321308,kmeans_n_clusters_8
dbscan_eps_np_float640_4_min_samples_2,0.39899245,kmeans_n_clusters_8
dbscan_eps_np_float640_3_min_samples_2,0.39899245,kmeans_n_clusters_8
dbscan_eps_np_float640_5_min_samples_2,0.39899245,kmeans_n_clusters_8
kmeans_n_clusters_1,0.39861053,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.39861053,kmeans_n_clusters_8
dbscan_eps_np_float640_7_min_samples_2,0.39861053,kmeans_n_clusters_8
dbscan_eps_np_float640_6_min_samples_2,0.39861053,kmeans_n_clusters_8
dbscan_eps_np_float640_9_min_samples_2,0.39861053,kmeans_n_clusters_8
dbscan_eps_np_float640_8_min_samples_2,0.39861053,kmeans_n_clusters_8
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.39861053,kmeans_n_clusters_8
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5042397,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_2_min_samples_2,0.5033059,dbscan_eps_np_float640_1_min_samples_2
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.50171065,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.49852052,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_3,0.49703217,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49415433,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.49403083,dbscan_eps_np_float640_1_min_samples_2
mean_shift_,0.49279568,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_2,0.49177375,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4890324,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.48849928,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.48411942,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_4,0.48328277,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.48279387,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_5,0.48234558,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48180407,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_6,0.48171398,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_7,0.4778303,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.47780928,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.47767532,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.47625816,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.4729136,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.47251645,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_8,0.47070137,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_4_min_samples_2,0.40012476,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_3_min_samples_2,0.40012476,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_5_min_samples_2,0.40012476,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_1,0.39975622,dbscan_eps_np_float640_1_min_samples_2
