models,abilities,model_droped
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49275377,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.48742777,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.46888697,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.4681574,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.46639264,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.4556322,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.44510332,kmeans_n_clusters_3
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.44096655,kmeans_n_clusters_3
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.550531,kmeans_n_clusters_4
kmeans_n_clusters_3,0.55028725,kmeans_n_clusters_4
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5438304,kmeans_n_clusters_4
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5421674,kmeans_n_clusters_4
kmeans_n_clusters_2,0.53519267,kmeans_n_clusters_4
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5253386,kmeans_n_clusters_4
kmeans_n_clusters_5,0.5210807,kmeans_n_clusters_4
kmeans_n_clusters_7,0.5133343,kmeans_n_clusters_4
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5110653,kmeans_n_clusters_4
kmeans_n_clusters_6,0.50921685,kmeans_n_clusters_4
kmeans_n_clusters_1,0.5066657,kmeans_n_clusters_4
dbscan_eps_np_float640_8_min_samples_2,0.5066657,kmeans_n_clusters_4
dbscan_eps_np_float640_6_min_samples_2,0.5066657,kmeans_n_clusters_4
dbscan_eps_np_float640_5_min_samples_2,0.5066657,kmeans_n_clusters_4
dbscan_eps_np_float640_1_min_samples_2,0.5066657,kmeans_n_clusters_4
dbscan_eps_np_float640_2_min_samples_2,0.5066657,kmeans_n_clusters_4
dbscan_eps_np_float640_3_min_samples_2,0.5066657,kmeans_n_clusters_4
dbscan_eps_np_float640_4_min_samples_2,0.5066657,kmeans_n_clusters_4
dbscan_eps_np_float640_7_min_samples_2,0.5066657,kmeans_n_clusters_4
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5066657,kmeans_n_clusters_4
dbscan_eps_np_float640_9_min_samples_2,0.5066657,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.5066657,kmeans_n_clusters_4
mean_shift_,0.50465727,kmeans_n_clusters_4
optics_,0.5026695,kmeans_n_clusters_4
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49734008,kmeans_n_clusters_4
kmeans_n_clusters_8,0.49327838,kmeans_n_clusters_4
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4923277,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.48681304,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.4689636,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.46811497,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.4661991,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.4558126,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.44583535,kmeans_n_clusters_4
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.44176072,kmeans_n_clusters_4
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5495125,kmeans_n_clusters_5
kmeans_n_clusters_3,0.5491709,kmeans_n_clusters_5
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5426326,kmeans_n_clusters_5
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5413078,kmeans_n_clusters_5
kmeans_n_clusters_2,0.53472346,kmeans_n_clusters_5
kmeans_n_clusters_4,0.53137106,kmeans_n_clusters_5
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5243144,kmeans_n_clusters_5
kmeans_n_clusters_7,0.51306444,kmeans_n_clusters_5
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5099849,kmeans_n_clusters_5
kmeans_n_clusters_6,0.50875765,kmeans_n_clusters_5
kmeans_n_clusters_1,0.50562704,kmeans_n_clusters_5
dbscan_eps_np_float640_8_min_samples_2,0.50562704,kmeans_n_clusters_5
dbscan_eps_np_float640_6_min_samples_2,0.50562704,kmeans_n_clusters_5
dbscan_eps_np_float640_5_min_samples_2,0.50562704,kmeans_n_clusters_5
dbscan_eps_np_float640_1_min_samples_2,0.50562704,kmeans_n_clusters_5
dbscan_eps_np_float640_2_min_samples_2,0.50562704,kmeans_n_clusters_5
dbscan_eps_np_float640_3_min_samples_2,0.50562704,kmeans_n_clusters_5
dbscan_eps_np_float640_4_min_samples_2,0.50562704,kmeans_n_clusters_5
dbscan_eps_np_float640_7_min_samples_2,0.50562704,kmeans_n_clusters_5
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.50562704,kmeans_n_clusters_5
dbscan_eps_np_float640_9_min_samples_2,0.50562704,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.50562704,kmeans_n_clusters_5
mean_shift_,0.50364345,kmeans_n_clusters_5
optics_,0.50174314,kmeans_n_clusters_5
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49612725,kmeans_n_clusters_5
kmeans_n_clusters_8,0.49310794,kmeans_n_clusters_5
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49100646,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.48605752,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.46840525,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.46765795,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.46632388,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.4557471,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.44540718,kmeans_n_clusters_5
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.44147098,kmeans_n_clusters_5
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.54804546,kmeans_n_clusters_6
kmeans_n_clusters_3,0.5477706,kmeans_n_clusters_6
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.541563,kmeans_n_clusters_6
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.54002535,kmeans_n_clusters_6
kmeans_n_clusters_2,0.5334427,kmeans_n_clusters_6
kmeans_n_clusters_4,0.53029704,kmeans_n_clusters_6
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5238758,kmeans_n_clusters_6
kmeans_n_clusters_5,0.51909834,kmeans_n_clusters_6
kmeans_n_clusters_7,0.5122456,kmeans_n_clusters_6
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.50935256,kmeans_n_clusters_6
kmeans_n_clusters_1,0.5050021,kmeans_n_clusters_6
dbscan_eps_np_float640_8_min_samples_2,0.5050021,kmeans_n_clusters_6
dbscan_eps_np_float640_6_min_samples_2,0.5050021,kmeans_n_clusters_6
dbscan_eps_np_float640_5_min_samples_2,0.5050021,kmeans_n_clusters_6
dbscan_eps_np_float640_1_min_samples_2,0.5050021,kmeans_n_clusters_6
dbscan_eps_np_float640_2_min_samples_2,0.5050021,kmeans_n_clusters_6
dbscan_eps_np_float640_3_min_samples_2,0.5050021,kmeans_n_clusters_6
dbscan_eps_np_float640_4_min_samples_2,0.5050021,kmeans_n_clusters_6
dbscan_eps_np_float640_7_min_samples_2,0.5050021,kmeans_n_clusters_6
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5050021,kmeans_n_clusters_6
dbscan_eps_np_float640_9_min_samples_2,0.5050021,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.5050021,kmeans_n_clusters_6
mean_shift_,0.5031553,kmeans_n_clusters_6
optics_,0.5007589,kmeans_n_clusters_6
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49611145,kmeans_n_clusters_6
kmeans_n_clusters_8,0.49264094,kmeans_n_clusters_6
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4910398,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.485889,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.46851355,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.46782908,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.46608475,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.45607656,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.44628426,kmeans_n_clusters_6
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.4424159,kmeans_n_clusters_6
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.54889035,kmeans_n_clusters_7
kmeans_n_clusters_3,0.5485952,kmeans_n_clusters_7
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5421461,kmeans_n_clusters_7
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.54064417,kmeans_n_clusters_7
kmeans_n_clusters_2,0.533999,kmeans_n_clusters_7
kmeans_n_clusters_4,0.5305567,kmeans_n_clusters_7
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.52399474,kmeans_n_clusters_7
kmeans_n_clusters_5,0.5195216,kmeans_n_clusters_7
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5098554,kmeans_n_clusters_7
kmeans_n_clusters_6,0.5083746,kmeans_n_clusters_7
kmeans_n_clusters_1,0.5054865,kmeans_n_clusters_7
dbscan_eps_np_float640_8_min_samples_2,0.5054865,kmeans_n_clusters_7
dbscan_eps_np_float640_6_min_samples_2,0.5054865,kmeans_n_clusters_7
dbscan_eps_np_float640_5_min_samples_2,0.5054865,kmeans_n_clusters_7
dbscan_eps_np_float640_1_min_samples_2,0.5054865,kmeans_n_clusters_7
dbscan_eps_np_float640_2_min_samples_2,0.5054865,kmeans_n_clusters_7
dbscan_eps_np_float640_3_min_samples_2,0.5054865,kmeans_n_clusters_7
dbscan_eps_np_float640_4_min_samples_2,0.5054865,kmeans_n_clusters_7
dbscan_eps_np_float640_7_min_samples_2,0.5054865,kmeans_n_clusters_7
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5054865,kmeans_n_clusters_7
dbscan_eps_np_float640_9_min_samples_2,0.5054865,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.5054865,kmeans_n_clusters_7
mean_shift_,0.50353044,kmeans_n_clusters_7
optics_,0.5015795,kmeans_n_clusters_7
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.496137,kmeans_n_clusters_7
kmeans_n_clusters_8,0.49271262,kmeans_n_clusters_7
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49113393,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.48595637,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.4683154,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.46759385,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.4659073,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.45567298,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.44559568,kmeans_n_clusters_7
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.44162178,kmeans_n_clusters_7
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5487745,kmeans_n_clusters_8
kmeans_n_clusters_3,0.54846,kmeans_n_clusters_8
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.541932,kmeans_n_clusters_8
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.54056257,kmeans_n_clusters_8
kmeans_n_clusters_2,0.5338962,kmeans_n_clusters_8
kmeans_n_clusters_4,0.53059554,kmeans_n_clusters_8
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5237085,kmeans_n_clusters_8
kmeans_n_clusters_5,0.5191609,kmeans_n_clusters_8
kmeans_n_clusters_7,0.5125544,kmeans_n_clusters_8
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5094917,kmeans_n_clusters_8
kmeans_n_clusters_6,0.5080758,kmeans_n_clusters_8
kmeans_n_clusters_1,0.504964,kmeans_n_clusters_8
dbscan_eps_np_float640_6_min_samples_2,0.504964,kmeans_n_clusters_8
dbscan_eps_np_float640_5_min_samples_2,0.504964,kmeans_n_clusters_8
dbscan_eps_np_float640_4_min_samples_2,0.504964,kmeans_n_clusters_8
dbscan_eps_np_float640_1_min_samples_2,0.504964,kmeans_n_clusters_8
dbscan_eps_np_float640_2_min_samples_2,0.504964,kmeans_n_clusters_8
dbscan_eps_np_float640_3_min_samples_2,0.504964,kmeans_n_clusters_8
dbscan_eps_np_float640_7_min_samples_2,0.504964,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.504964,kmeans_n_clusters_8
dbscan_eps_np_float640_9_min_samples_2,0.504964,kmeans_n_clusters_8
dbscan_eps_np_float640_8_min_samples_2,0.504964,kmeans_n_clusters_8
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.504964,kmeans_n_clusters_8
mean_shift_,0.50298995,kmeans_n_clusters_8
optics_,0.5011554,kmeans_n_clusters_8
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4954487,kmeans_n_clusters_8
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49046806,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.48530254,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.46759593,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.466869,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.46531343,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.45488715,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int648_kernel_gak_random_state_0,0.4447128,kmeans_n_clusters_8
kernel_kmeans_n_clusters_np_int647_kernel_gak_random_state_0,0.4407273,kmeans_n_clusters_8
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.55036014,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_3,0.55005413,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.54342896,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5419684,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_2,0.5351488,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_4,0.5318393,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.52498627,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_5,0.52038264,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_7,0.5133646,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.51037824,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_6,0.50918216,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_1,0.50581217,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_6_min_samples_2,0.50581217,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_5_min_samples_2,0.50581217,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_8_min_samples_2,0.50581217,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_2_min_samples_2,0.50581217,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_3_min_samples_2,0.50581217,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_4_min_samples_2,0.50581217,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_7_min_samples_2,0.50581217,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.50581217,dbscan_eps_np_float640_1_min_samples_2
dbscan_eps_np_float640_9_min_samples_2,0.50581217,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int641_kernel_gak_random_state_0,0.50581217,dbscan_eps_np_float640_1_min_samples_2
mean_shift_,0.5038281,dbscan_eps_np_float640_1_min_samples_2
optics_,0.5017462,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49637932,dbscan_eps_np_float640_1_min_samples_2
kmeans_n_clusters_8,0.49306512,dbscan_eps_np_float640_1_min_samples_2
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49126112,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int642_kernel_gak_random_state_0,0.4859233,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int643_kernel_gak_random_state_0,0.46797216,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int644_kernel_gak_random_state_0,0.46724162,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int645_kernel_gak_random_state_0,0.4656055,dbscan_eps_np_float640_1_min_samples_2
kernel_kmeans_n_clusters_np_int646_kernel_gak_random_state_0,0.45506507,dbscan_eps_np_float640_1_min_samples_2
