,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,average_model,optimal_clustering
0,0.4756179024716099,0.6424613933749853,0.7039962277496169,0.7064324727887147,0.7064324727887147,0.7060395300404732,0.7018743369091124,0.700066800267201,0.6912648827065897,0.6967660811819718,0.48465558568116623,0.4799402727022673,0.47703249636527956,0.47703249636527956,0.4756179024716099,0.4756179024716099,0.4756179024716099,0.4756179024716099,0.6390820857401077,0.7039962277496169,0.7061967071397698,0.706275295689418,0.7047035246964517,0.7034461079020786,0.6973947895791583,0.4756179024716099,0.6380604345946795,0.7019529254587606,0.7040748162992652,0.706275295689418,0.7010098628629808,0.70525364454399,0.7021886911077057,0.7031317537034854,0.6523635506306731,0.5030453062988722,0.5197060788243153,0.5191559589767771,0.5167197139376792,0.5068175566819915,0.5155408856929545,0.5053243742386734,0.4977798734724351,0.5335376635624189,0.5025737750009823,0.49581515973122714,0.508703681873551,0.5126331093559668,0.5190773704271288,0.5094895673700341,0.5023380093520374,0.48654171087272585,0.6209776124507549,0.7064324727887147
1,0.4783292074344768,0.638178317419152,0.6991630319462454,0.7008919800385084,0.7008919800385084,0.7002632716413218,0.696805375456796,0.6952336044638296,0.68588156705568,0.691854296828952,0.4866595936971983,0.48249440056583753,0.4799009784274431,0.4799009784274431,0.4783292074344768,0.4783292074344768,0.4783292074344768,0.4783292074344768,0.6355848952807576,0.6997131517937837,0.7007348029392118,0.7007348029392118,0.699791740343432,0.6986915006483555,0.6922472395771936,0.4783292074344768,0.6340131242877912,0.6977484380525757,0.699320209045542,0.7007348029392118,0.6968839640064443,0.7002632716413218,0.6972769067546858,0.6979842037015207,0.6462729380329286,0.4960902196549963,0.5028488349247514,0.49939093874022555,0.5148728830209438,0.4947542143109749,0.48092262957287124,0.5088215646980235,0.4909033753782074,0.5025344807261583,0.49939093874022555,0.5044206059177178,0.4944398601123816,0.49294667766906364,0.5212385555424575,0.5045777830170144,0.5131439349286809,0.5031631891233447,0.618528269320049,0.7008919800385084
2,0.3870093127431333,0.5346771975323196,0.6397500884121183,0.6096506738968133,0.6239537899328068,0.6343274784863845,0.6189241227553145,0.615073283822547,0.5985696883964007,0.6402216197100082,0.39573264175409645,0.39093874022554914,0.3881881409878581,0.3881881409878581,0.3870093127431333,0.3870093127431333,0.3870093127431333,0.3870093127431333,0.5371920311210656,0.6377067861212621,0.6209674250461708,0.6335415929899014,0.6344846555856811,0.6182168258084797,0.6216747219930057,0.3870093127431333,0.5371920311210656,0.6372352548233723,0.6346418326849778,0.630476639553617,0.6237966128335102,0.6088647884003301,0.6267829777201461,0.6407717395575465,0.6406145624582499,0.5335769578372431,0.529568941805179,0.533812723486188,0.5262682227199497,0.5342842547840779,0.5429289952453927,0.5349129631812645,0.5331054265393532,0.5349915517309128,0.5335769578372431,0.5391567448622736,0.5294903532555306,0.5301976502023655,0.534048489135133,0.5368776769224723,0.5255609257731149,0.5320051868442768,0.540504392954391,0.6407717395575465
3,0.48088333529804705,0.6353884239066369,0.6887500491178435,0.6915006483555346,0.6915006483555346,0.6911862941569413,0.6870996895752289,0.6854493300326142,0.6754685842272781,0.682148610947385,0.48952807575936186,0.4854414711776494,0.48261228339031004,0.48261228339031004,0.48088333529804705,0.48088333529804705,0.48088333529804705,0.48088333529804705,0.6324020590200008,0.689614523163975,0.6914220598058863,0.6915006483555346,0.6901646430115133,0.6885928720185469,0.6826987307949232,0.48088333529804705,0.6313804078745727,0.6870211010255806,0.6903218201108099,0.6914220598058863,0.6871782781248772,0.6902432315611615,0.6874140437738222,0.6883571063696019,0.4944005658375575,0.5023380093520374,0.4863845337734292,0.4988801131675115,0.4973869307241935,0.5007662383590711,0.5155408856929545,0.5036740146960588,0.4925930291956462,0.47365318873040196,0.5077606192777713,0.49510786278439234,0.50548155133797,0.49054972690479,0.5045384887421903,0.5064246139337498,0.5021808322527408,0.4833195803371449,0.6081793216061754,0.6915006483555346
4,0.4360092734488585,0.6779048292663759,0.6830916735431648,0.688121340720657,0.6371173719988997,0.6368030178003065,0.6360171323038233,0.634445361310857,0.6722464536916971,0.6841133246885929,0.441353294824944,0.43679515894534165,0.43773822154112146,0.43773822154112146,0.4360092734488585,0.4360092734488585,0.4360092734488585,0.4360092734488585,0.6815984910998467,0.6864709811780424,0.6877283979724155,0.6644661872765139,0.6870996895752289,0.6459978781091595,0.6750756414790365,0.4360092734488585,0.682148610947385,0.6830916735431648,0.688121340720657,0.688121340720657,0.6868639239262839,0.6852921529333176,0.6388463200911627,0.6863138040787458,0.6479625918503674,0.5146764116468231,0.5064246139337498,0.5028881291995756,0.5140477032496366,0.5160910055404927,0.5311014185233212,0.5278006994380918,0.5026523635506307,0.4999017643129396,0.5201776101222052,0.5116114582105388,0.5136547605013949,0.5043027230932453,0.5261503398954772,0.507210499430233,0.522613855161303,0.5152265314943613,0.5914923528975161,0.688121340720657
5,0.38917049785846203,0.5289009391331683,0.634209595661912,0.6291799284844198,0.6342881842115604,0.6331093559668356,0.6151125780973712,0.6125191559589768,0.5935793154937326,0.6384533773429212,0.39820818106801836,0.39270698259263626,0.3903493261031868,0.3903493261031868,0.38917049785846203,0.38917049785846203,0.38917049785846203,0.38917049785846203,0.5315729498212111,0.6365672521513616,0.6326378246689457,0.6410467994813156,0.6375103147471414,0.6144838697001846,0.6168415261896342,0.38917049785846203,0.5319658925694526,0.6310660536759795,0.6405752681834257,0.6394750284883493,0.611811859012142,0.6206137765727533,0.6350740697080436,0.6390034971904593,0.6396322055876459,0.5381743879916696,0.5311800070729694,0.5291367047821133,0.5370741482965932,0.5207277299697434,0.5278006994380918,0.5329089551652324,0.5329089551652324,0.5344807261581987,0.5376242681441314,0.5352666116546819,0.5302369444771897,0.527093402491257,0.5349522574560887,0.5364454398994066,0.532044481119101,0.5412393414279539,0.5417050513517958,0.6405752681834257
6,0.4756179024716099,0.6409682109316672,0.7009312743133326,0.7036818735510236,0.7036818735510236,0.7028959880545405,0.6999096231679044,0.6984164407245864,0.6887500491178435,0.6948799559904122,0.48418405438327633,0.4800188612519156,0.4771110849149279,0.4771110849149279,0.4756179024716099,0.4756179024716099,0.4756179024716099,0.4756179024716099,0.637667491846438,0.7016385712601674,0.7033675193524304,0.7036818735510236,0.7024244567566506,0.7016385712601674,0.6960587842351369,0.4756179024716099,0.6363314865024166,0.6987307949231797,0.7024244567566506,0.7036032850013753,0.6984164407245864,0.7019529254587606,0.6999096231679044,0.7013242170615741,0.6522063735313764,0.49895870171715984,0.48999960705725176,0.49196432079845964,0.5189201933278321,0.5087822704231993,0.5114542811112421,0.5040669574443004,0.49581515973122714,0.5335376635624189,0.5004518841604778,0.5085465047742543,0.5118472238594837,0.4901567841565484,0.5203347872215018,0.508939447522496,0.5032810719478172,0.5028881291995756,0.6194640551982687,0.7036818735510236
7,0.36193956540532046,0.6404573853589532,0.6449369326889072,0.644622578490314,0.6403787968093049,0.6099650280954065,0.6186883571063696,0.6193170655035561,0.5859169319030217,0.6109866792408346,0.6196314197021494,0.6201815395496876,0.364061456245825,0.364061456245825,0.36193956540532046,0.36193956540532046,0.36193956540532046,0.36193956540532046,0.6440724586427757,0.6447011670399623,0.6439152815434791,0.6424220991001611,0.6171951746630516,0.6190027113049629,0.644386812841369,0.36193956540532046,0.6441510471924241,0.6449369326889072,0.6445439899406656,0.6445439899406656,0.5949546151125781,0.5875672914456364,0.6399858540610633,0.6447797555896106,0.5635191952532516,0.5469370112774569,0.5503163189123345,0.5566034028841997,0.5403355731069983,0.5442650005894141,0.5318480097449801,0.5469370112774569,0.553695626547212,0.5522810326535423,0.5414358128020748,0.5437934692915243,0.5521238555542457,0.546465479979567,0.5437934692915243,0.5569963456324414,0.5382922708161421,0.5440292349404692,0.5556254120441319,0.6449369326889072
8,0.4345160910055405,0.678926480411804,0.6847420330857794,0.6892215804157334,0.635938543754175,0.6357813666548784,0.6358599552045267,0.6338166529136705,0.6734252819364218,0.6849777987347243,0.4400172894809226,0.43593068489921016,0.43679515894534165,0.43679515894534165,0.4345160910055405,0.4345160910055405,0.4345160910055405,0.4345160910055405,0.6829344964438682,0.6877283979724155,0.6891429918660851,0.6632087704821408,0.6884356949192503,0.5901214193092067,0.6749970529293882,0.4345160910055405,0.6837203819403513,0.6847420330857794,0.6891429918660851,0.6891429918660851,0.6883571063696019,0.6870211010255806,0.6386105544422178,0.687885575071712,0.6509489567370034,0.509961098667924,0.5215136154662265,0.5153051200440096,0.5150693543950646,0.5049314314904318,0.5316515383708593,0.5245785689025109,0.5202561986718535,0.5394318047860427,0.5079177963770679,0.5215136154662265,0.5136547605013949,0.5242642147039176,0.5090180360721442,0.5082321505756612,0.5221423238634131,0.5142834688985815,0.5916437086227648,0.6892215804157334
9,0.4287005383315651,0.6686313804078746,0.6735824590357185,0.6732681048371252,0.6371173719988997,0.6361743094031199,0.6354670124562851,0.6371959605485481,0.6515776651341899,0.6675311407127982,0.4322370230657393,0.4301151322252348,0.430665252072773,0.430665252072773,0.4287005383315651,0.4287005383315651,0.4287005383315651,0.4287005383315651,0.6722464536916971,0.6758615269755197,0.6746826987307949,0.5999449880152462,0.6704389170497859,0.6224999017643129,0.5839915124366379,0.4287005383315651,0.672717984989587,0.6735824590357185,0.6724822193406421,0.6724822193406421,0.6725608078902904,0.6735038704860702,0.6336594758143739,0.6757043498762231,0.541003575779009,0.5230853864591929,0.5122401666077252,0.5369955597469449,0.5114542811112421,0.52088490706904,0.5325160124169909,0.5207277299697434,0.5220637353137648,0.50548155133797,0.5222209124130615,0.5141262917992848,0.525835985696884,0.5117686353098354,0.5213564383669299,0.5113756925615938,0.5192345475264254,0.522849620810248,0.5790899154882022,0.6757043498762231
