,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,average_model,optimal_clustering
0,0.45240480961923846,0.618159395714506,0.6812471096038231,0.683829196855249,0.683829196855249,0.683790658239556,0.6819022660706028,0.6811314937567443,0.674657006320333,0.6788191768151688,0.4621936180052412,0.45660551872976723,0.4538692770155696,0.4538692770155696,0.45240480961923846,0.45240480961923846,0.45240480961923846,0.45240480961923846,0.6147294589178357,0.6800138739016495,0.6832125790041622,0.6830584245413904,0.6830198859256975,0.6820949591490674,0.6777786341914599,0.45240480961923846,0.6325342993679667,0.6817095729921381,0.6817095729921381,0.5721057499614614,0.6029366425158008,0.5613149375674426,0.5613149375674426,0.6807846462155079,0.6456759673192539,0.5114459688607985,0.5250886388160937,0.5260906428241098,0.5242793278865423,0.5140280561122245,0.5221597040234315,0.5134885154925235,0.507129643903191,0.5368043779867427,0.5113303530137198,0.5039694774163712,0.5174194542932018,0.517303838446123,0.523932480345306,0.5158779096654849,0.5122938184060428,0.4954909819639279,0.5146061353476183,0.5842967987256564,0.683829196855249
1,0.4573377524279328,0.6158470787729304,0.6793972560505627,0.6815939571450593,0.6815939571450593,0.6813241868352089,0.6804377986742716,0.6797441035917989,0.6717280715276708,0.6773547094188377,0.46627871126869125,0.46153846153846156,0.4589563742870356,0.4589563742870356,0.4573377524279328,0.4573377524279328,0.4573377524279328,0.4573377524279328,0.6131879142901187,0.6789347926622475,0.6810544165253584,0.6809773392939725,0.6815554185293664,0.6810158779096654,0.675620471712656,0.4573377524279328,0.6301449051950054,0.6799367966702636,0.6799367966702636,0.5714120548789887,0.6007784800369971,0.600277478032989,0.5954216124556806,0.6790118698936334,0.6418221057499615,0.5043548635733004,0.5116001233235702,0.5054724834283952,0.5225065515646677,0.5027362417141976,0.49113611839062743,0.5162247572067211,0.4973408355171882,0.5090565746878372,0.5061661785108679,0.5116001233235702,0.5006936950824726,0.5021196238631108,0.5263218745182673,0.5124479728688146,0.5169569909048867,0.5094034222290735,0.5084784954524434,0.587414144528373,0.6815939571450593
2,0.3858871589332511,0.5387698473870819,0.6428626483736705,0.6279867427162016,0.6279867427162016,0.6289116694928318,0.6181979343301989,0.6141513796824418,0.6000462463388315,0.6327655310621243,0.3911284106674888,0.38877755511022044,0.3860413133960228,0.3860413133960228,0.3858871589332511,0.3858871589332511,0.3858871589332511,0.3858871589332511,0.5408894712501927,0.6360413133960228,0.6010482503468475,0.6169646986280253,0.623207954370279,0.6181979343301989,0.6315708339756436,0.3858871589332511,0.5371126869122861,0.6421304146755048,0.639548327424079,0.6374672421766611,0.6348851549252351,0.6348851549252351,0.6348851549252351,0.638469246184677,0.632881146909203,0.5301757360875597,0.5284029597656852,0.5343764451980885,0.527478032989055,0.5329890550331432,0.5448589486665639,0.5355326036688762,0.5357252967473408,0.5352628333590257,0.5319485124094343,0.5398874672421766,0.5292122706952366,0.5335671342685371,0.5333744411900725,0.5399260058578695,0.5237012486511484,0.5357638353630337,0.531062124248497,0.5424210243849523,0.6428626483736705
3,0.45756898412209035,0.6112224448897795,0.665985817789425,0.6691845228919377,0.6691845228919377,0.6692230615076307,0.6674117465700632,0.6667951287189764,0.6591644828117774,0.664482811777401,0.4669724063511639,0.46200092492677663,0.45934176044396485,0.45934176044396485,0.45756898412209035,0.45756898412209035,0.45756898412209035,0.45756898412209035,0.6081778942500385,0.6659087405580392,0.6687220595036226,0.668567905040851,0.6687605981193155,0.667527362417142,0.6633651919223061,0.45756898412209035,0.6241328811469092,0.6672961307229844,0.6672961307229844,0.5668644982272236,0.5949206104516725,0.5547633728996454,0.5547633728996454,0.6662941267149683,0.5015800832434099,0.5107522737783259,0.4958763681208571,0.5050870972714661,0.5046631724988438,0.5080931092955141,0.5221597040234315,0.5118698936334207,0.5003468475412364,0.48523971018961,0.5152227531987051,0.5032757823338986,0.514259287806382,0.5000385386156929,0.5124094342531216,0.5140665947279174,0.5121396639432712,0.49233081547710805,0.5116001233235702,0.5731876859131367,0.6692230615076307
4,0.41999383382148914,0.6586634808077694,0.6630954216124557,0.6688376753507014,0.646639432711577,0.6477570525666718,0.6477570525666718,0.6477570525666718,0.659357175890242,0.6668722059503622,0.42608293510097117,0.4210343764451981,0.42161245568059197,0.42161245568059197,0.41999383382148914,0.41999383382148914,0.41999383382148914,0.41999383382148914,0.6622475720672113,0.666987821797441,0.6683752119623864,0.6612455680591953,0.6691459842762448,0.6518421458301218,0.6657160474795746,0.41999383382148914,0.6384307075689841,0.6625173423770618,0.6443271157700016,0.6444427316170803,0.6443271157700016,0.6443271157700016,0.6274472020965007,0.6667951287189764,0.6413596423616463,0.5211962386311084,0.5109449668567905,0.5070525666718051,0.5210035455526437,0.5224680129489748,0.5350316016648682,0.5315245876368121,0.5086326499152151,0.5080160320641283,0.5243178665022352,0.5182673038384461,0.5195776167720055,0.5104054262370895,0.5311777400955757,0.5140665947279174,0.5277478032989055,0.5195390781563126,0.5261677200554956,0.5744822979291918,0.6688376753507014
5,0.38723601048250345,0.5149915215045475,0.6256358871589333,0.626792045629721,0.6291429011869893,0.6268691228611069,0.6119932172036381,0.6110297518113149,0.595768459996917,0.631339602281486,0.39609989209187607,0.39058887004778786,0.38846924618467704,0.38846924618467704,0.38723601048250345,0.38723601048250345,0.38723601048250345,0.38723601048250345,0.5171882225990443,0.6271388931709573,0.6286033605672884,0.634962232156621,0.6318020656698011,0.6119932172036381,0.6160012332357022,0.38723601048250345,0.48419916756590103,0.6256744257746262,0.6017419454293201,0.576845999691691,0.6226298751348851,0.6226298751348851,0.6243641128410667,0.6304917527362417,0.6319176815168799,0.5379990750732234,0.5349159858177894,0.5297132726992446,0.5367273007553569,0.5221982426391244,0.5301371974718668,0.5331817481116078,0.5343764451980885,0.5339139818097733,0.536688762139664,0.5369199938338215,0.5299059657777093,0.5265916448281178,0.535648219515955,0.5368043779867427,0.5321797441035918,0.5417758594111299,0.5382303067673809,0.5331060982363587,0.6319176815168799
6,0.45240480961923846,0.6166949283181749,0.6784723292739325,0.6811314937567443,0.6811314937567443,0.6807075689841221,0.6799753352859566,0.6795128718976414,0.6721905349159858,0.6769693232619084,0.46173115461692615,0.45668259596115307,0.45394635424695545,0.45394635424695545,0.45240480961923846,0.45240480961923846,0.45240480961923846,0.45240480961923846,0.6133420687528904,0.677701556960074,0.6804377986742716,0.6805148759056575,0.6807846462155079,0.6803221828271928,0.6764683212579005,0.45240480961923846,0.6316093725913365,0.6798597194388778,0.6798597194388778,0.5734160628950208,0.6047094188376754,0.5615461692616002,0.5615461692616002,0.6790118698936334,0.6455218128564822,0.507129643903191,0.4994219207646061,0.5022352397101896,0.526437490365346,0.5183443810698319,0.5181902266070603,0.5122552797903499,0.5052027131185448,0.5368043779867427,0.5092492677663019,0.516301834438107,0.5205025435486358,0.4996531524587637,0.5251657160474795,0.5165330661322646,0.5132187451826731,0.5110220440881763,0.511677200554956,0.5834146926331295,0.6811314937567443
7,0.3582549714814244,0.6264451980884846,0.6301834438106984,0.628834592261446,0.6306073685833204,0.6179281640203483,0.6228996454447356,0.6250578079235394,0.5910667488823802,0.6143826113765993,0.6236318791429012,0.6239016494527516,0.36041313396022817,0.36041313396022817,0.3582549714814244,0.3582549714814244,0.3582549714814244,0.3582549714814244,0.6296439031909974,0.6294512101125328,0.6285262833359025,0.6297209804223832,0.6233235702173578,0.624788037613689,0.6310312933559427,0.3582549714814244,0.6133035301371975,0.6299907507322337,0.5973100046246339,0.6293355942654539,0.5911052874980731,0.5911052874980731,0.6286033605672884,0.6296439031909974,0.5628950208108525,0.5475566517650686,0.5513334361029751,0.5572298443039926,0.5404655464775705,0.5458994912902728,0.5350701402805611,0.547402497302297,0.5542623708956375,0.5514875905657469,0.5416602435640512,0.5457838754431941,0.5540696778171728,0.5487128102358563,0.5441267149683984,0.5578464621550794,0.5385000770772314,0.5459765685216587,0.5332973639586867,0.5489012212459107,0.6306073685833204
8,0.4224603052258363,0.6615924156004316,0.6661014336365038,0.669068907044859,0.6146523816864499,0.6156929243101588,0.6156929243101588,0.6156929243101588,0.6565053183289656,0.6653306613226453,0.42839525204254664,0.4243486973947896,0.42477262216741174,0.42477262216741174,0.4224603052258363,0.4224603052258363,0.4224603052258363,0.4224603052258363,0.6653306613226453,0.6686835208879297,0.6692230615076307,0.6422845691382766,0.6676815168799137,0.6031678742099584,0.6545398489286265,0.4224603052258363,0.6456759673192539,0.6657545860952675,0.5840527208262679,0.6155387698473871,0.6163480807769385,0.6163480807769385,0.5927624479728688,0.6688762139663943,0.6390473254200709,0.514259287806382,0.5265916448281178,0.5176506859873593,0.5210035455526437,0.5104439648527825,0.5344920610451672,0.526476028981039,0.5218128564821951,0.5400801603206413,0.5147988284260829,0.5238939417296131,0.5161091413596424,0.5280561122244489,0.5129489748728225,0.5127948204100509,0.5262062586711885,0.5203869277015569,0.5296361954678588,0.5644194371649282,0.669068907044859
9,0.4172190534915986,0.6519577616772005,0.6559272390935718,0.6546554647757052,0.6462540465546478,0.6448666563897025,0.644095884075844,0.644095884075844,0.635925697548944,0.6489902882688454,0.42122706952366273,0.41910744566055186,0.41922306150763067,0.41922306150763067,0.4172190534915986,0.4172190534915986,0.4172190534915986,0.4172190534915986,0.655310621242485,0.6575843995683675,0.6558887004778788,0.610991213195622,0.6511869893633421,0.6312239864344072,0.5963465392323107,0.4172190534915986,0.633420687528904,0.655811623246493,0.6169646986280253,0.6486049021119161,0.6473331277940496,0.6473331277940496,0.6229767226761215,0.6575458609526745,0.5472483428395252,0.5265145675967319,0.5161862185910282,0.541737320795437,0.5146832125790042,0.5258594111299522,0.5353399105904116,0.5233929397256051,0.5238168644982272,0.5118698936334207,0.5237783258825343,0.5190380761523046,0.5298674271620163,0.515800832434099,0.5278634191459842,0.5160320641282565,0.5221597040234315,0.5277092646832126,0.5344149838137814,0.5655142193218347,0.6575458609526745
