,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,average_model,optimal_clustering
0,0.49742623979912115,0.5833019460138105,0.5915881983678594,0.5865662272441934,0.5868173258003766,0.5850596359070935,0.578782172002511,0.5564344005021971,0.49742623979912115,0.49742623979912115,0.49742623979912115,0.49742623979912115,0.49742623979912115,0.49742623979912115,0.49742623979912115,0.49742623979912115,0.49742623979912115,0.49742623979912115,0.4816070307595731,0.5077212806026365,0.4934086629001883,0.4778405524168236,0.48236032642812304,0.48236032642812304,0.48612680477087256,0.49742623979912115,0.5591964846202134,0.5943502824858757,0.592090395480226,0.5745134965473948,0.5745134965473948,0.5461393596986818,0.5461393596986818,0.49416195856873824,0.5247959824231011,0.49491525423728816,0.49516635279347143,0.49365976145637164,0.4986817325800377,0.4999372253609542,0.49968612680477087,0.519774011299435,0.4944130571249215,0.48713119899560575,0.49416195856873824,0.5006905210295041,0.5387459022110623,0.5943502824858757
1,0.5083490269930948,0.586691776522285,0.592467043314501,0.5856873822975518,0.586691776522285,0.5829252981795354,0.5796610169491525,0.5525423728813559,0.5083490269930948,0.5083490269930948,0.5083490269930948,0.5083490269930948,0.5083490269930948,0.5083490269930948,0.5083490269930948,0.5083490269930948,0.5083490269930948,0.5083490269930948,0.5256748273697426,0.5131198995605776,0.5276836158192091,0.4581293157564344,0.47821720025109854,0.4759573132454488,0.48851224105461394,0.5083490269930948,0.5630885122410546,0.594224733207784,0.5937225360954175,0.5706214689265536,0.5706214689265536,0.5402385436283741,0.5402385436283741,0.5055869428750784,0.5322033898305085,0.49504080351537977,0.47947269303201506,0.47746390458254867,0.4967984934086629,0.5000627746390458,0.5020715630885122,0.471939736346516,0.5045825486503452,0.501820464532329,0.487758945386064,0.49830508474576274,0.5432982260352003,0.594224733207784
2,0.49365976145637164,0.583804143126177,0.5968612680477087,0.592090395480226,0.5938480853735091,0.5905838041431262,0.5840552416823603,0.5182674199623352,0.49365976145637164,0.49365976145637164,0.49365976145637164,0.49365976145637164,0.49365976145637164,0.49365976145637164,0.49365976145637164,0.49365976145637164,0.49365976145637164,0.49365976145637164,0.5200251098556183,0.5242937853107345,0.49491525423728816,0.5599497802887633,0.4718141870684244,0.5019460138104206,0.49315756434400504,0.49365976145637164,0.5566854990583804,0.5958568738229755,0.597112366603892,0.5702448210922787,0.5702448210922787,0.5205273069679849,0.5205273069679849,0.4944130571249215,0.5220338983050847,0.4966729441305712,0.49843063402385435,0.5026993094789705,0.4944130571249215,0.49642184557438795,0.48336472065285624,0.49742623979912115,0.5084745762711864,0.4934086629001883,0.4981795354676711,0.5062146892655367,0.5347190253656041,0.597112366603892
3,0.4994350282485876,0.5755178907721281,0.589579409918393,0.5863151286880101,0.5870684243565599,0.5858129315756434,0.578028876333961,0.5511613308223478,0.4994350282485876,0.4994350282485876,0.4994350282485876,0.4994350282485876,0.4994350282485876,0.4994350282485876,0.4994350282485876,0.4994350282485876,0.4994350282485876,0.4994350282485876,0.4896421845574388,0.5160075329566854,0.4981795354676711,0.4698053986189579,0.4758317639673572,0.4911487758945386,0.49742623979912115,0.4994350282485876,0.5549278091650973,0.5905838041431262,0.5900816070307596,0.5649717514124294,0.5649717514124294,0.5167608286252354,0.5167608286252354,0.49792843691148775,0.5247959824231011,0.49516635279347143,0.49918392969240427,0.4903954802259887,0.4911487758945386,0.4878844946641557,0.5062146892655367,0.5112366603892028,0.50646578782172,0.488135593220339,0.49893283113622094,0.5011927181418707,0.535890818627793,0.5905838041431262
4,0.48876333961079726,0.5502824858757062,0.5477715003138732,0.5103578154425612,0.5055869428750784,0.5080979284369115,0.5158819836785938,0.5276836158192091,0.48876333961079726,0.48876333961079726,0.48876333961079726,0.48876333961079726,0.48876333961079726,0.48876333961079726,0.48876333961079726,0.48876333961079726,0.48876333961079726,0.48876333961079726,0.514375392341494,0.517639673571877,0.5173885750156937,0.4882611424984306,0.4920276208411802,0.49453860640301317,0.4973006905210295,0.48876333961079726,0.5364720652856246,0.5452605147520402,0.5502824858757062,0.5296924042686755,0.5296924042686755,0.5244193345888262,0.5244193345888262,0.4867545511613308,0.5083490269930948,0.49930947897049593,0.5106089139987445,0.48700564971751414,0.49981167608286253,0.4962962962962963,0.4980539861895794,0.49453860640301317,0.4862523540489642,0.49981167608286253,0.4975517890772128,0.5025737602008788,0.5102741159238334,0.5502824858757062
5,0.5063402385436284,0.584180790960452,0.594978028876334,0.5909604519774011,0.5919648462021343,0.5889516635279347,0.5829252981795354,0.5555555555555556,0.5063402385436284,0.5063402385436284,0.5063402385436284,0.5063402385436284,0.5063402385436284,0.5063402385436284,0.5063402385436284,0.5063402385436284,0.5063402385436284,0.5063402385436284,0.5244193345888262,0.52015065913371,0.5244193345888262,0.5532956685499059,0.46767106089139987,0.4854990583804143,0.48650345260514755,0.5063402385436284,0.5618330194601381,0.5959824231010672,0.5957313245448839,0.5726302573760201,0.5726302573760201,0.5133709981167608,0.5133709981167608,0.5050847457627119,0.5306967984934087,0.4930320150659134,0.49328311362209665,0.47947269303201506,0.4812303829252982,0.5008160703075958,0.49504080351537977,0.4854990583804143,0.4807281858129316,0.4978028876333961,0.49353421217828,0.49830508474576274,0.541503336355816,0.5959824231010672
6,0.5097300690521029,0.5938480853735091,0.6001255492780917,0.5933458882611425,0.5935969868173258,0.5903327055869428,0.5840552416823603,0.5556811048336472,0.5097300690521029,0.5097300690521029,0.5097300690521029,0.5097300690521029,0.5097300690521029,0.5097300690521029,0.5097300690521029,0.5097300690521029,0.5097300690521029,0.5097300690521029,0.5318267419962335,0.5059635907093534,0.5328311362209668,0.554676710608914,0.5418706842435655,0.4778405524168236,0.4896421845574388,0.5097300690521029,0.570495919648462,0.6011299435028249,0.6013810420590081,0.5770244821092279,0.5770244821092279,0.5511613308223478,0.5511613308223478,0.5072190834902699,0.5363465160075329,0.48436911487758944,0.4908976773383553,0.5009416195856874,0.49843063402385435,0.4770872567482737,0.47156308851224105,0.5087256748273697,0.4891399874450722,0.4929064657878217,0.4934086629001883,0.47206528562460764,0.5478133500732372,0.6013810420590081
7,0.49642184557438795,0.5765222849968613,0.589579409918393,0.5782799748901444,0.5802887633396108,0.5760200878844947,0.562209667294413,0.5303201506591337,0.49642184557438795,0.49642184557438795,0.49642184557438795,0.49642184557438795,0.49642184557438795,0.49642184557438795,0.49642184557438795,0.49642184557438795,0.49642184557438795,0.49642184557438795,0.5245448838669178,0.5192718141870685,0.5278091650973007,0.554676710608914,0.4826114249843063,0.4961707470182046,0.49792843691148775,0.49642184557438795,0.5531701192718141,0.5870684243565599,0.5908349026993095,0.5258003766478343,0.5258003766478343,0.5205273069679849,0.5205273069679849,0.4976773383553045,0.5202762084118017,0.5042059008160703,0.4793471437539234,0.5019460138104206,0.4944130571249215,0.4868801004394225,0.5082234777150031,0.4803515379786566,0.48336472065285624,0.4921531701192718,0.49642184557438795,0.5024482109227872,0.5294645555788053,0.5908349026993095
8,0.4966729441305712,0.5833019460138105,0.5940991839296924,0.5890772128060263,0.5898305084745763,0.5868173258003766,0.5827997489014438,0.5576898932831136,0.4966729441305712,0.4966729441305712,0.4966729441305712,0.4966729441305712,0.4966729441305712,0.4966729441305712,0.4966729441305712,0.4966729441305712,0.4966729441305712,0.4966729441305712,0.5210295040803515,0.5057124921531702,0.49591964846202136,0.4778405524168236,0.4876333961079724,0.48462021343377276,0.4944130571249215,0.4966729441305712,0.5612052730696798,0.5956057752667923,0.5953546767106089,0.5760200878844947,0.5760200878844947,0.5483992467043315,0.5483992467043315,0.49491525423728816,0.5232893910860013,0.49642184557438795,0.4873822975517891,0.49843063402385435,0.5004394224733207,0.49918392969240427,0.5016949152542373,0.4891399874450722,0.5019460138104206,0.4821092278719397,0.49893283113622094,0.5001883239171375,0.5394898979330868,0.5956057752667923
9,0.5091023226616447,0.5962335216572505,0.6032642812303829,0.5959824231010672,0.5967357187696171,0.5927181418706843,0.5849340866290019,0.5550533584431889,0.5091023226616447,0.5091023226616447,0.5091023226616447,0.5091023226616447,0.5091023226616447,0.5091023226616447,0.5091023226616447,0.5091023226616447,0.5091023226616447,0.5091023226616447,0.535969868173258,0.5088512241054614,0.5389830508474577,0.5610797237915882,0.5424984306340238,0.46716886377903327,0.49026993094789706,0.5091023226616447,0.5711236660389203,0.6030131826741997,0.6037664783427495,0.5748901443816699,0.5748901443816699,0.5472693032015066,0.5472693032015066,0.5073446327683616,0.5397363465160075,0.498556183301946,0.49127432517263026,0.4995605775266792,0.47570621468926555,0.4829880728185813,0.49830508474576274,0.482736974262398,0.5086001255492781,0.49278091650973005,0.4915254237288136,0.4995605775266792,0.5479388993513288,0.6037664783427495
