,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,random_model_n1,average_model,optimal_clustering
0,0.44042370455196106,0.6969367306040652,0.7254509018036072,0.7217864300028629,0.704723733180647,0.6820498139135414,0.6820498139135414,0.6434583452619524,0.6249069567706842,0.7271686229602061,0.7271686229602061,0.7271686229602061,0.7271686229602061,0.44042370455196106,0.44042370455196106,0.44042370455196106,0.44042370455196106,0.44042370455196106,0.705639851130833,0.7325508159175493,0.6288004580589751,0.7117091325508159,0.6744918408245062,0.6223876324076725,0.6741482965931864,0.44042370455196106,0.7271686229602061,0.7271686229602061,0.6778127683939307,0.6778127683939307,0.7000286286859433,0.7000286286859433,0.6662467792728314,0.7033495562553679,0.7271686229602061,0.5029487546521615,0.6421986830804466,0.7271686229602061
1,0.44133982250214715,0.7103349556255368,0.7006012024048096,0.6970512453478386,0.6893787575150301,0.6897223017463499,0.6897223017463499,0.6491840824506155,0.6062410535356427,0.7303750357858574,0.7303750357858574,0.7303750357858574,0.7303750357858574,0.44133982250214715,0.44133982250214715,0.44133982250214715,0.44133982250214715,0.44133982250214715,0.7149155453764672,0.7176638992270254,0.6812482107071285,0.6827369023761809,0.6845691382765531,0.659490409390209,0.6845691382765531,0.44133982250214715,0.7303750357858574,0.7303750357858574,0.6466647580876038,0.6466647580876038,0.6976238190667048,0.6976238190667048,0.63143429716576,0.7150300601202405,0.7303750357858574,0.4969939879759519,0.6380719110178029,0.7303750357858574
2,0.40927569424563415,0.41374176925279127,0.5906670483824793,0.5689092470655597,0.6009733753220727,0.6656742055539651,0.6604065273403951,0.6538791869453192,0.643229315774406,0.6473518465502434,0.6476953907815631,0.6476953907815631,0.6476953907815631,0.40927569424563415,0.40927569424563415,0.40927569424563415,0.40927569424563415,0.40927569424563415,0.5779559118236473,0.6307472087031205,0.6466647580876038,0.6730031491554538,0.6708273690237618,0.6681935299169768,0.6325794446034927,0.40927569424563415,0.6476953907815631,0.6775837389063842,0.6775837389063842,0.6645290581162324,0.6645290581162324,0.6504437446321214,0.6473518465502434,0.5691382765531062,0.6476953907815631,0.49229888348124823,0.581115670494428,0.6775837389063842
3,0.43693100486687664,0.6933295161752075,0.6912682507872888,0.7047809905525336,0.6953907815631263,0.6801603206412825,0.6564557686802176,0.6488977955911823,0.5349556255367879,0.7182937303177784,0.7180647008302319,0.7180647008302319,0.7180647008302319,0.43693100486687664,0.43693100486687664,0.43693100486687664,0.43693100486687664,0.43693100486687664,0.7056971085027197,0.6683653020326367,0.6809619238476954,0.5848840538219295,0.6676782135699971,0.6750071571714858,0.5967935871743487,0.43693100486687664,0.7180647008302319,0.6791296879473232,0.6791296879473232,0.695276266819353,0.695276266819353,0.6734039507586602,0.6695104494703693,0.6995133123389636,0.7180647008302319,0.49144002290294875,0.6306178494555249,0.7182937303177784
4,0.41626109361580305,0.6802175780131692,0.6518179215574005,0.6648726023475523,0.688462639564844,0.6803320927569425,0.6803320927569425,0.6607500715717148,0.6539937016890924,0.686744918408245,0.686744918408245,0.686744918408245,0.686744918408245,0.41626109361580305,0.41626109361580305,0.41626109361580305,0.41626109361580305,0.41626109361580305,0.6811336959633553,0.5954766676209562,0.7036931004866877,0.6917835671342686,0.6817062696822216,0.6755224735184655,0.6817062696822216,0.41626109361580305,0.686744918408245,0.686744918408245,0.7024334383051818,0.7024334383051818,0.6817062696822216,0.6817062696822216,0.6404809619238477,0.6823933581448611,0.686744918408245,0.4920698539937017,0.6206190158093966,0.7024334383051818
5,0.43246492985971946,0.7052390495276267,0.711995419410249,0.6730604065273404,0.6732894360148869,0.6695104494703693,0.6358431148010306,0.6467220154594904,0.6511880904666476,0.7158889206985399,0.7152018322359004,0.7152018322359004,0.7152018322359004,0.43246492985971946,0.43246492985971946,0.43246492985971946,0.43246492985971946,0.43246492985971946,0.7149728027483538,0.7147437732608073,0.6524477526481535,0.6925279129687947,0.6699685084454624,0.6688233610077298,0.6161465788720297,0.43246492985971946,0.7152018322359004,0.6542799885485256,0.6542799885485256,0.7166905239049528,0.7166905239049528,0.6391640423704552,0.6450042943028915,0.7094760950472373,0.7152018322359004,0.5094188376753507,0.6292267073830201,0.7166905239049528
6,0.41030632693959346,0.6031491554537647,0.5634125393644431,0.6356713426853707,0.5954766676209562,0.662124248496994,0.6545662754079588,0.6459776696249642,0.6536501574577727,0.677927283137704,0.677927283137704,0.677927283137704,0.677927283137704,0.41030632693959346,0.41030632693959346,0.41030632693959346,0.41030632693959346,0.41030632693959346,0.6220440881763527,0.6165473804752362,0.6699112510735757,0.6749498997995992,0.670025765817349,0.6657887202977383,0.6174634984254223,0.41030632693959346,0.677927283137704,0.6930432293157744,0.6930432293157744,0.6599484683653021,0.6599484683653021,0.6408245061551675,0.6370455196106499,0.6146006298310908,0.677927283137704,0.5077583738906384,0.5978475469457434,0.6930432293157744
7,0.42742628113369596,0.48445462353277985,0.49029487546521616,0.5751503006012024,0.5785857429144002,0.6341253936444318,0.6341253936444318,0.6243916404237045,0.5848840538219295,0.5880904666475809,0.5880904666475809,0.5880904666475809,0.5880904666475809,0.42742628113369596,0.42742628113369596,0.42742628113369596,0.42742628113369596,0.42742628113369596,0.4609791010592614,0.4845691382765531,0.6138562839965646,0.5927855711422846,0.639507586601775,0.6234755224735185,0.6380188949327226,0.42742628113369596,0.5880904666475809,0.5880904666475809,0.6353850558259376,0.6353850558259376,0.6350415115946179,0.6350415115946179,0.6243916404237045,0.4738047523618666,0.5880904666475809,0.504723733180647,0.5528241668522229,0.6353850558259376
8,0.4329802462066991,0.7057543658746064,0.7125107357572288,0.6778127683939307,0.6780417978814772,0.6742628113369596,0.6324649298597195,0.6444889779559119,0.6557114228456914,0.7164042370455196,0.71571714858288,0.71571714858288,0.71571714858288,0.4329802462066991,0.4329802462066991,0.4329802462066991,0.4329802462066991,0.4329802462066991,0.7154881190953335,0.7152590896077871,0.6470083023189236,0.6944174062410535,0.6743773260807329,0.6735757228743201,0.6244488977955912,0.4329802462066991,0.71571714858288,0.648955052963069,0.648955052963069,0.7172058402519325,0.7172058402519325,0.6338391067849986,0.640137417692528,0.709991411394217,0.71571714858288,0.5094760950472373,0.629266999607681,0.7172058402519325
9,0.43967935871743485,0.7087890065845978,0.6893215001431434,0.6854279988548526,0.6798167764099627,0.6831377039793873,0.6831377039793873,0.6492413398225021,0.6145433724592041,0.7281419982822789,0.7281419982822789,0.7281419982822789,0.7281419982822789,0.43967935871743485,0.43967935871743485,0.43967935871743485,0.43967935871743485,0.43967935871743485,0.7130260521042084,0.7086744918408245,0.6879473232178643,0.597366160893215,0.6786716289722302,0.6565702834239908,0.6786716289722302,0.43967935871743485,0.7281419982822789,0.7281419982822789,0.6558831949613513,0.6558831949613513,0.6894360148869166,0.6894360148869166,0.6351560263383911,0.7133695963355282,0.7281419982822789,0.501631835098769,0.6358388735142242,0.7281419982822789
