,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,average_model,optimal_clustering
0,0.47724123227800874,0.5716874533631809,0.5834132821660803,0.5817077070674768,0.5814945101801514,0.5814945101801514,0.57126105958853,0.569342287602601,0.47724123227800874,0.47724123227800874,0.47724123227800874,0.47724123227800874,0.47724123227800874,0.47724123227800874,0.47724123227800874,0.47724123227800874,0.47724123227800874,0.47724123227800874,0.4861955015456774,0.51135273425008,0.5075151902782219,0.4949365739260207,0.5002664961091569,0.501332480545784,0.5047436307429911,0.47724123227800874,0.5433322673488967,0.5855452510393349,0.5829868883914295,0.5740326191237608,0.5740326191237608,0.5527129303912163,0.5527129303912163,0.47446967274277796,0.5030380556443876,0.5002664961091569,0.5026116618697367,0.5073019933908965,0.5049568276303166,0.5094339622641509,0.5085811747148492,0.5258501225882102,0.5019720712077603,0.4979213303485769,0.5002664961091569,0.5102867498134527,0.5062360089542692,0.5130583093486835,0.49621575524997336,0.495576164587997,0.49472337703869523,0.5034644494190385,0.4964289521372988,0.5017588743204349,0.5271450962741869,0.5855452510393349
1,0.4799061933695768,0.5737128237927727,0.585865046370323,0.5843726681590449,0.5824538961731158,0.5824538961731158,0.5715808549195182,0.5726468393561454,0.4799061933695768,0.4799061933695768,0.4799061933695768,0.4799061933695768,0.4799061933695768,0.4799061933695768,0.4799061933695768,0.4799061933695768,0.4799061933695768,0.4799061933695768,0.5172156486515297,0.516362861102228,0.5276622961304765,0.4805457840315531,0.5020786696514231,0.49994670077816866,0.5080481824965356,0.4799061933695768,0.5423728813559322,0.5869310308069502,0.5867178339196247,0.576271186440678,0.576271186440678,0.5534591194968553,0.5534591194968553,0.47777422449632234,0.5078349856092101,0.49909391322886687,0.4946167785950325,0.48097217780620405,0.5046370322993284,0.5110329389190917,0.5114593326937427,0.48822087197526914,0.5148704828909498,0.5086877731585119,0.4961091568063106,0.5042106385246775,0.5067690011725828,0.4988807163415414,0.49482997548235796,0.5016522758767722,0.49419038482038163,0.4946167785950325,0.5065558042852575,0.49866751945421595,0.5293757674100922,0.5869310308069502
2,0.4708453256582454,0.5708346658138791,0.5887432043492165,0.5883168105745656,0.5876772199125893,0.5876772199125893,0.5740326191237608,0.5252105319262339,0.4708453256582454,0.4708453256582454,0.4708453256582454,0.4708453256582454,0.4708453256582454,0.4708453256582454,0.4708453256582454,0.4708453256582454,0.4708453256582454,0.4708453256582454,0.5173222470951924,0.528621682123441,0.5090075684895,0.5625199872081867,0.4934441957147426,0.518601428419145,0.5136979000106598,0.4708453256582454,0.5392815264897133,0.5874640230252638,0.5881036136872402,0.57126105958853,0.57126105958853,0.5371495576164588,0.5371495576164588,0.4716981132075472,0.4992005116725296,0.5049568276303166,0.5085811747148492,0.5109263404754291,0.5043172369683403,0.5102867498134527,0.4968553459119497,0.5087943716021746,0.5128451124613581,0.5060228120669438,0.5047436307429911,0.5156166719965889,0.5119923249120563,0.5211597910670505,0.49962690544718047,0.5006928898838077,0.495576164587997,0.5017588743204349,0.5109263404754291,0.5081547809401983,0.5223836991239187,0.5887432043492165
3,0.4751092634047543,0.5642255623067903,0.5836264790534058,0.5838396759407313,0.5840528728280567,0.5840528728280567,0.5701950751519028,0.5648651529687666,0.4751092634047543,0.4751092634047543,0.4751092634047543,0.4751092634047543,0.4751092634047543,0.4751092634047543,0.4751092634047543,0.4751092634047543,0.4751092634047543,0.4751092634047543,0.49706854279927515,0.5198806097430978,0.5128451124613581,0.49280460505276624,0.49280460505276624,0.5081547809401983,0.5177486408698433,0.4751092634047543,0.5369363607291333,0.5836264790534058,0.5836264790534058,0.5684895000532992,0.5684895000532992,0.5348043918558789,0.5348043918558789,0.4748960665174288,0.5036776463063639,0.5026116618697367,0.5075151902782219,0.4923782112781153,0.5019720712077603,0.49621575524997336,0.5156166719965889,0.5173222470951924,0.5175354439825178,0.49898731478520414,0.5087943716021746,0.5083679778275237,0.5002664961091569,0.4960025583626479,0.5175354439825178,0.5166826564332161,0.4983477241232278,0.5030380556443876,0.5047436307429911,0.4979213303485769,0.5240892742225223,0.5840528728280567
4,0.4627438439398785,0.5390683296023878,0.5484489926447074,0.5177486408698433,0.5217993817290267,0.526702910137512,0.536723163841808,0.540134314039015,0.4627438439398785,0.4627438439398785,0.4627438439398785,0.4627438439398785,0.4627438439398785,0.4627438439398785,0.4627438439398785,0.4627438439398785,0.4627438439398785,0.4627438439398785,0.5087943716021746,0.5271293039121628,0.5249973350389084,0.5047436307429911,0.5115659311374053,0.5134847031233344,0.519027822193796,0.4627438439398785,0.5205202004050741,0.5454642362221511,0.5484489926447074,0.546317023771453,0.546317023771453,0.5420530860249441,0.5420530860249441,0.46317023771452936,0.48534271399637563,0.5083679778275237,0.519027822193796,0.4960025583626479,0.5098603560388019,0.5045304338556658,0.5045304338556658,0.5011192836584586,0.4979213303485769,0.5098603560388019,0.5047436307429911,0.5107131435881036,0.503251252531713,0.51135273425008,0.5019720712077603,0.5011192836584586,0.5119923249120563,0.5126319155740326,0.5104999467007781,0.5139110968979853,0.5022405413621702,0.5484489926447074
5,0.4827843513484703,0.5714742564758555,0.5885300074618911,0.5883168105745656,0.587037629250613,0.587037629250613,0.5744590128984117,0.5699818782645774,0.4827843513484703,0.4827843513484703,0.4827843513484703,0.4827843513484703,0.4827843513484703,0.4827843513484703,0.4827843513484703,0.4827843513484703,0.4827843513484703,0.4827843513484703,0.515190278221938,0.5301140603347191,0.5271293039121628,0.5569768681377252,0.4855559108837011,0.5036776463063639,0.5041040400810148,0.4827843513484703,0.5446114486728494,0.5889564012365419,0.5881036136872402,0.5725402409124827,0.5725402409124827,0.5303272572220445,0.5303272572220445,0.48235795757381944,0.5087943716021746,0.5038908431936894,0.503251252531713,0.48768787975695554,0.4913122268414881,0.5096471591514764,0.5026116618697367,0.4964289521372988,0.49109902995416266,0.5058096151796184,0.5002664961091569,0.5092207653768255,0.4964289521372988,0.5117791280247308,0.4932309988274171,0.5002664961091569,0.5136979000106598,0.49728173968660055,0.49472337703869523,0.49962690544718047,0.5294823658537549,0.5889564012365419
6,0.48395693422876024,0.5788295490885833,0.5905553778914828,0.5873574245816011,0.5852254557083466,0.5852254557083466,0.57243364246882,0.5739260206800981,0.48395693422876024,0.48395693422876024,0.48395693422876024,0.48395693422876024,0.48395693422876024,0.48395693422876024,0.48395693422876024,0.48395693422876024,0.48395693422876024,0.48395693422876024,0.5210531926233877,0.5135913015669972,0.5312866432150091,0.5560174821447607,0.5462104253277902,0.5012258821021213,0.5052766229613047,0.48395693422876024,0.5498347724123228,0.5909817716661336,0.59162136232811,0.5777635646519561,0.5777635646519561,0.5592154354546424,0.5592154354546424,0.4818249653555058,0.5133781046796717,0.49141882528515085,0.5003730945528195,0.51018015136979,0.5074085918345592,0.4888604626372455,0.4856625093273638,0.514017695341648,0.49909391322886687,0.5014390789894467,0.5033578509753758,0.48544931244003836,0.5054898198486302,0.49333759727107984,0.4920584159471272,0.5052766229613047,0.48864726574992007,0.49525636925700883,0.4884340688625946,0.4950431723696834,0.5332843770110586,0.59162136232811
7,0.4642362221511566,0.5601748214476069,0.5810681164055005,0.5736062253491099,0.5721138471378318,0.5721138471378318,0.5409871015883169,0.5480225988700564,0.4642362221511566,0.4642362221511566,0.4642362221511566,0.4642362221511566,0.4642362221511566,0.4642362221511566,0.4642362221511566,0.4642362221511566,0.4642362221511566,0.4642362221511566,0.5136979000106598,0.5277688945741392,0.5292612727854173,0.5574032619123761,0.5060228120669438,0.5215861848417013,0.5226521692783286,0.4642362221511566,0.53054045410937,0.578936147532246,0.5814945101801514,0.5495149770813346,0.5495149770813346,0.5461038268841275,0.5461038268841275,0.4655154034751093,0.4934441957147426,0.5109263404754291,0.4934441957147426,0.5158298688839142,0.5077283871655474,0.4987741178978787,0.5158298688839142,0.49387058948939344,0.49962690544718047,0.5085811747148492,0.5077283871655474,0.5126319155740326,0.5162562626585652,0.5058096151796184,0.4992005116725296,0.5117791280247308,0.5211597910670505,0.5047436307429911,0.5030380556443876,0.5064492058415947,0.5146612340941304,0.5814945101801514
8,0.46913975055964185,0.5706214689265536,0.5868244323632875,0.5859716448139857,0.584692463490033,0.584692463490033,0.575098603560388,0.5755249973350389,0.46913975055964185,0.46913975055964185,0.46913975055964185,0.46913975055964185,0.46913975055964185,0.46913975055964185,0.46913975055964185,0.46913975055964185,0.46913975055964185,0.46913975055964185,0.5124187186867072,0.5136979000106598,0.5109263404754291,0.5000532992218314,0.5128451124613581,0.5077283871655474,0.5158298688839142,0.46913975055964185,0.5429058735742458,0.5878904167999147,0.5872508261379383,0.5780833599829442,0.5780833599829442,0.5601748214476069,0.5601748214476069,0.46850015989766547,0.4977081334612515,0.503251252531713,0.497494936573926,0.5139110968979853,0.5090075684895,0.5062360089542692,0.5098603560388019,0.5026116618697367,0.5162562626585652,0.4957893614753225,0.5111395373627545,0.5092207653768255,0.4992005116725296,0.5030380556443876,0.49962690544718047,0.5043172369683403,0.5011192836584586,0.505170024517642,0.514763884447287,0.5019720712077603,0.5253605593654629,0.5878904167999147
9,0.47841381515829867,0.5841594712717194,0.6007888284831041,0.5986568596098497,0.5965248907365952,0.5965248907365952,0.5807483210745124,0.5803219272998614,0.47841381515829867,0.47841381515829867,0.47841381515829867,0.47841381515829867,0.47841381515829867,0.47841381515829867,0.47841381515829867,0.47841381515829867,0.47841381515829867,0.47841381515829867,0.5263831148065238,0.5193476175247841,0.5423728813559322,0.5683829016096364,0.5502611661869736,0.49333759727107984,0.5097537575951391,0.47841381515829867,0.5500479692996483,0.6007888284831041,0.6005756315957786,0.5828802899477667,0.5828802899477667,0.5598550261166187,0.5598550261166187,0.477134633834346,0.514017695341648,0.5059162136232811,0.5018654727640977,0.5125253171303699,0.4873680844259674,0.4935507941584053,0.5095405607078136,0.49866751945421595,0.5193476175247841,0.5048502291866539,0.5012258821021213,0.5095405607078136,0.5059162136232811,0.5135913015669972,0.5165760579895533,0.5078349856092101,0.5127385140176953,0.5057030167359556,0.5007994883274705,0.5001598976654941,0.5343819461717341,0.6007888284831041
