,abilities
kmeans_n_clusters_1,0.5208432
kmeans_n_clusters_2,0.5424348
kmeans_n_clusters_3,0.53927743
kmeans_n_clusters_4,0.53919375
kmeans_n_clusters_5,0.50698876
kmeans_n_clusters_6,0.50880486
kmeans_n_clusters_7,0.49327388
kmeans_n_clusters_8,0.49221689
dbscan_eps_0_1_min_samples_2,0.5208432
dbscan_eps_0_2_min_samples_2,0.5208432
dbscan_eps_0_3_min_samples_2,0.5208432
dbscan_eps_0_4_min_samples_2,0.5208432
dbscan_eps_0_5_min_samples_2,0.5208432
dbscan_eps_0_6_min_samples_2,0.5208432
dbscan_eps_0_7_min_samples_2,0.5208432
dbscan_eps_0_8_min_samples_2,0.5208432
dbscan_eps_0_9_min_samples_2,0.5208432
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5208432
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5035741
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4750411
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.48261327
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.470646
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4633515
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.46231985
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.46720937
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5208432
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.54325765
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53434837
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.50892144
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.498975
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4898143
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.48419854
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.47645912
mean_shift_,0.52677315
optics_,0.5216207
random_model_n1,0.48445362
random_model_n2,0.48434827
random_model_n3,0.48524797
random_model_n4,0.4844267
random_model_n5,0.4845795
random_model_n6,0.48439246
random_model_n7,0.48447078
random_model_n8,0.48458174
random_model_n9,0.48446783
random_model_n10,0.4842843
random_model_n11,0.4844943
random_model_n12,0.48425198
random_model_n13,0.4842597
random_model_n14,0.48423934
random_model_n15,0.48450527
random_model_n16,0.48427412
random_model_n17,0.4844923
random_model_n18,0.48455676
random_model_n19,0.4845075
random_model_n20,0.48416412
average_model,0.5079177
optimal_clustering,0.5447557
