,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,average_model,optimal_clustering
0,0.3296423355184946,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.7256886654665263,0.7256886654665263,0.7256886654665263,0.749736761658911,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.3296423355184946,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.7516388709622636,0.3296423355184946,0.7516388709622636,0.7516388709622636,0.7093169389626711,0.7093169389626711,0.7093169389626711,0.7093169389626711,0.7093169389626711,0.7516388709622636,0.7516388709622636,0.553547773513128,0.5658435515097993,0.5557216127169593,0.5619034679528548,0.5483849054040284,0.562378995278693,0.5402330083896607,0.5571481946944737,0.5700553649672225,0.5614958731021364,0.5549743554906423,0.5672701334873136,0.5443768893719643,0.5375836418599912,0.5499473523317822,0.551781529160015,0.553547773513128,0.5534119085628885,0.5486566353045074,0.5302469345470602,0.5479093780781903,0.5324887062260113,0.5581671818212697,0.5449882816480418,0.5616996705274957,0.7095886688631502,0.7516388709622636
1,0.37243979484392514,0.5832342651404504,0.6859481675214837,0.673992051900411,0.673720321999932,0.6731768621989742,0.6729051322984952,0.6347270812812065,0.6835025984171733,0.6859481675214837,0.6859481675214837,0.6859481675214837,0.5832342651404504,0.5832342651404504,0.5832342651404504,0.5832342651404504,0.5832342651404504,0.37243979484392514,0.5832342651404504,0.6859481675214837,0.6742637818008899,0.6760979586291227,0.6262355218912401,0.6526612547128154,0.670459563194185,0.37243979484392514,0.5832342651404504,0.6859481675214837,0.5460072687748379,0.6591827723243097,0.6591827723243097,0.6591827723243097,0.6593186372745491,0.6859481675214837,0.6859481675214837,0.5424068475934921,0.5556536802418396,0.5251519989130804,0.5413199279915764,0.5350022078054414,0.5314697190992154,0.5519173941102544,0.5211439828810163,0.5335756258279271,0.5413199279915764,0.5419992527427737,0.5377874392853503,0.5441051594714853,0.5582351142963894,0.5254237288135594,0.5295676097958629,0.5443089568968446,0.5412519955164566,0.5409802656159777,0.5309262592982575,0.5481811079786693,0.5506946095580992,0.5342549505791243,0.5254916612886791,0.5338473557284059,0.6231131440533296,0.6859481675214837
2,0.36455962773003636,0.5740633809992867,0.6860840324717231,0.682347746340138,0.6818722190142998,0.682076016439659,0.6806494344621447,0.6680819265649944,0.6827553411908562,0.6860840324717231,0.6860840324717231,0.6860840324717231,0.5740633809992867,0.5740633809992867,0.5740633809992867,0.5740633809992867,0.5740633809992867,0.36455962773003636,0.5740633809992867,0.6860840324717231,0.6815325566387012,0.6824156788152577,0.6210726537821406,0.6516422675860195,0.6739241194252913,0.36455962773003636,0.5740633809992867,0.6860840324717231,0.6600658945008662,0.6710030229951428,0.6710030229951428,0.6710030229951428,0.6710709554702625,0.6860840324717231,0.6860840324717231,0.5420671852178934,0.5350701402805611,0.5441051594714853,0.5271220406915526,0.541659590367175,0.551509799259536,0.5313338541489759,0.5253557963384395,0.5428144424442105,0.5340511531537652,0.5329642335518494,0.5386026289867871,0.540912333140858,0.5165925070479943,0.5439692945212459,0.5432220372949288,0.5466865935260351,0.5394857511633436,0.526782378315954,0.5316735165245746,0.5508984069834585,0.5558574776671988,0.5306545293977786,0.5463469311504364,0.539893346014062,0.6285955463972515,0.6860840324717231
3,0.37607418226283074,0.586121395333039,0.6959002751265242,0.6959002751265242,0.6460378383886417,0.6622736999422574,0.6562956421317211,0.6632247545939336,0.694949220474848,0.6955606127509256,0.6959002751265242,0.6959002751265242,0.586121395333039,0.586121395333039,0.586121395333039,0.586121395333039,0.586121395333039,0.37607418226283074,0.586121395333039,0.6959002751265242,0.6959002751265242,0.636119697021161,0.6495703270948677,0.6488910023436704,0.6946095580992493,0.37607418226283074,0.586121395333039,0.6959002751265242,0.6217859447708978,0.6959002751265242,0.6677082979518358,0.645698176013043,0.645698176013043,0.6959002751265242,0.6959002751265242,0.5554838490540402,0.5149281614075609,0.5253218301008797,0.541421826704256,0.5338133894908461,0.5298733059339017,0.5266804796032744,0.5281070615807887,0.547467816989912,0.5469922896640739,0.54040283957746,0.524506640399443,0.5257973574267178,0.5437994633334465,0.526272884752556,0.5375496756224313,0.5293298461329439,0.5316395502870147,0.5415576916544954,0.5339492544410855,0.5487585340171869,0.5493019938181448,0.5586087429095479,0.5307564281104582,0.5501851159947012,0.6304234331814916,0.6959002751265242
4,0.38178051017288817,0.5920315206684555,0.6896504874155089,0.6896504874155089,0.66920281240447,0.6722597737848579,0.6452226486872049,0.6353724397948439,0.6893787575150301,0.6895146224652695,0.6896504874155089,0.6896504874155089,0.5920315206684555,0.5920315206684555,0.5920315206684555,0.5920315206684555,0.5920315206684555,0.38178051017288817,0.5920315206684555,0.6896504874155089,0.6896504874155089,0.6766074521925206,0.5719914405081349,0.6543935328283687,0.6872728507863184,0.38178051017288817,0.5920315206684555,0.6896504874155089,0.6221256071464963,0.6896504874155089,0.652015896199178,0.6409429027546618,0.6425053496824157,0.6896504874155089,0.6896504874155089,0.552766550049251,0.5162188784348358,0.5238952481233654,0.5327944023640502,0.545701572636799,0.5335416595903671,0.5425087463061716,0.5377534730477905,0.5281070615807887,0.5215176114941747,0.5473319520396726,0.5355117013688394,0.5346285791922829,0.5267484120783941,0.5380252029482694,0.534832376617642,0.533066132264529,0.5353079039434802,0.5342209843415645,0.5303488332597398,0.5482830066913488,0.5476036819401515,0.5313678203865357,0.5326585374138106,0.524506640399443,0.6290194953623506,0.6896504874155089
5,0.3780781902788628,0.5858156991950002,0.6877144118745967,0.6877144118745967,0.6563975408444007,0.6524574572874563,0.6428110458204545,0.6405013416663836,0.6864916273224415,0.6870350871233993,0.6877144118745967,0.6877144118745967,0.5858156991950002,0.5858156991950002,0.5858156991950002,0.5858156991950002,0.5858156991950002,0.3780781902788628,0.5858156991950002,0.6877144118745967,0.6877144118745967,0.6429469107706939,0.5464148636255562,0.637104717910397,0.6869671546482796,0.3780781902788628,0.5858156991950002,0.6877144118745967,0.6210726537821406,0.6877144118745967,0.6681498590401141,0.6554464861927244,0.6547671614415271,0.6877144118745967,0.6877144118745967,0.5231140246594884,0.5487245677796271,0.5213477803063754,0.5293638123705037,0.5287524200944261,0.5254916612886791,0.5465507285757957,0.5420671852178934,0.5379233042355899,0.545939336299718,0.5382629666111884,0.5405726707652593,0.5319452464250535,0.5339832206786455,0.5430182398695697,0.5385346965116674,0.530043137121701,0.5314697190992154,0.5386026289867871,0.5360211949322373,0.5455317414489997,0.5370401820590334,0.5246085391121226,0.5396216161135831,0.5290241499949051,0.6268041418681682,0.6877144118745967
6,0.3604497129852926,0.5694100064535851,0.6867973234604803,0.6861859311844027,0.6857783363336843,0.6858462688088041,0.6851669440576067,0.6732108284365341,0.6829931048537754,0.6867973234604803,0.6867973234604803,0.6867973234604803,0.5694100064535851,0.5694100064535851,0.5694100064535851,0.5694100064535851,0.5694100064535851,0.3604497129852926,0.5694100064535851,0.6867973234604803,0.6855066064332054,0.6867293909853606,0.6173024014129955,0.6284433273326314,0.6761998573418022,0.3604497129852926,0.5694100064535851,0.6867973234604803,0.665398593797765,0.6767433171427601,0.6767433171427601,0.6767433171427601,0.6759281274413234,0.6867973234604803,0.6867973234604803,0.546448829863116,0.5324547399884515,0.5456336401616793,0.5470602221391937,0.5468564247138344,0.5501171835195815,0.535851363744438,0.5479433443157501,0.54291634115689,0.5455657076865595,0.5487585340171869,0.5460412350123977,0.5434598009578478,0.5622770965660134,0.5337454570157264,0.5441391257090452,0.5470602221391937,0.5402669746272205,0.5450901803607214,0.5311640229611766,0.5541251995516456,0.526001154852077,0.5408783669032982,0.528786386331986,0.5408104344281784,0.6290773637670823,0.6867973234604803
7,0.37940287354369756,0.5938656974966883,0.6980741143303556,0.6980741143303556,0.6711728541829421,0.6760639923915628,0.653034883325974,0.6635644169695323,0.6978703169049965,0.6980741143303556,0.6980741143303556,0.6980741143303556,0.5938656974966883,0.5938656974966883,0.5938656974966883,0.5938656974966883,0.5938656974966883,0.37940287354369756,0.5938656974966883,0.6980741143303556,0.6980741143303556,0.6804116707992256,0.5626846914167317,0.6615264427159404,0.6965795998777216,0.37940287354369756,0.5938656974966883,0.6980741143303556,0.6265412180292789,0.6980741143303556,0.646717163139839,0.64393193165993,0.64393193165993,0.6980741143303556,0.6980741143303556,0.5574538908325125,0.5468564247138344,0.5352399714683604,0.536870350871234,0.5447505179851228,0.524506640399443,0.5368024183961143,0.5454977752114398,0.5448184504602425,0.5260690873271968,0.5505927108454196,0.5448184504602425,0.5476036819401515,0.5268163445535138,0.5490302639176659,0.533066132264529,0.5308243605855779,0.5243707754492035,0.5455657076865595,0.5349003090927618,0.5363948235453959,0.552019292822934,0.5571821609320335,0.5400631772018614,0.5540572670765259,0.6341244950667184,0.6980741143303556
8,0.37223599741856594,0.5829625352399714,0.6859481675214837,0.6756224313032846,0.6751469039774464,0.6750110390272069,0.6741279168506504,0.6576882578716755,0.6829591386162155,0.6859481675214837,0.6859481675214837,0.6859481675214837,0.5829625352399714,0.5829625352399714,0.5829625352399714,0.5829625352399714,0.5829625352399714,0.37223599741856594,0.5829625352399714,0.6859481675214837,0.6752148364525662,0.6765055534798411,0.6239258177371693,0.6527971196630549,0.6720220101219387,0.37223599741856594,0.5829625352399714,0.6859481675214837,0.5440372269963656,0.6616962739037396,0.6616962739037396,0.6616962739037396,0.6613566115281411,0.6859481675214837,0.6859481675214837,0.5413199279915764,0.5506266770829795,0.5465507285757957,0.5412519955164566,0.5364287897829557,0.53282836860161,0.5290920824700248,0.5211439828810163,0.5428823749193302,0.5335756258279271,0.528548622669067,0.5408444006657382,0.5409802656159777,0.559322033898305,0.526782378315954,0.5414557929418158,0.5367005196834347,0.5418633877925342,0.5475017832274719,0.5316055840494548,0.5279372303929893,0.5522570564858531,0.5284806901939472,0.5465507285757957,0.536089127407357,0.6243661208166491,0.6859481675214837
9,0.3667674331714276,0.578037430793791,0.6826534424781767,0.6730749634862946,0.6748412078394076,0.6732787609116538,0.6756563975408444,0.6465133657144798,0.6793926836724296,0.6826534424781767,0.6826534424781767,0.6826534424781767,0.578037430793791,0.578037430793791,0.578037430793791,0.578037430793791,0.578037430793791,0.3667674331714276,0.578037430793791,0.6826534424781767,0.6725994361604565,0.6676403654767161,0.6217180122957779,0.6796644135729085,0.6601677932135457,0.3667674331714276,0.578037430793791,0.6826534424781767,0.5782412282191501,0.6812268605006624,0.6812268605006624,0.6812268605006624,0.661866105091539,0.6826534424781767,0.6826534424781767,0.5380252029482694,0.5387724601745865,0.5400631772018614,0.5423728813559322,0.5382969328487484,0.5301450358343807,0.5336775245406067,0.5283787914812677,0.5420332189803335,0.5438673958085662,0.5488264664923066,0.5389083251248259,0.5488264664923066,0.5408783669032982,0.5336095920654869,0.5471960870894331,0.5421690839305731,0.5557555789545192,0.5478074793655107,0.5335416595903671,0.5389762575999456,0.5529024149994906,0.5554838490540402,0.5408104344281784,0.5434598009578478,0.6246265286379413,0.6826534424781767
