,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,average_model,optimal_clustering
0,0.4128798136814169,0.5913990142447056,0.5791583166332666,0.632129123111087,0.6308292260196068,0.6181552293776743,0.6193468017115312,0.6080810269187022,0.5834913069382007,0.6035313870985214,0.6039646861290148,0.6039646861290148,0.6039646861290148,0.4128798136814169,0.4128798136814169,0.4128798136814169,0.4128798136814169,0.4128798136814169,0.5920489627904457,0.5987650977630937,0.6348372420516709,0.6383036342956183,0.6378703352651248,0.624763039592699,0.6112224448897795,0.4128798136814169,0.6039646861290148,0.6526025023019011,0.6404701294480853,0.6404701294480853,0.6405784542057087,0.6103558468287927,0.6249796891079457,0.5663759952337106,0.6039646861290148,0.5257542111249526,0.4950983047175432,0.5022477387206846,0.5681132033837445,0.6526025023019011
1,0.4426149596490278,0.5783458809510914,0.615176298543032,0.6153929480582787,0.552564588636733,0.6041271732654498,0.5924280994421275,0.6137680766939284,0.5531062124248497,0.6272003466392244,0.6272003466392244,0.6272003466392244,0.6272003466392244,0.4426149596490278,0.4426149596490278,0.4426149596490278,0.4426149596490278,0.4426149596490278,0.5830038455288956,0.6257921247901208,0.6189676650598495,0.6045604722959432,0.6392243947354168,0.601744028597736,0.6293668417916914,0.4426149596490278,0.6272003466392244,0.6272003466392244,0.6272003466392244,0.6450739316470779,0.6172344689378757,0.6041271732654498,0.6172344689378757,0.594702919352218,0.6272003466392244,0.48724475978985,0.49937713264366573,0.4969939879759519,0.5732064730060722,0.6450739316470779
2,0.4440773438769431,0.591832313275199,0.6251963386231923,0.6165303580133239,0.600064994854574,0.5958403293072632,0.5763418729350593,0.6009315929155609,0.5903157666684721,0.6313708498077235,0.6313708498077235,0.6313708498077235,0.6313708498077235,0.4440773438769431,0.4440773438769431,0.4440773438769431,0.4440773438769431,0.4440773438769431,0.5956236797920165,0.6331040459296973,0.6260629366841791,0.6181552293776743,0.6445864702377728,0.5969235768834967,0.6275794832909062,0.4440773438769431,0.6313708498077235,0.6313708498077235,0.6313708498077235,0.6459946920868764,0.603423062340898,0.593023885609056,0.603423062340898,0.6036397118561447,0.6313708498077235,0.5110220440881763,0.5006228673563343,0.504197584357905,0.5763699571314801,0.6459946920868764
3,0.44245247251259273,0.5938904836700428,0.6177219303471808,0.6176136055895575,0.5943237827005362,0.5897741428803553,0.5869576991821481,0.6215132968639983,0.564967773384607,0.6299626279586199,0.6299626279586199,0.6299626279586199,0.6299626279586199,0.44245247251259273,0.44245247251259273,0.44245247251259273,0.44245247251259273,0.44245247251259273,0.5923739370633159,0.6129556410117533,0.59638195309538,0.564967773384607,0.6095975735254292,0.628771055624763,0.5934571846395493,0.44245247251259273,0.6299626279586199,0.6299626279586199,0.6299626279586199,0.6058062070086118,0.6118723934355197,0.611330769647403,0.6118723934355197,0.5760168986621892,0.6299626279586199,0.5283540053079131,0.5111303688457997,0.5017061149325679,0.5740028605760068,0.6299626279586199
4,0.44245247251259273,0.5907490656989655,0.6189135026810377,0.619888425499648,0.5929155608514326,0.5876076477278882,0.5852245030601744,0.6190218274386611,0.5324703460976006,0.6220549206521151,0.6220549206521151,0.6220549206521151,0.6220549206521151,0.44245247251259273,0.44245247251259273,0.44245247251259273,0.44245247251259273,0.44245247251259273,0.5880409467583816,0.611330769647403,0.6008232681579375,0.578075069057033,0.6091642744949358,0.6283377565942696,0.593348859881926,0.44245247251259273,0.6220549206521151,0.6220549206521151,0.6220549206521151,0.6058062070086118,0.6127389914965066,0.6128473162541299,0.6127389914965066,0.5688674646590478,0.6220549206521151,0.47159183231327517,0.5110220440881763,0.49780642365812705,0.570034964824544,0.6220549206521151
5,0.418404376320208,0.5670259437794508,0.6152304609218436,0.6270378595027893,0.5701673617505281,0.6157720847099605,0.6094892487678059,0.5929155608514326,0.5539186481070248,0.600064994854574,0.6004982938850675,0.6004982938850675,0.6004982938850675,0.418404376320208,0.418404376320208,0.418404376320208,0.418404376320208,0.418404376320208,0.5739587282673455,0.6146888371337269,0.6211883225911282,0.6061311812814819,0.6268212099875426,0.6212966473487516,0.5994150463088339,0.418404376320208,0.6004982938850675,0.6013648919460542,0.61349726479987,0.61349726479987,0.6152304609218436,0.6158804094675838,0.6141472133456102,0.5907490656989655,0.6004982938850675,0.5162216324540974,0.5088555489357093,0.4946650056870498,0.5603298689471033,0.6270378595027893
6,0.4419650111032877,0.6057520446298001,0.5832204950441423,0.5963277907165683,0.5821372474679087,0.5846287168932459,0.5814872989221687,0.6044521475383199,0.5937279965336077,0.6231923306071603,0.6231923306071603,0.6231923306071603,0.6231923306071603,0.4419650111032877,0.4419650111032877,0.4419650111032877,0.4419650111032877,0.4419650111032877,0.6071602664789038,0.5728213183123003,0.583437144559389,0.5808373503764286,0.6111682825109679,0.6048854465688133,0.5995775334452689,0.4419650111032877,0.6231923306071603,0.6231923306071603,0.6231923306071603,0.5995775334452689,0.6242755781833939,0.6247088772138872,0.6242755781833939,0.5994692086876455,0.6231923306071603,0.48930293018469373,0.4941775442777447,0.5004603802198992,0.5719025638865319,0.6247088772138872
7,0.4415858744516059,0.5267291339435628,0.5644261495964903,0.5730921302063586,0.5787250176027731,0.5741753777825922,0.5729838054487353,0.5624763039592698,0.5740670530249689,0.6310458755348535,0.6310458755348535,0.6310458755348535,0.6310458755348535,0.4415858744516059,0.4415858744516059,0.4415858744516059,0.4415858744516059,0.4415858744516059,0.5214212208200184,0.5253209120944592,0.5761252234198126,0.5831663326653307,0.5962736283377565,0.603423062340898,0.5989817472783404,0.4415858744516059,0.6310458755348535,0.6310458755348535,0.6310458755348535,0.6365704381736446,0.6282294318366463,0.6225965444402318,0.6282294318366463,0.4824243080756107,0.6310458755348535,0.47267507988950874,0.4895737420787521,0.5013811406596977,0.5638002732191109,0.6365704381736446
8,0.4128798136814169,0.5697340627200347,0.5887992200617451,0.6322374478687104,0.6282294318366463,0.6258462871689324,0.6074310783729622,0.6212966473487516,0.5751503006012024,0.6076477278882089,0.6073227536153388,0.6073227536153388,0.6073227536153388,0.4128798136814169,0.4128798136814169,0.4128798136814169,0.4128798136814169,0.4128798136814169,0.5691924389319178,0.576558522450306,0.6207550235606348,0.618371878892921,0.6414450522666956,0.6197801007420246,0.6251963386231923,0.4128798136814169,0.6073227536153388,0.6004982938850675,0.6518442289985377,0.6518442289985377,0.6521692032714077,0.6219465958944916,0.6268212099875426,0.5795916156637599,0.6073227536153388,0.514271786816877,0.5032226615392948,0.5028976872664247,0.5687029715085828,0.6521692032714077
9,0.41417971077289717,0.5703840112657748,0.5872826734550182,0.6300709527162432,0.6256296376536857,0.6238964415317121,0.6056978822509884,0.6189135026810377,0.573200454963982,0.605264583220495,0.6047229594323783,0.6047229594323783,0.6047229594323783,0.41417971077289717,0.41417971077289717,0.41417971077289717,0.41417971077289717,0.41417971077289717,0.5696257379624113,0.5750419758435791,0.6196717759844013,0.6162053837404539,0.6397118561447219,0.6182635541352977,0.6230298434707252,0.41417971077289717,0.6047229594323783,0.5968152521258734,0.6505443319070574,0.6505443319070574,0.6508693061799274,0.6204300492877647,0.6255213128960624,0.5800249146942533,0.6047229594323783,0.48394085468233766,0.49498997995991983,0.5039809348426583,0.5675475074272669,0.6508693061799274
