,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,average_model,optimal_clustering
0,0.4851085680751174,0.5371919014084507,0.5406029929577465,0.5222637910798122,0.5218603286384976,0.522593896713615,0.5210167253521126,0.5132042253521126,0.4851085680751174,0.4851085680751174,0.4851085680751174,0.4851085680751174,0.4851085680751174,0.4851085680751174,0.4851085680751174,0.4851085680751174,0.4851085680751174,0.4851085680751174,0.49178403755868544,0.5041446596244131,0.5058318661971831,0.5052816901408451,0.5020539906103286,0.49376467136150237,0.5001467136150235,0.4851085680751174,0.5394292840375586,0.5412632042253521,0.541006455399061,0.5410431338028169,0.5295261150234741,0.5295261150234741,0.5232907863849765,0.5082159624413145,0.4844850352112676,0.4987529342723005,0.4986428990610329,0.49471830985915494,0.5038512323943662,0.4986428990610329,0.49820275821596244,0.4997799295774648,0.49658890845070425,0.5023474178403756,0.49937646713615025,0.49867957746478875,0.49955985915492956,0.4989363262910798,0.4979093309859155,0.5068808685446009,0.5412632042253521
1,0.5011370305164319,0.555787852112676,0.5489289906103286,0.5531836854460094,0.552743544600939,0.5511296948356808,0.5483054577464789,0.5496258802816901,0.5011370305164319,0.5011370305164319,0.5011370305164319,0.5011370305164319,0.5011370305164319,0.5011370305164319,0.5011370305164319,0.5011370305164319,0.5011370305164319,0.5011370305164319,0.5324237089201878,0.5004768192488263,0.5134609741784038,0.48723591549295775,0.48349471830985913,0.4927743544600939,0.4940580985915493,0.5011370305164319,0.5607394366197183,0.5585387323943662,0.5576217723004695,0.5569982394366197,0.5400161384976526,0.5393926056338029,0.5460680751173709,0.4907570422535211,0.49105046948356806,0.4993031103286385,0.5056117957746479,0.4957819835680751,0.5041079812206573,0.49306778169014087,0.5015038145539906,0.5022740610328639,0.5076657863849765,0.504731514084507,0.4960387323943662,0.49900968309859156,0.500843603286385,0.5055017605633803,0.5034844483568075,0.5205273306505701,0.5607394366197183
2,0.480743838028169,0.5682585093896714,0.5667546948356808,0.5561913145539906,0.5560446009389671,0.553843896713615,0.5538072183098591,0.5524134389671361,0.480743838028169,0.480743838028169,0.480743838028169,0.480743838028169,0.480743838028169,0.480743838028169,0.480743838028169,0.480743838028169,0.480743838028169,0.480743838028169,0.5349178403755869,0.49970657276995306,0.5190360915492958,0.516725352112676,0.5097197769953051,0.5015038145539906,0.5122505868544601,0.480743838028169,0.5704958920187794,0.572256455399061,0.5717796361502347,0.5714495305164319,0.5327171361502347,0.5327171361502347,0.5208333333333334,0.5066754694835681,0.4750586854460094,0.5,0.4990830399061033,0.5079958920187794,0.49350792253521125,0.5034477699530516,0.5004034624413145,0.4919674295774648,0.4922975352112676,0.5045848004694836,0.5006235328638498,0.5043280516431925,0.4983861502347418,0.503080985915493,0.49886296948356806,0.5178309439973171,0.572256455399061
3,0.47909330985915494,0.5407863849765259,0.5540272887323944,0.5435739436619719,0.5489289906103286,0.5476452464788732,0.542143485915493,0.5470217136150235,0.47909330985915494,0.47909330985915494,0.47909330985915494,0.47909330985915494,0.47909330985915494,0.47909330985915494,0.47909330985915494,0.47909330985915494,0.47909330985915494,0.47909330985915494,0.4848884976525822,0.5019072769953051,0.4902802230046948,0.5133142605633803,0.5069322183098591,0.50949970657277,0.5099398474178404,0.47909330985915494,0.5416299882629108,0.5536238262910798,0.5517165492957746,0.5518265845070423,0.5511663732394366,0.548268779342723,0.5484154929577465,0.5021273474178404,0.480743838028169,0.49658890845070425,0.49886296948356806,0.5031910211267606,0.505868544600939,0.49798268779342725,0.5004034624413145,0.4998899647887324,0.5072990023474179,0.49211414319248825,0.4993031103286385,0.5074090375586855,0.4988262910798122,0.499156396713615,0.4939113849765258,0.5119865023474179,0.5540272887323944
4,0.5046948356807511,0.5568515258215962,0.5456646126760564,0.5503594483568075,0.5494791666666666,0.5474985328638498,0.5447476525821596,0.5460680751173709,0.5046948356807511,0.5046948356807511,0.5046948356807511,0.5046948356807511,0.5046948356807511,0.5046948356807511,0.5046948356807511,0.5046948356807511,0.5046948356807511,0.5046948356807511,0.5325337441314554,0.49955985915492956,0.5149647887323944,0.5016505281690141,0.4910137910798122,0.49387470657276994,0.4946449530516432,0.5046948356807511,0.5611428990610329,0.5539539319248826,0.5531103286384976,0.5521200117370892,0.5350645539906104,0.5347344483568075,0.5412632042253521,0.4914539319248826,0.4943148474178404,0.5005868544600939,0.4956352699530516,0.49178403755868544,0.4965522300469484,0.49244424882629106,0.4984961854460094,0.49853286384976525,0.49453491784037557,0.5056484741784038,0.5022740610328639,0.5011737089201878,0.5001467136150235,0.5046581572769953,0.49666226525821594,0.5212116448692153,0.5611428990610329
5,0.49050029342723006,0.5425836267605634,0.5483421361502347,0.5371552230046949,0.5411898474178404,0.5415933098591549,0.5359448356807511,0.5406763497652582,0.49050029342723006,0.49050029342723006,0.49050029342723006,0.49050029342723006,0.49050029342723006,0.49050029342723006,0.49050029342723006,0.49050029342723006,0.49050029342723006,0.49050029342723006,0.5143045774647887,0.49295774647887325,0.5144146126760564,0.5015038145539906,0.49911971830985913,0.504181338028169,0.5038512323943662,0.49050029342723006,0.5429870892018779,0.5474985328638498,0.544931044600939,0.5448943661971831,0.54518779342723,0.5419967723004695,0.5419234154929577,0.48254107981220656,0.49053697183098594,0.5058318661971831,0.5011370305164319,0.4981294014084507,0.4988262910798122,0.4927743544600939,0.4943882042253521,0.5002567488262911,0.49644219483568075,0.5099398474178404,0.495818661971831,0.5012837441314554,0.4948650234741784,0.5033010563380281,0.5038145539906104,0.513894827297116,0.5483421361502347
6,0.483531396713615,0.5615830399061033,0.5594923708920188,0.5636737089201878,0.5644072769953051,0.562793427230047,0.5600425469483568,0.5617297535211268,0.483531396713615,0.483531396713615,0.483531396713615,0.483531396713615,0.483531396713615,0.483531396713615,0.483531396713615,0.483531396713615,0.483531396713615,0.483531396713615,0.5360915492957746,0.4989730046948357,0.5263717723004695,0.5159917840375586,0.5028242370892019,0.5051716549295775,0.5091329225352113,0.483531396713615,0.565287558685446,0.5674882629107981,0.5667913732394366,0.5660211267605634,0.5500660211267606,0.549662558685446,0.5585387323943662,0.4780663145539906,0.5053917253521126,0.5009169600938967,0.4934712441314554,0.4938013497652582,0.49328785211267606,0.4927009976525822,0.5017972417840375,0.4953418427230047,0.5035578051643192,0.49193075117370894,0.49853286384976525,0.49937646713615025,0.5037045187793427,0.5047681924882629,0.5027508802816901,0.5210848423876593,0.5674882629107981
7,0.49108714788732394,0.5431704812206573,0.54856220657277,0.5364216549295775,0.5406029929577465,0.5408597417840375,0.5347711267605634,0.5399427816901409,0.49108714788732394,0.49108714788732394,0.49108714788732394,0.49108714788732394,0.49108714788732394,0.49108714788732394,0.49108714788732394,0.49108714788732394,0.49108714788732394,0.49108714788732394,0.5187793427230047,0.49589201877934275,0.5144146126760564,0.48653902582159625,0.5015404929577465,0.5033744131455399,0.5000733568075117,0.49108714788732394,0.5419600938967136,0.5461781103286385,0.5444175469483568,0.544380868544601,0.5441607981220657,0.5408964201877934,0.5406763497652582,0.48114730046948356,0.4909037558685446,0.5069322183098591,0.500843603286385,0.4988262910798122,0.49713908450704225,0.5036678403755869,0.502494131455399,0.5006968896713615,0.5001467136150235,0.5070055751173709,0.5052450117370892,0.4939113849765258,0.5012103873239436,0.49900968309859156,0.49328785211267606,0.5135060362173038,0.54856220657277
8,0.4909771126760563,0.5375586854460094,0.5430237676056338,0.5325704225352113,0.5367517605633803,0.5362015845070423,0.530699823943662,0.5360915492957746,0.4909771126760563,0.4909771126760563,0.4909771126760563,0.4909771126760563,0.4909771126760563,0.4909771126760563,0.4909771126760563,0.4909771126760563,0.4909771126760563,0.4909771126760563,0.5146346830985915,0.5013571009389671,0.5033010563380281,0.4863556338028169,0.49658890845070425,0.4892899061032864,0.49691901408450706,0.4909771126760563,0.53737529342723,0.5428403755868545,0.5403462441314554,0.5402362089201878,0.5397227112676056,0.5369718309859155,0.5373386150234741,0.480743838028169,0.4914539319248826,0.5045481220657277,0.49490170187793425,0.5017972417840375,0.4987162558685446,0.49435152582159625,0.5040713028169014,0.5004034624413145,0.4909771126760563,0.4934345657276995,0.49658890845070425,0.5036678403755869,0.49783597417840375,0.5009903169014085,0.49559859154929575,0.5108599513749161,0.5430237676056338
9,0.4752787558685446,0.5464348591549296,0.556081279342723,0.5466549295774648,0.5514964788732394,0.550506161971831,0.5466182511737089,0.5500293427230047,0.4752787558685446,0.4752787558685446,0.4752787558685446,0.4752787558685446,0.4752787558685446,0.4752787558685446,0.4752787558685446,0.4752787558685446,0.4752787558685446,0.4752787558685446,0.5170554577464789,0.5020173122065728,0.5226672535211268,0.5070055751173709,0.48360475352112675,0.5020539906103286,0.5159917840375586,0.4752787558685446,0.5448576877934272,0.5547241784037559,0.5546508215962441,0.5549075704225352,0.5545407863849765,0.5520833333333334,0.5518632629107981,0.5066387910798122,0.4757555751173709,0.4946082746478873,0.49911971830985913,0.5045848004694836,0.50168720657277,0.4966255868544601,0.5043647300469484,0.49420481220657275,0.5052450117370892,0.4918207159624413,0.4972491197183099,0.5048415492957746,0.49607541079812206,0.5015038145539906,0.4925176056338028,0.5129024144869216,0.556081279342723
