,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,average_model,optimal_clustering
0,0.4838418079096045,0.5517514124293785,0.5787570621468927,0.5798870056497175,0.576045197740113,0.576045197740113,0.5740112994350283,0.5543502824858757,0.4838418079096045,0.4838418079096045,0.4838418079096045,0.4838418079096045,0.4838418079096045,0.4838418079096045,0.4838418079096045,0.4838418079096045,0.4838418079096045,0.4838418079096045,0.4927683615819209,0.5058757062146892,0.5075706214689265,0.4893785310734463,0.49480225988700566,0.49627118644067797,0.5029378531073446,0.4838418079096045,0.544180790960452,0.5813559322033899,0.5798870056497175,0.568135593220339,0.568135593220339,0.5470056497175141,0.5470056497175141,0.48135593220338985,0.5068926553672316,0.5096045197740113,0.4909604519774011,0.4972881355932203,0.4910734463276836,0.5092655367231639,0.49536723163841806,0.49830508474576274,0.4864406779661017,0.4993220338983051,0.49683615819209037,0.5010169491525424,0.4957062146892655,0.49954802259887005,0.4985310734463277,0.4990960451977401,0.5003389830508475,0.5311027411592384,0.5813559322033899
1,0.4919774011299435,0.5612429378531073,0.5875706214689266,0.584180790960452,0.5812429378531073,0.5812429378531073,0.5778531073446328,0.5568361581920904,0.4919774011299435,0.4919774011299435,0.4919774011299435,0.4919774011299435,0.4919774011299435,0.4919774011299435,0.4919774011299435,0.4919774011299435,0.4919774011299435,0.4919774011299435,0.5253107344632768,0.5124293785310734,0.5318644067796611,0.4745762711864407,0.48847457627118646,0.4927683615819209,0.5022598870056497,0.4919774011299435,0.5557062146892655,0.5885875706214689,0.5875706214689266,0.5701694915254237,0.5701694915254237,0.5461016949152543,0.5461016949152543,0.4915254237288136,0.5136723163841808,0.49175141242937853,0.5056497175141242,0.5046327683615819,0.511638418079096,0.49875706214689264,0.484406779661017,0.5084745762711864,0.5099435028248588,0.4871186440677966,0.49683615819209037,0.49310734463276834,0.5064406779661017,0.4927683615819209,0.4967231638418079,0.49310734463276834,0.4967231638418079,0.5368654530236451,0.5885875706214689
2,0.4856497175141243,0.5553672316384181,0.5877966101694915,0.584406779661017,0.5825988700564971,0.5825988700564971,0.5798870056497175,0.5287005649717514,0.4856497175141243,0.4856497175141243,0.4856497175141243,0.4856497175141243,0.4856497175141243,0.4856497175141243,0.4856497175141243,0.4856497175141243,0.4856497175141243,0.4856497175141243,0.5133333333333333,0.5271186440677966,0.5028248587570622,0.5578531073446328,0.48406779661016947,0.5105084745762711,0.5004519774011299,0.4856497175141243,0.5491525423728814,0.587457627118644,0.5871186440677966,0.5618079096045198,0.5618079096045198,0.5224858757062147,0.5224858757062147,0.4849717514124294,0.5105084745762711,0.4951412429378531,0.48757062146892655,0.5063276836158193,0.5170621468926554,0.49615819209039547,0.5001129943502824,0.4944632768361582,0.5092655367231639,0.49389830508474575,0.49683615819209037,0.49559322033898306,0.5143502824858757,0.49242937853107344,0.49683615819209037,0.5024858757062147,0.49231638418079093,0.5343670223896213,0.5877966101694915
3,0.4850847457627119,0.5511864406779661,0.5822598870056497,0.5822598870056497,0.5786440677966102,0.5786440677966102,0.5761581920903954,0.5567231638418079,0.4850847457627119,0.4850847457627119,0.4850847457627119,0.4850847457627119,0.4850847457627119,0.4850847457627119,0.4850847457627119,0.4850847457627119,0.4850847457627119,0.4850847457627119,0.4919774011299435,0.5163841807909605,0.5033898305084745,0.48135593220338985,0.48610169491525423,0.5007909604519774,0.5061016949152543,0.4850847457627119,0.5440677966101695,0.583502824858757,0.5820338983050848,0.5671186440677967,0.5671186440677967,0.5289265536723163,0.5289265536723163,0.4830508474576271,0.5112994350282486,0.5106214689265537,0.5097175141242938,0.4885875706214689,0.49751412429378533,0.5127683615819209,0.4912994350282486,0.5036158192090395,0.5037288135593221,0.49062146892655367,0.5001129943502824,0.4970621468926554,0.5112994350282486,0.5032768361581921,0.5042937853107344,0.4943502824858757,0.5037288135593221,0.5306800585896632,0.583502824858757
4,0.4674576271186441,0.5328813559322034,0.5528813559322034,0.5189830508474577,0.519774011299435,0.5204519774011299,0.5220338983050847,0.5403389830508475,0.4674576271186441,0.4674576271186441,0.4674576271186441,0.4674576271186441,0.4674576271186441,0.4674576271186441,0.4674576271186441,0.4674576271186441,0.4674576271186441,0.4674576271186441,0.5093785310734463,0.519774011299435,0.5240677966101694,0.5003389830508475,0.504406779661017,0.5062146892655367,0.5137853107344633,0.4674576271186441,0.5293785310734463,0.5507344632768362,0.5535593220338983,0.5396610169491526,0.5396610169491526,0.5360451977401129,0.5360451977401129,0.46768361581920903,0.49254237288135594,0.508587570621469,0.4969491525423729,0.5101694915254237,0.49819209039548024,0.507909604519774,0.5077966101694915,0.507909604519774,0.5143502824858757,0.5146892655367231,0.5149152542372881,0.5132203389830509,0.5037288135593221,0.508587570621469,0.5028248587570622,0.5013559322033898,0.5053107344632768,0.5148315547185605,0.5535593220338983
5,0.4887005649717514,0.5566101694915254,0.5928813559322034,0.5910734463276837,0.5892655367231638,0.5892655367231638,0.5863276836158192,0.5585310734463277,0.4887005649717514,0.4887005649717514,0.4887005649717514,0.4887005649717514,0.4887005649717514,0.4887005649717514,0.4887005649717514,0.4887005649717514,0.4887005649717514,0.4887005649717514,0.5236158192090395,0.5240677966101694,0.5312994350282486,0.5581920903954802,0.4849717514124294,0.49966101694915255,0.5045197740112994,0.4887005649717514,0.5497175141242938,0.5923163841807909,0.5922033898305085,0.571864406779661,0.571864406779661,0.5232768361581921,0.5232768361581921,0.4889265536723164,0.5167231638418079,0.5115254237288136,0.5101694915254237,0.48429378531073447,0.4970621468926554,0.5105084745762711,0.4950282485875706,0.5142372881355932,0.5063276836158193,0.5065536723163842,0.49265536723163844,0.5098305084745762,0.49242937853107344,0.4885875706214689,0.5006779661016949,0.5005649717514125,0.49887005649717514,0.5398242310106717,0.5928813559322034
6,0.49751412429378533,0.5654237288135593,0.5940112994350283,0.5908474576271187,0.5858757062146893,0.5858757062146893,0.5829378531073446,0.5555932203389831,0.49751412429378533,0.49751412429378533,0.49751412429378533,0.49751412429378533,0.49751412429378533,0.49751412429378533,0.49751412429378533,0.49751412429378533,0.49751412429378533,0.49751412429378533,0.5263276836158192,0.5096045197740113,0.5333333333333333,0.5536723163841808,0.5425988700564972,0.4896045197740113,0.4950282485875706,0.49751412429378533,0.5623728813559322,0.5952542372881356,0.595819209039548,0.5702824858757062,0.5702824858757062,0.5500564971751413,0.5500564971751413,0.49548022598870056,0.5248587570621469,0.49163841807909603,0.4838418079096045,0.4824858757062147,0.5067796610169492,0.5012429378531074,0.5073446327683616,0.4857627118644068,0.5134463276836159,0.5047457627118644,0.5031638418079096,0.48768361581920905,0.4908474576271186,0.4998870056497175,0.4863276836158192,0.492090395480226,0.4908474576271186,0.5450094161958569,0.595819209039548
7,0.4858757062146893,0.5533333333333333,0.5891525423728814,0.5812429378531073,0.5807909604519774,0.5807909604519774,0.5776271186440678,0.5404519774011299,0.4858757062146893,0.4858757062146893,0.4858757062146893,0.4858757062146893,0.4858757062146893,0.4858757062146893,0.4858757062146893,0.4858757062146893,0.4858757062146893,0.4858757062146893,0.5151412429378531,0.5275706214689265,0.5273446327683616,0.5616949152542373,0.4907344632768362,0.5011299435028248,0.5020338983050847,0.4858757062146893,0.5496045197740113,0.5870056497175141,0.5893785310734463,0.5354802259887006,0.5354802259887006,0.5291525423728813,0.5291525423728813,0.48610169491525423,0.5157062146892656,0.49468926553672316,0.5075706214689265,0.49819209039548024,0.5089265536723164,0.5063276836158193,0.508587570621469,0.4922033898305085,0.508587570621469,0.5096045197740113,0.49163841807909603,0.5088135593220339,0.4936723163841808,0.4959322033898305,0.5061016949152543,0.5024858757062147,0.49468926553672316,0.534429797028667,0.5893785310734463
8,0.4849717514124294,0.5583050847457627,0.584180790960452,0.5814689265536723,0.5787570621468927,0.5787570621468927,0.576497175141243,0.5570621468926553,0.4849717514124294,0.4849717514124294,0.4849717514124294,0.4849717514124294,0.4849717514124294,0.4849717514124294,0.4849717514124294,0.4849717514124294,0.4849717514124294,0.4849717514124294,0.5212429378531074,0.5137853107344633,0.4998870056497175,0.4880225988700565,0.49457627118644065,0.49050847457627117,0.5016949152542373,0.4849717514124294,0.5516384180790961,0.5851977401129943,0.5862146892655368,0.5701694915254237,0.5701694915254237,0.5488135593220339,0.5488135593220339,0.48406779661016947,0.5132203389830509,0.49898305084745764,0.507909604519774,0.4850847457627119,0.512090395480226,0.5001129943502824,0.4969491525423729,0.49536723163841806,0.47988700564971754,0.5055367231638418,0.5089265536723164,0.5067796610169492,0.4990960451977401,0.495819209039548,0.508135593220339,0.5012429378531074,0.4934463276836158,0.5341828834484201,0.5862146892655368
9,0.4977401129943503,0.5685875706214689,0.5928813559322034,0.5931073446327684,0.5885875706214689,0.5885875706214689,0.5842937853107345,0.5585310734463277,0.4977401129943503,0.4977401129943503,0.4977401129943503,0.4977401129943503,0.4977401129943503,0.4977401129943503,0.4977401129943503,0.4977401129943503,0.4977401129943503,0.4977401129943503,0.5258757062146893,0.511638418079096,0.5317514124293785,0.5570621468926553,0.5421468926553672,0.480225988700565,0.49322033898305084,0.4977401129943503,0.5659887005649717,0.5945762711864406,0.5928813559322034,0.5743502824858757,0.5743502824858757,0.5487005649717515,0.5487005649717515,0.49480225988700566,0.523728813559322,0.49389830508474575,0.5004519774011299,0.5119774011299435,0.49615819209039547,0.4936723163841808,0.5064406779661017,0.49050847457627117,0.512090395480226,0.49242937853107344,0.49310734463276834,0.4871186440677966,0.5022598870056497,0.4942372881355932,0.4992090395480226,0.49480225988700566,0.4951412429378531,0.5453902490060683,0.5945762711864406
