,abilities
kmeans_n_clusters_1,0.52074564
kmeans_n_clusters_2,0.5401999
kmeans_n_clusters_3,0.5374111
kmeans_n_clusters_4,0.5373356
kmeans_n_clusters_5,0.5089543
kmeans_n_clusters_6,0.50486046
kmeans_n_clusters_7,0.49647632
kmeans_n_clusters_8,0.4967977
dbscan_eps_0_1_min_samples_2,0.52074564
dbscan_eps_0_2_min_samples_2,0.52074564
dbscan_eps_0_3_min_samples_2,0.52074564
dbscan_eps_0_4_min_samples_2,0.52074564
dbscan_eps_0_5_min_samples_2,0.52074564
dbscan_eps_0_6_min_samples_2,0.52074564
dbscan_eps_0_7_min_samples_2,0.52074564
dbscan_eps_0_8_min_samples_2,0.52074564
dbscan_eps_0_9_min_samples_2,0.52074564
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.52074564
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50631195
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.48147634
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.4881853
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.4776437
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.47135538
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4703564
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.4747977
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.52074564
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.54109925
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53329206
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.51110804
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.50311047
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4947971
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49026915
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.48380664
mean_shift_,0.5259883
optics_,0.5214211
random_model_n1,0.4896122
random_model_n2,0.489609
random_model_n3,0.49040598
random_model_n4,0.4896222
random_model_n5,0.48970258
random_model_n6,0.48961133
random_model_n7,0.4897118
random_model_n8,0.48976827
random_model_n9,0.48960105
random_model_n10,0.489457
random_model_n11,0.4896526
random_model_n12,0.48946416
random_model_n13,0.48942965
random_model_n14,0.48950145
random_model_n15,0.4896434
random_model_n16,0.48942766
random_model_n17,0.48963213
random_model_n18,0.4897222
random_model_n19,0.48968977
random_model_n20,0.48940915
random_model_n21,0.4898782
random_model_n22,0.48996705
random_model_n23,0.48977914
random_model_n24,0.48937905
random_model_n25,0.49031046
random_model_n26,0.48956692
random_model_n27,0.489525
random_model_n28,0.48955482
average_model,0.5098145
optimal_clustering,0.5423966
