,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,average_model,optimal_clustering
0,0.47373689478952635,0.5679100152784363,0.5939887255676729,0.5967809915178336,0.5835835835835835,0.5812127917391076,0.579526895316369,0.5670934091986723,0.5213107844686792,0.47373689478952635,0.47373689478952635,0.47373689478952635,0.47373689478952635,0.47373689478952635,0.47373689478952635,0.47373689478952635,0.47373689478952635,0.47373689478952635,0.5378273009851957,0.5800537379484748,0.5972551498867288,0.571150097465887,0.5741794426004952,0.5665665665665666,0.5682261208576999,0.47373689478952635,0.6036826299984195,0.6107159791370318,0.5749697065486539,0.5349296665086138,0.5231283915494441,0.5692007797270955,0.5747853116274169,0.47373689478952635,0.47373689478952635,0.5064801643749012,0.5026078710289237,0.5078762973499815,0.5039249776091881,0.5353330774383405,0.6107159791370318
1,0.4800063221115853,0.5635899056951689,0.5347979558505874,0.5757863126284178,0.5766029187081818,0.5469153363890206,0.5506032348137612,0.5325852167957431,0.4951530477846267,0.4800063221115853,0.4800063221115853,0.4800063221115853,0.4800063221115853,0.4800063221115853,0.4800063221115853,0.4800063221115853,0.4800063221115853,0.4800063221115853,0.5783414993941309,0.520836626099784,0.5744165217849428,0.494810600073758,0.5471260734418629,0.5335598756651388,0.5336389020599547,0.4800063221115853,0.5164374901217006,0.577156103471893,0.575707286233602,0.5683578315157263,0.551051051051051,0.5522627891048943,0.5269216585006059,0.4800063221115853,0.4800063221115853,0.5036878984247405,0.5018966334755809,0.5005005005005005,0.497181391918234,0.5219068692752903,0.5783414993941309
2,0.4797165586639271,0.6114535588219798,0.6370054264791107,0.633212159527949,0.6063168431589484,0.6065012380801854,0.6053158421579474,0.5594805331647437,0.5080343501396133,0.4797165586639271,0.4797165586639271,0.4797165586639271,0.4797165586639271,0.4797165586639271,0.4797165586639271,0.4797165586639271,0.4797165586639271,0.4797165586639271,0.6020757599704968,0.6375586112428218,0.6325272641062115,0.6081344502397134,0.6057900005268426,0.5590327169274538,0.5690954112006743,0.4797165586639271,0.6017596543912334,0.6274959169696012,0.6317896844212634,0.6316316316316316,0.5834782150571625,0.5655655655655656,0.5692271218587008,0.4797165586639271,0.4797165586639271,0.49365154628312524,0.4954428112322849,0.5044781623728992,0.49836678784047206,0.5551084919505972,0.6375586112428218
3,0.4754754754754755,0.5699647015436489,0.5822664770033191,0.6296296296296297,0.6299193930772878,0.6024182076813656,0.6004688899425742,0.6013118381539434,0.500816606079764,0.4754754754754755,0.4754754754754755,0.4754754754754755,0.4754754754754755,0.4754754754754755,0.4754754754754755,0.4754754754754755,0.4754754754754755,0.4754754754754755,0.581081081081081,0.5774985511827617,0.6285759443654181,0.6274168905747853,0.6097940045308466,0.6043148411569464,0.602181128496918,0.4754754754754755,0.5712291238607028,0.6299457352088931,0.6297613402876561,0.6235182550972025,0.6007586533902324,0.6001001001001001,0.5964648859385702,0.4754754754754755,0.4754754754754755,0.49868289341973554,0.5040303461356093,0.5007639218165534,0.5019756598703967,0.5537319274161381,0.6299457352088931
4,0.489805595068753,0.5949897265686739,0.5987566513882303,0.6175122490911965,0.6171171171171171,0.5820030556872662,0.5728886781518361,0.546046046046046,0.5099046414835888,0.489805595068753,0.489805595068753,0.489805595068753,0.489805595068753,0.489805595068753,0.489805595068753,0.489805595068753,0.489805595068753,0.489805595068753,0.570702281228597,0.6076339497392129,0.6191718033823297,0.61419314050893,0.5883778515357463,0.5478636531268111,0.5447816237289922,0.489805595068753,0.5978346767820452,0.5897476423792213,0.6159053790632738,0.6092144776355303,0.5827933196354249,0.602365523418155,0.5505768926821558,0.489805595068753,0.489805595068753,0.48909435751541014,0.499815605078763,0.5069806648754017,0.49459986302091563,0.5499386604649762,0.6191718033823297
5,0.4728676044465518,0.5256308940519466,0.5692534639903061,0.5734155207839419,0.5705442284389652,0.5704915441757547,0.5657499604868026,0.5648543280122228,0.5033717928454771,0.4728676044465518,0.4728676044465518,0.4728676044465518,0.4728676044465518,0.4728676044465518,0.4728676044465518,0.4728676044465518,0.4728676044465518,0.4728676044465518,0.5541857647120805,0.5839523734260577,0.5720193878088615,0.5604288499025342,0.5739950476792582,0.5741794426004952,0.5577682946103999,0.4728676044465518,0.5639323534060376,0.5283968178705021,0.591170117485907,0.5857963226384278,0.5671460934618829,0.5768136557610242,0.5771824456034982,0.4728676044465518,0.4728676044465518,0.5027132395553449,0.5047679258205574,0.4994731573678942,0.5026342131605289,0.5302159302159303,0.591170117485907
6,0.4749486328433697,0.5918286707760392,0.5041620567936358,0.6199357251988831,0.6201728043833307,0.596359517412149,0.5946736209894105,0.5929350403034613,0.510194404931247,0.4749486328433697,0.4749486328433697,0.4749486328433697,0.4749486328433697,0.4749486328433697,0.4749486328433697,0.4749486328433697,0.4749486328433697,0.4749486328433697,0.5982561508877299,0.5081397186660345,0.6195142510931985,0.6176176176176176,0.6003108371529424,0.5957799905168326,0.5948053316474369,0.4749486328433697,0.5395658816711448,0.6193561983035667,0.6194352246983826,0.6154575628259839,0.5938043306464359,0.5929877245666719,0.5900374058268795,0.4749486328433697,0.4749486328433697,0.504004004004004,0.5050840313998208,0.5033454507138717,0.5039249776091881,0.5459903512535091,0.6201728043833307
7,0.4817185606659291,0.6081871345029239,0.6276276276276276,0.6104525578209788,0.6068963700542648,0.6068436857910542,0.5695959117011749,0.5770770770770771,0.525657236183552,0.4817185606659291,0.4817185606659291,0.4817185606659291,0.4817185606659291,0.4817185606659291,0.4817185606659291,0.4817185606659291,0.4817185606659291,0.4817185606659291,0.611558927348401,0.6205152520941994,0.6148516937990622,0.6026552868658132,0.6018913650492598,0.5995205732047837,0.5746536009693904,0.4817185606659291,0.5127759338285655,0.6111637953743216,0.6092408197671355,0.579895685158843,0.5792634740003161,0.5787893156314209,0.5795005531847637,0.4817185606659291,0.4817185606659291,0.4907012275433328,0.4972867604446552,0.4998946314735788,0.49162320214951793,0.5505987190197716,0.6276276276276276
8,0.476160370897213,0.5936199357251989,0.6277593382856541,0.6278647068120752,0.6163005110373532,0.615931721194879,0.5894578789315631,0.5771824456034982,0.5070860334018229,0.476160370897213,0.476160370897213,0.476160370897213,0.476160370897213,0.476160370897213,0.476160370897213,0.476160370897213,0.476160370897213,0.476160370897213,0.6041041041041041,0.6298140245508667,0.6292608397871555,0.6176966440124335,0.6114535588219798,0.6078183446604499,0.5823718455297403,0.476160370897213,0.5309256625046098,0.5944892260681734,0.6282334966545493,0.5894051946683526,0.585717296243612,0.568515884305358,0.5664875401717507,0.476160370897213,0.476160370897213,0.49889363047257784,0.5076128760339287,0.5005531847637111,0.5015541857647121,0.5511880301353984,0.6298140245508667
9,0.4814024550866656,0.6048680259206575,0.5315842157947421,0.5995205732047837,0.5976502818608082,0.5845055581897687,0.5448869922554133,0.5640113798008535,0.5028976344765819,0.4814024550866656,0.4814024550866656,0.4814024550866656,0.4814024550866656,0.4814024550866656,0.4814024550866656,0.4814024550866656,0.4814024550866656,0.4814024550866656,0.5982824930193351,0.5544491860281334,0.5970707549654918,0.5954638849375692,0.5866129287181919,0.5750487329434698,0.5653548285127232,0.4814024550866656,0.5795795795795796,0.6106896370054264,0.5967546493862284,0.5465992308097571,0.5474948632843369,0.5479690216532321,0.5324008218745061,0.4814024550866656,0.4814024550866656,0.5055055055055055,0.49359886201991465,0.49636478583847005,0.49631210157525946,0.5377693482956641,0.6106896370054264
