,abilities
kmeans_n_clusters_1,0.5194448
kmeans_n_clusters_2,0.5356537
kmeans_n_clusters_3,0.5337619
kmeans_n_clusters_4,0.5332432
kmeans_n_clusters_5,0.5151216
kmeans_n_clusters_6,0.5141212
kmeans_n_clusters_7,0.50326383
kmeans_n_clusters_8,0.5039762
dbscan_eps_0_1_min_samples_2,0.5194448
dbscan_eps_0_2_min_samples_2,0.5194448
dbscan_eps_0_3_min_samples_2,0.5194448
dbscan_eps_0_4_min_samples_2,0.5194448
dbscan_eps_0_5_min_samples_2,0.5194448
dbscan_eps_0_6_min_samples_2,0.5194448
dbscan_eps_0_7_min_samples_2,0.5194448
dbscan_eps_0_8_min_samples_2,0.5194448
dbscan_eps_0_9_min_samples_2,0.5194448
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5194448
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5099898
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.49152642
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49682465
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.48863158
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4837391
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.48325852
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48668647
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5194448
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5363562
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5309657
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5159619
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5091907
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5025386
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49865335
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49404502
mean_shift_,0.5234969
optics_,0.519931
random_model_n1,0.49720952
random_model_n2,0.4973183
random_model_n3,0.4979308
random_model_n4,0.4973189
random_model_n5,0.4974178
random_model_n6,0.49733132
random_model_n7,0.49742046
random_model_n8,0.4973565
random_model_n9,0.49742636
random_model_n10,0.4972393
random_model_n11,0.4974116
random_model_n12,0.49721113
random_model_n13,0.4970921
random_model_n14,0.4973196
random_model_n15,0.49735373
random_model_n16,0.497114
random_model_n17,0.49737835
random_model_n18,0.49740192
random_model_n19,0.49757388
random_model_n20,0.4971271
random_model_n21,0.49749124
random_model_n22,0.4975655
random_model_n23,0.49742395
random_model_n24,0.4970962
random_model_n25,0.4979121
random_model_n26,0.49733162
random_model_n27,0.49734226
random_model_n28,0.49724147
random_model_n29,0.49742517
random_model_n30,0.49732608
random_model_n31,0.49723917
random_model_n32,0.49761072
random_model_n33,0.49724367
random_model_n34,0.49789897
random_model_n35,0.49745366
random_model_n36,0.49736547
random_model_n37,0.4977203
random_model_n38,0.49742752
random_model_n39,0.497239
random_model_n40,0.49762985
random_model_n41,0.49765122
random_model_n42,0.497259
random_model_n43,0.49732503
random_model_n44,0.49732125
random_model_n45,0.49735057
random_model_n46,0.4971668
random_model_n47,0.49739155
random_model_n48,0.4974424
random_model_n49,0.4972373
random_model_n50,0.49723116
random_model_n51,0.49725193
random_model_n52,0.4977263
random_model_n53,0.49745998
average_model,0.51268137
optimal_clustering,0.5378841
