,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,average_model,optimal_clustering
0,0.33520772889061706,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.713755869948853,0.713755869948853,0.713755869948853,0.7324200640086143,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.33520772889061706,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.33520772889061706,0.7337959501091735,0.7337959501091735,0.7337959501091735,0.713755869948853,0.713755869948853,0.713755869948853,0.6991595130559627,0.7337959501091735,0.7337959501091735,0.5520593425657284,0.56312625250501,0.5531361229922531,0.5598360900906291,0.5462566924894565,0.5597762689558221,0.5387790506385907,0.5568450333502827,0.5686297969072474,0.5591780576077529,0.5523584482397631,0.5638441061226932,0.5424281398618132,0.5365058475159273,0.5497861394430652,0.5504441719259414,0.5534352286662878,0.5493673914994167,0.5473932940507882,0.5287290999910268,0.5470941883767535,0.5317799778661801,0.5570843178895104,0.5439834893667933,0.5595968055514013,0.5508629198695899,0.5462566924894565,0.5379415547512937,0.5639039272575,0.5434450991535309,0.5517004157568869,0.557383423563545,0.552478090509377,0.6984837557924028,0.7337959501091735
1,0.36419106870457335,0.565190081655849,0.6784913109801693,0.6765770346663477,0.6765770346663477,0.6764573923967337,0.67711542487961,0.6394879310860527,0.677055603744803,0.6784913109801693,0.6784913109801693,0.6784913109801693,0.565190081655849,0.565190081655849,0.565190081655849,0.565190081655849,0.565190081655849,0.36419106870457335,0.565190081655849,0.6784913109801693,0.6759788233182783,0.6777136362276792,0.612149672479287,0.6489994915203542,0.667125295366853,0.36419106870457335,0.565190081655849,0.6784913109801693,0.6777136362276792,0.6777136362276792,0.6747824006221398,0.6698172464331649,0.6678431489845362,0.6784913109801693,0.6784913109801693,0.5452098226303354,0.5585499356922801,0.5272036610534502,0.5452696437651422,0.5386893189363802,0.5348607663087369,0.5573535129961416,0.5242724254479108,0.5366554003529447,0.5440732210690037,0.5453892860347561,0.5408428797894296,0.5471839200789639,0.559447252714384,0.5283402626147818,0.5337241647474052,0.5463464241916669,0.5444321478778452,0.5444919690126522,0.5345018394998953,0.5521490742679389,0.5550803098734783,0.538868782340801,0.5270241976490294,0.5371937905662071,0.5292974007716926,0.5547812041994437,0.5544222773906021,0.554482098525409,0.5468249932701224,0.5615409924326265,0.5371339694314001,0.5329464899949152,0.623158976881347,0.6784913109801693
2,0.36359285735650404,0.561899919241468,0.6734663356563874,0.6757395387790507,0.6757395387790507,0.6756198965094368,0.6757395387790507,0.6604253282684772,0.6716717016121796,0.6734663356563874,0.6734663356563874,0.6734663356563874,0.561899919241468,0.561899919241468,0.561899919241468,0.561899919241468,0.561899919241468,0.36359285735650404,0.561899919241468,0.6734663356563874,0.673765441330422,0.6749618640265606,0.6082612987168367,0.6452307600275177,0.6632369216044028,0.36359285735650404,0.561899919241468,0.6734663356563874,0.6753207908354022,0.6753207908354022,0.6731074088475458,0.6691592139502887,0.6674842221756947,0.6734663356563874,0.6734663356563874,0.5432955463165137,0.5386294978015733,0.5465258875960877,0.5284000837495887,0.5402446684413603,0.5514312206502557,0.5333054168037568,0.5285795471540096,0.5433553674513205,0.5356384410612269,0.5346813029043161,0.5385098555319594,0.5415607334071127,0.5189483444500942,0.5453294648999492,0.5422785870247958,0.5456285705739838,0.5394071725540633,0.5283402626147818,0.5321688152424251,0.551132114976221,0.5576526186701761,0.5333054168037568,0.5476026680226124,0.5410821643286573,0.5270840187838364,0.5566954805132653,0.5549008464690575,0.5357580833308407,0.5462267819220531,0.5199653037418119,0.5386294978015733,0.5497562288756618,0.6211139803099841,0.6757395387790507
3,0.3662548978554123,0.5645021386055693,0.6805551401310083,0.6805551401310083,0.6475338737175844,0.6477133371220052,0.6537552717375048,0.652020458828104,0.680016749917746,0.6804953189962013,0.6805551401310083,0.6805551401310083,0.5645021386055693,0.5645021386055693,0.5645021386055693,0.5645021386055693,0.5645021386055693,0.3662548978554123,0.5645021386055693,0.6805551401310083,0.6805551401310083,0.6423294349893818,0.6504052881883169,0.6367062483175305,0.6795980019740975,0.3662548978554123,0.5645021386055693,0.6805551401310083,0.6803158555917805,0.6803158555917805,0.6379026710136692,0.654473125355188,0.6510633206711931,0.6805551401310083,0.6805551401310083,0.558220919450842,0.5201746777136362,0.5274130350252745,0.5436843836927586,0.5377620913468728,0.5337540753148087,0.529327311339096,0.5329165794275117,0.5485298956121197,0.5514013100828523,0.5432656357491101,0.5296862381479377,0.5304639129004277,0.5472736517811743,0.5308228397092692,0.5403942212783777,0.5323781892142494,0.5350103191457541,0.5461968713546496,0.5403344001435707,0.5514013100828523,0.5530164807226393,0.5629467891005893,0.535189782550175,0.5528370173182185,0.5478120419944367,0.546615619298298,0.5435049202883379,0.52866927885622,0.5473334729159812,0.5347112134717196,0.5333951485059671,0.536027278437472,0.6190191327929491,0.6805551401310083
4,0.37818921424939433,0.5744623575509228,0.6766368558011545,0.6766368558011545,0.6609637184817396,0.6604253282684772,0.6442736218706069,0.6421798821523644,0.6768761403403822,0.6768761403403822,0.6766368558011545,0.6766368558011545,0.5744623575509228,0.5744623575509228,0.5744623575509228,0.5744623575509228,0.5744623575509228,0.37818921424939433,0.5744623575509228,0.6766368558011545,0.6766368558011545,0.6677833278497293,0.5608829599497502,0.6425986300960129,0.6749020428917537,0.37818921424939433,0.5744623575509228,0.6766368558011545,0.6768761403403822,0.6768761403403822,0.6714922382077588,0.6165764364549996,0.6123291358837077,0.6766368558011545,0.6766368558011545,0.553704423772919,0.5175724583495349,0.5230161816169653,0.5345616606347022,0.5489187329883648,0.534741124039123,0.5444919690126522,0.536416115813717,0.5306134657374451,0.5242126043131038,0.5474232046181916,0.5371339694314001,0.5365955792181377,0.5310920348159005,0.5390482457452218,0.5368348637573654,0.5357580833308407,0.5367152214877516,0.5379714653186971,0.5328268477253013,0.5499356922800825,0.5476026680226124,0.5316304250291628,0.5343821972302815,0.526485807435767,0.5412616277330781,0.5306134657374451,0.5096162474202136,0.5383303921275386,0.5342027338258607,0.5291179373672719,0.5385696766667664,0.540543774115395,0.6196228831349818,0.6768761403403822
5,0.370621840696318,0.5663565937845841,0.671701612179583,0.671701612179583,0.6452606705949212,0.6459187030777974,0.6349714354081297,0.6356294678910059,0.6714025065055484,0.6715221487751623,0.671701612179583,0.671701612179583,0.5663565937845841,0.5663565937845841,0.5663565937845841,0.5663565937845841,0.5663565937845841,0.370621840696318,0.5663565937845841,0.671701612179583,0.671701612179583,0.636347321508689,0.5442825950408279,0.6342535817904466,0.6708042951574792,0.370621840696318,0.5663565937845841,0.671701612179583,0.6711632219663207,0.6711632219663207,0.6570454341518859,0.6175634851793138,0.6137947536864774,0.671701612179583,0.671701612179583,0.5266951814075913,0.5506834564651691,0.5231657344539826,0.5333951485059671,0.5311817665181109,0.5291478479346753,0.5456584811413873,0.545837944545808,0.5400352944695361,0.5478718631292435,0.5398558310651153,0.5408727903568331,0.5365656686507343,0.5369844165943828,0.5451200909281249,0.5394370831214668,0.5355487093590166,0.5324978314838632,0.5414111805700954,0.5389585140430114,0.5505638141955553,0.5395567253910807,0.5280112463733437,0.5403942212783777,0.5325576526186702,0.5300451649567792,0.5437442048275656,0.5076720605389884,0.5414111805700954,0.5342326443932641,0.5471540095115605,0.5467950827027188,0.5422486764573924,0.6127068952720256,0.671701612179583
6,0.3614692070708581,0.5578021715071935,0.6749917745939641,0.6796578231089043,0.6796578231089043,0.6792988963000628,0.6798372865133252,0.664343612598331,0.6720007178536177,0.6749917745939641,0.6749917745939641,0.6749917745939641,0.5578021715071935,0.5578021715071935,0.5578021715071935,0.5578021715071935,0.5578021715071935,0.3614692070708581,0.5578021715071935,0.6749917745939641,0.6774444411210481,0.6788801483564143,0.6063171118356115,0.6284509317141747,0.6657793198336972,0.3614692070708581,0.5578021715071935,0.6749917745939641,0.6797176442437113,0.6797176442437113,0.6767864086381719,0.6731373194149493,0.6713426853707415,0.6749917745939641,0.6749917745939641,0.5482307899380852,0.5317799778661801,0.5470343672419465,0.5479316842640505,0.5487093590165405,0.5497861394430652,0.5363862052463135,0.5473334729159812,0.5421290341877786,0.5444022373104418,0.5488888224209614,0.5456584811413873,0.5441629527712141,0.5620494720784853,0.5350701402805611,0.5436843836927586,0.5460174079502288,0.5414111805700954,0.5446415218496695,0.5321987258098286,0.5542129034187778,0.5289683845302545,0.5397960099303084,0.530164807226393,0.5412317171656746,0.5503245296563276,0.5266353602727843,0.5276523195645021,0.5408129692220262,0.5440433105016003,0.5645021386055693,0.5369245954595758,0.5497263183082584,0.621777551786824,0.6798372865133252
7,0.37322406006041936,0.5735052193940119,0.6863877007746837,0.6863877007746837,0.6709538479944964,0.6707743845900757,0.6481619956330572,0.6489396703855472,0.6864475219094907,0.6865073430442975,0.6863877007746837,0.6863877007746837,0.5735052193940119,0.5735052193940119,0.5735052193940119,0.5735052193940119,0.5735052193940119,0.37322406006041936,0.5735052193940119,0.6863877007746837,0.6863877007746837,0.6772350671492238,0.5542428139861814,0.6524691173391559,0.6850716358089313,0.37322406006041936,0.5735052193940119,0.6863877007746837,0.6866269853139114,0.6866269853139114,0.6799868393503424,0.6618012143690366,0.6616217509646158,0.6863877007746837,0.6863877007746837,0.5575329764005623,0.5488589118535578,0.540483952980588,0.5378518230490832,0.5486794484491371,0.5279215146711334,0.5394669936888703,0.5492178386623994,0.5464062453264739,0.5291777585020788,0.5532856758292705,0.5477821314270331,0.551969610863518,0.5304938234678311,0.5492776597972063,0.5345018394998953,0.5352795142523854,0.5270840187838364,0.5484999850447163,0.5360571890048754,0.5383902132623456,0.553644602638112,0.5590285047707355,0.5410821643286573,0.5559178057607753,0.5306134657374451,0.5324679209164598,0.5106332067119314,0.5452098226303354,0.5452098226303354,0.5353991565219992,0.542218765889989,0.5402446684413603,0.6279313740803886,0.6866269853139114
8,0.36598570274878117,0.5635749110160619,0.6769359614751892,0.6769359614751892,0.6769359614751892,0.6763975712619268,0.6769359614751892,0.6592289055723387,0.6749020428917537,0.6769359614751892,0.6769359614751892,0.6769359614751892,0.5635749110160619,0.5635749110160619,0.5635749110160619,0.5635749110160619,0.5635749110160619,0.36598570274878117,0.5635749110160619,0.6769359614751892,0.6749020428917537,0.6760386444530853,0.6089791523345198,0.6469655729369186,0.6661083360751353,0.36598570274878117,0.5635749110160619,0.6769359614751892,0.6769359614751892,0.6769359614751892,0.673825262465229,0.6699368887027787,0.6674842221756947,0.6769359614751892,0.6769359614751892,0.544611611282266,0.5538240660425329,0.5491580175275925,0.5455687494391769,0.5389286034756079,0.5373134328358209,0.5327670265904945,0.5233751084258068,0.5466455298657016,0.5386294978015733,0.5322286363772321,0.542158944755182,0.5439535787993898,0.5614213501630126,0.5295965064457273,0.5435946519905482,0.5401848473065534,0.5443723267430384,0.5506535458977657,0.5330063111297221,0.5295965064457273,0.5545419196602159,0.529835790984955,0.5502347979541172,0.5385098555319594,0.5446714324170729,0.5229563604821583,0.5241527831782969,0.5542428139861814,0.5474232046181916,0.5187688810456734,0.5494571232016271,0.5506535458977657,0.6230371190141476,0.6769359614751892
9,0.35411120748960606,0.5531959441270601,0.6675141327430981,0.6735560673585977,0.6735560673585977,0.6732569616845632,0.6728980348757216,0.6554900846469057,0.6651212873508211,0.6675141327430981,0.6675141327430981,0.6675141327430981,0.5531959441270601,0.5531959441270601,0.5531959441270601,0.5531959441270601,0.5531959441270601,0.35411120748960606,0.5531959441270601,0.6675141327430981,0.6713426853707415,0.668471270900009,0.5997966081416565,0.6721203601232315,0.6574641820955344,0.35411120748960606,0.5531959441270601,0.6675141327430981,0.6703855472138307,0.6703855472138307,0.6737355307630186,0.6665569945861873,0.6653007507552419,0.6675141327430981,0.6675141327430981,0.544222773906021,0.5436843836927586,0.5462566924894565,0.547512936320402,0.5452397331977388,0.5350103191457541,0.5402745790087637,0.5329764005623187,0.5484102533425059,0.547453115185595,0.5527771961834116,0.5443424161756348,0.5506834564651691,0.5452995543325457,0.5401549367391499,0.5515807734872731,0.5472736517811743,0.5593575210121736,0.5546316513624263,0.5406335058176054,0.5430861723446894,0.555768252923758,0.5607932282475399,0.5452995543325457,0.5481111476684712,0.5471540095115605,0.5496664971734514,0.5214907426793887,0.5439236682319863,0.5473334729159812,0.5610325127867676,0.5377620913468728,0.5405138635479915,0.6153124380325049,0.6737355307630186
