,abilities
kmeans_n_clusters_1,0.5181201
kmeans_n_clusters_2,0.5465048
kmeans_n_clusters_3,0.54235387
kmeans_n_clusters_4,0.5412025
kmeans_n_clusters_5,0.49824238
kmeans_n_clusters_6,0.4950736
kmeans_n_clusters_7,0.48154068
kmeans_n_clusters_8,0.4822615
dbscan_eps_0_1_min_samples_2,0.5181201
dbscan_eps_0_2_min_samples_2,0.5181201
dbscan_eps_0_3_min_samples_2,0.5181201
dbscan_eps_0_4_min_samples_2,0.5181201
dbscan_eps_0_5_min_samples_2,0.5181201
dbscan_eps_0_6_min_samples_2,0.5181201
dbscan_eps_0_7_min_samples_2,0.5181201
dbscan_eps_0_8_min_samples_2,0.5181201
dbscan_eps_0_9_min_samples_2,0.5181201
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5181201
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49202424
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4518369
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.46098593
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.44397274
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.43400455
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.43222734
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.43879798
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5181201
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.54741514
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5346238
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.49925354
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.48209354
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.47070944
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4624183
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.44906732
mean_shift_,0.52618986
optics_,0.51927704
random_model_n1,0.46429998
random_model_n2,0.4640955
random_model_n3,0.46551117
random_model_n4,0.4642488
random_model_n5,0.46449125
average_model,0.49814907
optimal_clustering,0.5492174
