,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,average_model,optimal_clustering
0,0.47707518470230337,0.5712733594089526,0.5828987396784007,0.5793133420252065,0.5750760538896132,0.56671012603216,0.5786614515428075,0.5636679704476315,0.47707518470230337,0.47707518470230337,0.47707518470230337,0.47707518470230337,0.47707518470230337,0.47707518470230337,0.47707518470230337,0.47707518470230337,0.47707518470230337,0.47707518470230337,0.4873967840069535,0.5128205128205128,0.5070621468926554,0.49478487614080835,0.5015210777922642,0.5007605388961321,0.5045632333767927,0.47707518470230337,0.5431334202520643,0.5849630595393307,0.5826814428509344,0.574206866579748,0.574206866579748,0.5517166449369839,0.5517166449369839,0.47490221642764013,0.5035853976531942,0.5005432420686659,0.5019556714471969,0.5059756627553238,0.5051064754454585,0.5078226857887875,0.5073880921338548,0.5270534550195567,0.5023902651021295,0.49760973489787047,0.5009778357235984,0.5093437635810517,0.5059756627553238,0.5132551064754455,0.4959800086918731,0.4940243372446762,0.49337244676227726,0.5032594524119948,0.4970664928292047,0.5261681716483977,0.5849630595393307
1,0.48185571490656237,0.5738809213385485,0.5848544111255976,0.5814863102998696,0.5765971316818774,0.566058235549761,0.5810517166449369,0.5671447196870926,0.48185571490656237,0.48185571490656237,0.48185571490656237,0.48185571490656237,0.48185571490656237,0.48185571490656237,0.48185571490656237,0.48185571490656237,0.48185571490656237,0.48185571490656237,0.5182529335071708,0.5165145588874402,0.5275966970882225,0.47924815297696655,0.5008691873098653,0.49934810951760106,0.5065189048239895,0.48185571490656237,0.5433507170795306,0.5860495436766623,0.5857235984354628,0.5757279443720121,0.5757279443720121,0.5523685354193829,0.5523685354193829,0.48033463711429814,0.508148631029987,0.5003259452411994,0.49445893089960885,0.48033463711429814,0.5031508039982616,0.510864841373316,0.5092351151673186,0.48717948717948717,0.5136897001303781,0.5083659278574533,0.49511082138200785,0.5032594524119948,0.5047805302042591,0.4985875706214689,0.4940243372446762,0.5003259452411994,0.4932637983485441,0.4940243372446762,0.5069534984789222,0.5293069036006889,0.5860495436766623
2,0.4715341156019122,0.5713820078226858,0.5890916992611908,0.5874619730551934,0.580399826162538,0.5311820947414168,0.5883311603650587,0.5663841807909604,0.4715341156019122,0.4715341156019122,0.4715341156019122,0.4715341156019122,0.4715341156019122,0.4715341156019122,0.4715341156019122,0.4715341156019122,0.4715341156019122,0.4715341156019122,0.5172750977835724,0.5283572359843546,0.5080399826162538,0.5620382442416341,0.49261190786614517,0.5171664493698392,0.512277270751847,0.4715341156019122,0.5399826162538027,0.5874619730551934,0.5888744024337245,0.5712733594089526,0.5712733594089526,0.5373750543242068,0.5373750543242068,0.47305519339417645,0.500651890482399,0.5045632333767927,0.5083659278574533,0.5121686223381139,0.5035853976531942,0.5085832246849196,0.4975010864841373,0.5070621468926554,0.5127118644067796,0.5061929595827901,0.5033681008257279,0.5148848326814428,0.5124945675793133,0.5211864406779662,0.5002172968274663,0.49869621903520206,0.49391568883094306,0.5017383746197306,0.5105388961321164,0.5225344858113219,0.5890916992611908
3,0.47696653628857016,0.5642112125162972,0.5825727944372012,0.5818122555410691,0.5760538896132117,0.5631247283789657,0.5800738809213386,0.5631247283789657,0.47696653628857016,0.47696653628857016,0.47696653628857016,0.47696653628857016,0.47696653628857016,0.47696653628857016,0.47696653628857016,0.47696653628857016,0.47696653628857016,0.47696653628857016,0.49641460234680573,0.5200999565406345,0.5119513255106476,0.49163407214254673,0.491851368970013,0.5072794437201217,0.5158626684050412,0.47696653628857016,0.5378096479791395,0.5826814428509344,0.5825727944372012,0.5677966101694916,0.5677966101694916,0.5332464146023468,0.5332464146023468,0.4774011299435028,0.5039113428943938,0.5017383746197306,0.5066275532377227,0.4919600173837462,0.5007605388961321,0.4948935245545415,0.5168405041286397,0.5184702303346371,0.5164059104737071,0.4977183833116037,0.5079313342025207,0.5085832246849196,0.4997827031725337,0.49565406345067364,0.5167318557149065,0.515645371577575,0.4980443285528031,0.5022816166883963,0.5041286397218601,0.5238543628374137,0.5826814428509344
4,0.4662103433289874,0.5425901781833985,0.5520425901781834,0.5164059104737071,0.5289004780530204,0.5471534115601913,0.5200999565406345,0.5480225988700564,0.4662103433289874,0.4662103433289874,0.4662103433289874,0.4662103433289874,0.4662103433289874,0.4662103433289874,0.4662103433289874,0.4662103433289874,0.4662103433289874,0.4662103433289874,0.5106475445458496,0.5262929161234245,0.5260756192959583,0.5017383746197306,0.509561060408518,0.510212950890917,0.5164059104737071,0.4662103433289874,0.5222729248152977,0.549760973489787,0.5529117774880487,0.5465015210777923,0.5465015210777923,0.5418296392872664,0.540851803563668,0.4653411560191221,0.48967840069534985,0.5068448500651891,0.5189048239895697,0.4948935245545415,0.5071707953063885,0.5016297262059974,0.5035853976531942,0.5008691873098653,0.49663189917427203,0.5086918730986527,0.5035853976531942,0.510212950890917,0.5010864841373316,0.5115167318557149,0.5003259452411994,0.49793568013906997,0.512277270751847,0.5104302477183833,0.5115167318557149,0.5051547636293399,0.5529117774880487
5,0.4847892220773577,0.5709474141677532,0.5873533246414603,0.5859408952629291,0.5799652325076053,0.5642112125162972,0.5852890047805303,0.567470664928292,0.4847892220773577,0.4847892220773577,0.4847892220773577,0.4847892220773577,0.4847892220773577,0.4847892220773577,0.4847892220773577,0.4847892220773577,0.4847892220773577,0.4847892220773577,0.5164059104737071,0.5281399391568883,0.5259669708822251,0.5539982616253802,0.4833767926988266,0.5016297262059974,0.5021729682746632,0.4847892220773577,0.5449804432855281,0.587896566710126,0.5869187309865276,0.5727944372012168,0.5727944372012168,0.5297696653628857,0.5297696653628857,0.48457192524989134,0.5106475445458496,0.5049978270317254,0.50206431986093,0.4863102998696219,0.49054758800521514,0.5085832246849196,0.5022816166883963,0.49554541503694044,0.49163407214254673,0.5043459365493264,0.4994567579313342,0.5079313342025207,0.49532811820947414,0.5101043024771839,0.4943502824858757,0.49956540634506735,0.5142329421990439,0.4968491960017384,0.49261190786614517,0.5294075039837751,0.587896566710126
6,0.48598435462842243,0.5790960451977402,0.5896349413298566,0.5847457627118644,0.5772490221642764,0.56671012603216,0.5830073880921338,0.5662755323772273,0.48598435462842243,0.48598435462842243,0.48598435462842243,0.48598435462842243,0.48598435462842243,0.48598435462842243,0.48598435462842243,0.48598435462842243,0.48598435462842243,0.48598435462842243,0.5221642764015645,0.5119513255106476,0.5312907431551499,0.5541069100391134,0.5443285528031291,0.49989135158626685,0.5046718817905259,0.48598435462842243,0.5509561060408518,0.5901781833985223,0.5907214254671882,0.5772490221642764,0.5772490221642764,0.5582355497609734,0.5582355497609734,0.4844632768361582,0.5137983485441112,0.49250325945241197,0.49934810951760106,0.5098870056497176,0.5059756627553238,0.4881573229030856,0.4847892220773577,0.5151021295089092,0.4978270317253368,0.5010864841373316,0.5024989135158626,0.48402868318122555,0.5051064754454585,0.4929378531073446,0.4911994784876141,0.5040199913081269,0.4881573229030856,0.4946762277270752,0.48750543242068667,0.5330975260353791,0.5907214254671882
7,0.46849196001738375,0.5626901347240331,0.5819209039548022,0.5731203824424164,0.5601912212081703,0.5513906996957845,0.5739895697522817,0.5529117774880487,0.46849196001738375,0.46849196001738375,0.46849196001738375,0.46849196001738375,0.46849196001738375,0.46849196001738375,0.46849196001738375,0.46849196001738375,0.46849196001738375,0.46849196001738375,0.5170578009561061,0.5283572359843546,0.5309647979139505,0.5563885267275098,0.5038026944806606,0.5187961755758366,0.5198826597131682,0.46849196001738375,0.5338983050847458,0.5796392872664059,0.5830073880921338,0.5485658409387223,0.5485658409387223,0.5438939591481964,0.542916123424598,0.4706649282920469,0.49608865710560623,0.5097783572359843,0.49109083007388094,0.5149934810951761,0.5057583659278575,0.49608865710560623,0.5159713168187744,0.4935897435897436,0.49663189917427203,0.5057583659278575,0.5052151238591917,0.5105388961321164,0.5137983485441112,0.5044545849630595,0.49695784441547153,0.5093437635810517,0.5196653628857019,0.50206431986093,0.5015210777922642,0.5169209844351088,0.5830073880921338
8,0.4708822251195133,0.5700782268578879,0.5856149500217297,0.5835506301607997,0.5786614515428075,0.5720338983050848,0.5815949587136028,0.5702955236853542,0.4708822251195133,0.4708822251195133,0.4708822251195133,0.4708822251195133,0.4708822251195133,0.4708822251195133,0.4708822251195133,0.4708822251195133,0.4708822251195133,0.4708822251195133,0.5135810517166449,0.5118426770969143,0.510864841373316,0.4985875706214689,0.511625380269448,0.5068448500651891,0.5149934810951761,0.4708822251195133,0.5432420686657975,0.5868100825727944,0.5860495436766623,0.5784441547153412,0.5784441547153412,0.5589960886571056,0.5589960886571056,0.47044763146458063,0.49934810951760106,0.5043459365493264,0.4978270317253368,0.5134724033029118,0.5080399826162538,0.5053237722729248,0.5086918730986527,0.5018470230334637,0.5137983485441112,0.4959800086918731,0.5105388961321164,0.5079313342025207,0.49815297696653627,0.5030421555845285,0.4980443285528031,0.5036940460669275,0.5,0.5038026944806606,0.5146675358539765,0.5252708162312683,0.5868100825727944
9,0.48033463711429814,0.5845284658843981,0.6000651890482399,0.5962624945675793,0.5863754889178618,0.5730117340286832,0.5938722294654498,0.5747501086484137,0.48033463711429814,0.48033463711429814,0.48033463711429814,0.48033463711429814,0.48033463711429814,0.48033463711429814,0.48033463711429814,0.48033463711429814,0.48033463711429814,0.48033463711429814,0.5275966970882225,0.5178183398522381,0.5425901781833985,0.56671012603216,0.5484571925249891,0.49130812690134723,0.5092351151673186,0.48033463711429814,0.5511734028683182,0.6001738374619731,0.5998478922207736,0.5824641460234681,0.5824641460234681,0.5588874402433724,0.5588874402433724,0.4796827466318992,0.5144502390265102,0.5051064754454585,0.5008691873098653,0.512277270751847,0.4878313776618861,0.4929378531073446,0.5072794437201217,0.4965232507605389,0.5182529335071708,0.5045632333767927,0.5003259452411994,0.5086918730986527,0.5039113428943938,0.5126032159930465,0.5157540199913081,0.5066275532377227,0.5119513255106476,0.5049978270317254,0.5010864841373316,0.5340954818355949,0.6001738374619731
