,abilities
kmeans_n_clusters_1,0.44890565
kmeans_n_clusters_2,0.51060545
kmeans_n_clusters_3,0.5137244
kmeans_n_clusters_4,0.51428294
kmeans_n_clusters_5,0.5143212
kmeans_n_clusters_6,0.51492673
kmeans_n_clusters_7,0.51246494
kmeans_n_clusters_8,0.5088175
dbscan_eps_0_1_min_samples_2,0.501695
dbscan_eps_0_2_min_samples_2,0.51812375
dbscan_eps_0_3_min_samples_2,0.51803434
dbscan_eps_0_4_min_samples_2,0.51803434
dbscan_eps_0_5_min_samples_2,0.51803434
dbscan_eps_0_6_min_samples_2,0.44890565
dbscan_eps_0_7_min_samples_2,0.44890565
dbscan_eps_0_8_min_samples_2,0.44890565
dbscan_eps_0_9_min_samples_2,0.44890565
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.44890565
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5130577
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5131844
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5140018
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5139145
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5142956
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.512231
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.509682
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.44890565
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.51803434
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5178159
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.51628834
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5166006
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.51681876
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.51389134
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5095148
mean_shift_,0.51216704
optics_,0.48562866
random_model_n1,0.47039703
random_model_n2,0.4711323
random_model_n3,0.47009847
random_model_n4,0.4698702
random_model_n5,0.470146
random_model_n6,0.46997198
random_model_n7,0.47005725
random_model_n8,0.4701694
random_model_n9,0.46999216
random_model_n10,0.47053063
random_model_n11,0.47031337
random_model_n12,0.47010115
random_model_n13,0.47020608
random_model_n14,0.4702761
random_model_n15,0.4702096
random_model_n16,0.4701244
random_model_n17,0.47047687
random_model_n18,0.46993506
random_model_n19,0.4698739
random_model_n20,0.46997577
random_model_n21,0.47035736
random_model_n22,0.47008666
random_model_n23,0.47003117
random_model_n24,0.47007674
random_model_n25,0.47009373
random_model_n26,0.46992844
random_model_n27,0.47016063
random_model_n28,0.46996552
random_model_n29,0.47014418
average_model,0.4980916
optimal_clustering,0.5228771
