,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,average_model,optimal_clustering
0,0.4271287673385988,0.5695312193013478,0.5566426971590239,0.6015953475578608,0.602381233054344,0.5943652009902157,0.5938936696923258,0.5948367322881056,0.5711815788439625,0.5667020315140084,0.5670163857126017,0.5670163857126017,0.5670163857126017,0.4271287673385988,0.4271287673385988,0.4271287673385988,0.4271287673385988,0.4271287673385988,0.563872843726669,0.5779401941137177,0.6035600612990687,0.6069393689339463,0.6035600612990687,0.5993948681677079,0.5911430704546348,0.4271287673385988,0.5670163857126017,0.6129120987072184,0.6030885300011788,0.6030885300011788,0.6030885300011788,0.5846988093834729,0.5987661597705214,0.5437541750167001,0.5624582498329993,0.49047113835514167,0.5048528429407835,0.5063460253841016,0.5105112185154623,0.503988368894652,0.5053243742386734,0.49974458721364295,0.5025737750009823,0.49471492003615075,0.5015521238555543,0.5088608589728476,0.4984085818696216,0.5039097803450038,0.49817281622067666,0.4973869307241935,0.5043813116428937,0.499508821564698,0.5479193681480609,0.6129120987072184
1,0.4533380486463122,0.4624543204055169,0.5720853471649181,0.580022790679398,0.5482730166214782,0.5716924044166765,0.5720853471649181,0.5766434830445204,0.5428504066957445,0.5833235097646273,0.5833235097646273,0.5833235097646273,0.5833235097646273,0.4533380486463122,0.4533380486463122,0.4533380486463122,0.4533380486463122,0.4533380486463122,0.5429289952453927,0.583244921214979,0.5794726708318598,0.5709851074698417,0.5969979174034343,0.5712208731187866,0.5929113128217218,0.4533380486463122,0.5833235097646273,0.5833235097646273,0.5833235097646273,0.6032064128256514,0.580258556328343,0.580258556328343,0.580258556328343,0.5561318715863098,0.5181736021061731,0.5078785021022437,0.5051279028645527,0.5013556524814334,0.5085072104994303,0.5097646272938033,0.5069354395064639,0.5054422570631459,0.5029274234743998,0.49797634484655584,0.503241777672993,0.5015128295807301,0.48878148453770287,0.5083500334001336,0.5108648669888797,0.4966403395025345,0.4978977562969075,0.5008841211835435,0.542506945626911,0.6032064128256514
2,0.45098039215686275,0.5632834296043067,0.6011631105347951,0.5916538960273489,0.5824590357184958,0.5772721914417069,0.5769578372431137,0.5792369051829148,0.5746001807536641,0.5820660929702542,0.5820660929702542,0.5820660929702542,0.5820660929702542,0.45098039215686275,0.45098039215686275,0.45098039215686275,0.45098039215686275,0.45098039215686275,0.5815945616723643,0.6021061731305749,0.5988054540453456,0.5936186097685567,0.6053283036661559,0.5793940822822115,0.5914181303784039,0.45098039215686275,0.5820660929702542,0.5820660929702542,0.5820660929702542,0.5960548548076545,0.5784510196864316,0.5784510196864316,0.5784510196864316,0.5844237494597038,0.5421431097489096,0.4923179692718771,0.5038704860701796,0.49797634484655584,0.49294667766906364,0.5073283822547054,0.4982906990451491,0.5028488349247514,0.5022987150772132,0.4995481158395222,0.5027702463751031,0.5033203662226413,0.5080356792015404,0.5103933356909898,0.5061495540099807,0.503477543321938,0.5043420173680695,0.5038704860701796,0.5512943097524025,0.6011631105347951
3,0.45907501277063933,0.5672914456363708,0.5837950410625172,0.5851310464065386,0.5676057998349641,0.5627333097567684,0.564619434948328,0.5863884632009116,0.5453652402844905,0.5812802074737711,0.5812802074737711,0.5812802074737711,0.5812802074737711,0.45907501277063933,0.45907501277063933,0.45907501277063933,0.45907501277063933,0.45907501277063933,0.5666627372391843,0.580022790679398,0.5715352273173798,0.5410428700538331,0.5764863059452238,0.5901607135840308,0.5669770914377775,0.45907501277063933,0.5812802074737711,0.5812802074737711,0.5812802074737711,0.5721639357145664,0.5769578372431137,0.5769578372431137,0.5769578372431137,0.5520452670045974,0.5099218043931,0.49467562576132657,0.5052064914142009,0.5038704860701796,0.4836732288105623,0.5068568509568155,0.50198436087862,0.5030846005736964,0.4928680891194153,0.49247514637117373,0.4991551730912806,0.4933396204173052,0.48956737003418604,0.4983692875947974,0.5001768242367087,0.49844787614444575,0.49766199064796257,0.5097646272938033,0.5463461418115826,0.5863884632009116
4,0.45569570513576174,0.5665841486895359,0.5870957601477464,0.5902393021336791,0.5690203937286338,0.5646980234979764,0.5675272112853157,0.5889818853393061,0.5264253998192463,0.5792369051829148,0.5792369051829148,0.5792369051829148,0.5792369051829148,0.45569570513576174,0.45569570513576174,0.45569570513576174,0.45569570513576174,0.45569570513576174,0.5607685960155605,0.5801013792290464,0.5753074777004991,0.5592754135722425,0.5804943219772879,0.5929113128217218,0.5709851074698417,0.45569570513576174,0.5792369051829148,0.5792369051829148,0.5792369051829148,0.5743644151047193,0.5824590357184958,0.5824590357184958,0.5824590357184958,0.5461511257809737,0.5144013517230539,0.4897245471334826,0.5028488349247514,0.5048921372156077,0.48532358835317696,0.4927109120201187,0.4938111517151951,0.4967189280521828,0.4923179692718771,0.5035561318715863,0.5008055326338953,0.491060552477504,0.5100789814923966,0.4995481158395222,0.5044991944673661,0.5011984753821368,0.5016700066800267,0.5071712051554088,0.5456184700555796,0.5902393021336791
5,0.43290502573775,0.5305120044009588,0.5819089158709576,0.5947188494636332,0.5546386891429919,0.5898463593854375,0.5885103540414162,0.5841093952611105,0.546465479979567,0.5628118983064168,0.562890486856065,0.562890486856065,0.562890486856065,0.43290502573775,0.43290502573775,0.43290502573775,0.43290502573775,0.43290502573775,0.5506306731109277,0.5837950410625172,0.590946599080514,0.5826162128177924,0.5960548548076545,0.592439781523832,0.5786081967857283,0.43290502573775,0.562890486856065,0.575071712051554,0.5856025777044285,0.5856025777044285,0.5856025777044285,0.5889032967896577,0.5878816456442296,0.5634406067036033,0.5161302998153169,0.5058351998113875,0.49679751660183114,0.5021415379779166,0.5028488349247514,0.5092145074462651,0.5050493143149043,0.50198436087862,0.4986836417933907,0.49978388148846714,0.495775865456403,0.5046563715666628,0.4904318440803175,0.49373256316554676,0.5056780227120908,0.4970332822507761,0.5059137883610358,0.5025344807261583,0.5396573830304034,0.5947188494636332
6,0.4472474360485677,0.5671735628118983,0.5682738025069747,0.5652874376203387,0.5534991551730912,0.5732248811348186,0.5681166254076782,0.5707100475460726,0.5793547880073874,0.5785689025109042,0.5785689025109042,0.5785689025109042,0.5785689025109042,0.4472474360485677,0.4472474360485677,0.4472474360485677,0.4472474360485677,0.4472474360485677,0.5719674643404455,0.5626154269322959,0.555149514715706,0.5540492750206295,0.5867421116743291,0.5839915124366379,0.5733820582341153,0.4472474360485677,0.5785689025109042,0.5785689025109042,0.5785689025109042,0.5769185429682895,0.5949153208377539,0.5949153208377539,0.5949153208377539,0.5690596880034579,0.5452473574600181,0.49762269637313844,0.49903729026680815,0.49856575896891825,0.4995874101143463,0.502966717749224,0.49848717041926993,0.5020236551534442,0.5015521238555543,0.49730834217454517,0.49534362843333724,0.5037526032457071,0.4984085818696216,0.4862273566741326,0.5047742543911352,0.49762269637313844,0.4969153994263036,0.5011591811073126,0.5464843994452231,0.5949153208377539
7,0.45141262917992847,0.5384887421902629,0.562143895634406,0.5645801406735038,0.5652088490706904,0.5657589689182286,0.565366026169987,0.58249832999332,0.5623010727337027,0.5892569452630751,0.5892569452630751,0.5892569452630751,0.5892569452630751,0.45141262917992847,0.45141262917992847,0.45141262917992847,0.45141262917992847,0.45141262917992847,0.5222209124130615,0.5150693543950646,0.5670163857126017,0.5714173444929074,0.5677236826594365,0.5872136429722189,0.5718888757907973,0.45141262917992847,0.5892569452630751,0.5892569452630751,0.5892569452630751,0.6002593422138395,0.5967228574796652,0.5967228574796652,0.5967228574796652,0.4838697001846831,0.5264646940940705,0.5046170772918386,0.5013949467562576,0.5008448269087195,0.5144406459978781,0.499508821564698,0.507210499430233,0.49966599866399464,0.49534362843333724,0.5038311917953554,0.4949506856850957,0.5078392078274195,0.5081535620260128,0.49730834217454517,0.5043813116428937,0.49864434751856657,0.49715116507524854,0.5051671971393767,0.545940100971733,0.6002593422138395
8,0.4301544265000589,0.5345200204330229,0.5679987425832056,0.5995913395418287,0.5958976777083579,0.5946402609139848,0.5884317654917679,0.5886675311407128,0.5613187158630988,0.569098982278282,0.5687060395300405,0.5687060395300405,0.5687060395300405,0.4301544265000589,0.4301544265000589,0.4301544265000589,0.4301544265000589,0.4301544265000589,0.5512593815081143,0.5529883296003772,0.5901607135840308,0.5899249479350859,0.6060356006129907,0.5929113128217218,0.5968407403041377,0.4301544265000589,0.5687060395300405,0.5716138158670282,0.6121655074855593,0.6121655074855593,0.6121655074855593,0.5908680105308657,0.5959762662580063,0.5569963456324414,0.5577822311289246,0.4949113914102715,0.49074619827891075,0.49263232347047037,0.49687610515147945,0.50198436087862,0.4971118708004244,0.5026916578254549,0.5059137883610358,0.5010412982828402,0.49687610515147945,0.503477543321938,0.5015128295807301,0.5052850799638493,0.5053636685134976,0.511414986836418,0.5117293410350112,0.5003340013360054,0.5468758868499527,0.6121655074855593
9,0.4288970097056859,0.5348343746316162,0.5687846280796888,0.6015560532830366,0.5973908601516759,0.5966835632048411,0.5896891822861409,0.5901607135840308,0.5628118983064168,0.5694919250265237,0.5690203937286338,0.5690203937286338,0.5690203937286338,0.4288970097056859,0.4288970097056859,0.4288970097056859,0.4288970097056859,0.4288970097056859,0.5523596212031907,0.5523596212031907,0.5918110731266455,0.590946599080514,0.6079217258045503,0.5937757868678534,0.5982553341978074,0.4288970097056859,0.5690203937286338,0.5701992219733585,0.6134229242799324,0.6134229242799324,0.6134229242799324,0.5911037761798106,0.5966049746551927,0.5585681166254077,0.5591968250225942,0.4933396204173052,0.5052850799638493,0.5035561318715863,0.4999410585877638,0.5023773036268616,0.5014342410310818,0.492789500569767,0.5029274234743998,0.5058351998113875,0.498762230343039,0.504970725765256,0.5006483555345986,0.5043420173680695,0.5043420173680695,0.5115721639357146,0.5128295807300877,0.5036347204212346,0.5472892044073623,0.6134229242799324
