,abilities
kmeans_n_clusters_1,0.51955134
kmeans_n_clusters_2,0.53574294
kmeans_n_clusters_3,0.5336207
kmeans_n_clusters_4,0.5330833
kmeans_n_clusters_5,0.51527977
kmeans_n_clusters_6,0.51530576
kmeans_n_clusters_7,0.5046479
kmeans_n_clusters_8,0.49934912
dbscan_eps_0_1_min_samples_2,0.51955134
dbscan_eps_0_2_min_samples_2,0.51955134
dbscan_eps_0_3_min_samples_2,0.51955134
dbscan_eps_0_4_min_samples_2,0.51955134
dbscan_eps_0_5_min_samples_2,0.51955134
dbscan_eps_0_6_min_samples_2,0.51955134
dbscan_eps_0_7_min_samples_2,0.51955134
dbscan_eps_0_8_min_samples_2,0.51955134
dbscan_eps_0_9_min_samples_2,0.51955134
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.51955134
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5105207
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.49237624
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49748176
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.48927566
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4846598
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.48420224
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.4873917
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.51955134
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.53655493
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5307995
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5166545
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5104778
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.50380194
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49984843
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49487427
mean_shift_,0.52359307
optics_,0.5200115
random_model_n1,0.49790263
random_model_n2,0.4980469
random_model_n3,0.49862218
random_model_n4,0.4980105
random_model_n5,0.49810642
random_model_n6,0.49804518
random_model_n7,0.4981561
random_model_n8,0.4980683
random_model_n9,0.49814096
random_model_n10,0.49793503
random_model_n11,0.49811718
random_model_n12,0.49790832
random_model_n13,0.49778482
random_model_n14,0.49803832
random_model_n15,0.49804607
random_model_n16,0.49781495
random_model_n17,0.49808523
random_model_n18,0.49808595
random_model_n19,0.4983039
random_model_n20,0.49781436
random_model_n21,0.49818474
random_model_n22,0.4982581
random_model_n23,0.49815243
random_model_n24,0.49779385
random_model_n25,0.49862987
random_model_n26,0.49801975
random_model_n27,0.49803743
random_model_n28,0.49793658
random_model_n29,0.49811316
random_model_n30,0.49803802
random_model_n31,0.49792078
random_model_n32,0.4982812
random_model_n33,0.4979257
random_model_n34,0.4985653
random_model_n35,0.49815184
random_model_n36,0.49805364
random_model_n37,0.49842024
random_model_n38,0.4981542
random_model_n39,0.49793184
random_model_n40,0.49835178
random_model_n41,0.49835
random_model_n42,0.49795407
random_model_n43,0.49800763
random_model_n44,0.49802238
random_model_n45,0.49802876
random_model_n46,0.49785027
random_model_n47,0.4980644
random_model_n48,0.49812925
random_model_n49,0.4979498
random_model_n50,0.49791217
random_model_n51,0.49795142
random_model_n52,0.4984539
random_model_n53,0.4981626
random_model_n54,0.49806762
average_model,0.51296675
optimal_clustering,0.53792495
