,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,average_model,optimal_clustering
0,0.5002978930834642,0.6752423766451823,0.7348209933380274,0.7367708389752478,0.7367708389752478,0.7365541894600011,0.732871147700807,0.7321128743974435,0.7191139034826409,0.7270216107891458,0.5103720955424362,0.5052808319341385,0.5020310892054379,0.5020310892054379,0.5002978930834642,0.5002978930834642,0.5002978930834642,0.5002978930834642,0.6716676596436115,0.7344960190651574,0.7364458647023777,0.7364458647023777,0.7356875913990143,0.7340627200346639,0.7270216107891458,0.5002978930834642,0.6889996208633483,0.7321128743974435,0.7321128743974435,0.5676758923251909,0.5968152521258734,0.5281373557926664,0.5281373557926664,0.7335210962465472,0.6682012673996642,0.4915235877159725,0.5076639766018524,0.5092888479662027,0.6724700652556365,0.7367708389752478
1,0.5082597627687808,0.6799545036017982,0.7368250013540595,0.7381248984455397,0.7381248984455397,0.7376915994150464,0.7340085576558523,0.7333586091101121,0.7185181173157125,0.7279423712289443,0.5181173157125061,0.512917727346585,0.5098846341331311,0.5098846341331311,0.5082597627687808,0.5082597627687808,0.5082597627687808,0.5082597627687808,0.6769214103883443,0.7357417537778259,0.7380165736879164,0.7377999241726697,0.7369333261116828,0.7354167795049559,0.7279423712289443,0.5082597627687808,0.6918702269403673,0.7334669338677354,0.7334669338677354,0.5679467042192493,0.5943779450793479,0.5932946975031144,0.5932946975031144,0.7353084547473325,0.6679304555056058,0.4864864864864865,0.4876780588203434,0.4938525700048746,0.679300543027998,0.7381248984455397
2,0.40768022531549586,0.5662676704760873,0.6645182256404701,0.6315874993229703,0.6298543032009966,0.6314791745653469,0.6084060011915723,0.6108974706169095,0.5754752748740725,0.6457780425716297,0.4114715918323133,0.4104966690137031,0.40746357580024917,0.40746357580024917,0.40768022531549586,0.40768022531549586,0.40768022531549586,0.40768022531549586,0.5707089855386449,0.6578020906678221,0.5945404322157829,0.6172886313166874,0.6244380653198288,0.6081893516763256,0.6396035313870985,0.40768022531549586,0.5577100146238423,0.6660347722471971,0.6506526566646808,0.6472945891783567,0.6417700265395656,0.6417700265395656,0.6417700265395656,0.6619184314575096,0.6498943833613172,0.5269457834588095,0.513946812544007,0.5212045713047717,0.6004782337447669,0.6660347722471971
3,0.5049558576612685,0.668742891187781,0.7220386719384715,0.7235552185451986,0.7235552185451986,0.7232302442723284,0.7195472025131344,0.7187889292097709,0.7040567621729946,0.7132643665709798,0.5130802144830201,0.509397172723826,0.5065807290256188,0.5065807290256188,0.5049558576612685,0.5049558576612685,0.5049558576612685,0.5049558576612685,0.6659264474895737,0.7219303471808481,0.7234468937875751,0.7234468937875751,0.7225802957265883,0.720955424362238,0.7139143151167199,0.5049558576612685,0.682500135405947,0.7185722796945242,0.7185722796945242,0.5619346801711531,0.5894491686074852,0.5217461950928884,0.5217461950928884,0.7211720738774847,0.4775496939825597,0.490765314412609,0.4783079672859232,0.49163191247359583,0.6564380011273798,0.7235552185451986
4,0.4561013919731355,0.7107728971456426,0.7151058874505768,0.7183556301792775,0.6614851324270162,0.6631100037913665,0.6611601581541461,0.6626767047608731,0.6970156529274766,0.7127227427828631,0.4615176298543032,0.45729296430699234,0.45880951091371935,0.45880951091371935,0.4561013919731355,0.4561013919731355,0.4561013919731355,0.4561013919731355,0.7140226398743433,0.7180306559064074,0.7185722796945242,0.6946325082597627,0.7174890321182906,0.6730758814927151,0.7057899582949683,0.4561013919731355,0.6912744407734388,0.7146725884200834,0.6576937659101988,0.6580187401830688,0.6576937659101988,0.6576937659101988,0.6283377565942696,0.717597356875914,0.6656014732167037,0.5033309862969182,0.49899799599198397,0.4929318095650761,0.6610438093404026,0.7185722796945242
5,0.4078427124519309,0.5331744570221524,0.6390077452201701,0.6312083626712885,0.6346747549152358,0.6257921247901208,0.6005524562638791,0.6041271732654498,0.5685966527649894,0.6421491631912474,0.41618371878892924,0.41109245518063153,0.4088176352705411,0.4088176352705411,0.4078427124519309,0.4078427124519309,0.4078427124519309,0.4078427124519309,0.53794074635758,0.6436657097979743,0.6346747549152358,0.6421491631912474,0.6341331311271191,0.5989275848995288,0.6122515300872015,0.4078427124519309,0.47229594323782703,0.6426907869793641,0.596544440231815,0.5793208037697015,0.6260087743053675,0.6260087743053675,0.6278502951849645,0.6485403238910253,0.6460488544656882,0.532741157991659,0.5214753831988301,0.5271082705952446,0.5862856844820773,0.6485403238910253
6,0.5026268753723664,0.6743216162053838,0.7303255158966582,0.7324920110491253,0.7324920110491253,0.7320587120186318,0.7288089692899312,0.7280506959865677,0.7146184260412717,0.7227427828630233,0.5121594540432216,0.5073931647077939,0.5044683962519634,0.5044683962519634,0.5026268753723664,0.5026268753723664,0.5026268753723664,0.5026268753723664,0.6709635487190597,0.7300005416237881,0.7320587120186318,0.7320587120186318,0.7314087634728917,0.7302171911390348,0.7233927314087635,0.5026268753723664,0.6873205871201863,0.7280506959865677,0.7280506959865677,0.5665384823701457,0.5948112441098413,0.5261333477766343,0.5261333477766343,0.7295672425932948,0.6647890375345286,0.4888696311542003,0.47955370199859176,0.47457076314791746,0.6697238320484814,0.7324920110491253
7,0.37106645723880194,0.6609435086388994,0.6643015761252234,0.6565021935763419,0.6358121648702811,0.605264583220495,0.6115474191626497,0.611330769647403,0.5817581108162271,0.5989817472783404,0.6035313870985214,0.6043979851595082,0.37334127714889237,0.37334127714889237,0.37106645723880194,0.37106645723880194,0.37106645723880194,0.37106645723880194,0.6639766018523534,0.6599685858202893,0.6568271678492119,0.6459946920868764,0.6128473162541299,0.611655743920273,0.6511942804527975,0.37106645723880194,0.6500027081189406,0.6645182256404701,0.6097058982830525,0.6328873964144506,0.5781833938146563,0.5781833938146563,0.6215132968639983,0.6610518333965227,0.5626929534745166,0.5397281048583654,0.5461192655581433,0.5554351947137518,0.6000690068826342,0.6645182256404701
8,0.4585928613984726,0.7116394952066295,0.7158641607539403,0.7152142122082001,0.6141472133456102,0.6159887342252072,0.6133889400422466,0.6157720847099605,0.6911661160158155,0.7086064019931756,0.46325082597627687,0.45956778421708283,0.4610843308238098,0.4610843308238098,0.4585928613984726,0.4585928613984726,0.4585928613984726,0.4585928613984726,0.7152142122082001,0.7177056816335373,0.7168390835725506,0.6656014732167037,0.7125060932676163,0.597898499702107,0.6884579970752316,0.4585928613984726,0.6963657043817364,0.7156475112386936,0.5910740399718356,0.6211883225911282,0.6207550235606348,0.6207550235606348,0.5761252234198126,0.7174890321182906,0.660510209608406,0.501164491144451,0.5134051887558901,0.5001895683258408,0.6408552841418573,0.7177056816335373
9,0.4536099225477983,0.6998320966256838,0.7034068136272545,0.6960407301088664,0.6637599523371066,0.6609435086388994,0.662026756215133,0.6594269620321724,0.6639766018523534,0.6875913990142447,0.457184639549369,0.45566809294264204,0.45620971673075883,0.45620971673075883,0.4536099225477983,0.4536099225477983,0.4536099225477983,0.4536099225477983,0.7030818393543844,0.7037317879001246,0.7002653956561772,0.6020148404917944,0.6915994150463088,0.6362454639007745,0.5766668472079294,0.4536099225477983,0.6826084601635704,0.7035151383848779,0.6380869847803715,0.6679846178844174,0.665709797974327,0.665709797974327,0.6225965444402318,0.7031901641120079,0.5347451660076911,0.5111303688457997,0.5017061149325679,0.5290039538536533,0.6395553870503771,0.7037317879001246
